Accession,ClosestGenotype,ClosestGenotypePident,ClosestSubtype,ClosestSubtypePident,ReferenceOverlapAA,FullyCover,CoveredRASPositions
KX621456,1,93.929,1a,93.637,150-321,Yes,150;159;206;282;316;320;321
KX621464,1,96.491,1a,96.023,150-321,Yes,150;159;206;282;316;320;321
KX621466,1,94.571,1a,94.104,150-321,Yes,150;159;206;282;316;320;321
KX621467,1,93.457,1a,93.172,150-321,Yes,150;159;206;282;316;320;321
KX621469,3,95.108,3a,94.064,150-321,Yes,150;159;206;282;316;320;321
KX621470,3,95.303,3a,94.589,150-321,Yes,150;159;206;282;316;320;321
KX621471,1,95.826,1a,95.591,150-321,Yes,150;159;206;282;316;320;321
KX621472,3,95.108,3a,93.025,150-321,Yes,150;159;206;282;316;320;321
KX621475,3,96.086,3a,94.003,150-321,Yes,150;159;206;282;316;320;321
KX621476,3,94.521,3a,93.742,150-321,Yes,150;159;206;282;316;320;321
KX621477,3,96.151,3a,93.868,150-321,Yes,150;159;206;282;316;320;321
KX621478,3,94.521,3a,94.003,150-321,Yes,150;159;206;282;316;320;321
KX621479,3,95.369,3a,92.960,150-321,Yes,150;159;206;282;316;320;321
KX621480,3,94.455,3a,92.894,150-321,Yes,150;159;206;282;316;320;321
KX621481,3,94.521,3a,93.742,150-321,Yes,150;159;206;282;316;320;321
KX621483,3,94.912,3a,94.459,150-321,Yes,150;159;206;282;316;320;321
KX621486,3,96.086,3a,93.677,150-321,Yes,150;159;206;282;316;320;321
KX621487,3,96.086,3a,94.003,150-321,Yes,150;159;206;282;316;320;321
KX621488,3,95.303,3a,93.742,150-321,Yes,150;159;206;282;316;320;321
KX621489,3,95.108,3a,94.980,150-321,Yes,150;159;206;282;316;320;321
KX621490,3,95.956,3a,94.850,150-321,Yes,150;159;206;282;316;320;321
KX621491,3,94.455,3a,92.960,150-321,Yes,150;159;206;282;316;320;321
KX621492,3,94.455,3a,94.133,150-321,Yes,150;159;206;282;316;320;321
KX621493,1,94.870,1a,94.340,150-321,Yes,150;159;206;282;316;320;321
KX621494,3,94.586,3a,93.611,150-321,Yes,150;159;206;282;316;320;321
KX621496,3,95.695,3a,94.133,150-321,Yes,150;159;206;282;316;320;321
KX621497,3,96.543,3a,94.329,150-321,Yes,150;159;206;282;316;320;321
KX621498,3,95.695,3a,94.785,150-321,Yes,150;159;206;282;316;320;321
KX621499,3,94.260,3a,92.503,150-321,Yes,150;159;206;282;316;320;321
KX621500,1,94.221,1a,93.870,150-321,Yes,150;159;206;282;316;320;321
KX621501,3,95.238,3a,93.546,150-321,Yes,150;159;206;282;316;320;321
KX621502,3,95.760,3a,94.329,150-321,Yes,150;159;206;282;316;320;321
KX621503,3,95.434,3a,93.481,150-321,Yes,150;159;206;282;316;320;321
KX621506,3,94.977,3a,92.759,150-321,Yes,150;159;206;282;316;320;321
KX621507,3,95.042,3a,94.589,150-321,Yes,150;159;206;282;316;320;321
KX621508,3,95.499,3a,94.720,150-321,Yes,150;159;206;282;316;320;321
KX621511,1,93.661,1a,93.234,150-321,Yes,150;159;206;282;316;320;321
KX621513,3,95.173,3a,94.263,150-321,Yes,150;159;206;282;316;320;321
KX621515,1,94.523,1a,93.954,150-321,Yes,150;159;206;282;316;320;321
KX621516,3,95.629,3a,94.915,150-321,Yes,150;159;206;282;316;320;321
KX621517,1,94.587,1a,94.088,150-321,Yes,150;159;206;282;316;320;321
KX621518,3,95.564,3a,94.589,150-321,Yes,150;159;206;282;316;320;321
KX621519,3,94.781,3a,94.325,150-321,Yes,150;159;206;282;316;320;321
KX621520,1,95.798,1a,95.442,150-321,Yes,150;159;206;282;316;320;321
KX621521,1,93.519,1a,93.305,150-321,Yes,150;159;206;282;316;320;321
KX621522,3,94.912,3a,93.872,150-321,Yes,150;159;206;282;316;320;321
KX621525,1,95.228,1a,94.943,150-321,Yes,150;159;206;282;316;320;321
KX621526,1,96.620,1a,95.862,150-321,Yes,150;159;206;282;316;320;321
KX621527,3,95.890,3a,94.003,150-321,Yes,150;159;206;282;316;320;321
KX621530,3,95.953,3a,94.390,150-321,Yes,150;159;206;282;316;320;321
KX621531,3,96.217,3a,94.915,150-321,Yes,150;159;206;282;316;320;321
KX621532,1,96.011,1a,95.442,150-321,Yes,150;159;206;282;316;320;321
KX621534,3,95.042,3a,93.742,150-321,Yes,150;159;206;282;316;320;321
KX621537,3,94.781,3a,94.133,150-321,Yes,150;159;206;282;316;320;321
KX621539,3,94.390,3a,92.894,150-321,Yes,150;159;206;282;316;320;321
KX621540,1,96.083,1a,95.584,150-321,Yes,150;159;206;282;316;320;321
KX621541,3,95.695,3a,93.872,150-321,Yes,150;159;206;282;316;320;321
KX621543,1,94.396,1a,93.695,150-321,Yes,150;159;206;282;316;320;321
KX621544,1,96.316,1a,95.731,150-321,Yes,150;159;206;282;316;320;321
KX621545,2,81.958,2b,94.628,150-321,Yes,150;159;206;282;316;320;321
KX621546,2,81.604,2b,93.802,150-321,Yes,150;159;206;282;316;320;321
KX621547,2,82.075,2b,94.038,150-321,Yes,150;159;206;282;316;320;321
KX621548,2,81.958,2b,93.861,150-321,Yes,150;159;206;282;316;320;321
KX621549,2,81.958,2b,93.979,150-321,Yes,150;159;206;282;316;320;321
KX621550,2,81.899,2b,93.506,150-321,Yes,150;159;206;282;316;320;321
KX621551,2,82.311,2b,95.277,150-321,Yes,150;159;206;282;316;320;321
KX621552,2,81.604,2b,94.097,150-321,Yes,150;159;206;282;316;320;321
KX621553,2,81.309,2b,94.628,150-321,Yes,150;159;206;282;316;320;321
KX621554,2,81.958,2b,94.333,150-321,Yes,150;159;206;282;316;320;321
KX621555,2,81.781,2b,93.743,150-321,Yes,150;159;206;282;316;320;321
KX621556,2,82.075,2b,94.805,150-321,Yes,150;159;206;282;316;320;321
KY083756,4,84.225,4r,93.824,150-321,Yes,150;159;206;282;316;320;321
KY083758,2,83.001,2v,84.615,150-321,Yes,150;159;206;282;316;320;321
KY120328,1,80.949,1b,93.205,150-321,Yes,150;159;206;282;316;320;321
KY120329,6,82.266,6a,96.665,150-321,Yes,150;159;206;282;316;320;321
KY120332,3,95.906,3a,93.799,150-321,Yes,150;159;206;282;316;320;321
KY608611,1,82.572,1c,93.397,150-321,Yes,150;159;206;282;316;320;321
KY608612,1,82.562,1c,94.134,150-321,Yes,150;159;206;282;316;320;321
KY608616,1,82.535,1g,94.695,150-321,Yes,150;159;206;282;316;320;321
KY608618,1,82.149,1l,93.819,150-321,Yes,150;159;206;282;316;320;321
KY608629,2,82.112,2j,91.263,150-321,Yes,150;159;206;282;316;320;321
KY608636,3,83.352,3g,91.314,150-321,Yes,150;159;206;282;316;320;321
KY608640,3,83.004,3i,96.435,150-321,Yes,150;159;206;282;316;320;321
KY608641,3,83.512,3i,95.925,150-321,Yes,150;159;206;282;316;320;321
KY608642,3,83.145,3i,96.501,150-321,Yes,150;159;206;282;316;320;321
KY608643,3,82.101,3i,95.190,150-321,Yes,150;159;206;282;316;320;321
KY608645,3,82.768,3i,95.699,150-321,Yes,150;159;206;282;316;320;321
KY608646,3,82.552,3i,96.831,150-321,Yes,150;159;206;282;316;320;321
KY608648,3,82.542,3i,94.564,150-321,Yes,150;159;206;282;316;320;321
KY608649,3,83.700,3i,96.503,150-321,Yes,150;159;206;282;316;320;321
KY608651,4,87.599,4c,95.260,150-321,Yes,150;159;206;282;316;320;321
KY608652,4,88.169,4c,95.544,150-321,Yes,150;159;206;282;316;320;321
KY608653,4,83.099,4f,93.288,150-321,Yes,150;159;206;282;316;320;321
KY608655,4,84.997,4l,94.191,150-321,Yes,150;159;206;282;316;320;321
KY608656,4,84.142,4n,94.079,150-321,Yes,150;159;206;282;316;320;321
KY608657,4,83.878,4n,92.611,150-321,Yes,150;159;206;282;316;320;321
KY608658,4,83.973,4n,93.232,150-321,Yes,150;159;206;282;316;320;321
KY608659,4,84.142,4n,92.442,150-321,Yes,150;159;206;282;316;320;321
KY608661,4,84.433,4n,93.965,150-321,Yes,150;159;206;282;316;320;321
KY608663,4,83.465,4n,93.232,150-321,Yes,150;159;206;282;316;320;321
KY608665,4,83.014,4n,91.991,150-321,Yes,150;159;206;282;316;320;321
KY608667,4,83.427,4o,92.273,150-321,Yes,150;159;206;282;316;320;321
KY608668,4,83.493,4o,89.008,150-321,Yes,150;159;206;282;316;320;321
KY608669,4,83.926,4o,89.284,150-321,Yes,150;159;206;282;316;320;321
KY608670,4,84.828,4o,93.115,150-321,Yes,150;159;206;282;316;320;321
KY608671,4,83.549,4o,93.683,150-321,Yes,150;159;206;282;316;320;321
KY608672,4,83.587,4o,93.683,150-321,Yes,150;159;206;282;316;320;321
KY608673,4,83.869,4o,93.002,150-321,Yes,150;159;206;282;316;320;321
KY608675,4,83.822,4o,93.006,150-321,Yes,150;159;206;282;316;320;321
KY608676,4,84.216,4o,92.047,150-321,Yes,150;159;206;282;316;320;321
KY608677,4,84.386,4o,88.494,150-321,Yes,150;159;206;282;316;320;321
KY608678,4,84.845,4o,92.668,150-321,Yes,150;159;206;282;316;320;321
KY608681,4,82.106,4r,93.256,150-321,Yes,150;159;206;282;316;320;321
KY608684,4,82.648,4r,94.018,150-321,Yes,150;159;206;282;316;320;321
KY608685,4,83.192,4t,91.540,150-321,Yes,150;159;206;282;316;320;321
KY608692,6,73.918,6e,91.889,150-321,Yes,150;159;206;282;316;320;321
KY608695,6,72.942,6e,90.760,150-321,Yes,150;159;206;282;316;320;321
KY608696,6,75.000,6e,91.179,150-321,Yes,150;159;206;282;316;320;321
KY608697,6,74.742,6e,91.992,150-321,Yes,150;159;206;282;316;320;321
KY608698,6,74.741,6e,91.012,150-321,Yes,150;159;206;282;316;320;321
KY608700,6,74.762,6h,92.645,150-321,Yes,150;159;206;282;316;320;321
KY608701,8,72.976,8a,72.976,150-321,Yes,150;159;206;282;316;320;321
KY608702,6,73.699,6i,96.388,150-321,Yes,150;159;206;282;316;320;321
KY608703,6,76.304,6l,94.611,150-321,Yes,150;159;206;282;316;320;321
KY608707,6,74.904,6m,92.332,150-321,Yes,150;159;206;282;316;320;321
KY608708,6,74.922,6m,92.653,150-321,Yes,150;159;206;282;316;320;321
KY608710,6,75.314,6n,96.621,150-321,Yes,150;159;206;282;316;320;321
KY608714,6,75.479,6q,94.414,150-321,Yes,150;159;206;282;316;320;321
KY608715,6,74.900,6q,93.779,150-321,Yes,150;159;206;282;316;320;321
KY608716,6,75.641,6q,94.660,150-321,Yes,150;159;206;282;316;320;321
KY620313,2,92.555,2a,93.626,150-321,Yes,150;159;206;282;316;320;321
KY620314,2,93.232,2a,93.684,150-321,Yes,150;159;206;282;316;320;321
KY620320,2,92.273,2a,93.275,150-321,Yes,150;159;206;282;316;320;321
KY620323,2,91.596,2a,92.281,150-321,Yes,150;159;206;282;316;320;321
KY620324,2,91.427,2a,92.573,150-321,Yes,150;159;206;282;316;320;321
KY620325,2,91.483,2a,92.398,150-321,Yes,150;159;206;282;316;320;321
KY620327,2,92.837,2a,94.035,150-321,Yes,150;159;206;282;316;320;321
KY620328,2,93.288,2a,94.152,150-321,Yes,150;159;206;282;316;320;321
KY620362,3,94.921,3a,94.025,150-321,Yes,150;159;206;282;316;320;321
KY620363,3,94.865,3a,94.025,150-321,Yes,150;159;206;282;316;320;321
KY620365,3,94.921,3a,94.363,150-321,Yes,150;159;206;282;316;320;321
KY620366,3,94.980,3a,93.965,150-321,Yes,150;159;206;282;316;320;321
KY620367,3,95.147,3a,94.983,150-321,Yes,150;159;206;282;316;320;321
KY620368,3,94.977,3a,94.983,150-321,Yes,150;159;206;282;316;320;321
KY620369,3,94.808,3a,94.589,150-321,Yes,150;159;206;282;316;320;321
KY620371,3,95.542,3a,95.547,150-321,Yes,150;159;206;282;316;320;321
KY620372,3,95.316,3a,94.927,150-321,Yes,150;159;206;282;316;320;321
KY620374,3,94.755,3a,94.811,150-321,Yes,150;159;206;282;316;320;321
KY620375,3,94.752,3a,94.701,150-321,Yes,150;159;206;282;316;320;321
KY620376,3,94.811,3a,94.416,150-321,Yes,150;159;206;282;316;320;321
KY620377,3,96.108,3a,95.770,150-321,Yes,150;159;206;282;316;320;321
KY620378,3,95.372,3a,94.983,150-321,Yes,150;159;206;282;316;320;321
KY620379,3,95.485,3a,95.321,150-321,Yes,150;159;206;282;316;320;321
KY620380,3,95.037,3a,94.808,150-321,Yes,150;159;206;282;316;320;321
KY620381,3,95.037,3a,94.134,150-321,Yes,150;159;206;282;316;320;321
KY620382,3,96.108,3a,95.149,150-321,Yes,150;159;206;282;316;320;321
KY620383,3,94.639,3a,95.096,150-321,Yes,150;159;206;282;316;320;321
KY620385,3,94.585,3a,94.416,150-321,Yes,150;159;206;282;316;320;321
KY620386,3,93.849,3a,93.236,150-321,Yes,150;159;206;282;316;320;321
KY620387,3,94.977,3a,94.589,150-321,Yes,150;159;206;282;316;320;321
KY620388,3,94.867,3a,94.078,150-321,Yes,150;159;206;282;316;320;321
KY620389,3,95.488,3a,94.811,150-321,Yes,150;159;206;282;316;320;321
KY620391,3,95.601,3a,94.924,150-321,Yes,150;159;206;282;316;320;321
KY620392,3,95.542,3a,95.209,150-321,Yes,150;159;206;282;316;320;321
KY620393,3,94.529,3a,94.191,150-321,Yes,150;159;206;282;316;320;321
KY620394,3,96.050,3a,95.265,150-321,Yes,150;159;206;282;316;320;321
KY620395,3,94.529,3a,94.416,150-321,Yes,150;159;206;282;316;320;321
KY620396,3,94.921,3a,94.814,150-321,Yes,150;159;206;282;316;320;321
KY620397,3,95.034,3a,94.476,150-321,Yes,150;159;206;282;316;320;321
KY620398,3,95.262,3a,94.360,150-321,Yes,150;159;206;282;316;320;321
KY620399,3,95.488,3a,94.529,150-321,Yes,150;159;206;282;316;320;321
KY620400,3,94.698,3a,94.473,150-321,Yes,150;159;206;282;316;320;321
KY620401,3,94.811,3a,94.473,150-321,Yes,150;159;206;282;316;320;321
KY620402,3,95.262,3a,94.187,150-321,Yes,150;159;206;282;316;320;321
KY620403,3,96.050,3a,95.660,150-321,Yes,150;159;206;282;316;320;321
KY620405,3,94.698,3a,94.021,150-321,Yes,150;159;206;282;316;320;321
KY620406,3,94.924,3a,94.247,150-321,Yes,150;159;206;282;316;320;321
KY620407,3,95.147,3a,94.870,150-321,Yes,150;159;206;282;316;320;321
KY620408,3,94.187,3a,93.856,150-321,Yes,150;159;206;282;316;320;321
KY620409,3,95.147,3a,94.758,150-321,Yes,150;159;206;282;316;320;321
KY620410,3,94.921,3a,94.476,150-321,Yes,150;159;206;282;316;320;321
KY620412,3,94.698,3a,93.739,150-321,Yes,150;159;206;282;316;320;321
KY620413,3,94.300,3a,94.134,150-321,Yes,150;159;206;282;316;320;321
KY620415,3,95.206,3a,93.909,150-321,Yes,150;159;206;282;316;320;321
KY620416,3,94.977,3a,94.814,150-321,Yes,150;159;206;282;316;320;321
KY620417,3,95.147,3a,94.645,150-321,Yes,150;159;206;282;316;320;321
KY620418,3,95.034,3a,94.758,150-321,Yes,150;159;206;282;316;320;321
KY620419,3,95.655,3a,95.434,150-321,Yes,150;159;206;282;316;320;321
KY620420,3,94.752,3a,94.589,150-321,Yes,150;159;206;282;316;320;321
KY620421,3,95.034,3a,95.152,150-321,Yes,150;159;206;282;316;320;321
KY620422,3,94.413,3a,94.194,150-321,Yes,150;159;206;282;316;320;321
KY620423,3,95.485,3a,95.265,150-321,Yes,150;159;206;282;316;320;321
KY620424,3,95.598,3a,95.152,150-321,Yes,150;159;206;282;316;320;321
KY620425,3,94.695,3a,95.096,150-321,Yes,150;159;206;282;316;320;321
KY620426,3,94.357,3a,94.758,150-321,Yes,150;159;206;282;316;320;321
KY620428,3,94.865,3a,94.814,150-321,Yes,150;159;206;282;316;320;321
KY620429,3,94.921,3a,95.152,150-321,Yes,150;159;206;282;316;320;321
KY620430,3,94.808,3a,94.081,150-321,Yes,150;159;206;282;316;320;321
KY620431,3,95.203,3a,95.152,150-321,Yes,150;159;206;282;316;320;321
KY620432,3,94.755,3a,93.965,150-321,Yes,150;159;206;282;316;320;321
KY620433,3,94.300,3a,93.796,150-321,Yes,150;159;206;282;316;320;321
KY620434,3,94.078,3a,93.627,150-321,Yes,150;159;206;282;316;320;321
KY620435,3,94.977,3a,94.250,150-321,Yes,150;159;206;282;316;320;321
KY620436,3,94.585,3a,94.021,150-321,Yes,150;159;206;282;316;320;321
KY620438,3,95.880,3a,94.645,150-321,Yes,150;159;206;282;316;320;321
KY620440,3,94.187,3a,93.630,150-321,Yes,150;159;206;282;316;320;321
KY620441,3,95.203,3a,94.532,150-321,Yes,150;159;206;282;316;320;321
KY620442,3,94.698,3a,94.021,150-321,Yes,150;159;206;282;316;320;321
KY620443,3,94.695,3a,94.532,150-321,Yes,150;159;206;282;316;320;321
KY620444,3,95.542,3a,94.758,150-321,Yes,150;159;206;282;316;320;321
KY620445,3,94.131,3a,94.419,150-321,Yes,150;159;206;282;316;320;321
KY620446,3,94.582,3a,94.363,150-321,Yes,150;159;206;282;316;320;321
KY620447,3,94.695,3a,94.589,150-321,Yes,150;159;206;282;316;320;321
KY620449,3,94.529,3a,94.191,150-321,Yes,150;159;206;282;316;320;321
KY620450,3,94.473,3a,93.852,150-321,Yes,150;159;206;282;316;320;321
KY620451,3,94.360,3a,93.965,150-321,Yes,150;159;206;282;316;320;321
KY620452,3,94.695,3a,93.799,150-321,Yes,150;159;206;282;316;320;321
KY620453,3,94.752,3a,94.870,150-321,Yes,150;159;206;282;316;320;321
KY620454,3,95.260,3a,94.307,150-321,Yes,150;159;206;282;316;320;321
KY620455,3,95.260,3a,94.814,150-321,Yes,150;159;206;282;316;320;321
KY620457,3,95.147,3a,94.476,150-321,Yes,150;159;206;282;316;320;321
KY620458,3,95.037,3a,94.698,150-321,Yes,150;159;206;282;316;320;321
KY620459,3,94.921,3a,94.250,150-321,Yes,150;159;206;282;316;320;321
KY620460,3,95.034,3a,94.589,150-321,Yes,150;159;206;282;316;320;321
KY620461,3,95.093,3a,94.303,150-321,Yes,150;159;206;282;316;320;321
KY620462,3,94.247,3a,94.021,150-321,Yes,150;159;206;282;316;320;321
KY620463,3,94.698,3a,94.360,150-321,Yes,150;159;206;282;316;320;321
KY620464,3,95.372,3a,94.814,150-321,Yes,150;159;206;282;316;320;321
KY620465,3,95.206,3a,94.078,150-321,Yes,150;159;206;282;316;320;321
KY620466,3,94.698,3a,93.401,150-321,Yes,150;159;206;282;316;320;321
KY620467,3,94.526,3a,93.517,150-321,Yes,150;159;206;282;316;320;321
KY620468,3,94.360,3a,94.473,150-321,Yes,150;159;206;282;316;320;321
KY620469,3,95.316,3a,94.983,150-321,Yes,150;159;206;282;316;320;321
KY620470,3,94.582,3a,94.081,150-321,Yes,150;159;206;282;316;320;321
KY620471,3,94.752,3a,93.912,150-321,Yes,150;159;206;282;316;320;321
KY620472,3,94.582,3a,94.307,150-321,Yes,150;159;206;282;316;320;321
KY620473,3,94.695,3a,94.250,150-321,Yes,150;159;206;282;316;320;321
KY620474,3,94.470,3a,93.799,150-321,Yes,150;159;206;282;316;320;321
KY620475,3,95.147,3a,94.814,150-321,Yes,150;159;206;282;316;320;321
KY620476,3,94.526,3a,94.138,150-321,Yes,150;159;206;282;316;320;321
KY620477,3,94.752,3a,94.419,150-321,Yes,150;159;206;282;316;320;321
KY620478,3,94.808,3a,94.758,150-321,Yes,150;159;206;282;316;320;321
KY620479,3,94.977,3a,94.701,150-321,Yes,150;159;206;282;316;320;321
KY620480,3,94.639,3a,94.025,150-321,Yes,150;159;206;282;316;320;321
KY620481,3,94.413,3a,94.307,150-321,Yes,150;159;206;282;316;320;321
KY620482,3,94.526,3a,94.081,150-321,Yes,150;159;206;282;316;320;321
KY620483,3,93.951,3a,93.405,150-321,Yes,150;159;206;282;316;320;321
KY620485,3,94.131,3a,93.630,150-321,Yes,150;159;206;282;316;320;321
KY620486,3,95.711,3a,93.912,150-321,Yes,150;159;206;282;316;320;321
KY620487,3,95.657,3a,94.360,150-321,Yes,150;159;206;282;316;320;321
KY620488,3,94.921,3a,93.687,150-321,Yes,150;159;206;282;316;320;321
KY620489,3,95.147,3a,93.517,150-321,Yes,150;159;206;282;316;320;321
KY620490,3,95.711,3a,94.081,150-321,Yes,150;159;206;282;316;320;321
KY620491,3,95.993,3a,94.532,150-321,Yes,150;159;206;282;316;320;321
KY620492,3,95.488,3a,94.247,150-321,Yes,150;159;206;282;316;320;321
KY620493,3,96.052,3a,94.473,150-321,Yes,150;159;206;282;316;320;321
KY620494,3,96.165,3a,94.867,150-321,Yes,150;159;206;282;316;320;321
KY620495,3,95.544,3a,93.457,150-321,Yes,150;159;206;282;316;320;321
KY620496,3,95.149,3a,93.401,150-321,Yes,150;159;206;282;316;320;321
KY620497,3,95.431,3a,94.078,150-321,Yes,150;159;206;282;316;320;321
KY620498,3,95.429,3a,93.630,150-321,Yes,150;159;206;282;316;320;321
KY620499,3,95.375,3a,93.796,150-321,Yes,150;159;206;282;316;320;321
KY620500,3,96.108,3a,93.683,150-321,Yes,150;159;206;282;316;320;321
KY620501,3,96.896,3a,94.983,150-321,Yes,150;159;206;282;316;320;321
KY620502,3,95.657,3a,93.401,150-321,Yes,150;159;206;282;316;320;321
KY620503,3,95.711,3a,94.078,150-321,Yes,150;159;206;282;316;320;321
KY620504,3,96.163,3a,94.307,150-321,Yes,150;159;206;282;316;320;321
KY620505,3,96.050,3a,94.081,150-321,Yes,150;159;206;282;316;320;321
KY620506,3,96.050,3a,94.250,150-321,Yes,150;159;206;282;316;320;321
KY620507,3,95.883,3a,94.021,150-321,Yes,150;159;206;282;316;320;321
KY620509,3,95.767,3a,93.574,150-321,Yes,150;159;206;282;316;320;321
KY620510,3,95.544,3a,93.288,150-321,Yes,150;159;206;282;316;320;321
KY620511,3,96.445,3a,93.968,150-321,Yes,150;159;206;282;316;320;321
KY620512,3,96.614,3a,94.927,150-321,Yes,150;159;206;282;316;320;321
KY620513,3,96.953,3a,94.758,150-321,Yes,150;159;206;282;316;320;321
KY620518,3,95.937,3a,94.025,150-321,Yes,150;159;206;282;316;320;321
KY620520,3,96.106,3a,94.419,150-321,Yes,150;159;206;282;316;320;321
KY620521,3,95.488,3a,93.570,150-321,Yes,150;159;206;282;316;320;321
KY620522,3,95.149,3a,93.627,150-321,Yes,150;159;206;282;316;320;321
KY620523,3,96.163,3a,93.743,150-321,Yes,150;159;206;282;316;320;321
KY620524,3,95.824,3a,94.025,150-321,Yes,150;159;206;282;316;320;321
KY620525,3,95.262,3a,93.401,150-321,Yes,150;159;206;282;316;320;321
KY620527,3,95.767,3a,94.081,150-321,Yes,150;159;206;282;316;320;321
KY620528,3,95.542,3a,93.574,150-321,Yes,150;159;206;282;316;320;321
KY620529,3,95.824,3a,94.138,150-321,Yes,150;159;206;282;316;320;321
KY620530,3,95.542,3a,94.138,150-321,Yes,150;159;206;282;316;320;321
KY620531,3,95.262,3a,93.909,150-321,Yes,150;159;206;282;316;320;321
KY620532,3,95.544,3a,93.288,150-321,Yes,150;159;206;282;316;320;321
KY620533,3,95.601,3a,93.909,150-321,Yes,150;159;206;282;316;320;321
KY620534,3,95.826,3a,93.965,150-321,Yes,150;159;206;282;316;320;321
KY620535,3,96.165,3a,94.134,150-321,Yes,150;159;206;282;316;320;321
KY620536,3,95.544,3a,93.345,150-321,Yes,150;159;206;282;316;320;321
KY620537,3,95.375,3a,94.021,150-321,Yes,150;159;206;282;316;320;321
KY620538,3,95.488,3a,93.965,150-321,Yes,150;159;206;282;316;320;321
KY620539,3,95.824,3a,93.799,150-321,Yes,150;159;206;282;316;320;321
KY620540,3,95.544,3a,94.021,150-321,Yes,150;159;206;282;316;320;321
KY620541,3,94.977,3a,93.405,150-321,Yes,150;159;206;282;316;320;321
KY620542,3,96.165,3a,94.247,150-321,Yes,150;159;206;282;316;320;321
KY620543,3,94.244,3a,93.574,150-321,Yes,150;159;206;282;316;320;321
KY620545,3,95.316,3a,93.856,150-321,Yes,150;159;206;282;316;320;321
KY620546,3,94.529,3a,94.078,150-321,Yes,150;159;206;282;316;320;321
KY620547,3,94.752,3a,93.461,150-321,Yes,150;159;206;282;316;320;321
KY620548,3,93.567,3a,91.883,150-321,Yes,150;159;206;282;316;320;321
KY620550,3,95.090,3a,93.348,150-321,Yes,150;159;206;282;316;320;321
KY620551,3,95.090,3a,93.405,150-321,Yes,150;159;206;282;316;320;321
KY620553,3,95.542,3a,93.743,150-321,Yes,150;159;206;282;316;320;321
KY620554,3,95.770,3a,94.078,150-321,Yes,150;159;206;282;316;320;321
KY620555,3,95.542,3a,94.025,150-321,Yes,150;159;206;282;316;320;321
KY620556,3,94.921,3a,92.954,150-321,Yes,150;159;206;282;316;320;321
KY620557,3,94.867,3a,93.627,150-321,Yes,150;159;206;282;316;320;321
KY620558,3,94.131,3a,92.559,150-321,Yes,150;159;206;282;316;320;321
KY620560,3,95.711,3a,93.799,150-321,Yes,150;159;206;282;316;320;321
KY620561,3,95.372,3a,93.630,150-321,Yes,150;159;206;282;316;320;321
KY620562,3,95.826,3a,94.021,150-321,Yes,150;159;206;282;316;320;321
KY620563,3,95.149,3a,93.345,150-321,Yes,150;159;206;282;316;320;321
KY620564,3,95.316,3a,93.236,150-321,Yes,150;159;206;282;316;320;321
KY620565,3,95.711,3a,93.574,150-321,Yes,150;159;206;282;316;320;321
KY620566,3,95.488,3a,93.909,150-321,Yes,150;159;206;282;316;320;321
KY620567,3,95.429,3a,93.912,150-321,Yes,150;159;206;282;316;320;321
KY620569,3,95.147,3a,93.743,150-321,Yes,150;159;206;282;316;320;321
