Accession,ClosestGenotype,ClosestGenotypePident,ClosestSubtype,ClosestSubtypePident,ReferenceOverlapAA,FullyCover,CoveredNS3RASPositions
KC125100,1,94.453,1a,94.136,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125102,1,90.858,1a,92.827,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125103,1,94.559,1a,95.034,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125104,1,94.876,1a,94.876,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125106,1,92.446,1a,92.816,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125107,1,94.295,1a,95.193,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125113,1,94.242,1a,94.242,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125114,1,94.348,1a,94.295,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125115,1,95.351,1a,95.034,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125116,1,94.031,1a,93.819,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125117,1,91.389,1a,91.970,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125120,1,94.665,1a,95.721,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125121,1,92.023,1a,92.235,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125122,1,93.450,1a,94.506,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125125,1,94.242,1a,94.982,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125129,1,94.929,1a,95.087,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125131,1,94.295,1a,94.929,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125133,1,94.926,1a,94.609,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125134,1,94.453,1a,94.717,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125135,1,93.502,1a,93.661,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125136,1,94.453,1a,94.665,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125137,1,94.665,1a,94.929,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125138,1,94.559,1a,94.400,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125139,1,94.453,1a,95.457,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125140,1,94.876,1a,94.982,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125143,1,92.235,1a,92.499,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125144,1,92.340,1a,92.816,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125147,1,94.982,1a,94.929,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125148,1,94.665,1a,94.717,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125149,1,93.869,1a,94.397,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125150,1,92.235,1a,92.868,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125151,1,93.872,1a,94.665,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125153,1,94.929,1a,95.034,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125155,1,93.185,1a,93.238,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125156,1,94.876,1a,94.612,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125157,1,95.087,1a,95.932,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125158,1,92.868,1a,93.450,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125159,1,94.348,1a,94.136,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125160,1,96.830,1a,96.513,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125161,1,93.975,1a,93.710,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125162,1,93.291,1a,94.823,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125163,1,94.453,1a,94.453,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125166,1,94.400,1a,94.717,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125167,1,91.495,1a,92.129,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125168,1,91.231,1a,91.495,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125169,1,93.027,1a,93.133,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125171,1,95.615,1a,95.351,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125172,1,92.340,1a,92.710,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125173,1,94.612,1a,94.400,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125174,1,94.453,1a,94.717,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125175,1,97.095,1a,96.778,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125176,1,93.978,1a,95.034,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125177,1,93.925,1a,94.083,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125178,1,94.506,1a,94.665,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125179,1,92.974,1a,92.868,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125182,1,93.238,1a,93.344,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125183,1,93.714,1a,93.502,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125185,1,93.555,1a,93.238,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125187,1,91.970,1a,92.604,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125189,1,91.495,1a,92.076,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125191,1,92.446,1a,92.446,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125192,1,93.819,1a,94.348,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125193,1,90.436,1a,90.717,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125194,1,91.970,1a,92.235,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125196,1,93.925,1a,94.031,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125198,1,94.136,1a,94.400,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125199,1,94.400,1a,94.982,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125201,1,91.970,1a,91.865,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125202,1,91.548,1a,92.023,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125204,1,92.604,1a,92.868,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125205,1,93.555,1a,94.031,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125206,1,91.178,1a,91.337,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125207,1,91.020,1a,91.706,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125209,1,92.816,1a,93.819,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125210,1,91.495,1a,91.812,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125211,1,93.344,1a,93.450,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125212,1,95.190,1a,95.085,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125213,1,78.013,1e,93.450,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125214,1,91.601,1a,92.287,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125215,1,91.653,1a,92.076,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125216,1,91.442,1a,91.653,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125218,1,95.034,1a,94.717,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125220,1,96.566,1a,96.249,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125222,1,95.034,1a,95.193,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125225,1,93.661,1a,94.136,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125226,1,91.284,1a,92.076,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125228,1,93.238,1a,93.450,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125229,1,93.819,1a,94.348,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125230,1,92.023,1a,92.499,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125231,1,95.774,1a,95.404,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125232,1,91.601,1a,92.287,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125233,1,92.287,1a,92.763,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125235,1,93.450,1a,93.608,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125237,1,93.925,1a,94.453,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125238,1,91.759,1a,92.340,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125239,1,93.872,1a,94.929,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125240,1,91.548,1a,91.706,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125244,1,91.601,1a,91.865,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125245,1,91.918,1a,92.340,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125246,1,92.182,1a,92.552,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125247,1,91.125,1a,91.865,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125248,1,90.280,1a,90.650,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125249,1,92.604,1a,92.868,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125251,1,91.072,1a,91.548,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125252,1,92.129,1a,92.340,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125253,1,88.055,1a,87.738,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125254,1,95.932,1a,95.615,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125255,1,93.872,1a,94.189,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125257,1,91.706,1a,92.076,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125258,1,91.548,1a,91.495,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125261,1,93.978,1a,94.242,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125263,1,93.922,1a,94.292,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125264,1,91.601,1a,92.235,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125265,1,90.755,1a,91.020,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125266,1,90.755,1a,91.284,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125267,1,91.706,1a,92.235,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125268,1,92.076,1a,92.076,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125269,1,91.918,1a,92.235,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125270,1,91.178,1a,91.442,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125271,1,91.442,1a,91.706,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125272,1,93.872,1a,93.978,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125273,1,93.344,1a,94.559,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125274,1,90.914,1a,91.759,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125276,1,94.400,1a,94.823,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125277,1,91.495,1a,92.182,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125278,1,91.548,1a,91.812,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125280,1,92.340,1a,92.710,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125282,1,94.027,1a,94.609,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125283,1,90.227,1a,91.125,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125284,1,92.657,1a,92.921,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125285,1,91.284,1a,91.759,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125286,1,91.759,1a,92.182,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125287,1,94.242,1a,94.559,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125289,1,90.861,1a,91.284,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125290,1,92.023,1a,92.287,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125291,1,90.597,1a,91.125,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125293,1,91.438,1a,91.543,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125295,1,91.178,1a,91.548,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125296,1,92.921,1a,93.767,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125297,1,93.555,1a,93.555,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125298,1,94.612,1a,95.034,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125299,1,91.548,1a,91.548,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125300,1,94.559,1a,96.038,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125301,1,89.963,1a,90.755,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125302,1,92.076,1a,91.812,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125303,1,92.710,1a,93.080,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125306,1,91.653,1a,92.182,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125308,1,94.295,1a,94.823,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125309,1,94.295,1a,94.823,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125310,1,91.231,1a,91.970,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125314,1,92.129,1a,92.023,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125316,1,91.178,1a,91.495,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125317,1,92.023,1a,91.812,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125318,1,92.446,1a,92.974,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125319,1,91.865,1a,92.446,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125320,1,91.812,1a,92.023,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125321,1,91.759,1a,92.182,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125325,1,94.665,1a,94.823,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125326,1,94.559,1a,95.246,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125329,1,91.548,1a,92.129,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125330,1,91.284,1a,91.601,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125331,1,93.978,1a,94.559,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125334,1,92.657,1a,92.763,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125336,1,91.970,1a,91.970,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125337,1,92.129,1a,92.552,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125340,1,93.608,1a,94.083,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125341,1,94.559,1a,94.770,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125342,1,91.918,1a,92.023,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125343,1,94.400,1a,94.717,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125344,1,92.921,1a,93.555,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125346,1,92.763,1a,92.763,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125347,1,94.612,1a,94.982,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125348,1,94.348,1a,94.559,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125349,1,94.348,1a,94.717,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125350,1,94.239,1a,94.345,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125351,1,93.080,1a,93.027,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125353,1,93.816,1a,94.397,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125354,1,94.612,1a,94.400,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125355,1,94.136,1a,95.087,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125357,1,94.876,1a,95.034,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125358,1,91.601,1a,91.706,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125359,1,92.129,1a,92.552,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125360,1,92.552,1a,92.816,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125361,1,92.657,1a,92.868,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125362,1,93.869,1a,94.820,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125363,1,94.926,1a,94.873,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125364,1,93.027,1a,93.397,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125367,1,94.295,1a,94.453,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125369,1,95.193,1a,95.563,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125370,1,92.076,1a,92.657,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125373,1,91.231,1a,92.129,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125374,1,92.023,1a,92.235,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125375,1,94.189,1a,94.453,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125376,1,91.337,1a,91.601,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125377,1,93.133,1a,93.555,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125378,1,94.506,1a,94.136,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125380,1,92.816,1a,93.080,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125381,1,92.763,1a,93.238,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125382,1,94.083,1a,94.242,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125383,1,92.129,1a,92.340,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125384,1,96.091,1a,95.774,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125385,1,92.499,1a,92.552,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125386,1,95.298,1a,95.087,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125387,1,94.031,1a,93.819,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125388,1,96.619,1a,96.249,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125389,1,96.038,1a,95.615,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125391,1,94.133,1a,93.816,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125392,1,93.714,1a,94.348,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125393,1,93.397,1a,93.502,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125395,1,92.710,1a,92.552,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125397,1,93.978,1a,94.717,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125398,1,94.136,1a,94.242,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125400,1,91.337,1a,92.340,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125401,1,94.295,1a,95.034,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125402,1,94.823,1a,94.612,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125403,1,94.506,1a,94.031,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125404,1,91.337,1a,91.970,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125405,1,92.235,1a,92.552,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125407,1,94.770,1a,94.559,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125409,1,92.023,1a,91.970,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125413,1,94.929,1a,95.298,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125414,1,93.710,1a,93.710,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125415,1,94.453,1a,94.770,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125416,1,93.714,1a,94.242,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125420,1,94.189,1a,94.136,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125421,1,93.819,1a,94.295,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125422,1,95.457,1a,95.034,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125423,1,93.291,1a,94.083,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125424,1,93.397,1a,94.295,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125425,1,94.612,1a,94.929,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125426,1,94.136,1a,94.400,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125427,1,92.499,1a,92.446,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125428,1,93.978,1a,93.925,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125429,1,92.340,1a,92.287,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125431,1,93.393,1a,94.239,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125432,1,94.506,1a,94.770,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125433,1,93.502,1a,93.978,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125434,1,94.770,1a,94.717,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125435,1,94.348,1a,94.509,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125436,1,93.502,1a,93.291,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125437,1,94.348,1a,94.295,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KC125438,1,91.601,1a,91.653,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
