Accession,ClosestGenotype,ClosestGenotypePident,ClosestGenotypeAlignedNT,ClosestSubtype,ClosestSubtypePident,ClosestSubtypeAlignedNT,ReferenceOverlapAA,FullyCover,CoveredRASPositions
AB709573,1,76.936,594,1b,92.667,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709574,1,75.758,594,1b,91.667,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709575,1,76.975,595,1b,91.667,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709576,1,76.768,594,1b,92.167,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709577,1,76.382,597,1b,89.667,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709578,1,78.261,598,1b,92.667,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709579,1,78.401,588,1b,92.833,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709580,1,77.311,595,1b,92.500,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709581,1,76.884,597,1b,91.500,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709582,1,77.479,595,1b,93.333,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709583,1,76.491,587,1b,92.000,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709584,1,77.342,587,1b,92.000,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709585,1,76.431,594,1b,91.333,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709586,1,77.592,598,1b,93.167,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709587,1,76.303,595,1b,92.000,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709588,1,78.319,595,1b,93.000,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709589,1,75.763,590,1b,91.500,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709590,1,77.104,594,1b,91.348,601,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709591,1,78.631,599,1b,91.667,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709592,1,76.431,594,1b,90.500,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709593,1,76.094,594,1b,91.167,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709594,1,76.807,595,1b,93.667,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709595,1,76.768,594,1b,92.167,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709596,1,76.599,594,1b,92.833,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709597,1,76.768,594,1b,93.667,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709598,1,77.551,588,1b,91.653,599,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709599,1,77.349,596,1b,93.500,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709600,1,77.647,595,1b,92.167,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709601,1,75.926,594,1b,89.667,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709602,1,76.936,594,1b,93.167,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709603,1,77.479,595,1b,90.484,599,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709604,1,76.320,587,1b,90.500,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709605,1,77.592,598,1b,91.319,599,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709606,1,76.936,594,1b,93.500,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709607,1,75.879,597,1b,91.167,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709608,1,75.630,595,1b,91.667,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709609,1,77.592,598,1b,90.833,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709610,1,76.431,594,1b,91.000,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709611,1,77.104,594,1b,94.000,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709612,1,76.174,596,1b,92.500,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709613,1,75.253,594,1b,89.167,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709614,1,77.114,603,1b,90.833,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709615,1,76.897,593,1b,92.321,599,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709616,1,77.815,595,1b,91.500,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709617,1,78.020,596,1b,91.833,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709618,1,77.778,594,1b,92.833,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709619,1,77.524,525,1b,89.924,526,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709620,1,76.134,595,1b,91.167,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709621,1,77.119,590,1b,93.333,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709622,1,77.273,594,1b,91.833,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709623,1,76.807,595,1b,92.821,599,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709624,1,76.975,595,1b,92.333,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709625,1,78.487,595,1b,93.000,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709626,1,75.298,587,1b,91.333,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709627,1,75.758,594,1b,90.651,599,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709628,1,77.592,598,1b,90.333,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709629,1,78.824,595,1b,93.167,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709630,1,76.717,597,1b,93.167,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709631,1,78.151,595,1b,93.000,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709632,1,78.464,599,1b,90.167,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709633,1,78.305,590,1b,92.821,599,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709634,1,77.609,594,1b,91.833,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709635,1,75.926,594,1b,91.486,599,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709636,1,77.129,599,1b,93.667,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709637,1,77.441,594,1b,92.988,599,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709638,1,77.609,594,1b,92.833,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709639,1,79.160,595,1b,92.667,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709640,1,78.788,594,1b,94.000,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709641,1,76.923,598,1b,90.667,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709642,1,76.936,594,1b,91.667,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709643,1,77.441,594,1b,92.833,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709644,1,77.946,594,1b,93.500,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709645,1,77.143,595,1b,91.667,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709646,1,76.263,594,1b,91.167,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709647,1,76.549,597,1b,91.667,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709648,1,77.273,594,1b,93.167,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709649,1,78.487,595,1b,93.500,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709650,1,77.311,595,1b,93.667,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709651,1,76.807,595,1b,89.482,599,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709652,1,76.570,589,1b,91.141,587,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709653,1,77.816,586,1b,92.667,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709654,1,77.554,597,1b,93.167,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709655,1,76.661,587,1b,90.317,599,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709656,1,76.263,594,1b,92.333,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709657,1,76.884,597,1b,90.667,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709658,1,75.926,594,1b,91.833,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709659,1,76.975,595,1b,90.500,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709660,1,76.988,591,1b,91.319,599,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709661,1,78.224,597,1b,91.653,599,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709662,1,77.288,590,1b,90.167,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709663,1,78.188,596,1b,92.667,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709664,1,76.936,594,1b,91.167,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709665,1,76.780,590,1b,91.653,599,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709666,1,77.778,594,1b,92.500,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709667,1,76.975,595,1b,92.167,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709668,1,77.441,594,1b,90.150,599,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709669,1,76.401,589,1b,90.667,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709670,1,76.094,594,1b,90.500,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709671,1,77.926,598,1b,92.667,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709672,1,76.303,595,1b,90.818,599,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709673,1,73.008,389,1b,84.478,393,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709674,1,76.807,595,1b,92.333,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709675,1,76.807,595,1b,94.333,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709676,1,76.471,595,1b,91.000,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709677,1,77.647,595,1b,88.667,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709678,1,76.361,588,1b,90.818,599,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709679,1,77.872,592,1b,91.167,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709680,1,77.479,595,1b,90.833,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709681,1,76.303,595,1b,90.333,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709682,1,77.759,598,1b,91.333,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709683,1,77.796,599,1b,91.833,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709684,1,78.057,597,1b,92.500,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709685,1,78.261,598,1b,93.333,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709686,1,77.425,598,1b,92.500,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709687,1,76.441,590,1b,92.487,599,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709688,1,76.047,597,1b,91.833,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709689,1,77.685,596,1b,92.167,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709690,1,77.143,595,1b,93.167,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709691,1,77.609,594,1b,93.833,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709692,1,77.143,595,1b,93.167,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709693,1,77.052,597,1b,92.667,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709694,1,77.647,595,1b,93.167,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709695,1,76.807,595,1b,90.833,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709696,1,76.599,594,1b,89.667,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709697,1,78.824,595,1b,91.333,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709698,1,77.647,595,1b,91.667,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709699,1,76.768,594,1b,93.167,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709700,1,77.349,596,1b,93.333,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709701,1,77.778,594,1b,92.500,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709702,1,75.630,595,1b,90.150,599,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709703,1,77.265,585,1b,91.500,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709704,1,78.094,598,1b,91.000,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709705,1,76.831,587,1b,91.500,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709706,1,76.768,594,1b,90.484,599,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709707,1,76.471,595,1b,92.500,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709708,1,77.080,589,1b,89.333,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709709,1,78.620,594,1b,93.333,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709710,1,76.975,595,1b,93.000,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709711,1,76.768,594,1b,93.500,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709712,1,77.946,594,1b,92.500,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709713,1,78.655,595,1b,92.500,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709714,1,77.441,594,1b,91.152,599,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709715,1,76.214,597,1b,91.667,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709716,1,76.639,595,1b,93.333,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709717,1,77.496,591,1b,90.333,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709718,1,75.966,595,1b,94.667,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709719,1,78.487,595,1b,94.167,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709720,1,77.815,595,1b,91.667,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709721,1,76.599,594,1b,93.000,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709722,1,76.936,594,1b,91.500,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709723,1,77.479,595,1b,93.167,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709724,1,77.143,595,1b,93.500,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709725,1,76.807,595,1b,90.833,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709726,1,75.960,599,1b,90.833,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709727,1,76.047,597,1b,93.333,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709728,1,76.717,597,1b,90.667,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709729,1,77.387,597,1b,91.152,599,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709730,1,76.303,595,1b,92.000,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709731,1,76.589,598,1b,91.833,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709732,1,76.471,595,1b,90.985,599,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709733,1,77.425,598,1b,91.500,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709734,1,76.361,588,1b,90.667,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709735,1,76.717,597,1b,90.484,599,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709736,1,76.936,594,1b,91.833,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709737,1,77.983,595,1b,93.167,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709738,1,77.479,595,1b,94.833,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709739,1,77.273,594,1b,91.500,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709740,1,77.554,597,1b,91.500,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709741,1,76.471,595,1b,92.000,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709742,1,77.554,597,1b,90.667,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709743,1,75.253,594,1b,92.000,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709744,1,78.151,595,1b,92.000,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709745,1,76.382,597,1b,89.333,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709746,1,77.647,595,1b,90.985,599,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709747,1,77.273,594,1b,93.833,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709748,1,76.431,594,1b,92.000,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709749,1,76.471,595,1b,90.500,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709750,1,76.639,595,1b,95.159,599,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709751,1,77.815,595,1b,93.667,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709752,1,76.701,588,1b,88.333,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709753,1,77.441,594,1b,95.167,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709754,1,77.311,595,1b,93.833,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709755,1,77.157,591,1b,90.667,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709756,1,76.214,597,1b,92.000,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709757,1,77.129,599,1b,91.167,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709758,1,77.609,594,1b,92.833,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709759,1,76.936,594,1b,92.667,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709760,1,76.599,594,1b,91.653,599,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709761,1,75.630,595,1b,90.833,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709762,1,76.094,594,1b,93.333,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709763,1,75.630,595,1b,90.833,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709764,1,78.094,598,1b,92.000,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709765,1,76.589,598,1b,91.152,599,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709766,1,76.263,594,1b,91.833,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709767,1,77.853,587,1b,90.667,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709768,1,78.487,595,1b,93.500,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709769,1,77.258,598,1b,92.333,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709770,1,76.717,597,1b,92.000,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709771,1,76.768,594,1b,92.167,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709772,1,77.929,589,1b,92.167,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709773,1,76.150,587,1b,91.333,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709774,1,77.273,594,1b,93.167,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709775,1,76.936,594,1b,90.985,599,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709776,1,75.377,597,1b,90.150,599,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709777,1,76.807,595,1b,93.667,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709778,1,76.254,598,1b,91.333,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709779,1,77.946,594,1b,91.833,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709780,1,76.717,597,1b,89.649,599,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709781,1,77.052,597,1b,92.500,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709782,1,77.211,588,1b,91.319,599,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709783,1,76.303,595,1b,90.500,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709784,1,77.311,595,1b,91.500,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709785,1,76.471,595,1b,91.833,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709786,1,77.273,594,1b,93.489,599,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709787,1,77.295,599,1b,93.500,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709788,1,77.172,587,1b,90.484,599,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709789,1,76.639,595,1b,94.992,599,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709790,1,78.392,597,1b,94.000,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709791,1,76.361,588,1b,91.500,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709792,1,77.387,597,1b,92.000,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709793,1,77.288,590,1b,91.486,599,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709794,1,76.599,594,1b,92.333,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709795,1,76.639,595,1b,92.167,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709796,1,76.936,594,1b,92.321,599,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709797,1,77.722,597,1b,91.500,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709798,1,76.599,594,1b,91.000,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709799,1,76.421,598,1b,91.333,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709800,1,75.180,556,1b,91.712,555,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709801,1,77.842,519,1b,91.098,528,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709802,1,78.286,525,1b,90.758,541,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AB709803,1,76.894,528,1b,89.394,528,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AF033358,1,74.130,1322,1b,91.181,635,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AF033359,1,75.427,1347,1b,92.126,635,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AF033360,1,75.324,1313,1b,91.969,635,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AF033361,1,75.908,1349,1b,91.496,635,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AF033362,1,75.323,1317,1b,91.969,635,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AF033363,1,76.006,1317,1b,90.252,636,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AF033364,1,76.480,1318,1b,91.024,635,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AF033365,1,76.480,1318,1b,91.024,635,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AF033366,1,76.003,1321,1b,89.449,635,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AF033367,1,76.497,1353,1b,91.654,635,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AF033368,1,75.457,1312,1b,93.071,635,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AF033369,1,76.310,1317,1b,91.811,635,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AF033370,1,75.632,1346,1b,93.386,635,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AF033371,1,75.316,1345,1b,90.252,636,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AF033372,1,76.538,1317,1b,92.441,635,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AF033373,1,76.368,1316,1b,91.654,635,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AF033374,1,75.537,1349,1b,91.811,635,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AF033375,1,75.908,1349,1b,91.811,635,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AF033376,1,76.872,1349,1b,93.071,635,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AF165045,1,74.002,1327,1b,92.453,636,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AF165046,1,73.926,1327,1b,92.296,636,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AF165047,1,75.381,1312,1b,92.283,635,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AF165048,1,75.210,1311,1b,92.283,635,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AF165049,1,75.973,1311,1b,94.331,635,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AF165050,1,75.667,1311,1b,93.858,635,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AF165051,1,76.735,1311,1b,93.543,635,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AF165052,1,76.900,1316,1b,93.228,635,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AF165053,1,74.523,1311,1b,89.937,636,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AF165054,1,74.486,1313,1b,89.623,636,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AF165055,1,75.792,1326,1b,91.509,636,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AF165056,1,75.716,1326,1b,91.339,635,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AF165057,1,76.322,1305,1b,93.858,635,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AF165058,1,75.459,1308,1b,94.488,635,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AF165059,1,76.003,1346,1b,93.386,635,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
AF165060,1,76.152,1346,1b,93.701,635,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
