Gene,Accession,CometSubtype,BlastPerGeneSubtype,CompareCondition
NS5A,KJ678656,6a,,Comet_vs_PerGene
NS5A,KJ678657,6a,,Comet_vs_PerGene
NS5A,KJ678658,6a,,Comet_vs_PerGene
NS5A,KJ678659,6a,,Comet_vs_PerGene
NS5A,KJ678660,6a,,Comet_vs_PerGene
NS5A,KJ678661,6a,,Comet_vs_PerGene
NS5A,KJ678662,6a,,Comet_vs_PerGene
NS5A,KJ678663,6a,,Comet_vs_PerGene
NS5A,KJ678664,6a,,Comet_vs_PerGene
NS5A,KJ678665,6a,,Comet_vs_PerGene
NS5A,KJ678666,6a,,Comet_vs_PerGene
NS5A,KJ678667,6a,,Comet_vs_PerGene
NS5A,KJ678668,6a,,Comet_vs_PerGene
NS5A,KJ678669,6a,,Comet_vs_PerGene
NS5A,KJ678670,6a,,Comet_vs_PerGene
NS5A,KJ678671,6a,,Comet_vs_PerGene
NS5A,KJ678672,6a,,Comet_vs_PerGene
NS5A,KJ678673,6a,,Comet_vs_PerGene
NS5A,KJ678674,6a,,Comet_vs_PerGene
NS5A,KJ678675,6a,,Comet_vs_PerGene
NS5A,KJ678676,6a,,Comet_vs_PerGene
NS5A,KJ678677,6a,,Comet_vs_PerGene
NS5A,KJ678678,6a,,Comet_vs_PerGene
NS5A,KJ678679,6a,,Comet_vs_PerGene
NS5A,KJ678680,6a,,Comet_vs_PerGene
NS5A,KJ678681,6a,,Comet_vs_PerGene
NS5A,KJ678682,6a,,Comet_vs_PerGene
NS5A,KJ678683,6a,,Comet_vs_PerGene
NS5A,KJ678684,6a,,Comet_vs_PerGene
NS5A,KJ678685,6a,,Comet_vs_PerGene
NS5A,KJ678686,6a,,Comet_vs_PerGene
NS5A,KJ678687,6a,,Comet_vs_PerGene
NS5A,KJ678688,6a,,Comet_vs_PerGene
NS5A,KJ678689,6a,,Comet_vs_PerGene
NS5A,KJ678690,6a,,Comet_vs_PerGene
NS5A,KJ678691,6a,,Comet_vs_PerGene
NS5A,KJ678692,6a,,Comet_vs_PerGene
NS5A,KJ678693,6a,,Comet_vs_PerGene
NS5A,KJ678694,6a,,Comet_vs_PerGene
NS5A,KJ678695,6a,,Comet_vs_PerGene
NS5A,KJ678696,6a,,Comet_vs_PerGene
NS5A,KJ678697,6a,,Comet_vs_PerGene
NS5A,KJ678698,6a,,Comet_vs_PerGene
NS5A,KJ678699,6a,,Comet_vs_PerGene
NS5A,KJ678700,6a,,Comet_vs_PerGene
NS5A,KJ678701,6a,,Comet_vs_PerGene
NS5A,KJ678702,6a,,Comet_vs_PerGene
NS5A,KJ678703,6a,,Comet_vs_PerGene
NS5A,KJ678704,6a,,Comet_vs_PerGene
NS5A,KJ678705,6a,,Comet_vs_PerGene
NS5A,KJ678706,6a,,Comet_vs_PerGene
NS5A,KJ678707,6a,,Comet_vs_PerGene
NS5A,KJ678708,6a,,Comet_vs_PerGene
NS5A,KJ678709,6a,,Comet_vs_PerGene
NS5A,KJ678710,6a,,Comet_vs_PerGene
NS5A,KJ678711,6a,,Comet_vs_PerGene
NS5A,KJ678712,6a,,Comet_vs_PerGene
NS5A,KJ678713,6a,,Comet_vs_PerGene
NS5A,KJ678714,6a,,Comet_vs_PerGene
NS5A,KJ678715,6a,,Comet_vs_PerGene
NS5A,KJ678716,6a,,Comet_vs_PerGene
NS5A,KJ678717,6a,,Comet_vs_PerGene
NS5A,KJ678718,6a,,Comet_vs_PerGene
NS5A,KJ678719,6a,,Comet_vs_PerGene
NS5A,KJ678720,6a,,Comet_vs_PerGene
NS5A,KJ678721,6a,,Comet_vs_PerGene
NS5A,KJ678722,6a,,Comet_vs_PerGene
NS5A,KJ678723,6a,,Comet_vs_PerGene
NS5A,KJ678724,6a,,Comet_vs_PerGene
NS5A,KJ678725,6a,,Comet_vs_PerGene
NS5A,KJ678726,6a,,Comet_vs_PerGene
NS5A,KJ678727,6a,,Comet_vs_PerGene
NS5A,KJ678728,6a,,Comet_vs_PerGene
NS5A,KJ678729,6a,,Comet_vs_PerGene
NS5A,KJ678730,6a,,Comet_vs_PerGene
NS5A,KJ678731,6a,,Comet_vs_PerGene
NS5A,KJ678732,6a,,Comet_vs_PerGene
NS5A,KJ678754,"unassigned_1, 6a-3h",6a,Comet_vs_PerGene
NS5A,KJ678768,"unassigned_1, 6a-3a",6a,Comet_vs_PerGene
NS5A,KJ700858,6a,,Comet_vs_PerGene
NS5A,KJ700859,6a,,Comet_vs_PerGene
NS5A,KJ704193,1b,,Comet_vs_PerGene
NS5A,KJ704194,1b,,Comet_vs_PerGene
NS5A,KJ704195,1b,,Comet_vs_PerGene
NS5A,KJ704196,1b,,Comet_vs_PerGene
NS5A,KJ704197,1b,,Comet_vs_PerGene
NS5A,KJ704198,1b,,Comet_vs_PerGene
NS5A,KM043282,"unassigned_1, 4a-6h-6b-6h-6b",4a,Comet_vs_PerGene
NS5A,KM043283,"unassigned_1, 4a-6b-6h-6b",4a,Comet_vs_PerGene
NS5A,KM043285,"unassigned_1, 1b-6k-6b",1b,Comet_vs_PerGene
NS5A,KM102760,"unassigned_1, 1a-2b",1a,Comet_vs_PerGene
NS5A,KM102761,"unassigned_1, 1a-2b",1a,Comet_vs_PerGene
NS5A,KM102762,"unassigned_1, 1a-2b",1a,Comet_vs_PerGene
NS5A,KM102763,"unassigned_1, 1a-2b",1a,Comet_vs_PerGene
NS5A,KM102764,"unassigned_1, 1b-2j-2a-2b",1b,Comet_vs_PerGene
NS5A,KM102765,"unassigned_1, 1b-2k",1b,Comet_vs_PerGene
NS5A,KM102766,"unassigned_1, 1b-2b",1b,Comet_vs_PerGene
NS5A,KM102767,"unassigned_1, 1b-2b",1b,Comet_vs_PerGene
NS5A,KM102768,"unassigned_1, 1b-2a-2k",1b,Comet_vs_PerGene
NS5A,KM102769,"unassigned_1, 1b-2a-2k",1b,Comet_vs_PerGene
NS5A,KM102770,"unassigned_1, 1b-2k",1b,Comet_vs_PerGene
NS5A,KM252788,"unassigned_1, 6u-2b",6u,Comet_vs_PerGene
NS5A,KM252789,6a,6xd,Comet_vs_PerGene
NS5A,KM252790,6a,6xd,Comet_vs_PerGene
NS5A,KM252791,6a,6xd,Comet_vs_PerGene
NS5A,KM252792,6n,6xe,Comet_vs_PerGene
NS5A,KM252794,6w,6xe,Comet_vs_PerGene
NS5A,KM252796,6e,6q,Comet_vs_PerGene
NS5A,KM252797,6e,6q,Comet_vs_PerGene
NS5A,KM252798,6e,6p,Comet_vs_PerGene
NS5A,KM252800,6e,6q,Comet_vs_PerGene
NS5A,KM495736,"unassigned_1, 1b-2k",1b,Comet_vs_PerGene
NS5A,KM502264,2a,,Comet_vs_PerGene
NS5A,KM502265,2a,,Comet_vs_PerGene
NS5A,KM504109,6n,6xe,Comet_vs_PerGene
NS5A,KM504111,6e,6q,Comet_vs_PerGene
NS5A,KM504112,1b,6u,Comet_vs_PerGene
NS5A,KM504114,6o,6q,Comet_vs_PerGene
NS5A,KM504117,6e,6q,Comet_vs_PerGene
NS5A,KM504118,6w,6q,Comet_vs_PerGene
NS5A,KM504120,6e,6q,Comet_vs_PerGene
NS5A,KM504121,6w,6q,Comet_vs_PerGene
NS5A,KM587623,"unassigned_1, 3i-3k",3i,Comet_vs_PerGene
NS5A,KM587625,"unassigned_1, 4d-4a-4n-4g-1a-3h",4d,Comet_vs_PerGene
NS5A,KP064117,1b,,Comet_vs_PerGene
NS5A,KP064118,1b,,Comet_vs_PerGene
NS5A,OM222702,"unassigned_1, 1b-6k-6b",1b,Comet_vs_PerGene
NS5A,OM222703,"unassigned_1, 1b-6k-6b",1b,Comet_vs_PerGene
NS5A,KY014622,"unassigned_1, 6n-2m-2a-6d",6n,Comet_vs_PerGene
NS5A,KY083759,4r,1e,Comet_vs_PerGene
NS5A,KY083760,4r,1b,Comet_vs_PerGene
NS5A,KY283130,"unassigned_1, 4a-2a-3g-6b-3g",4a,Comet_vs_PerGene
NS5A,KY348757,1b,1i,Comet_vs_PerGene
NS5A,KY420663,"unassigned_1, 2c-2a",2c,Comet_vs_PerGene
NS5A,KY460622,4a,4l,Comet_vs_PerGene
NS5A,KY620322,"unassigned_1, 2a-3a",2a,Comet_vs_PerGene
NS5A,KY620330,"unassigned_1, 2c-2b-3g-2b-2a",2c,Comet_vs_PerGene
NS5A,KY620333,"unassigned_1, 2c-6h-3h",2c,Comet_vs_PerGene
NS5A,KY620334,"unassigned_1, 2c-6h-2b",2c,Comet_vs_PerGene
NS5A,KY620364,"unassigned_1, 3a-3h",3a,Comet_vs_PerGene
NS5A,KY620370,"unassigned_1, 3a-3h",3a,Comet_vs_PerGene
NS5A,KY620373,"unassigned_1, 3a-3h",3a,Comet_vs_PerGene
NS5A,KY620384,"unassigned_1, 3a-3h",3a,Comet_vs_PerGene
NS5A,KY620390,"unassigned_1, 3a-3h",3a,Comet_vs_PerGene
NS5A,KY620404,"unassigned_1, 3a-3h",3a,Comet_vs_PerGene
NS5A,KY620414,"unassigned_1, 3a-3h",3a,Comet_vs_PerGene
NS5A,KY620427,"unassigned_1, 3a-3h",3a,Comet_vs_PerGene
NS5A,KY620437,"unassigned_1, 3a-3h",3a,Comet_vs_PerGene
NS5A,KY620448,"unassigned_1, 3a-3h",3a,Comet_vs_PerGene
NS5A,KY620456,"unassigned_1, 3a-3h",3a,Comet_vs_PerGene
NS5A,KY620484,"unassigned_1, 3a-3h",3a,Comet_vs_PerGene
NS5A,KY620508,"unassigned_1, 3a-3h",3a,Comet_vs_PerGene
NS5A,KY620514,"unassigned_1, 3a-3h",3a,Comet_vs_PerGene
NS5A,KY620515,"unassigned_1, 3a-3h",3a,Comet_vs_PerGene
NS5A,KY620516,"unassigned_1, 3a-3h",3a,Comet_vs_PerGene
NS5A,KY620517,"unassigned_1, 3a-3h",3a,Comet_vs_PerGene
NS5A,KY620519,"unassigned_1, 3a-3h",3a,Comet_vs_PerGene
NS5A,KY620526,"unassigned_1, 3a-3h",3a,Comet_vs_PerGene
NS5A,KY620549,"unassigned_1, 3a-3h",3a,Comet_vs_PerGene
NS5A,KY620552,"unassigned_1, 3a-3h",3a,Comet_vs_PerGene
NS5A,KY620568,"unassigned_1, 3a-3h",3a,Comet_vs_PerGene
NS5A,KY620574,"unassigned_1, 3a-3h",3a,Comet_vs_PerGene
NS5A,KY620580,"unassigned_1, 3a-3h",3a,Comet_vs_PerGene
NS5A,KY620606,"unassigned_1, 3a-3h",3a,Comet_vs_PerGene
NS5A,KY620641,"unassigned_1, 3a-3h",3a,Comet_vs_PerGene
NS5A,KY620671,"unassigned_1, 3a-3h",3a,Comet_vs_PerGene
NS5A,KY620675,"unassigned_1, 3a-3h",3a,Comet_vs_PerGene
NS5A,KY620721,"unassigned_1, 3a-3h",3a,Comet_vs_PerGene
NS5A,KY620724,"unassigned_1, 3a-3h",3a,Comet_vs_PerGene
NS5A,KY620738,"unassigned_1, 3a-3h",3a,Comet_vs_PerGene
NS5A,KY620748,"unassigned_1, 3a-3h",3a,Comet_vs_PerGene
NS5A,KY620759,"unassigned_1, 3a-3h",3a,Comet_vs_PerGene
NS5A,KY620790,"unassigned_1, 3a-3h",3a,Comet_vs_PerGene
NS5A,KY620791,"unassigned_1, 3a-3h",3a,Comet_vs_PerGene
NS5A,KY620801,"unassigned_1, 3a-3h",3a,Comet_vs_PerGene
NS5A,KY620811,"unassigned_1, 3a-3h",3a,Comet_vs_PerGene
NS5A,KY620823,"unassigned_1, 3a-3h",3a,Comet_vs_PerGene
NS5A,KY620824,"unassigned_1, 3a-3h",3a,Comet_vs_PerGene
NS5A,KY620832,"unassigned_1, 3a-3h",3a,Comet_vs_PerGene
NS5A,KY620836,"unassigned_1, 3a-3h",3a,Comet_vs_PerGene
NS5A,KY620860,"unassigned_1, 3a-2b",3a,Comet_vs_PerGene
NS5A,KY620868,"unassigned_1, 3a-2b",3a,Comet_vs_PerGene
NS5A,KY620872,"unassigned_1, 3b-3h",3b,Comet_vs_PerGene
NS5A,KY620875,"unassigned_1, 3b-3a",3b,Comet_vs_PerGene
NS5A,KY620880,"unassigned_1, 1a-2b",1a,Comet_vs_PerGene
NS5A,KY697866,4r,1h,Comet_vs_PerGene
NS5A,KY697867,4r,1b,Comet_vs_PerGene
NS5A,KY697868,4r,1b,Comet_vs_PerGene
NS5A,KY780122,"unassigned_1, 1b-2j-2k",1b,Comet_vs_PerGene
NS5A,KY780123,"unassigned_1, 1b-2j-2k",1b,Comet_vs_PerGene
NS5A,KY883981,"unassigned_1, 1b-2j-2k",1b,Comet_vs_PerGene
NS5A,KY883982,"unassigned_1, 1b-2j-2k",1b,Comet_vs_PerGene
NS5A,KY926904,4a,4c,Comet_vs_PerGene
NS5A,KY926906,4a,4c,Comet_vs_PerGene
NS5A,KY926909,4a,4c,Comet_vs_PerGene
NS5A,KY926915,4a,4c,Comet_vs_PerGene
NS5A,KY926916,4a,4c,Comet_vs_PerGene
NS5A,KY926917,4a,4c,Comet_vs_PerGene
NS5A,KY926918,4a,4l,Comet_vs_PerGene
NS5A,KY926920,4a,4c,Comet_vs_PerGene
NS5A,KY926923,4a,4c,Comet_vs_PerGene
NS5A,KY926924,4a,4c,Comet_vs_PerGene
NS5A,KY926925,4a,4c,Comet_vs_PerGene
NS5A,KY926926,4a,4c,Comet_vs_PerGene
NS5A,KY926928,4a,4c,Comet_vs_PerGene
NS5A,KY926930,4a,4c,Comet_vs_PerGene
NS5A,KY926933,4a,4c,Comet_vs_PerGene
NS5A,KY926934,4a,4c,Comet_vs_PerGene
NS5A,KY926936,4a,4c,Comet_vs_PerGene
NS5A,KY926938,4a,4c,Comet_vs_PerGene
NS5A,KY926940,4a,4c,Comet_vs_PerGene
NS5A,KY926942,4a,4c,Comet_vs_PerGene
NS5A,KY926944,4a,4c,Comet_vs_PerGene
NS5A,KY926946,4a,4c,Comet_vs_PerGene
NS5A,KY926949,4a,4c,Comet_vs_PerGene
NS5A,KY926950,4a,4c,Comet_vs_PerGene
NS5A,KY926954,4a,4c,Comet_vs_PerGene
NS5A,KY926957,4a,4c,Comet_vs_PerGene
NS5A,KY926961,4a,4c,Comet_vs_PerGene
NS5A,KY926963,4a,4n,Comet_vs_PerGene
NS5A,KY926965,4a,4c,Comet_vs_PerGene
NS5A,KY926967,4a,4c,Comet_vs_PerGene
NS5A,KY926968,4a,4c,Comet_vs_PerGene
NS5A,KY926969,4a,4c,Comet_vs_PerGene
NS5A,KY926970,4a,4c,Comet_vs_PerGene
NS5A,KY926971,4a,4c,Comet_vs_PerGene
NS5A,KY926972,4a,4l,Comet_vs_PerGene
NS5A,KY926975,4a,4c,Comet_vs_PerGene
NS5A,KY926976,4a,4c,Comet_vs_PerGene
NS5A,KY926977,4a,4c,Comet_vs_PerGene
NS5A,KY926979,4a,4c,Comet_vs_PerGene
NS5A,KY926982,4a,4c,Comet_vs_PerGene
NS5A,KY926985,4a,4c,Comet_vs_PerGene
NS5A,KY926986,4a,4c,Comet_vs_PerGene
NS5A,KY926987,4a,4l,Comet_vs_PerGene
NS5A,KY926989,4a,4c,Comet_vs_PerGene
NS5A,KY926990,4a,4l,Comet_vs_PerGene
NS5A,KY926991,4a,4c,Comet_vs_PerGene
NS5A,KY927002,1b,1d,Comet_vs_PerGene
NS5A,KY927008,4a,4o,Comet_vs_PerGene
NS5A,KY927009,4a,4c,Comet_vs_PerGene
NS5A,KY927013,4a,4c,Comet_vs_PerGene
NS5A,KY927014,4a,4c,Comet_vs_PerGene
NS5A,KY927015,4a,4c,Comet_vs_PerGene
NS5A,KY927018,4a,4n,Comet_vs_PerGene
NS5A,KY927019,4a,4c,Comet_vs_PerGene
NS5A,KY927022,4a,4c,Comet_vs_PerGene
NS5A,LC011927,"unassigned_1, 1b-6k-6d-6b-6d",1b,Comet_vs_PerGene
NS5A,LC011928,"unassigned_1, 1b-6k-6d-6b-6d",1b,Comet_vs_PerGene
NS5A,LC011929,"unassigned_1, 1b-6k-6d-6b-6d",1b,Comet_vs_PerGene
NS5A,LC011930,"unassigned_1, 1b-6k-6d-6b-6d",1b,Comet_vs_PerGene
NS5A,LC011931,"unassigned_1, 1b-6k-6d-6b-6d",1b,Comet_vs_PerGene
NS5A,LC150893,"unassigned_1, 1b-2j-2a-2b",1b,Comet_vs_PerGene
NS5A,LC273304,"unassigned_1, 1b-2b",1b,Comet_vs_PerGene
NS5A,LC368351,"unassigned_1, 1a-3a",1a,Comet_vs_PerGene
NS5A,LC368352,"unassigned_1, 3a-1a",3a,Comet_vs_PerGene
NS5A,LC368366,"unassigned_1, 1a-2b",1a,Comet_vs_PerGene
NS5A,LC368421,6w,6v,Comet_vs_PerGene
NS5A,LC480953,2a,,Comet_vs_PerGene
NS5A,LC642116,4a,4c,Comet_vs_PerGene
NS5A,OQ446441,4a,4c,Comet_vs_PerGene
NS5A,KR870888,"unassigned_1, 1e-4k-4n-4g-4a-4f-4d-4g",1e,Comet_vs_PerGene
NS5A,KU180713,4a,4c,Comet_vs_PerGene
NS5A,KU746825,"unassigned_1, 3a-1a",1a,Comet_vs_PerGene
NS5A,KU861171,2j,7b,Comet_vs_PerGene
NS5A,KU871304,"unassigned_1, 1a-3a",1a,Comet_vs_PerGene
NS5A,KU871305,"unassigned_1, 1a-2b",1a,Comet_vs_PerGene
NS5A,KX092342,2b,7b,Comet_vs_PerGene
NS5A,KX107893,6e,,Comet_vs_PerGene
NS5A,KX172138,2j,1g,Comet_vs_PerGene
NS5A,OP894632,1b,1d,Comet_vs_PerGene
NS5A,OP894633,1b,1d,Comet_vs_PerGene
NS5A,OP894636,1b,1d,Comet_vs_PerGene
NS5A,OP894646,1b,1o,Comet_vs_PerGene
NS5A,OP894648,"unassigned_1, 1l-1b-1a-4t-1a-4t",1l,Comet_vs_PerGene
NS5A,OP894649,1b,1d,Comet_vs_PerGene
NS5A,OK001596,4a,4c,Comet_vs_PerGene
NS5A,OR917725,2j,2f,Comet_vs_PerGene
NS5A,OR917726,2j,2c,Comet_vs_PerGene
NS5A,OR917729,2c,2f,Comet_vs_PerGene
NS5A,OR917730,2k,2q,Comet_vs_PerGene
NS5A,OQ873159,"unassigned_1, 3b-3a-3g-2b-3h-2b-3h",3b,Comet_vs_PerGene
NS5A,OQ873160,"unassigned_1, 3b-3h",3b,Comet_vs_PerGene
NS5A,OQ873161,"unassigned_1, 3b-3a-2b-3k-2b-3h",3b,Comet_vs_PerGene
NS5A,OQ832071,6w,6v,Comet_vs_PerGene
NS5A,OM525854,1b,1o,Comet_vs_PerGene
NS5A,OM525855,"unassigned_1, 2a-2k",2q,Comet_vs_PerGene
NS5A,OM525856,1a,1k,Comet_vs_PerGene
NS5A,OM525858,2a,2q,Comet_vs_PerGene
NS5A,OM525859,1b,1m,Comet_vs_PerGene
NS5A,OM525863,1c,1n,Comet_vs_PerGene
NS5A,OM525864,1a,1k,Comet_vs_PerGene
NS5A,OM525865,1b,1i,Comet_vs_PerGene
NS5A,OM525868,1b,1n,Comet_vs_PerGene
NS5A,OM525871,1a,1k,Comet_vs_PerGene
NS5A,OM525873,"unassigned_1, 1a-1b",1k,Comet_vs_PerGene
NS5A,OM525875,1a,1k,Comet_vs_PerGene
NS5A,OM525877,2j,2q,Comet_vs_PerGene
NS5A,OM525878,2a,2q,Comet_vs_PerGene
NS5A,OM525879,2j,2f,Comet_vs_PerGene
NS5A,OM525884,2q,2u,Comet_vs_PerGene
NS5A,OM525885,2j,2a,Comet_vs_PerGene
NS5A,OM525888,1b,1m,Comet_vs_PerGene
NS5A,OM525890,2j,2a,Comet_vs_PerGene
NS5A,OM525893,2a,2q,Comet_vs_PerGene
NS5A,OM525894,1b,1h,Comet_vs_PerGene
NS5A,OM525895,"unassigned_1, 1b-2a",1b,Comet_vs_PerGene
NS5A,OM525896,1b,1g,Comet_vs_PerGene
NS5A,OM525897,1b,1g,Comet_vs_PerGene
NS5A,OM525899,"unassigned_1, 2b-1b",2b,Comet_vs_PerGene
NS5A,OM525900,2j,2d,Comet_vs_PerGene
NS5A,OM525901,2a,2q,Comet_vs_PerGene
NS5A,OM525902,1a,1k,Comet_vs_PerGene
NS5A,OM525903,2q,2a,Comet_vs_PerGene
NS5A,OM525905,2j,2r,Comet_vs_PerGene
NS5A,OM525908,"unassigned_1, 2d-2a",2d,Comet_vs_PerGene
NS5A,OM525909,1a,1k,Comet_vs_PerGene
NS5A,OM811666,4a,4l,Comet_vs_PerGene
NS5A,PV083188,1b,,Comet_vs_PerGene
NS5A,PV083189,1b,,Comet_vs_PerGene
NS5A,PV083190,1b,,Comet_vs_PerGene
NS5A,PV083191,1b,,Comet_vs_PerGene
NS5A,PV083192,1b,,Comet_vs_PerGene
NS5A,PV083193,1b,,Comet_vs_PerGene
NS5A,PV083194,1b,,Comet_vs_PerGene
NS5A,PV083195,1b,,Comet_vs_PerGene
NS5A,PV083196,1b,,Comet_vs_PerGene
NS5A,PV083197,1b,,Comet_vs_PerGene
NS5A,PV083198,1b,,Comet_vs_PerGene
NS5A,PV083199,1b,,Comet_vs_PerGene
NS5A,PV083200,1b,,Comet_vs_PerGene
NS5A,PV083201,1b,,Comet_vs_PerGene
NS5A,PV083202,1b,,Comet_vs_PerGene
NS5A,PV083203,1b,,Comet_vs_PerGene
NS5A,PV083204,1b,,Comet_vs_PerGene
NS5A,PV083205,1b,,Comet_vs_PerGene
NS5A,PV083206,1b,,Comet_vs_PerGene
NS5A,PV184474,"unassigned_1, 1a-3a",1a,Comet_vs_PerGene
NS5A,PV184477,"unassigned_1, 3a-2b",3a,Comet_vs_PerGene
NS5A,PV184543,"unassigned_1, 1a-2b",1a,Comet_vs_PerGene
NS5A,PV184558,"unassigned_1, 1a-2b",1a,Comet_vs_PerGene
NS5A,PV184562,"unassigned_1, 1a-2b",1a,Comet_vs_PerGene
NS5A,PV184569,"unassigned_1, 1a-2b",1a,Comet_vs_PerGene
NS5A,PV289116,"unassigned_1, 1a-2b",1a,Comet_vs_PerGene
NS5A,PV289118,"unassigned_1, 1a-2b",1a,Comet_vs_PerGene
NS5A,PV289130,"unassigned_1, 1a-2b",1a,Comet_vs_PerGene
NS5A,PV289210,"unassigned_1, 3a-2b",3a,Comet_vs_PerGene
NS5A,PV289216,"unassigned_1, 3a-2b",3a,Comet_vs_PerGene
NS5A,PV289218,"unassigned_1, 3a-2b",3a,Comet_vs_PerGene
NS5A,MZ171127,6l,6xj,Comet_vs_PerGene
NS5A,MZ171128,6l,6xj,Comet_vs_PerGene
NS5A,MZ171129,6l,6xj,Comet_vs_PerGene
NS5A,MZ171130,6l,6xj,Comet_vs_PerGene
NS5A,MZ171131,6l,6xj,Comet_vs_PerGene
NS5A,MZ171132,6l,6xj,Comet_vs_PerGene
NS5A,MZ171133,6l,6xj,Comet_vs_PerGene
NS5A,MZ171134,6l,6xj,Comet_vs_PerGene
NS5A,MZ504973,6l,6xi,Comet_vs_PerGene
NS5A,MZ504974,6k,6xi,Comet_vs_PerGene
NS5A,MZ504975,6k,6xi,Comet_vs_PerGene
NS5A,MZ504976,6k,6xi,Comet_vs_PerGene
NS5A,MZ541883,1b,1k,Comet_vs_PerGene
NS5A,MZ541884,1b,1k,Comet_vs_PerGene
NS5A,OM884379,4k,1e,Comet_vs_PerGene
NS5A,OM884381,4r,1g,Comet_vs_PerGene
NS5A,OM884386,4r,1a,Comet_vs_PerGene
NS5A,OM884391,4r,1e,Comet_vs_PerGene
NS5A,OM884399,4k,1g,Comet_vs_PerGene
NS5A,OM884400,4v,4s,Comet_vs_PerGene
NS5A,OM884416,4k,1b,Comet_vs_PerGene
NS5B,MW205274,4a,4c,Comet_vs_PerGene
NS5B,MW205290,4v,4q,Comet_vs_PerGene
NS5B,MW205307,4v,4l,Comet_vs_PerGene
NS5B,MW205308,2q,2k,Comet_vs_PerGene
NS5B,MW205312,2j,2v,Comet_vs_PerGene
NS5B,MW205313,2j,2v,Comet_vs_PerGene
NS5B,MW205314,2j,2a,Comet_vs_PerGene
NS5B,MW205329,2c,2f,Comet_vs_PerGene
NS5B,MW205330,2a,2f,Comet_vs_PerGene
NS5B,MW205331,2c,2f,Comet_vs_PerGene
NS5B,MW205332,2b,2f,Comet_vs_PerGene
NS5B,MW205333,2b,2f,Comet_vs_PerGene
NS5B,MW205334,2b,2f,Comet_vs_PerGene
NS5B,MW205335,2j,2d,Comet_vs_PerGene
NS5B,MW205336,2j,2d,Comet_vs_PerGene
NS5B,MW205337,2j,2m,Comet_vs_PerGene
NS5B,MW205338,2j,2u,Comet_vs_PerGene
NS5B,MW205340,2m,2k,Comet_vs_PerGene
NS5B,MW205341,2j,2f,Comet_vs_PerGene
NS5B,MW205342,2j,2m,Comet_vs_PerGene
NS5B,MW205343,2j,2m,Comet_vs_PerGene
NS5B,MW205345,2j,2m,Comet_vs_PerGene
NS5B,MW205347,2j,2m,Comet_vs_PerGene
NS5B,MW205350,2j,2f,Comet_vs_PerGene
NS5B,MW205351,2a,2f,Comet_vs_PerGene
NS5B,MW205352,2j,2u,Comet_vs_PerGene
NS5B,MW205353,2j,2d,Comet_vs_PerGene
NS5B,MW205354,2j,2f,Comet_vs_PerGene
NS5B,MW205355,2j,2k,Comet_vs_PerGene
NS5B,MW205359,2j,2d,Comet_vs_PerGene
NS5B,MW205361,2j,2v,Comet_vs_PerGene
NS5B,MW205362,2j,2v,Comet_vs_PerGene
NS5B,MW205363,2j,2v,Comet_vs_PerGene
NS5B,MW205364,2j,2v,Comet_vs_PerGene
NS5B,MW205365,2j,2f,Comet_vs_PerGene
NS5B,MW205366,2j,2u,Comet_vs_PerGene
NS5B,MW205369,2j,2k,Comet_vs_PerGene
NS5B,MW205370,2q,2r,Comet_vs_PerGene
NS5B,MW205374,6t,1a,Comet_vs_PerGene
NS5B,MW205375,6w,8a,Comet_vs_PerGene
NS5B,MW205467,2j,2c,Comet_vs_PerGene
NS5B,MW205468,2j,2v,Comet_vs_PerGene
NS5B,MW205469,2b,2v,Comet_vs_PerGene
NS5B,MW205470,2j,2v,Comet_vs_PerGene
NS5B,MW205471,2j,2u,Comet_vs_PerGene
NS5B,MW205472,2j,2c,Comet_vs_PerGene
NS5B,MW205475,2a,2k,Comet_vs_PerGene
NS5B,MW205477,2j,2u,Comet_vs_PerGene
NS5B,MW205479,2j,2a,Comet_vs_PerGene
NS5B,MW205480,2b,2f,Comet_vs_PerGene
NS5B,MW205481,2b,2f,Comet_vs_PerGene
NS5B,MW205482,2j,2f,Comet_vs_PerGene
NS5B,MW205483,2j,2d,Comet_vs_PerGene
NS5B,MW205484,2j,2d,Comet_vs_PerGene
NS5B,MW205487,2j,2q,Comet_vs_PerGene
NS5B,MW205488,2j,2k,Comet_vs_PerGene
NS5B,MW205489,2j,2v,Comet_vs_PerGene
NS5B,MW205490,2j,2v,Comet_vs_PerGene
NS5B,MW205494,2j,2r,Comet_vs_PerGene
NS5B,MZ325443,"unassigned_1, 3a-3g",3a,Comet_vs_PerGene
NS5B,MZ325444,"unassigned_1, 3a-6k-3g",3a,Comet_vs_PerGene
NS5B,MZ327743,"unassigned_1, 1a-1b",1b,Comet_vs_PerGene
NS5B,MZ356315,1b,1d,Comet_vs_PerGene
NS5B,MZ356316,1b,1d,Comet_vs_PerGene
NS5B,MZ356318,1b,1d,Comet_vs_PerGene
NS5B,MZ356319,1b,1d,Comet_vs_PerGene
NS5B,MZ356321,2c,2l,Comet_vs_PerGene
NS5B,MZ356323,1b,1d,Comet_vs_PerGene
NS5B,MZ356324,1b,1d,Comet_vs_PerGene
NS5B,MZ356329,1b,1d,Comet_vs_PerGene
NS5B,PP484707,2b,2u,Comet_vs_PerGene
NS5B,PP484708,1c,1d,Comet_vs_PerGene
NS5B,PP484709,1c,1l,Comet_vs_PerGene
NS5B,PP484710,2m,2u,Comet_vs_PerGene
