Accession,ClosestGenotype,ClosestSubtype,ReferenceOverlapAA
AY948149,,,
AY948150,,,
AY948151,,,
AY948152,,,
AY948153,,,
AY948154,,,
AY948155,,,
AY948156,,,
AY948157,,,
AY948158,,,
AY948159,,,
AY948160,,,
AY948161,,,
AY948162,,,
AY948163,,,
AY948164,,,
AY948165,,,
AY948166,,,
AY948167,,,
AY948168,,,
AY948169,,,
AY948170,,,
AY948171,,,
AY948172,,,
AY948173,,,
AY948174,,,
AY948175,,,
AY948176,,,
AY948177,,,
AY948178,,,
AY948179,,,
AY948180,,,
AY948181,,,
AY948182,,,
AY948183,,,
AY948184,,,
AY948185,,,
AY948186,,,
AY948187,,,
AY948188,,,
AY956463,1,1a,26-93
AY956464,1,1a,26-93
AY956465,1,1a,26-93
AY956466,1,1a,26-93
AY956467,3,3a,26-93
AY956468,1,1a,26-93
AY956469,1,1a,26-93
AY957567,,,
AY957568,,,
AY957569,,,
AY957570,,,
AY957571,,,
AY957572,,,
AY957573,,,
AY957574,,,
AY973846,,,
AY973847,,,
AY973848,,,
AY973849,,,
AY973850,,,
AY973851,,,
AY973852,,,
AY973853,,,
AY973854,,,
AY973855,,,
AY973856,,,
AY973857,,,
AY973858,,,
AY973859,,,
AY973860,,,
AY973861,,,
AY973862,,,
AY973863,,,
AY973864,,,
AY973865,,,
AY973866,,,
OK502877,,,
OK502878,,,
OK502879,,,
OK502880,,,
OK502881,,,
OK502882,,,
OK502883,,,
OK502884,,,
OK502885,,,
OK502886,,,
OK502887,,,
OK502888,,,
OK502889,,,
OK502890,,,
OK502891,,,
OK502892,,,
OK502893,,,
OK502894,,,
OK502895,,,
OK502896,,,
OK502897,,,
OK502898,,,
OK502899,,,
OK502900,,,
OK502901,,,
OK502902,,,
OK502903,,,
OK502904,,,
OK502905,,,
OK502906,,,
OK502907,,,
OK502908,,,
OK502909,,,
OK502910,,,
OK502911,,,
OK502912,,,
OK502913,,,
OK502914,,,
OK502915,,,
OK502916,,,
OK502917,,,
OK502918,,,
OK502919,,,
OK502920,,,
OK502921,,,
OK502922,,,
OK502923,,,
OK502924,,,
OK502925,,,
OK502926,,,
OK502927,,,
OK502928,,,
OK502929,,,
OK502930,,,
OK502931,,,
OK502932,,,
OK502933,,,
OK502934,,,
OK502935,,,
OK502936,,,
OK502937,,,
OK502938,,,
OK502939,,,
OK502940,,,
OK502941,,,
OK502942,,,
OK502943,,,
OK502944,,,
OK502945,,,
OK502946,,,
OK502947,,,
OK502948,,,
OK502949,,,
OK502950,,,
OK502951,,,
OK502952,,,
OK502953,,,
OK502954,,,
OK502955,,,
OK502956,,,
OK502957,,,
OK502958,,,
OK502959,,,
OK502960,,,
OK502961,,,
OK502962,,,
OK502963,,,
OK502964,,,
OK502965,,,
OK502966,,,
OK502967,,,
OK502968,,,
OK502969,,,
OK502970,,,
OK502971,,,
OK502972,,,
OK502973,,,
OK502974,,,
OK502975,,,
OK502976,,,
OK502977,,,
OK502978,,,
OK502979,,,
OK502980,,,
OK502981,,,
OK502982,,,
OK502983,,,
OK502984,,,
OK502985,,,
OK502986,,,
OK502987,,,
OK502988,,,
OK502989,,,
OK502990,,,
OK502991,,,
OK502992,,,
OK502993,,,
OK502994,,,
OK502995,,,
OK502996,,,
OK502997,,,
OK502998,,,
OK502999,,,
OK503000,,,
OK503001,,,
OK503002,,,
OK503003,,,
OK503004,,,
OK503005,,,
OK503006,,,
OK503007,,,
OK503008,,,
OK503009,,,
OK503010,,,
OK503011,,,
OK503012,,,
OK503013,,,
OK503014,,,
OK503015,,,
OK503016,,,
OK503017,,,
OK503018,,,
OK503019,,,
OK503020,,,
OK503021,,,
OK503022,,,
OK503023,,,
OK503024,,,
OK503025,,,
OK503026,,,
OK503027,,,
OK503028,,,
OK503029,,,
OK503030,,,
OK503031,,,
OK503032,,,
OK503033,,,
OK503034,,,
OK503035,,,
OK503036,,,
OK503037,,,
OK503038,,,
OK503039,,,
OK503040,,,
OK503041,,,
OK503042,,,
OK503043,,,
OK503044,,,
OK503045,,,
OK503046,,,
OK503047,,,
OK503048,,,
OK503049,,,
OK503050,,,
OK503051,,,
OK503052,,,
OK503053,,,
OK503054,,,
OK503055,,,
OK503056,,,
OK503057,,,
OK503058,,,
OK503059,,,
OK503060,,,
OK503061,,,
OK503062,,,
OK503063,,,
OK503064,,,
OK503065,,,
OK503066,,,
OK503067,,,
OK503068,,,
OK503069,,,
OK503070,,,
OK503071,,,
OK503072,,,
OK503073,,,
OK503074,,,
OK503075,,,
OK503076,,,
OK503077,,,
OK503078,,,
OK503079,,,
OK503080,,,
OK503081,,,
OK503082,,,
OK503083,,,
OK503084,,,
OK503085,,,
OK503086,,,
OK503087,,,
OK503088,,,
OK503089,,,
OK503090,,,
OK503091,,,
OK503092,,,
OK503093,,,
OK503094,,,
OK503095,,,
OK503096,,,
OK503097,,,
OK503098,,,
OK503099,,,
OK503100,,,
OK503101,,,
OK503102,,,
OK503103,,,
OK503104,,,
OK503105,,,
OK503106,,,
OK503107,,,
OK503108,,,
OK503109,,,
OK503110,,,
OK503111,,,
OK503112,,,
OK503113,,,
OK503114,,,
OK503115,,,
OK503116,,,
OK503117,,,
OK503118,,,
OK503119,,,
OK503120,,,
OK503121,,,
OK503122,,,
OK503123,3,3a,26-93
OK503124,3,3a,26-93
OK503125,3,3a,26-93
OK503126,3,3a,26-93
OK503127,3,3a,26-93
OK503128,3,3a,26-93
OK503129,3,3a,26-93
OK503130,3,3a,26-93
OK503131,3,3a,26-93
OK503132,3,3a,26-93
OK503133,3,3a,26-93
OK503134,3,3a,26-93
OK503135,3,3a,26-93
OK503136,3,3a,26-93
OK503137,3,3a,26-93
OK503138,3,3a,26-93
OK503139,3,3a,26-93
OK503140,3,3a,26-93
OK503141,3,3a,26-93
OK503142,3,3a,26-93
OK503143,3,3a,26-93
OK503144,3,3a,26-93
OK503145,3,3a,26-93
OK503146,3,3a,26-93
OK503147,3,3a,26-93
OK503148,3,3a,26-93
OK503149,3,3a,26-93
OK503150,3,3a,26-93
OK503151,3,3a,26-93
OK503152,3,3a,26-93
OK503153,3,3a,26-93
OK503154,3,3a,26-93
OK503155,3,3a,26-93
OK503156,3,3a,26-93
OK503157,3,3a,26-93
OK503158,3,3a,26-93
OK503159,3,3a,26-93
OK503160,3,3a,26-93
OK503161,3,3a,26-93
OK503162,3,3a,26-93
OK503163,3,3a,26-93
OK503164,3,3a,26-93
OK503165,3,3a,26-93
OK503166,3,3a,26-93
OK503167,3,3a,26-93
OK503168,3,3a,26-93
OK503169,3,3a,26-93
OK503170,3,3a,26-93
OK503171,3,3a,26-93
OK503172,3,3a,26-93
OK503173,3,3a,26-93
OK503174,3,3a,26-93
OK503175,3,3a,26-93
OK503176,3,3a,26-93
OK503177,3,3a,26-93
OK503178,3,3a,26-93
OK503179,3,3a,26-93
OK503180,3,3a,26-93
OK503181,3,3a,26-93
OK503182,3,3a,26-93
OK503183,3,3a,26-93
OK503184,3,3a,26-93
OK503185,3,3a,26-93
OK503186,3,3a,26-93
OK503187,3,3a,26-93
OK503188,3,3a,26-93
OK503189,3,3a,26-93
OK503190,3,3a,26-93
OK503191,3,3a,26-93
OK503192,3,3a,26-93
OK503193,3,3a,26-93
OK503194,3,3a,26-93
OK503195,3,3a,26-93
OK503196,3,3a,26-93
OK503197,3,3a,26-93
OK503198,3,3a,26-93
OK503199,3,3a,26-93
OK503200,3,3a,26-93
OK503201,3,3a,26-93
OK503202,3,3a,26-93
OK503203,3,3a,26-93
OK503204,3,3a,26-93
OK503205,3,3a,26-93
OK503206,3,3a,26-93
OK503207,3,3a,26-93
OK503208,3,3a,26-93
OK503209,3,3a,26-93
OK503210,3,3a,26-93
OK503211,3,3a,26-93
OK503212,3,3a,26-93
OK503213,3,3a,26-93
OK503214,3,3a,26-93
OK503215,3,3a,26-93
OK503216,3,3a,26-93
OK503217,3,3a,26-93
OK503218,3,3a,26-93
OK503219,3,3a,26-93
OK503220,3,3a,26-93
OK503221,3,3a,26-93
OK503222,3,3a,26-93
OK503223,3,3a,26-93
OK503224,3,3a,26-93
OK503225,3,3a,26-93
OK503226,3,3a,26-93
OK503227,3,3a,26-93
OK503228,3,3a,26-93
OK503229,3,3a,26-93
OK503230,3,3a,26-93
OK503231,3,3a,26-93
OK503232,3,3a,26-93
OK503233,3,3a,26-93
OK503234,3,3a,26-93
OK503235,3,3a,26-93
OK503236,3,3a,26-93
OK503237,3,3a,26-93
OK503238,3,3a,26-93
OK503239,3,3a,26-93
OK503240,3,3a,26-93
OK503241,3,3a,26-93
OK503242,3,3a,26-93
OK503243,3,3a,26-93
OK503244,3,3a,26-93
OK503245,3,3a,26-93
OK503246,3,3a,26-93
OK503247,3,3a,26-93
OK503248,3,3a,26-93
OK503249,1,1a,26-93
OK503250,1,1a,26-93
OK503251,1,1a,26-93
OK503252,1,1a,26-93
OK503253,1,1a,26-93
OK503254,1,1a,26-93
OK503255,1,1a,26-93
OK503256,1,1a,26-93
OK503257,1,1a,26-93
OK503258,1,1a,26-93
OK503259,1,1a,26-93
OK503260,1,1a,26-93
OK503261,1,1a,26-93
OK503262,1,1a,26-93
OK503263,1,1a,26-93
OK503264,1,1a,26-93
OK503265,1,1a,26-93
OK503266,1,1a,26-93
OK503267,1,1a,26-93
OK503268,1,1a,26-93
OK503269,1,1a,26-93
OK503270,1,1a,26-93
OK503271,1,1a,26-93
OK503272,1,1a,26-93
OK503273,1,1a,26-93
OK503274,1,1a,26-93
OK503275,1,1a,26-93
OK503276,1,1a,26-93
OK503277,1,1a,26-93
OK503278,1,1a,26-93
OK503279,1,1a,26-93
OK503280,1,1a,26-93
OK503281,1,1a,26-93
OK503282,1,1a,26-93
OK503283,1,1a,26-93
OK503284,1,1a,26-93
OK503285,1,1a,26-93
OK503286,1,1a,26-93
OK503287,1,1a,26-93
OK503288,1,1a,26-93
OK503289,1,1a,26-93
OK503290,1,1a,26-93
OK503291,1,1a,26-93
OK503292,1,1a,26-93
OK503293,1,1a,26-93
OK503294,1,1a,26-93
OK503295,1,1a,26-93
OK503296,1,1a,26-93
OK503297,1,1a,26-93
OK503298,1,1a,26-93
OK503299,1,1a,26-93
OK503300,1,1a,26-93
OK503301,1,1a,26-93
OK503302,1,1a,26-93
OK503303,1,1a,26-93
OK503304,1,1a,26-93
OK503305,1,1a,26-93
OK503306,1,1a,26-93
OK503307,3,3a,26-93
OK503308,3,3a,26-93
OK503309,3,3a,26-93
OK503310,3,3a,26-93
OK503311,3,3a,26-93
OK503312,3,3a,26-93
OK503313,3,3a,26-93
OK503314,3,3a,26-93
OK503315,3,3a,26-93
OK503316,3,3a,26-93
OK503317,3,3a,26-93
OK503318,3,3a,26-93
OK503319,3,3a,26-93
OK503320,3,3a,26-93
OK503321,3,3a,26-93
OK503322,3,3a,26-93
OK503323,3,3a,26-93
OK503324,3,3a,26-93
OK503325,3,3a,26-93
OK503326,3,3a,26-93
OK503327,3,3a,26-93
OK503328,3,3a,26-93
OK503329,3,3a,26-93
OK503330,3,3a,26-93
OK503331,3,3a,26-93
OK503332,3,3a,26-93
OK503333,3,3a,26-93
OK503334,3,3a,26-93
OK503335,,,
OK503336,,,
OK503337,,,
OK503338,,,
OK503339,,,
OK503340,,,
OK503341,,,
OK503342,,,
OK503343,,,
OK503344,,,
OK503345,,,
OK503346,,,
OK503347,,,
OK503348,,,
OK503349,,,
OK503350,,,
OK503351,,,
OK503352,,,
OK503353,,,
OK503354,,,
OK503355,,,
OK503356,,,
OK503357,,,
OK503358,,,
OK503359,,,
OK503360,,,
OK503361,,,
OK503362,,,
OK503363,,,
OK503364,,,
OK503365,,,
OK503366,,,
OK503367,,,
OK503368,,,
OK503369,,,
OK503370,,,
OK503371,,,
OK503372,,,
OK503373,,,
OK503374,,,
OK503375,,,
OK503376,,,
OK503377,,,
OK503378,,,
OK503379,,,
OK503380,,,
OK503381,,,
OK503382,,,
OK503383,,,
OK503384,,,
OK503385,,,
OK503386,,,
OK503387,,,
OK503388,,,
OK503389,,,
OK503390,,,
OK503391,,,
OK503392,,,
OK503393,,,
OK503394,,,
OK503395,,,
OK503396,,,
OK503397,,,
OK503398,,,
OK503399,,,
OK503400,,,
OK503401,,,
OK503402,,,
OK503403,,,
OK503404,,,
OK503405,,,
OK503406,,,
OK503407,,,
OK503408,,,
OK503409,,,
OK503410,,,
OK503411,,,
OK503412,,,
OK503413,,,
OK503414,,,
OK503415,,,
OK503416,,,
OK503417,,,
OK503418,,,
OK503419,,,
OK503420,,,
OK503421,,,
OK503422,,,
OK503423,,,
OK503424,,,
OK503425,,,
OK503426,,,
OK503427,,,
OK503428,,,
OK503429,,,
OK503430,,,
OK503431,,,
OK503432,,,
OK503433,,,
OK503434,,,
OK503435,,,
OK503436,,,
OK503437,,,
OK503438,,,
OK503439,,,
OK503440,,,
OK503441,,,
OK503442,,,
OK503443,,,
OK503444,,,
OK503445,,,
OK503446,,,
OK503447,,,
OK503448,,,
OK503449,,,
OK503450,,,
OK503451,,,
OK503452,,,
OK503453,,,
OK503454,,,
OK503455,,,
OK503456,,,
OK503457,,,
OK503458,,,
OK503459,,,
OK503460,,,
OK503461,,,
OK503462,,,
OK503463,,,
OK503464,,,
OK503465,,,
OK503466,,,
OK503467,,,
OK503468,,,
OK503469,,,
OK503470,,,
OK503471,,,
OK503472,,,
OK503473,,,
OK503474,,,
OK503475,,,
OK503476,,,
OK503477,,,
OK503478,,,
OK503479,,,
OK503480,,,
OK503481,,,
OK503482,,,
OK503483,,,
OK503484,,,
OK503485,,,
OK503486,,,
OK503487,,,
OK503488,,,
OK503489,,,
OK503490,,,
OK503491,,,
OK503492,,,
OK503493,,,
OK503494,,,
OK503495,,,
OK503496,,,
OK503497,,,
OK503498,,,
OK503499,,,
OK503500,,,
OK503501,,,
OK503502,,,
OK503503,,,
OK503504,,,
OK503505,,,
OK503506,,,
OK503507,,,
OK503508,,,
OK503509,,,
OK503510,,,
OK503511,,,
OK503512,,,
OK503513,,,
OK503514,,,
OK503515,,,
OK503516,,,
OK503517,,,
OK503518,,,
OK503519,,,
OK503520,,,
OK503521,,,
OK503522,,,
OK503523,,,
OK503524,,,
OK503525,,,
OK503526,,,
OK503527,,,
OK503528,,,
OK503529,,,
OK503530,,,
OK503531,,,
OK503532,,,
OK503533,,,
OK503534,,,
OK503535,,,
OK503536,,,
OK503537,,,
OK503538,,,
OK503539,,,
OK503540,,,
OK503541,,,
OK503542,,,
OK503543,,,
OK503544,,,
OK503545,,,
OK503546,,,
OK503547,,,
OK503548,,,
OK503549,,,
OK503550,,,
OK503551,,,
OK503552,,,
OK503553,,,
OK503554,,,
OK503555,,,
OK503556,,,
OK503557,,,
OK503558,,,
OK503559,,,
OK503560,,,
OK503561,,,
OK503562,,,
OK503563,,,
OK503564,,,
OK503565,,,
OK503566,,,
OK503567,,,
OK503568,,,
OK503569,,,
OK503570,,,
OK503571,,,
OK503572,,,
OK503573,,,
OK503574,,,
OK503575,,,
OK503576,,,
OK503577,,,
OK503578,,,
OK503579,,,
OK503580,,,
OK503581,,,
OK503582,,,
OK503583,,,
OK503584,,,
OK503585,,,
OK503586,,,
OK503587,,,
OK503588,,,
OK503589,,,
OK503590,,,
OK503591,,,
OK503592,,,
OK503593,,,
OK503594,,,
OK503595,,,
OK503596,,,
OK503597,,,
OK503598,,,
OK503599,,,
OK503600,,,
OK503601,,,
OK503602,,,
OK503603,,,
OK503604,,,
OK503605,,,
OK503606,,,
OK503607,,,
OK503608,,,
OK503609,,,
OK503610,,,
OK503611,,,
OK503612,,,
OK503613,,,
OK503614,,,
OK503615,,,
OK503616,,,
OK503617,,,
OK503618,3,3a,26-93
OK503619,3,3a,26-93
OK503620,3,3a,26-93
OK503621,3,3a,26-93
OK503622,3,3a,26-93
OK503623,3,3a,26-93
OK503624,3,3a,26-93
OK503625,3,3a,26-93
OK503626,3,3a,26-93
OK503627,3,3a,26-93
OK503628,3,3a,26-93
OK503629,3,3a,26-93
OK503630,3,3a,26-93
OK503631,3,3a,26-93
OK503632,3,3a,26-93
OK503633,3,3a,26-93
OK503634,3,3a,26-93
OK503635,3,3a,26-93
OK503636,3,3a,26-93
OK503637,3,3a,26-93
OK503638,3,3a,26-93
OK503639,3,3a,26-93
OK503640,3,3a,26-93
OK503641,3,3a,26-93
OK503642,3,3a,26-93
OK503643,3,3a,26-93
OK503644,3,3a,26-93
OK503645,3,3a,26-93
OK503646,3,3a,26-93
OK503647,3,3a,26-93
OK503648,3,3a,26-93
OK503649,3,3a,26-93
OK503650,3,3a,26-93
OK503651,3,3a,26-93
OK503652,3,3a,26-93
OK503653,3,3a,26-93
OK503654,3,3a,26-93
OK503655,3,3a,26-93
OK503656,3,3a,26-93
OK503657,,,
OK503658,,,
OK503659,,,
OK503660,,,
OK503661,,,
OK503662,,,
OK503663,,,
OK503664,,,
OK503665,,,
OK503666,,,
OK503667,,,
OK503668,,,
OK503669,,,
OK503670,,,
OK503671,,,
OK503672,,,
OK503673,,,
OK503674,,,
OK503675,,,
OK503676,,,
OK503677,,,
OK503678,,,
OK503679,,,
OK503680,,,
OK503681,,,
OK503682,,,
OK503683,,,
OK503684,,,
OK503685,,,
OK503686,,,
OK503687,,,
OK503688,,,
OK503689,,,
OK503690,,,
OK503691,,,
OK503692,,,
OK503693,,,
OK503694,,,
OK503695,,,
OK503696,,,
OK503697,,,
OK503698,,,
OK503699,,,
OK503700,,,
OK503701,,,
OK503702,,,
OK503703,,,
OK503704,,,
OK503705,,,
OK503706,,,
OK503707,,,
OK503708,,,
OK503709,3,3a,26-93
OK503710,3,3a,26-93
OK503711,3,3a,26-93
OK503712,3,3a,26-93
OK503713,3,3a,26-93
OK503714,3,3a,26-93
OK503715,3,3a,26-93
OK503716,3,3a,26-93
OK503717,3,3a,26-93
OK503718,3,3a,26-93
OK503719,3,3a,26-93
OK503720,3,3a,26-93
OK503721,3,3a,26-93
OK503722,3,3a,26-93
OK503723,3,3a,26-93
OK503724,3,3a,26-93
OK503725,3,3a,26-93
OK503726,3,3a,26-93
OK503727,3,3a,26-93
OK503728,3,3a,26-93
OK503729,3,3a,26-93
OK503730,3,3a,26-93
OK503731,3,3a,26-93
OK503732,3,3a,26-93
OK503733,3,3a,26-93
OK503734,3,3a,26-93
OK503735,3,3a,26-93
OK503736,3,3a,26-93
OK503737,3,3a,26-93
OK503738,3,3a,26-93
OK503739,3,3a,26-93
OK503740,3,3a,26-93
OK503741,3,3a,26-93
OK503742,3,3a,26-93
OK503743,,,
OK503744,,,
OK503745,,,
OK503746,,,
OK503747,,,
OK503748,,,
OK503749,,,
OK503750,,,
OK503751,,,
OK503752,,,
OK503753,,,
OK503754,,,
OK503755,,,
OK503756,,,
OK503757,,,
OK503758,,,
OK503759,,,
OK503760,,,
OK503761,,,
OK503762,,,
OK503763,,,
OK503764,,,
OK503765,,,
OK503766,,,
OK503767,,,
OK503768,,,
OK503769,,,
OK503770,,,
OK503771,,,
OK503772,,,
OK503773,,,
OK503774,,,
OK503775,,,
OK503776,,,
OK503777,,,
OK503778,,,
OK503779,,,
OK503780,,,
OK503781,,,
OK503782,,,
OK503783,,,
OK503784,,,
OK503785,,,
OK503786,,,
OK503787,,,
OK503788,,,
OK503789,,,
OK503790,,,
OK503791,,,
OK503792,,,
OK503793,,,
OK503794,,,
OK503795,,,
OK503796,,,
OK503797,,,
OK503798,,,
OK503799,,,
OK503800,,,
OK503801,,,
OK503802,,,
OK503803,,,
OK503804,,,
OK503805,,,
OK503806,,,
OK503807,,,
OK503808,,,
OK503809,,,
OK503810,,,
OK503811,,,
OK503812,,,
OK503813,,,
OK503814,,,
OK503815,,,
OK503816,,,
OK503817,,,
OK503818,,,
OK503819,,,
OK503820,,,
OK503821,,,
OK503822,,,
OK503823,,,
OK503824,,,
OK503825,,,
OK503826,,,
OK503827,,,
OK503828,,,
OK503829,,,
OK503830,,,
OK503831,,,
OK503832,,,
OK503833,,,
OK503834,,,
OK503835,,,
OK503836,,,
OK503837,,,
OK503838,,,
OK503839,,,
OK503840,,,
OK503841,,,
OK503842,,,
OK503843,,,
OK503844,,,
OK503845,,,
OK503846,,,
OK503847,,,
OK503848,,,
OK503849,3,3a,26-93
OK503850,3,3a,26-93
OK503851,3,3a,26-93
OK503852,3,3a,26-93
OK503853,3,3a,26-93
OK503854,3,3a,26-93
OK503855,3,3a,26-93
OK503856,3,3a,26-93
OK503857,3,3a,26-93
OK503858,3,3a,26-93
OK503859,3,3a,26-93
OK503860,3,3a,26-93
OK503861,3,3a,26-93
OK503862,3,3a,26-93
OK503863,3,3a,26-93
OK503864,3,3a,26-93
OK503865,3,3a,26-93
OK503866,3,3a,26-93
OK503867,3,3a,26-93
OK503868,3,3a,26-93
OK503869,3,3a,26-93
OK503870,3,3a,26-93
OK503871,3,3a,26-93
OK503872,3,3a,26-93
OK503873,3,3a,26-93
OK503874,3,3a,26-93
OK503875,3,3a,26-93
OK503876,3,3a,26-93
OK503877,3,3a,26-93
OK503878,3,3a,26-93
OK503879,3,3a,26-93
OK503880,3,3a,26-93
OK503881,3,3a,26-93
OK503882,3,3a,26-93
OK503883,3,3a,26-93
OK503884,,,
OK503885,,,
OK503886,,,
OK503887,,,
OK503888,,,
OK503889,,,
OK503890,,,
OK503891,,,
OK503892,,,
OK503893,,,
OK503894,,,
OK503895,,,
OK503896,,,
OK503897,,,
OK503898,,,
OK503899,,,
OK503900,,,
OK503901,,,
OK503902,,,
OK503903,,,
OK503904,,,
OK503905,,,
OK503906,,,
OK503907,,,
OK503908,,,
OK503909,,,
OK503910,,,
OK503911,,,
OK503912,,,
OK503913,,,
OK503914,,,
OK503915,,,
OK503916,,,
OK503917,,,
OK503918,,,
OK503919,,,
OK503920,,,
OK503921,,,
OK503922,,,
OK503923,,,
OK503924,,,
OK503925,,,
OK503926,,,
OK503927,,,
OK503928,,,
OK503929,,,
OK503930,,,
OK503931,,,
OK503932,,,
OK503933,,,
OK503934,,,
OK503935,,,
OK503936,,,
OK503937,,,
OK503938,,,
OK503939,,,
OK503940,,,
OK503941,,,
OK503942,,,
OK503943,,,
OK503944,,,
OK503945,,,
OK503946,,,
OK503947,,,
OK503948,,,
OK503949,,,
OK503950,,,
OK503951,,,
OK503952,,,
OK503953,,,
OK503954,,,
OK503955,,,
OK503956,,,
OK503957,,,
OK503958,,,
OK503959,,,
OK503960,,,
OK503961,,,
OK503962,,,
OK503963,,,
OK503964,,,
OK503965,,,
OK503966,,,
OK503967,,,
OK503968,,,
OK503969,,,
OK503970,,,
OK503971,,,
OK503972,,,
OK503973,,,
OK503974,,,
OK503975,,,
OK503976,,,
OK503977,,,
OK503978,,,
OK503979,3,3a,26-93
OK503980,3,3a,26-93
OK503981,3,3a,26-93
OK503982,3,3a,26-93
OK503983,3,3a,26-93
OK503984,3,3a,26-93
OK503985,3,3a,26-93
OK503986,3,3a,26-93
OK503987,3,3a,26-93
OK503988,3,3a,26-93
OK503989,3,3a,26-93
OK503990,3,3a,26-93
OK503991,3,3a,26-93
OK503992,3,3a,26-93
OK503993,3,3a,26-93
OK503994,3,3a,26-93
OK503995,3,3a,26-93
OK503996,3,3a,26-93
OK503997,3,3a,26-93
OK503998,3,3a,26-93
OK503999,3,3a,26-93
OK504000,3,3a,26-93
OK504001,3,3a,26-93
OK504002,3,3a,26-93
OK504003,3,3a,26-93
OK504004,3,3a,26-93
OK504005,3,3a,26-93
OK504006,3,3a,26-93
OK504007,3,3a,26-93
OK504008,3,3a,26-93
OK504009,3,3a,26-93
OK504010,3,3a,26-93
OK504011,3,3a,26-93
OK504012,3,3a,26-93
OK504013,,,
OK504014,,,
OK504015,,,
OK504016,,,
OK504017,,,
OK504018,,,
OK504019,,,
OK504020,,,
OK504021,,,
OK504022,,,
OK504023,,,
OK504024,,,
OK504025,,,
OK504026,,,
OK504027,1,1a,26-93
OK504028,1,1a,26-93
OK504029,1,1a,26-93
OK504030,1,1a,26-93
OK504031,1,1a,26-93
OK504032,1,1a,26-93
OK504033,1,1a,26-93
OK504034,1,1a,26-93
OK504035,1,1a,26-93
OK504036,1,1a,26-93
OK504037,1,1a,26-93
OK504038,1,1a,26-93
OK504039,1,1a,26-93
OK504040,1,1a,26-93
OK504041,1,1a,26-93
OK504042,1,1a,26-93
OK504043,1,1a,26-93
OK504044,1,1a,26-93
OK504045,1,1a,26-93
OK504046,1,1a,26-93
OK504047,1,1a,26-93
OK504048,1,1a,26-93
OK504049,1,1a,26-93
OK504050,1,1a,26-93
OK504051,1,1a,26-93
OK504052,1,1a,26-93
OK504053,1,1a,26-93
OK504054,1,1a,26-93
OK504055,1,1a,26-93
OK504056,1,1a,26-93
OK504057,1,1a,26-93
OK504058,1,1a,26-93
OK504059,1,1a,26-93
OK504060,1,1a,26-93
OK504061,1,1a,26-93
OK504062,1,1a,26-93
OK504063,1,1a,26-93
OK504064,1,1a,26-93
OK504065,,,
OK504066,,,
OK504067,,,
OK504068,,,
OK504069,,,
OK504070,,,
OK504071,,,
OK504072,,,
OK504073,,,
OK504074,,,
OK504075,,,
OK504076,,,
OK504077,,,
OK504078,,,
OK504079,,,
OK504080,,,
OK504081,,,
OK504082,,,
OK504083,,,
OK504084,,,
OK504085,,,
OK504086,,,
OK504087,,,
OK504088,,,
OK504089,,,
OK504090,,,
OK504091,,,
OK504092,,,
OK504093,,,
OK504094,,,
OK504095,,,
OK504096,,,
OK504097,,,
OK504098,,,
OK504099,,,
OK504100,,,
OK504101,,,
OK504102,,,
OK504103,,,
OK504104,,,
OK504105,,,
OK504106,,,
OK504107,,,
OK504108,,,
OK504109,,,
OK504110,,,
OK504111,,,
OK504112,,,
OK504113,,,
OK504114,,,
OK504115,,,
OK504116,,,
OK504117,,,
OK504118,,,
OK504119,,,
OK504120,,,
OK504121,,,
OK504122,,,
OK504123,1,1a,26-93
OK504124,1,1a,26-93
OK504125,1,1a,26-93
OK504126,1,1a,26-93
OK504127,1,1a,26-93
OK504128,1,1a,26-93
OK504129,1,1a,26-93
OK504130,1,1a,26-93
OK504131,1,1a,26-93
OK504132,1,1a,26-93
OK504133,1,1a,26-93
OK504134,1,1a,26-93
OK504135,1,1a,26-93
OK504136,1,1a,26-93
OK504137,1,1a,26-93
OK504138,1,1a,26-93
OK504139,1,1a,26-93
OK504140,1,1a,26-93
OK504141,1,1a,26-93
OK504142,1,1a,26-93
OK504143,1,1a,26-93
OK504144,1,1a,26-93
OK504145,1,1a,26-93
OK504146,1,1a,26-93
OK504147,1,1a,26-93
OK504148,1,1a,26-93
OK504149,1,1a,26-93
OK504150,1,1a,26-93
OK504151,1,1a,26-93
OK504152,1,1a,26-93
OK504153,1,1a,26-93
OK504154,1,1a,26-93
OK504155,1,1a,26-93
OK504156,1,1a,26-93
OK504157,1,1a,26-93
OK504158,1,1a,26-93
OK504159,1,1a,26-93
OK504160,1,1a,26-93
OK504161,1,1a,26-93
OK504162,,,
OK504163,,,
OK504164,,,
OK504165,,,
OK504166,,,
OK504167,,,
OK504168,,,
OK504169,,,
OK504170,,,
OK504171,,,
OK504172,,,
OK504173,,,
OK504174,,,
OK504175,,,
OK504176,,,
OK504177,,,
OK504178,,,
OK504179,,,
OK504180,,,
OK504181,,,
OK504182,,,
OK504183,,,
OK504184,,,
OK504185,,,
OK504186,,,
OK504187,,,
OK504188,,,
OK504189,,,
OK504190,,,
OK504191,,,
OK504192,,,
OK504193,,,
OK504194,,,
OK504195,,,
OK504196,,,
OK504197,,,
OK504198,,,
OK504199,,,
OK504200,,,
OK504201,,,
OK504202,,,
OK504203,,,
OK504204,,,
OK504205,,,
OK504206,,,
OK504207,,,
OK504208,,,
OK504209,,,
OK504210,,,
OK504211,,,
OK504212,,,
OK504213,,,
OK504214,,,
OK504215,,,
OK504216,,,
OK504217,,,
