accession,genotype,subtype
KC127386,1,1a
KC127387,1,1a
KC127388,1,1a
KC127389,1,1a
KC127390,1,1a
KC127391,1,1a
KC127392,1,1a
KC127393,1,1a
KC127394,1,1a
KC127395,1,1a
KC127396,1,1a
KC127397,1,1a
KC127398,1,1a
KC127399,1,1a
KC127400,1,1a
KC127401,1,1a
KC127402,1,1a
KC127403,1,1a
KC127404,1,1a
KC127405,1,1a
KC127406,1,1a
KC127407,1,1a
KC127408,1,1a
KC127409,1,1a
KC127410,1,1a
KC127411,1,1a
KC127412,1,1a
KC127413,1,1a
KC127414,1,1a
KC127415,1,1a
KC127416,1,1a
KC127417,1,1a
KC127418,1,1a
KC127419,1,1a
KC127420,1,1a
KC127421,1,1a
KC127422,1,1a
KC127423,1,1a
KC127424,1,1a
KC127425,1,1a
KC127426,1,1a
KC127427,1,1a
KC127428,1,1a
KC127429,1,1a
KC127430,1,1a
KC127431,1,1a
KC127432,1,1a
KC127433,1,1a
KC127434,1,1a
KC127435,1,1a
KC127436,1,1a
KC127437,1,1a
KC127438,1,1a
KC127439,1,1a
KC127440,1,1a
KC127441,1,1a
KC127442,1,1a
KC127443,1,1a
KC127444,1,1a
KC127445,1,1a
KC127446,1,1a
KC127447,1,1a
KC127448,1,1a
KC127449,1,1a
KC127450,1,1a
KC127451,1,1a
KC127452,1,1a
KC127453,1,1a
KC127454,1,1a
KC127455,1,1a
KC127456,1,1a
KC127457,1,1a
KC127458,1,1a
KC127459,1,1a
KC127460,1,1a
KC127461,1,1a
KC127462,1,1a
KC127463,1,1a
KC127464,1,1a
KC127465,1,1a
KC127466,1,1a
KC127467,1,1a
KC127468,1,1a
KC127469,1,1a
KC127470,1,1a
KC127471,1,1a
KC127472,1,1a
KC127473,1,1a
KC127474,1,1a
KC127475,1,1a
KC127476,1,1a
KC127477,1,1a
KC127478,1,1a
KC127479,1,1a
KC127480,1,1a
KC127481,1,1a
KC127482,1,1a
KC127483,1,1a
KC127484,1,1a
KC127485,1,1a
KC127486,1,1a
KC127487,1,1a
KC127488,1,1a
KC127489,1,1a
KC127490,1,1a
KC127491,1,1a
KC127492,1,1a
KC127493,1,1a
KC127494,1,1a
KC127495,1,1a
KC127496,1,1a
KC127497,1,1a
KC127498,1,1a
KC127499,1,1a
KC127500,1,1a
KC127501,1,1a
KC127502,1,1a
KC127503,1,1a
KC127504,1,1a
KC127505,1,1a
KC127506,1,1a
KC127507,1,1a
KC127508,1,1a
KC127509,1,1a
KC127510,1,1a
KC127511,1,1a
KC127512,1,1a
KC127513,1,1a
KC127514,1,1a
KC127515,1,1a
KC127516,1,1a
KC127517,1,1a
KC127518,1,1a
KC127519,1,1a
KC127520,1,1a
KC127521,1,1a
KC127522,1,1a
KC127523,1,1a
KC127524,1,1a
KC127525,1,1a
KC127526,1,1a
KC127527,1,1a
KC127528,1,1a
KC127529,1,1a
KC127530,1,1a
KC127531,1,1a
KC127532,1,1a
KC127533,1,1a
KC127534,1,1a
KC127535,1,1a
KC127536,1,1a
KC127537,1,1a
KC127538,1,1a
KC127539,1,1a
KC127540,1,1a
KC127541,1,1a
KC127542,1,1a
KC127543,1,1a
KC127544,1,1a
KC127545,1,1a
KC127546,1,1a
KC127547,1,1a
KC127548,1,1a
KC127549,1,1a
KC127550,1,1a
KC127551,1,1a
KC127552,1,1a
KC127553,1,1a
KC127554,1,1a
KC127555,1,1a
KC127556,1,1a
KC127557,1,1a
KC127558,1,1a
KC127559,1,1a
KC127560,1,1a
KC127561,1,1a
KC127562,1,1a
KC127563,1,1a
KC127564,1,1a
KC127565,1,1a
KC127566,1,1a
KC127567,1,1a
KC127568,1,1a
KC127569,1,1a
KC127570,1,1a
KC127571,1,1a
KC127572,1,1a
KC127573,1,1a
KC127574,1,1a
KC127575,1,1a
KC127576,1,1a
KC127577,1,1a
KC127578,1,1a
KC127579,1,1a
KC127580,1,1a
KC127581,1,1a
KC127582,1,1a
KC127583,1,1a
KC127584,1,1a
KC127585,1,1a
KC127586,1,1a
KC127587,1,1a
KC127588,1,1a
KC127589,1,1a
KC127590,1,1a
KC127591,1,1a
KC127592,1,1a
KC127593,1,1a
KC127594,1,1a
KC127595,1,1a
KC127596,1,1a
KC127597,1,1a
KC127598,1,1a
KC127599,1,1a
KC127600,1,1a
KC127601,1,1a
KC127602,1,1a
KC127603,1,1a
KC127604,1,1a
KC127605,1,1a
KC127606,1,1a
KC127607,1,1a
KC127608,1,1a
KC127609,1,1a
KC127610,1,1a
KC127611,1,1a
KC127612,1,1a
KC127613,1,1a
KC127614,1,1a
KC127615,1,1a
KC127616,1,1a
KC127617,1,1a
KC127618,1,1a
KC127619,1,1a
KC127620,1,1a
KC127621,1,1a
KC127622,1,1a
KC127623,1,1a
KC127624,1,1a
KC127625,1,1a
KC127626,1,1a
KC127627,1,1a
KC127628,1,1a
KC127629,1,1a
KC127630,1,1a
KC127631,1,1a
KC127632,1,1a
KC127633,1,1a
KC127634,1,1a
KC127635,1,1a
KC127636,1,1a
KC127637,1,1a
KC127638,1,1a
KC127639,1,1a
KC127640,1,1a
KC127641,1,1a
KC127642,1,1a
KC127643,1,1a
KC127644,1,1a
KC127645,1,1a
KC127646,1,1a
KC127647,1,1a
KC127648,1,1a
KC127649,1,1a
KC127650,1,1a
KC127651,1,1a
KC127652,1,1a
KC127653,1,1a
KC127654,1,1a
KC127655,1,1a
KC127656,1,1a
KC191671,6,6n
KC197226,2,2b
KC197227,2,2c
KC197228,2,2c
KC197229,2,2i
KC197230,2,2i
KC197231,2,2i
KC197232,2,2j
KC197233,2,2j
KC197234,2,2k
KC197235,2,2l
KC197236,2,
KC197237,2,
KC197238,2,
KC197239,2,
KC197240,2,2l
KC248193,,
KC248194,1,1e
KC248195,1,
KC248196,1,1l
KC248197,1,1l
KC248198,1,1h
KC248199,1,1h
KC283194,1,1a
KC415734,3,3a
KC415735,3,3a
KC415736,3,3a
KC415737,3,3a
KC415738,3,3a
KC415739,3,3a
KC415740,3,3a
KC415741,3,3a
KC415742,3,3a
KC415743,3,3a
KC591747,,
KC591748,,
KC591749,,
KC591750,,
KC591751,,
KC591752,,
KC591753,,
KC591754,,
KC591755,,
KC591756,,
KC591757,,
KC591758,,
KC591759,,
KC591760,,
KC591761,,
KC591762,,
KC591763,,
KC591764,,
KC591765,,
KC591766,,
KC591767,,
KC591768,,
KC767829,5,5a
KC767830,5,5a
KC767831,5,5a
KC767832,5,5a
KC767833,5,5a
KC767834,5,5a
KC844037,6,6a
KC844038,6,6a
KC844039,6,
KC844040,6,
KC844041,3,3a
KC844042,2,2f
KC844043,2,2a
KC844044,3,3b
KC844045,4,4d
KC844046,5,5a
KC844047,1,1c
KC844048,2,2b
KC844049,1,1a
KC844050,2,2f
KC844051,1,1b
KC844052,1,1b
KF035123,3,3a
KF035124,3,3a
KF035125,3,3a
KF035126,3,3a
KF035127,3,3a
KF373567,5,5a
KF420488,1,
KF420489,1,
KF420491,1,
KF420492,1,
KF420493,1,
KF420494,1,
KF420495,1,
KF420496,1,
KF420497,1,
KF420498,1,
KF420499,1,
KF420500,1,
KF420501,1,
KF420502,1,
KF420503,1,
KF420504,1,
KF420505,1,
KF420506,1,
KF420507,1,
KF420508,1,
KF420509,1,
KF420510,1,
KF420511,1,
KF420512,1,
KF420513,1,
KF667788,1,1a
KF667789,1,1a
KF667790,1,1a
KF667791,1,1a
KF667792,1,1a
KF667793,1,1a
KF667794,1,1a
KF667795,1,1a
KF667796,1,1a
KF667797,1,1a
KF667798,1,1a
KF667799,1,1a
KF667800,1,1a
KF667801,1,1a
KF667802,1,1a
KF667803,1,1a
KF667804,1,1a
KF667805,1,1a
KF667806,1,1a
KF667807,1,1a
KF667808,1,1a
KF667809,1,1a
KF667810,1,1a
KF667811,1,1a
KF667812,1,1a
KF667813,1,1a
KF667814,1,1a
KF667815,1,1a
KF667816,1,1a
KF667817,1,1a
KF667818,1,1a
KF667819,1,1a
KF667850,1,1b
KF667851,1,1b
KF667852,1,1b
KF667853,1,1b
KF667854,1,1b
KF667855,1,1b
KF667856,1,1b
KF667857,1,1b
KF667858,1,1b
KF667859,1,1b
KF667860,1,1b
KF667861,1,1b
KF667862,1,1b
KF667863,1,1b
KF667864,1,1b
KF667865,1,1b
KF667866,1,1b
KF667867,1,1b
KF667868,1,1b
KF667869,1,1b
KF667870,1,1b
KF667871,1,1b
KF667872,1,1b
KF667873,1,1b
KF667874,1,1b
KF667875,1,1b
KF667876,1,1b
KF667877,1,1b
KF667878,1,1b
KF667879,1,1b
OR128490,,
OR128491,,
OR128492,,
OR128493,,
OR128494,,
OR128495,,
OR128496,,
OR128497,,
OR128498,,
OR128499,,
OR128500,,
OR128501,,
OR128502,,
OR128503,,
OR128504,,
OR128505,,
OR128506,,
OR128507,,
OR128508,,
OR128509,,
OR128510,,
OR128511,,
OR128512,,
OR128513,,
OR128514,,
OR128515,,
OR128516,,
OR128517,,
OR128518,,
OR128519,,
OR128520,,
OR128521,,
OR128522,,
OR128523,,
OR128524,,
OR128525,,
OR128526,,
OR128527,,
OR128528,,
OR128529,,
OR128530,,
OR128531,,
OR128532,,
OR128533,,
OR128534,,
OR128535,,
OR128536,,
OR128537,,
OR128538,,
PX091937,2,2a
PX091938,1,1b
PX091939,3,3a
KJ437271,1,
KJ437279,1,
KJ437295,1,
KJ437296,1,
KJ437300,1,
KJ437307,3,
KJ437311,3,
KJ437313,3,
KJ437314,3,
KJ437318,3,
KJ437327,3,
KJ437342,3,
KJ439767,1,1c
KJ439768,1,1d
KJ439769,1,1e
KJ439770,1,1g
KJ439771,1,1h
KJ439772,1,1i
KJ439773,1,1j
KJ439774,1,1k
KJ439775,1,
KJ439776,1,
KJ439777,1,
KJ439778,1,
KJ439779,1,
KJ439780,1,
KJ439781,1,
KJ439782,1,
KJ470612,3,3a
KJ470613,3,3a
KJ470614,3,3a
KJ470615,3,3a
KJ470616,3,3b
KJ470617,3,3b
KJ470618,3,3e
KJ470619,3,3d
KJ470620,6,
KJ470621,6,
KJ470622,6,
KJ470623,6,
KJ470624,6,
KJ470625,6,
KJ567644,6,
KJ567645,6,6xb
KJ567646,6,
KJ567647,6,
KJ567648,6,
KJ567649,6,
KJ567650,6,
KJ567651,6,6xc
KJ567652,6,
KJ747848,,
KJ747849,,
KJ747850,,
KJ747851,,
KJ747852,,
KJ747853,,
KJ747854,,
KJ747855,,
KJ747856,,
KJ747857,,
KJ747858,,
KJ747859,,
KJ747860,,
KJ747861,,
KJ747862,,
KJ747863,,
KJ747864,,
KJ747865,,
KJ747866,,
KJ747867,,
KJ747868,,
KJ747869,,
KJ747870,,
KJ747871,,
KJ747872,,
KJ747873,,
KJ747874,,
KJ747875,,
KJ747876,,
KJ747877,,
KJ747878,,
KJ747879,,
KJ747880,,
KJ747881,,
KJ747882,,
KJ747883,,
KJ747884,,
KJ747885,,
KJ747886,,
KJ747887,,
KJ747888,,
KJ747889,,
KJ747890,,
KJ747891,,
KJ747892,,
KJ747893,,
KJ747894,,
KJ747895,,
KJ747896,,
KJ747897,,
KJ747898,,
KJ747899,,
KJ747900,,
KJ747901,,
KJ747902,,
KJ747903,,
KJ747904,,
KJ747905,,
KJ747906,,
KJ747907,,
KJ747908,,
KJ747909,,
KJ747910,,
KJ747911,,
KJ747912,,
KJ747913,,
KJ747914,,
KJ747915,,
KJ747916,,
KJ747917,,
KJ747918,,
KJ747919,,
KJ747920,,
KJ747921,,
KJ747922,,
KJ747923,,
KJ747924,,
KJ747925,,
KJ747926,,
KJ747927,,
KJ747928,,
KJ747929,,
KJ747930,,
KJ747931,,
KJ747932,,
KJ747933,,
KJ747934,,
KJ747935,,
KJ747936,,
KJ747937,,
KJ747938,,
KJ747939,,
KJ747940,,
KJ747941,,
KJ747942,,
KJ747943,,
KJ747944,,
KJ747945,,
KJ747946,,
KJ747947,,
KJ747948,,
KJ747949,,
KJ747950,,
KJ747951,,
KJ747952,,
KJ747953,,
KM043272,1,1a
KM043273,1,1a
KM043274,1,1a
KM043275,1,1a
KM043276,1,1a
KM043277,1,1a
KM043278,1,1a
KM043279,1,1a
KM043280,3,3a
KM043281,3,3a
KM043282,4,4a
KM043283,4,4a
KM043284,4,4a
KM043285,1,1b
KM102760,2,2b
KM102761,2,2b
KM102762,2,2b
KM102763,2,2b
KM102764,2,2b
KM102765,2,2k
KM102766,2,2b
KM102767,2,2b
KM102768,2,2k
KM102769,2,2k
KM102770,2,2k
KM246375,1,1a
KM246376,1,1a
KM246377,1,1a
KM246378,1,1b
KM246379,1,1b
KM246380,1,1b
KM246381,1,1b
KM246382,3,3a
KM246383,3,3a
KM246384,3,3a
KM246385,3,3a
KM246386,3,3a
KM246387,3,3a
KM246388,3,3a
KM246389,3,3a
KM246390,3,3a
KM246391,6,6f
KM246392,6,6f
KM246393,6,6f
KM252779,6,6e
KM252780,6,6e
KM252781,6,6e
KM252782,6,6h
KM252783,6,6h
KM252784,6,6h
KM252785,6,6p
KM252786,6,6r
KM252787,6,6s
KM252788,6,6u
KM252789,6,6xd
KM252790,6,6xd
KM252791,6,6xd
KM252792,6,6xe
KM252793,,
KM252794,,
KM252795,,
KM252796,,
KM252797,,
KM252798,,
KM252799,,
KM252800,,
KM277568,,
KM277569,,
KM277570,,
KM277571,,
KM277572,,
KM277573,,
KM277574,,
KM277575,,
KM277576,,
KM277577,,
KM277578,,
KM277579,,
KM277580,,
KM277581,,
KM504109,6,
KM504110,6,6f
KM504111,,
KM504112,,
KM504113,6,6r
KM504114,,
KM504115,6,6q
KM504116,6,6q
KM504117,,
KM504118,,
KM504119,,
KM504120,,
KM504121,,
KM504122,6,6h
KM504123,6,6s
KM504124,6,6c
KM587614,1,1a
KM587615,1,1b
KM587616,2,2a
KM587617,2,2b
KM587618,2,2b
KM587619,2,2c
KM587620,2,2c
KM587621,2,2j
KM587622,3,3a
KM587623,3,3i
KM587624,4,4a
KM587625,4,4d
KM587626,5,5a
KM587627,6,6a
KM587628,6,6a
KM587629,6,6e
KM587630,6,6j
KP064105,1,1b
KP064106,1,1b
KP064107,1,1b
KP064108,1,1b
KP064109,1,1b
KP064110,1,1b
KP064111,1,1b
KP064112,1,1b
KP064113,1,1b
KP064114,1,1b
KP064115,1,1b
KP064116,1,1b
KP064120,1,1b
KP064121,1,1b
KP212019,1,1a
KP212020,1,1a
KP212021,1,1a
KP212022,1,1a
KP212023,1,1a
KP212024,1,1a
KP212025,1,1a
KP212026,1,1a
KP212027,1,1a
KP212028,1,1a
KP212029,1,1a
KP212030,1,1a
KP212031,1,1a
KP212032,1,1a
KP212033,1,1a
KP212034,1,1a
KP212035,1,1a
KP212036,1,1a
KP212037,1,1a
KP212038,1,1a
KP212039,1,1a
KP212040,1,1a
KP212041,1,1a
KP212042,1,1a
KP212043,1,1a
KP212044,1,1a
KP212045,1,1a
KP212046,1,1a
KP212047,1,1a
KP212048,1,1a
KP212049,1,1a
KP212050,1,1a
KP212051,1,1a
KP212052,1,1a
KP212053,1,1a
KP212054,1,1a
KP212055,1,1a
KP212056,1,1a
KP212057,1,1a
KP212058,1,1b
KP212059,1,1b
KP212060,1,1b
KP212061,1,1b
KP212062,1,1b
KP212063,1,1b
KP212064,1,1b
KP212065,1,1b
KP212066,1,1b
KP212067,2,2b
KP212068,2,2b
KP212069,3,3a
KP212070,3,3a
KP212071,3,3a
KP212072,3,3a
KP212073,3,3a
KP212074,3,3a
KP212075,3,3a
KP212076,3,3a
KP212077,3,3a
KP212078,3,3a
KP212079,3,3a
KP212080,3,3a
KP212081,3,3a
KP212082,3,3a
KP212083,3,3a
KP212084,3,3a
KP212085,3,3a
KP212086,3,3a
KP212087,3,3a
KP212088,3,3a
KR082016,3,3a
KR082017,3,3a
KR082018,3,3a
KR082019,3,3a
KR082020,3,3a
KR082021,3,3a
KR082022,3,3a
KR082023,3,3a
KR082024,3,3a
KR082025,3,3a
KR082026,3,3a
KR082027,3,3a
KR082028,3,3a
KR082029,3,3a
KR082030,3,3a
KR082031,3,3a
KR082032,3,3a
KR082033,3,3a
KR082034,3,3a
KR082035,3,3a
KR082036,3,3a
KR082037,3,3a
KR082038,3,3a
KR082039,3,3a
KR082040,3,3a
KR082041,3,3a
KR082042,3,3a
KR082043,3,3a
KR082044,3,3a
KR082045,3,3a
KR082046,3,3a
KR082047,3,3a
KR082048,3,3a
KR082049,3,3a
KR082050,3,3a
KR082051,3,3a
KR082052,3,3a
KR082053,3,3a
KR082054,3,3a
KR082055,3,3a
KR082056,3,3a
KR082057,3,3a
KR082058,3,3a
KR082059,3,3a
KR082060,3,3a
KR082061,3,3a
KR082062,3,3a
KR082063,3,3a
KR082064,3,3a
KR082065,3,3a
KR082066,3,3a
KR082067,3,3a
KR082068,3,3a
KR082069,3,3a
KR082070,3,3a
KR082071,3,3a
KR082072,3,3a
KR082073,3,3a
KR082074,3,3a
KR082075,3,3a
KR082076,3,3a
KR082077,3,3a
KR082078,3,3a
KR082079,3,3a
KR082080,3,3a
KR082081,3,3a
KR082082,3,3a
KR082083,3,3a
KR082084,3,3a
KR082085,3,3a
KR082086,3,3a
KR082087,3,3a
KR082088,3,3a
KR082089,3,3a
KR082090,3,3a
KR082091,3,3a
KR082092,3,3a
KR082093,3,3a
KR082094,3,3a
KR082095,3,3a
KR082096,3,3a
KR082097,3,3a
KR082098,3,3a
KR082099,3,3a
KR082100,3,3a
KR082101,3,3a
KR082102,3,3a
KR082103,3,3a
KR082104,3,3a
KR082105,3,3a
KR082106,3,3a
KR082107,3,3a
KR082108,3,3a
KR082109,3,3a
KR082110,3,3a
KR082111,3,3a
KR082112,3,3a
KR082113,3,3a
KR082114,3,3a
KR082115,3,3a
KR082116,3,3a
KR082117,3,3a
KR082118,3,3a
KR082119,3,3a
KR082120,3,3a
KR082121,3,3a
KR082122,3,3a
KR082123,3,3a
KR082124,3,3a
KR082125,3,3a
KR082126,3,3a
KX621422,1,1a
KX621423,1,1a
KX621424,1,1a
KX621425,1,1a
KX621426,3,3a
KX621427,1,1a
KX621428,3,3a
KX621429,3,3a
KX621430,1,1a
KX621431,3,3a
KX621432,3,3a
KX621433,3,3a
KX621434,3,3a
KX621435,1,1a
KX621436,1,1a
KX621437,1,1a
KX621438,1,1a
KX621439,1,1a
KX621440,1,1a
KX621441,3,3a
KX621442,1,1a
KX621443,1,1a
KX621444,1,1a
KX621445,1,1a
KX621446,1,1a
KX621447,3,3a
KX621448,1,1a
KX621449,1,1a
KX621450,1,1a
KX621451,1,1a
KX621452,1,1a
KX621453,3,3a
KX621454,3,3a
KX621455,1,1a
KX621456,1,1a
KX621457,1,1a
KX621458,1,1a
KX621459,1,1a
KX621460,1,1a
KX621461,1,1a
KX621462,1,1a
KX621463,1,1a
KX621464,1,1a
KX621465,1,1a
KX621466,1,1a
KX621467,1,1a
KX621468,1,1a
KX621469,3,3a
KX621470,3,3a
KX621471,1,1a
KX621472,3,3a
KX621473,1,1a
KX621474,1,1a
KX621475,3,3a
KX621476,3,3a
KX621477,3,3a
KX621478,3,3a
KX621479,3,3a
KX621480,3,3a
KX621481,3,3a
KX621482,1,1a
KX621483,3,3a
KX621484,1,1a
KX621485,1,1a
KX621486,3,3a
KX621487,3,3a
KX621488,3,3a
KX621489,3,3a
KX621490,3,3a
KX621491,3,3a
KX621492,3,3a
KX621493,1,1a
KX621494,3,3a
KX621495,1,1a
KX621496,3,3a
KX621497,3,3a
KX621498,3,3a
KX621499,3,3a
KX621500,1,1a
KX621501,3,3a
KX621502,3,3a
KX621503,3,3a
KX621504,1,1a
KX621505,1,1a
KX621506,3,3a
KX621507,3,3a
KX621508,3,3a
KX621509,1,1a
KX621510,1,1a
KX621511,1,1a
KX621512,1,1a
KX621513,3,3a
KX621514,1,1a
KX621515,1,1a
KX621516,3,3a
KX621517,1,1a
KX621518,3,3a
KX621519,3,3a
KX621520,1,1a
KX621521,1,1a
KX621522,3,3a
KX621523,1,1a
KX621524,1,1a
KX621525,1,1a
KX621526,1,1a
KX621527,3,3a
KX621528,1,1a
KX621529,1,1a
KX621530,3,3a
KX621531,3,3a
KX621532,1,1a
KX621533,1,1a
KX621534,3,3a
KX621535,1,1a
KX621536,1,1a
KX621537,3,3a
KX621538,1,1a
KX621539,3,3a
KX621540,1,1a
KX621541,3,3a
KX621542,1,1a
KX621543,1,1a
KX621544,1,1a
KX621545,2,2b
KX621546,2,2b
KX621547,2,2b
KX621548,2,2b
KX621549,2,2b
KX621550,2,2b
KX621551,2,2b
KX621552,2,2b
KX621553,2,2b
KX621554,2,2b
KX621555,2,2b
KX621556,2,2b
KX688325,1,1a
KX688326,1,1a
KX688327,1,1a
KX688328,1,1a
KX688329,1,1a
KX688330,1,1a
KX688331,1,1a
KX688332,1,1a
KX688333,1,1a
KX688334,1,1a
KX688335,1,1a
KX688336,1,1a
KX688337,1,1a
KX688338,1,1a
KX688339,1,1a
KX688340,1,1a
KX688341,1,1a
KX688342,1,1a
KX688343,1,1a
KX688344,1,1a
KX688345,1,1a
KX688346,1,1a
KX688347,1,1a
KX688348,1,1a
KX688349,1,1a
KX688350,1,1a
KX688351,1,1a
KX688352,1,1a
KX688353,1,1a
KX688354,1,1a
KX688355,1,1a
KX688356,1,1a
KX688357,1,1a
KX688358,1,1a
KX688359,1,1a
KX688360,1,1a
KX688361,1,1a
KX688362,1,1a
KX688363,1,1a
KX688364,1,1a
KX688365,1,1a
KX688366,1,1a
KX688367,1,1a
KX688368,1,1a
KX688369,1,1a
KX688370,1,1a
KX688371,1,1a
KX688372,1,1a
KX688373,1,1a
KX688374,1,1a
KX688375,1,1a
KX688376,1,1a
KX688377,1,1a
KX688378,1,1a
KX688379,1,1a
KX688380,1,1a
KX688381,1,1a
KX688382,1,1a
KX688383,1,1a
KX688384,1,1a
KX688385,1,1a
KX688386,1,1b
KX688387,1,1b
KX688388,1,1b
KX688389,1,1b
KX688390,1,1b
KX688391,1,1b
KX688392,1,1b
KX688393,1,1b
KX688394,1,1b
KX688395,1,1b
KX688396,1,1b
KX688397,1,1b
KX688398,1,1b
KX688399,1,1b
KX688400,1,1b
KX688401,1,1b
KX688402,1,1b
KX688403,1,1b
KX688404,1,1b
KX688405,1,1b
KX688406,1,1b
KX688407,1,1b
KX688408,1,1b
KX688409,1,1b
KX688410,1,1b
KX688411,1,1b
KX688412,1,1b
KX688413,1,1b
KX688414,1,1b
KX688415,1,1b
KX688416,1,1b
KX688417,1,1b
KX688418,1,1b
KX688419,1,1b
KX688420,1,1b
KX688421,1,1b
KX688422,1,1b
KX688423,1,1b
KX688424,1,1b
KX688425,1,1b
KX688426,1,1b
KX688427,1,1b
KX688428,1,1b
KX688429,1,1b
KX688430,1,1b
KX688431,1,1b
KX688432,1,1b
KX688433,1,1b
KX688434,1,1b
KX688435,1,1b
KX688436,1,1b
KX688437,1,1b
KX688438,1,1b
KX688439,1,1b
KX688440,1,1b
KX688441,1,1b
KX688442,1,1b
KX688443,1,1b
KX688444,1,1b
KX688445,1,1b
KX688446,1,1b
KY083759,4,
KY083760,4,
KY083761,4,
KY120328,,
KY120329,,
KY120330,,
KY120331,,
KY120332,,
KY348757,1,
KY460622,4,4a
KY460623,4,4d
KY460624,4,4d
KY460625,4,4d
KY460626,4,4d
KY460627,4,4d
KY460628,4,4d
KY460629,4,4d
KY460630,4,4d
KY460631,4,4d
KY460632,4,4d
KY460633,4,4d
KY460634,4,4d
KY460635,4,4d
KY460636,4,4d
KY460637,4,4d
KY460638,4,4d
KY460639,4,4d
KY460640,4,4d
KY460641,4,4d
KY460642,4,4d
KY460643,4,4d
KY460644,4,4d
KY460645,4,4d
KY460646,4,4d
KY460647,4,4d
KY460648,4,4d
KY460649,4,4d
KY460650,4,4d
KY460651,4,4d
KY460652,4,4d
KY460653,4,4d
KY460654,4,4d
KY460655,4,4d
KY460656,4,4d
KY460657,4,4d
KY460658,4,4d
KY460659,4,4d
KY460660,4,4d
KY460661,4,4d
KY460662,4,4d
KY460663,4,4d
KY460664,4,4d
KY460665,4,4d
KY460666,4,4d
KY460667,4,4d
KY460668,4,4d
KY460669,4,4d
KY460670,4,4d
KY460671,4,4d
KY460672,4,4d
KY460673,4,4d
KY474420,,
KY474421,,
KY474422,,
KY474423,,
KY474424,,
KY474425,,
KY474426,,
KY474427,,
KY474428,,
KY474429,,
KY474430,,
KY474431,,
KY474432,,
KY474433,,
KY474434,,
KY474435,,
KY474436,,
KY474437,,
KY474438,,
KY474439,,
KY474440,,
KY474441,,
KY474442,,
KY474443,,
KY474444,,
KY474445,,
KY474446,,
KY474447,,
KY474448,,
KY474449,,
KY474450,,
KY474451,,
KY474452,,
KY474453,,
KY474454,,
KY474455,,
KY474456,,
KY474457,,
KY474458,,
KY474459,,
KY474460,,
KY474461,,
KY474462,,
KY474463,,
KY474464,,
KY620313,2,
KY620314,2,
KY620315,2,
KY620316,2,
KY620317,2,
KY620318,2,
KY620319,2,
KY620320,2,
KY620321,2,
KY620322,2,
KY620323,2,
KY620324,2,
KY620325,2,
KY620326,2,
KY620327,2,
KY620328,2,
KY620329,2,
KY620330,2,
KY620331,2,
KY620332,2,
KY620333,2,
KY620334,2,
KY620335,2,
KY620336,2,
KY620337,2,
KY620338,2,
KY620339,2,
KY620340,2,
KY620341,2,
KY620342,2,
KY620343,2,
KY620344,2,
KY620345,2,
KY620346,2,
KY620347,2,
KY620348,2,
KY620349,2,
KY620350,2,
KY620351,2,
KY620352,2,
KY620353,2,
KY620354,2,
KY620355,2,
KY620356,2,
KY620357,2,
KY620358,2,
KY620359,2,
KY620360,2,
KY620361,2,
KY620362,3,
KY620363,3,
KY620364,3,
KY620365,3,
KY620366,3,
KY620367,3,
KY620368,3,
KY620369,3,
KY620370,3,
KY620371,3,
KY620372,3,
KY620373,3,
KY620374,3,
KY620375,3,
KY620376,3,
KY620377,3,
KY620378,3,
KY620379,3,
KY620380,3,
KY620381,3,
KY620382,3,
KY620383,3,
KY620384,3,
KY620385,3,
KY620386,3,
KY620387,3,
KY620388,3,
KY620389,3,
KY620390,3,
KY620391,3,
KY620392,3,
KY620393,3,
KY620394,3,
KY620395,3,
KY620396,3,
KY620397,3,
KY620398,3,
KY620399,3,
KY620400,3,
KY620401,3,
KY620402,3,
KY620403,3,
KY620404,3,
KY620405,3,
KY620406,3,
KY620407,3,
KY620408,3,
KY620409,3,
KY620410,3,
KY620411,3,
KY620412,3,
KY620413,3,
KY620414,3,
KY620415,3,
KY620416,3,
KY620417,3,
KY620418,3,
KY620419,3,
KY620420,3,
KY620421,3,
KY620422,3,
KY620423,3,
KY620424,3,
KY620425,3,
KY620426,3,
KY620427,3,
KY620428,3,
KY620429,3,
KY620430,3,
KY620431,3,
KY620432,3,
KY620433,3,
KY620434,3,
KY620435,3,
KY620436,3,
KY620437,3,
KY620438,3,
KY620439,3,
KY620440,3,
KY620441,3,
KY620442,3,
KY620443,3,
KY620444,3,
KY620445,3,
KY620446,3,
KY620447,3,
KY620448,3,
KY620449,3,
KY620450,3,
KY620451,3,
KY620452,3,
KY620453,3,
KY620454,3,
KY620455,3,
KY620456,3,
KY620457,3,
KY620458,3,
KY620459,3,
KY620460,3,
KY620461,3,
KY620462,3,
KY620463,3,
KY620464,3,
KY620465,3,
KY620466,3,
KY620467,3,
KY620468,3,
KY620469,3,
KY620470,3,
KY620471,3,
KY620472,3,
KY620473,3,
KY620474,3,
KY620475,3,
KY620476,3,
KY620477,3,
KY620478,3,
KY620479,3,
KY620480,3,
KY620481,3,
KY620482,3,
KY620483,3,
KY620484,3,
KY620485,3,
KY620486,3,
KY620487,3,
KY620488,3,
KY620489,3,
KY620490,3,
KY620491,3,
KY620492,3,
KY620493,3,
KY620494,3,
KY620495,3,
KY620496,3,
KY620497,3,
KY620498,3,
KY620499,3,
KY620500,3,
KY620501,3,
KY620502,3,
