accession,genotype,subtype
FJ463030,6,6n
FJ469163,6,6a
FJ469164,6,6a
FJ469165,6,6a
FJ469166,6,6a
FJ469167,6,6a
FJ469168,6,6a
FJ469169,6,6a
FJ469170,6,6a
FJ469171,6,6a
FJ469172,6,6a
FJ469173,6,6a
FJ469174,6,6a
FJ469175,6,6a
FJ469176,6,6a
FJ469177,6,6a
FJ469178,6,6a
FJ469179,6,6a
FJ469180,6,6a
FJ469181,6,6a
FJ469182,6,6a
FJ469183,6,6a
FJ469184,6,6a
FJ469185,6,6a
FJ469186,6,6a
FJ469187,6,6a
FJ469188,6,6a
FJ469189,6,6a
FJ469190,6,6a
FJ469191,6,6a
FJ469192,6,6a
FJ469193,6,6a
FJ469194,6,6a
FJ469195,6,6a
FJ469196,6,6a
FJ469197,6,6a
FJ469198,6,6a
FJ469199,6,6a
FJ469200,6,6a
FJ469201,6,6a
FJ469202,6,6a
FJ469203,6,6a
FJ469204,6,6a
FJ469205,6,6a
FJ469206,6,6a
FJ469207,6,6a
FJ469208,6,6a
FJ469209,6,6a
FJ469210,6,6a
FJ469211,6,6a
FJ469212,6,6a
FJ469213,6,6a
FJ469214,6,6a
FJ469215,6,6a
FJ469216,6,6a
FJ469217,6,6a
FJ469218,6,6a
FJ469219,6,6a
FJ469220,6,6a
FJ469221,6,6a
FJ469222,6,6a
FJ469223,6,6a
FJ469224,6,6a
FJ469225,6,6a
FJ469226,6,6a
FJ469227,6,6a
FJ469228,6,6a
FJ469229,6,6a
FJ469230,6,6a
FJ469231,6,6a
FJ469232,6,6a
FJ469233,6,6a
FJ469234,6,6a
FJ469235,6,6a
FJ469236,6,6a
FJ469237,6,6a
FJ469238,6,6a
FJ469239,6,6a
FJ469240,6,6a
FJ469241,6,6a
FJ469242,6,6a
FJ469243,6,6a
FJ469244,6,6a
FJ469245,6,6a
FJ469246,6,6a
FJ469247,6,6a
FJ469248,6,6a
FJ469249,6,6a
FJ469250,6,6a
FJ469251,6,6a
FJ469252,6,6a
FJ469253,6,6a
FJ469254,6,6a
FJ469255,6,6a
FJ469256,6,6a
FJ469257,6,6a
FJ469258,6,6a
FJ469259,6,6a
FJ469260,6,6a
FJ469261,6,6a
FJ469262,6,6a
FJ469263,6,6a
FJ469264,6,6a
FJ469265,6,6a
FJ469266,6,6a
FJ469267,6,6a
FJ469268,6,6a
FJ469269,6,6a
FJ469270,6,6a
FJ469271,6,6a
FJ469272,6,6a
FJ469273,6,6a
FJ469274,6,6a
FJ469275,6,6a
FJ515016,,
FJ515038,,
FJ515040,,
FJ515062,,
FJ515073,,
FJ515076,,
FJ515077,,
FJ515090,,
FJ515092,,
FJ515096,,
FJ515105,,
FJ515117,,
FJ515122,,
FJ515129,,
FJ515130,,
FJ515139,,
FJ515140,,
FJ515145,,
FJ515146,,
FJ515147,,
FJ515149,,
FJ538017,1,1a
FJ538018,1,1a
FJ538019,1,1a
FJ538020,1,1a
FJ538021,1,1a
FJ538022,1,1a
FJ538023,1,1a
FJ538024,1,1a
FJ538025,1,1a
FJ538026,1,1a
FJ538027,1,1a
FJ538028,1,1a
FJ538029,1,1a
FJ538030,1,1a
FJ538031,1,1a
FJ538032,1,1a
FJ538033,1,1a
FJ538034,1,1a
FJ538035,1,1a
FJ538036,1,1a
FJ538037,1,1a
FJ538038,1,1a
FJ538039,1,1a
FJ538040,1,1a
FJ538041,1,1a
FJ538061,1,1b
FJ538062,1,1b
FJ538063,1,1b
FJ538064,1,1b
FJ538065,1,1b
FJ538066,1,1b
FJ538067,1,1b
FJ538068,1,1b
FJ538069,1,1b
FJ538070,1,1b
FJ538071,1,1b
FJ538072,1,1b
FJ538073,1,1b
FJ538074,1,1b
FJ538075,1,1b
FJ538076,1,1b
FJ538077,1,1b
FJ538078,1,1b
FJ538079,1,1b
FJ538080,1,1b
FJ538081,1,1b
FJ538082,1,1b
FJ709513,1,1b
FJ709514,1,1b
FJ709515,1,1b
FJ709516,1,1b
FJ709517,1,1b
FJ709518,1,1b
FJ709519,1,1b
FJ709520,1,1b
FJ709521,1,1b
FJ709522,1,1b
FJ709523,1,1b
FJ709524,1,1b
FJ709525,1,1b
FJ709526,1,1b
FJ709527,1,1b
FJ709528,1,1b
FJ709529,1,1b
FJ709530,1,1b
FJ709531,1,1b
FJ709532,1,1b
FJ709533,1,1b
FJ709534,1,1b
FJ709535,1,1a
FJ709536,1,1b
FJ709537,1,1b
FJ709538,1,1b
FJ709539,1,1b
FJ709540,1,1b
FJ709541,1,1b
FJ709542,1,1b
FJ709543,1,1b
FJ709544,1,1b
FJ709545,1,1b
FJ709546,1,1b
FJ709547,1,1b
FJ709548,1,1b
FJ709549,1,1b
FJ709550,1,1b
FJ709551,1,1b
FJ709552,1,1b
FJ709553,1,1b
FJ755932,4,
FJ755933,4,
FJ755934,4,
FJ755935,4,
FJ755936,4,
FJ755937,4,
FJ755938,4,
FJ755939,4,
FJ755940,4,
FJ755941,4,
FJ768772,6,6e
FJ768773,6,6e
FJ768774,6,6e
FJ768775,6,6e
FJ768776,6,6l
FJ768777,6,6a
FJ768778,6,6a
FJ768779,6,6a
FJ768780,6,6a
FJ768781,6,6a
FJ768782,6,6a
FJ768783,6,6a
FJ768784,6,6a
FJ768785,6,6a
FJ768786,6,6a
FJ768787,6,6a
FJ768788,6,6a
FJ768789,6,6a
FJ768790,6,6a
FJ768791,6,6a
FJ768792,6,6a
FJ768793,6,6a
FJ768794,6,6a
FJ768795,6,6a
FJ768796,6,6a
FJ768797,6,6a
FJ768798,6,6a
FJ768799,6,6a
FJ768800,1,1b
FJ768801,1,1b
FJ768802,1,1b
FJ768803,1,1b
FJ768804,1,1b
FJ768805,1,1b
FJ768806,1,1b
FJ768807,1,1b
FJ768808,1,1b
FJ768809,1,1b
FJ768810,1,1b
FJ768811,1,1b
FJ768812,1,1a
FJ768813,1,1a
FJ768814,1,1a
FJ768815,1,1a
FJ768816,1,1a
FJ768817,1,1a
FJ768818,1,1a
FJ768819,1,1a
FJ768820,1,1a
FJ768821,1,1a
FJ768822,1,1a
FJ768823,1,1a
FJ768824,1,1a
FJ768825,1,1a
FJ768826,1,1a
FJ768827,1,1a
FJ768828,1,1a
FJ768829,1,1a
FJ768830,1,1a
FJ768831,1,1a
FJ768832,3,3b
FJ768833,3,3b
FJ768834,3,3a
FJ768905,1,1a
FJ768906,6,6a
FJ791060,,
FJ791061,,
FJ791062,,
FJ791063,,
FJ791064,,
FJ791065,,
FJ791066,,
FJ791067,,
FJ791068,,
FJ791069,,
FJ791070,,
FJ791071,,
FJ791072,,
FJ791073,,
FJ791074,,
FJ791075,,
FJ791076,,
FJ791077,,
FJ791078,,
FJ791079,,
FJ791080,,
FJ791081,,
FJ791082,,
FJ791083,,
FJ791084,,
FJ791085,,
FJ791086,,
FJ791087,,
FJ791088,,
FJ791089,,
FJ791090,,
FJ791091,,
FJ791092,,
FJ791093,,
FJ791094,,
FJ791095,,
FJ791096,,
FJ791097,,
FJ791098,,
FJ791099,,
FJ791100,,
FJ791101,,
FJ791102,,
FJ791103,,
FJ791104,,
FJ791105,,
FJ791106,,
FJ791107,,
FJ791108,,
FJ791109,,
FJ791110,,
FJ791111,,
FJ791112,,
FJ791113,,
FJ791114,,
FJ791115,,
FJ791116,,
FJ791117,,
FJ795689,4,
FJ795690,4,
FJ795691,4,
FJ795692,4,
FJ795693,4,
FJ795694,4,
FJ795695,4,
FJ795696,4,
FJ795697,4,
FJ795698,4,
FJ795699,4,
FJ795700,4,
FJ795701,4,
FJ795702,4,
FJ795703,4,
FJ795704,4,
FJ795705,4,
FJ795706,4,
FJ795707,4,
FJ795708,4,
FJ795709,4,
FJ795710,4,
FJ795711,4,
FJ795712,4,
FJ795713,4,
FJ795714,4,
FJ795715,4,
FJ795716,4,
FJ795717,4,
FJ795718,4,
FJ795719,4,
FJ795720,4,
FJ795721,4,
FJ807047,4,4a
FJ807048,4,4d
FJ807049,4,4a
FJ807050,4,4a
FJ807051,4,4k
FJ807052,1,1g
FJ807053,4,4d
FJ807054,1,1b
FJ807055,4,4a
FJ807056,4,4a
FJ807057,4,4a
FJ807058,4,4a
FJ807059,4,4a
FJ807060,4,4h
FJ807061,4,4d
FJ807062,4,4a
FJ807063,4,4d
FJ807064,4,4a
FJ807065,4,4a
FJ807066,4,4a
FJ807067,4,4a
FJ807068,4,4d
FJ807069,4,4a
FJ807070,4,4a
FJ807071,4,4a
FJ807072,4,4a
FJ807073,4,
FJ807074,4,4d
FJ807075,4,4a
FJ807076,4,4a
FJ807077,4,4r
FJ807078,4,4a
FJ807079,4,4a
FJ807080,4,4a
FJ807081,4,4d
FJ807082,4,4a
FJ807083,4,4a
FJ807084,4,4n
FJ807085,4,4d
FJ807086,4,4a
FJ807087,4,4r
FJ807088,4,4a
FJ807089,4,4a
FJ807090,4,4a
FJ807091,4,4a
FJ807092,4,4a
FJ807093,4,4a
FJ807094,4,4r
FJ807095,4,4a
FJ807096,4,4a
FJ807097,4,4a
FJ807098,4,4d
FJ807099,4,4d
FJ807100,4,4d
FJ807101,4,4a
FJ807102,4,4d
FJ807103,4,4d
FJ807104,4,4a
FJ807105,4,4o
FJ807106,4,4a
FJ807107,4,4d
FJ807108,4,4d
FJ807109,4,4d
FJ807110,4,4a
FJ807111,4,4d
FJ807112,4,4d
FJ807113,4,4d
FJ807114,4,4d
FJ807115,4,4d
FJ807116,4,4d
FJ807117,4,4d
FJ807118,4,4d
FJ807119,4,4d
FJ807120,4,4d
FJ807121,4,4d
FJ807122,4,4d
FJ807123,4,4d
FJ807124,4,4d
FJ807125,4,4d
FJ807126,4,4a
FJ807127,4,4a
FJ807128,4,4d
FJ807129,4,4d
FJ807130,4,4d
FJ807131,4,4d
FJ807132,4,4a
FJ807133,4,4d
FJ807134,4,4d
FJ807135,4,4d
FJ807136,4,4d
FJ807137,4,4d
FJ807138,4,4d
FJ807139,4,4d
FJ807140,4,4d
FJ807141,4,4d
FJ807142,4,4d
FJ807143,4,4d
FJ807144,4,4d
FJ807145,4,4a
FJ807146,4,4d
FJ807147,4,4d
FJ807148,4,4d
FJ807149,4,4a
FJ807150,4,4a
FJ807151,4,4a
FJ807152,4,4k
FJ807153,4,4d
FJ807154,4,4d
FJ807155,4,4d
FJ807156,4,4d
FJ807157,4,4d
FJ807158,4,4d
FJ807159,4,4d
FJ807160,4,4d
FJ807161,4,4d
FJ807162,4,4d
FJ807163,4,4d
FJ807164,4,4d
FJ807165,4,4d
FJ807166,4,4d
FJ807167,4,4d
FJ807168,4,4d
FJ839869,4,4t
FJ839870,4,4l
FJ859264,6,6f
FJ859265,6,6f
FJ859266,6,6f
FJ859267,6,6f
FJ859268,6,6n
FJ859269,6,6n
FJ859270,6,6f
FJ859271,6,6f
FJ859272,6,6f
FJ859273,6,6f
FJ859274,6,6f
FJ859275,6,6f
FJ859276,6,6f
FJ859277,6,6f
FJ859278,6,6f
FJ859279,6,6f
FJ859280,6,6f
FJ859281,6,6f
FJ859282,6,6f
FJ859283,6,6f
FJ859284,6,6n
FJ859285,6,6f
FJ859286,6,6i
FJ859287,6,6f
FJ859288,6,6f
FJ859289,6,6i
FJ859290,6,6n
FJ859291,6,6f
FJ859292,6,6f
FJ859293,6,6e
FJ859294,6,6n
FJ859295,6,6i
FJ859296,6,6f
FJ859297,6,6j
FJ859298,6,6f
FJ859299,6,6f
FJ859300,6,6n
FJ859301,6,6n
FJ859302,6,6f
FJ859303,6,6f
FJ859304,6,6j
FJ859305,6,6j
FJ859306,6,6n
FJ859307,6,6f
FJ859308,6,6f
FJ859309,6,6n
FJ859310,6,6f
FJ859311,6,6f
FJ859312,6,6n
FJ859313,6,6n
FJ859314,6,6n
FJ859315,6,6n
FJ859316,6,6j
FJ859317,6,6f
FJ859318,6,6f
FJ859319,6,6i
FJ859320,6,6f
FJ859321,6,6i
FJ859322,6,6f
FJ859323,6,6i
FJ859324,6,6n
FJ859325,6,6i
FJ859326,6,6f
FJ859327,6,6f
FJ859328,6,6j
FJ859329,6,6i
FJ859330,6,6n
FJ859331,6,6j
FJ859332,6,6n
FJ859333,6,6j
FJ859334,6,6f
FJ872247,2,
FJ872248,2,
FJ872249,2,
FJ872250,2,
FJ872251,2,
FJ872252,2,
FJ872253,2,
FJ872254,2,
FJ872255,2,
FJ872256,2,
FJ872257,2,
FJ872258,2,
FJ872259,2,
FJ872260,2,
FJ872261,2,
FJ872262,2,
FJ872263,2,
FJ872264,2,
FJ872265,2,
FJ872266,2,
FJ872267,2,
FJ872268,2,
FJ872269,2,
FJ872270,2,
FJ872271,2,
FJ872272,3,
FJ872273,3,
FJ872274,3,
FJ872275,3,
FJ872276,3,
FJ872277,3,
FJ872278,3,
FJ872279,3,
FJ872280,3,
FJ872281,3,
FJ872282,3,
FJ872283,3,
FJ872284,3,
FJ872285,3,
FJ872286,3,
FJ872287,3,
FJ872288,3,
FJ872289,3,
FJ872290,3,
FJ872291,3,
FJ872292,3,
FJ872293,3,
FJ872294,3,
FJ872295,3,
FJ872296,3,
FJ872297,4,
FJ872298,4,
FJ872299,4,
FJ872300,4,
FJ872301,4,
FJ872302,4,
FJ872303,4,
FJ872304,4,
FJ872305,4,
FJ872306,4,
FJ872307,4,
FJ872308,4,
FJ872309,4,
FJ872310,4,
FJ872311,4,
FJ872312,4,
FJ872313,4,
FJ872314,4,
FJ872315,4,
FJ872316,4,
FJ872317,4,
FJ872318,4,
FJ872319,4,
FJ872320,4,
FJ872321,4,
FJ872322,4,
FJ872323,4,
FJ872324,4,
FJ872325,4,
FJ872326,4,
FJ872327,4,
FJ872328,1,
FJ872329,1,
FJ872330,1,
FJ872331,1,
FJ872332,1,
FJ872333,1,
FJ872334,1,
FJ872335,1,
FJ872336,1,
FJ872337,1,
FJ872338,1,
FJ872339,1,
FJ872340,1,
FJ872341,1,
FJ872342,1,
FJ872343,1,
FJ872344,1,
FJ872345,1,
FJ872346,1,
FJ872347,1,
FJ872348,1,
FJ872349,1,
FJ872350,1,
FJ872351,1,
FJ872352,1,
FJ872353,1,
FJ872354,1,
FJ872355,1,
FJ872356,5,
FJ872357,5,
FJ872358,5,
FJ872359,5,
FJ872360,5,
FJ872361,5,
FJ872362,5,
FJ872363,5,
FJ872364,5,
FJ872365,5,
FJ872366,5,
FJ872367,5,
FJ872368,5,
FJ872369,5,
FJ872370,5,
FM881903,,
FM881904,,
FM881905,,
FM881906,,
FN401072,,
FN401073,,
FN401074,,
FN401075,,
FN401076,,
FN401077,,
FN401078,,
FN401079,,
FN401080,,
FN401081,,
FN401082,,
FN401084,,
FN401085,,
FN401086,,
FN401087,,
FN401088,,
FN401089,,
FN401090,,
FN401091,,
FN401092,,
FN401093,,
FN401094,,
FN401095,,
FN401096,,
FN401097,,
FN401098,,
FN401099,,
FN401100,,
FN401101,,
FN401102,,
FN401103,,
FN401104,,
FN401105,,
FN401106,,
FN401107,,
FN401108,,
FN401109,,
FN401110,,
FN401111,,
FN401112,,
FN401113,,
FN401114,,
FN401115,,
FN401116,,
FN401117,,
FN401118,,
FN401119,,
FN401120,,
FN401121,,
FN401122,,
FN401123,,
FN401124,,
FN401125,,
FN401126,,
FN401127,,
FN401128,,
FN401129,,
FN401130,,
FN401131,,
FN401132,,
FN401133,,
FN401134,,
FN401135,,
FN401136,,
FN401137,,
FN401138,,
FN401139,,
FN401140,,
FN401141,,
FN401142,,
FN401143,,
FN401144,,
FN401145,,
FN401146,,
FN401147,,
FN401148,,
FN401149,,
FN401150,,
FN401151,,
FN401152,,
FN401153,,
FN401154,,
FN401155,,
FN401156,,
FN401157,,
FN401158,,
FN401159,,
FN401160,,
FN401161,,
FN401162,,
FN401163,,
FN401164,,
FN401165,,
FN401166,,
FN401167,,
FN401168,,
FN401169,,
FN401170,,
FN401171,,
FN401172,,
FN401173,,
FN401174,,
FN401175,,
FN401176,,
FN401177,,
FN401178,,
FN401179,,
FN401180,,
FN401181,,
FN401182,,
FN401183,,
FN401184,,
FN401185,,
FN401186,,
FN401187,,
FN401188,,
FN401189,,
FN401190,,
FN401191,,
FN401192,,
FN401193,,
FN401194,,
FN401195,,
FN553283,,
FN553284,,
FN553285,,
FN553286,,
FN553287,,
FN553288,,
FN553289,,
FN553290,,
FN553291,,
FN553292,,
FN553293,,
FN553294,,
FN553295,,
FN553296,,
FN553297,,
FN553298,,
FN553299,,
FN553300,,
FN553301,,
FN553302,,
FN553303,,
FN553304,,
FN553305,,
FN553306,,
FN553307,,
FN553308,,
FN553309,,
FN553310,,
FN553311,,
FN553312,,
FN553313,,
FN553314,,
FN553315,,
FN553316,,
FN553317,,
FN553318,,
FN553319,,
FN553320,,
FN553321,,
FN553322,,
FN553323,,
FN553324,,
FN553325,,
FN553326,,
FN553327,,
FN553328,,
FN553329,,
FN553330,,
FN553331,,
FN553332,,
FN553333,,
FN553334,,
FN553335,,
FN553336,,
FN553337,,
FN553338,,
FN553339,,
FN553340,,
FN553341,,
FN553342,,
FN553343,,
FN553344,,
FN553345,,
FN553346,,
FN553347,,
FN553348,,
FN553349,,
FN553350,,
FN553351,,
FN553352,,
FN553353,,
FN553354,,
FN553355,,
FN553356,,
FN553357,,
FN553358,,
FN553359,,
FN553360,,
FN553361,,
FN553362,,
FN553363,,
FN553364,,
FN553365,,
FN553366,,
FN553367,,
FN553368,,
FN553369,,
FN553370,,
FN553371,,
FN553372,,
FN553373,,
FN553374,,
FN553375,,
FN553376,,
FN553377,,
FN553378,,
FN553379,,
FN553380,,
FN553381,,
FN553382,,
FN553383,,
FN553384,,
FN553385,,
FN553386,,
FN553387,,
FN553388,,
FN553389,,
FN553390,,
FN553391,,
FN553392,,
FN553393,,
FN553394,,
FN553395,,
FN553396,,
FN553397,,
FN553398,,
FN553399,,
FN553400,,
FN553401,,
FN553402,,
FN553403,,
FN553404,,
FN553405,,
FN553406,,
FN553407,,
FN553408,,
FN553409,,
FN553410,,
FN553411,,
FN553412,,
FN553413,,
FN553414,,
FN553415,,
FN553416,,
FN553417,,
FN553418,,
FN553419,,
FN553420,,
FN553421,,
FN553422,,
FN553423,,
FN553424,,
FN553425,,
FN553426,,
FN553427,,
FN553428,,
FN553429,,
FN553430,,
FN553431,,
FN553432,,
FN666428,,
FN666429,,
FN666430,,
FN668570,,
FN668571,,
FN668572,,
FN668573,,
FN668574,,
FN668575,,
FN668576,,
FN668577,,
FN668578,,
FN668579,,
FN668580,,
FN668581,,
FN668582,,
FN668583,,
FN668584,,
FN668585,,
FN668586,,
FN668587,,
FN668588,,
FN668589,,
FN668590,,
FN668591,,
FN668592,,
FN668593,,
FN668594,,
FN668595,,
FN668596,,
FN668597,,
FN668598,,
FN668599,,
FN668600,,
FN668601,,
FN668602,,
FN668603,,
FN668604,,
FN668605,,
FN668606,,
FN668607,,
FN668608,,
FN668609,,
FN668610,,
FN668611,,
FN668612,,
FN668613,,
FN668614,,
FN668615,,
FN668616,,
FN668617,,
FN676977,,
FN676978,,
FN676979,,
FN676980,,
FN676981,,
FN676982,,
FN676983,,
FN676984,,
FN676985,,
FN676986,,
FN676987,,
FN676988,,
FN676989,,
FN676990,,
FN676991,,
FN676992,,
FN676993,,
FN676994,,
FN676995,,
FN676996,,
FN676997,,
FN676998,,
FN676999,,
FN677000,,
FN677001,,
FN677002,,
FN677003,,
FN677004,,
FN677005,,
FN677006,,
FN677007,,
FN677008,,
FN677009,,
FN677010,,
FN677011,,
FN677012,,
FN677013,,
FN677014,,
FN677015,,
FN677016,,
FN677017,,
FN677018,,
FN677019,,
FN868253,,
FR670793,,
FR670794,,
FR670795,,
FR670796,,
FR670797,,
FR670798,,
FR670799,,
FR670800,,
FR670801,,
FR670802,,
FR670803,,
FR670804,,
FR670805,,
FR670806,,
FR670807,,
FR670808,,
FR670809,,
FR670810,,
FR670811,,
FR670812,,
FR670813,,
FR670814,,
FR670815,,
FR670816,,
FR670817,,
FR670818,,
FR670819,,
FR670820,,
FR670821,,
FR670822,,
FR670823,,
FR670824,,
FR670825,,
FR670826,,
FR670827,,
FR670828,,
FR670829,,
FR670830,,
FR670831,,
FR670832,,
FR670833,,
FR670834,,
FR670835,,
FR670836,,
FR670837,,
FR670838,,
FR670839,,
FR670840,,
FR670841,,
FR670842,,
FR670843,,
FR670844,,
FR670845,,
FR670846,,
FR670847,,
FR670848,,
FR670849,,
FR670850,,
FR670851,,
FR670852,,
FR670853,,
FR670854,,
FR670855,,
FR670856,,
FR670857,,
FR670858,,
FR670859,,
FR670860,,
FR670861,,
FR670862,,
FR670863,,
FR670864,,
FR670865,,
FR670866,,
FR670867,,
FR670868,,
FR670869,,
FR670870,,
FR670871,,
FR670872,,
FR670873,,
FR670874,,
FR670875,,
FR670876,,
FR670877,,
FR670878,,
FR670879,,
FR670880,,
FR670881,,
FR670882,,
FR670883,,
FR670884,,
FR670885,,
FR670886,,
FR670887,,
FR670888,,
FR670889,,
FR670890,,
FR670891,,
FR670892,,
FR670893,,
FR670894,,
FR670895,,
FR670896,,
FR670897,,
FR670898,,
FR670899,,
FR670900,,
FR670901,,
FR670902,,
FR670903,,
FR670904,,
FR670905,,
FR670906,,
FR670907,,
FR670908,,
FR670909,,
FR670910,,
FR670911,,
FR670912,,
FR670913,,
FR670914,,
FR670915,,
FR670916,,
FR670917,,
FR670918,,
FR670919,,
FR670920,,
FR670921,,
FR670922,,
FR670923,,
FR670924,,
FR670925,,
FR670926,,
FR670927,,
FR670928,,
FR670929,,
FR670930,,
FR670931,,
FR670932,,
FR670933,,
FR670934,,
FR670935,,
FR670936,,
FR670937,,
FR670938,,
FR670939,,
FR670940,,
FR670941,,
FR670942,,
FR670943,,
FR670944,,
FR670945,,
FR670946,,
FR670947,,
FR670948,,
FR670949,,
FR670950,,
FR670951,,
FR670952,,
FR670953,,
FR670954,,
FR670955,,
FR670956,,
FR670957,,
FR670958,,
FR670959,,
FR670960,,
FR670961,,
FR670962,,
FR670963,,
FR670964,,
FR670965,,
FR670966,,
FR670967,,
FR670968,,
FR670969,,
FR670970,,
FR670971,,
FR670972,,
FR670973,,
FR670974,,
FR670975,,
FR670976,,
FR670977,,
FR670978,,
FR670979,,
FR670980,,
FR670981,,
FR670982,,
FR670983,,
FR670984,,
FR670985,,
FR670986,,
FR670987,,
FR670988,,
FR670989,,
FR670990,,
FR670991,,
FR670992,,
FR670993,,
FR670994,,
FR670995,,
FR670996,,
FR670997,,
FR670998,,
FR670999,,
FR671000,,
FR671001,,
FR671002,,
FR671003,,
FR671004,,
FR671005,,
FR671006,,
FR671007,,
FR671008,,
FR671009,,
FR671010,,
FR671011,,
FR671012,,
FR671013,,
FR671014,,
FR671015,,
FR671016,,
FR671017,,
FR671018,,
FR671019,,
FR671020,,
FR671021,,
FR671022,,
FR671023,,
FR671024,,
FR671025,,
FR671026,,
FR671027,,
FR671028,,
FR671029,,
FR671030,,
FR671031,,
FR671032,,
FR671033,,
FR671034,,
FR671035,,
FR671036,,
FR671037,,
FR671038,,
FR671039,,
FR671040,,
FR671041,,
FR671042,,
FR671043,,
FR671044,,
FR671045,,
FR671046,,
FR671047,,
FR671048,,
FR671049,,
FR671050,,
FR671051,,
FR671052,,
FR671053,,
FR671054,,
FR671055,,
FR671056,,
FR671057,,
FR671058,,
FR671059,,
FR671060,,
FR671061,,
FR671062,,
FR671063,,
FR671064,,
FR671065,,
FR671066,,
FR671067,,
FR671068,,
FR671069,,
FR671070,,
FR671071,,
FR671072,,
FR671073,,
FR671074,,
FR671075,,
FR671076,,
FR671077,,
FR671078,,
FR671079,,
FR671080,,
FR671081,,
FR671082,,
FR671083,,
FR671084,,
FR671085,,
FR671086,,
FR671087,,
FR671088,,
FR671089,,
FR671090,,
FR671091,,
FR671092,,
FR671093,,
FR671094,,
FR671095,,
FR671096,,
FR671097,,
FR671098,,
FR671099,,
FR671100,,
FR671101,,
FR671102,,
FR671103,,
FR671104,,
FR671105,,
FR671106,,
FR671107,,
FR671108,,
FR671109,,
FR671110,,
FR671111,,
FR671112,,
FR671113,,
FR671114,,
FR671115,,
FR671116,,
FR671117,,
FR671118,,
FR671119,,
FR671120,,
FR671121,,
FR671122,,
FR671123,,
FR671124,,
FR671125,,
FR671126,,
FR671127,,
FR671128,,
FR671129,,
FR671130,,
FR671131,,
FR671132,,
FR671133,,
FR671134,,
FR671135,,
FR671136,,
FR671137,,
FR671138,,
FR671139,,
FR671140,,
FR671141,,
FR671142,,
FR671143,,
FR671144,,
FR671145,,
FR671146,,
FR671147,,
FR671148,,
FR671149,,
FR671150,,
FR671151,,
FR671152,,
FR671153,,
FR671154,,
FR671155,,
FR671156,,
GQ153856,2,
GQ153857,2,
GQ153858,2,
GQ153859,2,
GQ153860,2,
GQ153861,2,
GQ153862,2,
GQ153863,2,
GQ153864,2,
GQ153865,2,
GQ153866,2,
GQ153867,2,
GQ153868,2,
GQ153869,2,
GQ153870,2,
GQ153871,2,
GQ153872,2,
GQ153873,2,
GQ153874,2,
GQ153875,2,
GQ153876,2,
GQ153877,2,
GQ153878,2,
GQ153879,2,
GQ153880,2,
GQ153881,2,
GQ153882,2,
GQ153883,2,
GQ153884,2,
GQ153885,2,
GQ153886,2,
GQ153887,2,
GQ153888,2,
GQ153889,2,
GQ153890,2,
GQ153891,2,
GQ153892,2,
GQ153893,2,
GQ153894,2,
GQ153895,2,
GQ153896,2,
GQ153897,2,
GQ153898,2,
GQ153899,2,
GQ153900,2,
GQ153901,2,
GQ153902,2,
GQ153903,2,
GQ153904,2,
GQ153905,2,
GQ153906,2,
GQ153907,2,
GQ153908,2,
GQ153909,2,
GQ153910,2,
GQ153911,2,
GQ205760,1,1b
GQ205761,1,1b
GQ205762,1,1b
GQ205763,1,1b
GQ205764,1,1b
GQ205765,1,1b
GQ205766,1,1b
GQ205767,1,1b
GQ205768,1,1b
GQ205769,1,1b
GQ205770,1,1b
GQ205771,1,1b
GQ205772,1,1b
GQ205773,1,1b
GQ205774,1,1b
GQ205775,1,1b
GQ205776,1,1b
GQ205777,1,1b
GQ205778,1,1b
GQ205779,1,1b
GQ205780,1,1b
GQ205781,1,1b
GQ205782,1,1b
GQ205783,1,1b
GQ205784,1,1b
GQ205785,1,1b
GQ205786,1,1b
GQ205787,1,1b
GQ205788,1,1b
GQ205789,1,1b
GQ205790,1,1b
GQ205791,1,1b
GQ205792,1,1b
GQ205793,1,1b
GQ205794,1,1b
GQ205795,1,1b
GQ205796,1,1b
GQ205797,1,1b
GQ205798,1,1b
GQ205799,1,1b
GQ205800,1,1b
GQ205801,1,1b
GQ205802,1,1b
GQ205803,1,1b
GQ205804,1,1b
GQ205805,1,1b
GQ205806,1,1b
GQ205807,1,1b
GQ205808,1,1b
GQ205809,1,1b
GQ205810,1,1b
GQ205811,1,1b
GQ205812,1,1b
GQ205813,1,1b
GQ205814,1,1b
GQ205815,1,1b
GQ205816,1,1b
GQ205817,1,1b
GQ205818,1,1b
GQ205819,1,1b
GQ205820,1,1b
GQ205821,1,1b
GQ205822,1,1b
GQ205823,1,1b
GQ205824,1,1b
GQ205825,1,1b
GQ205826,1,1b
GQ205827,1,1b
GQ205828,1,1b
GQ205829,1,1b
GQ205830,1,1b
GQ205831,1,1b
GQ205832,1,1b
GQ205833,1,1b
GQ205834,1,1b
GQ205835,1,1b
GQ205836,1,1b
GQ205837,1,1b
GQ205838,1,1b
GQ205839,1,1b
GQ205840,1,1b
GQ205841,1,1b
GQ205842,1,1b
GQ205843,1,1b
GQ205844,1,1b
GQ205845,1,1b
GQ205846,1,1b
GQ205847,1,1b
GQ205848,1,1b
GQ205849,1,1b
GQ205850,1,1b
GQ205851,1,1b
GQ205852,1,1b
GQ205853,1,1b
GQ205854,1,1b
GQ205855,1,1b
GQ205935,6,6a
GQ205936,6,6a
GQ205937,6,6a
GQ205938,6,6a
GQ205939,6,6a
