Accession,CometFullSeqSubtype,CometPerGeneSubtype,FullSeqSubtype,PerGeneSubtype,GenBankSubtype,PresentMethodCount,BlankMethods,DistinctSubtypeCount,SubtypesObserved,AgreementStatus
AY685027,4A,4A,4C,4C,,4,GenBank,2,4A;4C,AvailableCallsDisagree
AY685029,2J,2J,2V,2V,,4,GenBank,2,2J;2V,AvailableCallsDisagree
AY685030,4L,4L,4T,4T,,4,GenBank,2,4L;4T,AvailableCallsDisagree
AY685033,2J,2J,2R,2R,,4,GenBank,2,2J;2R,AvailableCallsDisagree
AY685037,2J,2J,2U,2U,,4,GenBank,2,2J;2U,AvailableCallsDisagree
AY685040,2J,2J,2U,2U,,4,GenBank,2,2J;2U,AvailableCallsDisagree
AY685041,2A,2A,2U,2U,,4,GenBank,2,2A;2U,AvailableCallsDisagree
AY685043,2J,2J,2U,2U,,4,GenBank,2,2J;2U,AvailableCallsDisagree
AY685047,4D,4D,4P,4P,,4,GenBank,2,4D;4P,AvailableCallsDisagree
AY685048,2Q,2Q,2U,2U,,4,GenBank,2,2Q;2U,AvailableCallsDisagree
AY735102,6Q,6Q,8A,8A,,4,GenBank,2,6Q;8A,AvailableCallsDisagree
AY743090,4A,4A,4C,4C,,4,GenBank,2,4A;4C,AvailableCallsDisagree
AY743105,4A,4A,4O,4O,,4,GenBank,2,4A;4O,AvailableCallsDisagree
AY743124,4P,4D,4P,4P,,4,GenBank,2,4D;4P,AvailableCallsDisagree
AY743139,4A,4A,4W,4W,,4,GenBank,2,4A;4W,AvailableCallsDisagree
AY743152,4A,4A,4L,4L,,4,GenBank,2,4A;4L,AvailableCallsDisagree
AY743215,4F,4F,4P,4P,,4,GenBank,2,4F;4P,AvailableCallsDisagree
AY754612,6Q,6Q,3D,3D,,4,GenBank,2,3D;6Q,AvailableCallsDisagree
AY754615,6Q,6Q,8A,8A,,4,GenBank,2,6Q;8A,AvailableCallsDisagree
AY754618,6Q,6Q,8A,8A,,4,GenBank,2,6Q;8A,AvailableCallsDisagree
AY754624,1B,1B,1I,1I,1I,5,,2,1B;1I,AllFiveDisagree
AY754627,6Q,6Q,3D,3D,,4,GenBank,2,3D;6Q,AvailableCallsDisagree
AY754630,6E,6E,8A,8A,,4,GenBank,2,6E;8A,AvailableCallsDisagree
AY754633,6Q,6Q,8A,8A,,4,GenBank,2,6Q;8A,AvailableCallsDisagree
AY754637,6Q,6Q,8A,8A,,4,GenBank,2,6Q;8A,AvailableCallsDisagree
AY834937,6L,6L,2A,2A,,4,GenBank,2,2A;6L,AvailableCallsDisagree
AY834938,6N,6N,1C,1C,,4,GenBank,2,1C;6N,AvailableCallsDisagree
AY834939,6N,6N,1M,1M,,4,GenBank,2,1M;6N,AvailableCallsDisagree
AY834974,2J,2J,2F,2F,,4,GenBank,2,2F;2J,AvailableCallsDisagree
AY878650,6L,6L,6XJ,6XJ,6K,5,,3,6K;6L;6XJ,AllFiveDisagree
AY878651,6L,6L,6XJ,6XJ,6K,5,,3,6K;6L;6XJ,AllFiveDisagree
GU294484,"UNASSIGNED_1, 3A-1A",3A,3A,3A,,4,GenBank,2,"3A;UNASSIGNED_1, 3A-1A",AvailableCallsDisagree
GU376755,1C,1C,1O,1O,,4,GenBank,2,1C;1O,AvailableCallsDisagree
GU441423,2A,2A,2E,2E,2E,5,,2,2A;2E,AllFiveDisagree
HE580354,6J,6J,1M,1M,,4,GenBank,2,1M;6J,AvailableCallsDisagree
HE580355,6J,6J,1M,1M,,4,GenBank,2,1M;6J,AvailableCallsDisagree
HE580356,6J,6J,1M,1M,,4,GenBank,2,1M;6J,AvailableCallsDisagree
HE580357,6J,6J,1M,1M,,4,GenBank,2,1M;6J,AvailableCallsDisagree
HE580358,6E,6E,6D,6D,,4,GenBank,2,6D;6E,AvailableCallsDisagree
HE580359,6A,6A,6XD,6XD,,4,GenBank,2,6A;6XD,AvailableCallsDisagree
HE580360,6L,6L,1A,1A,,4,GenBank,2,1A;6L,AvailableCallsDisagree
HE580361,6L,6L,1A,1A,,4,GenBank,2,1A;6L,AvailableCallsDisagree
HE580362,6L,6L,1A,1A,,4,GenBank,2,1A;6L,AvailableCallsDisagree
HE580363,6L,6L,1A,1A,,4,GenBank,2,1A;6L,AvailableCallsDisagree
HE580364,6L,6L,1A,1A,,4,GenBank,2,1A;6L,AvailableCallsDisagree
HE580365,6L,6L,1A,1A,,4,GenBank,2,1A;6L,AvailableCallsDisagree
HE580366,6L,6L,1A,1A,,4,GenBank,2,1A;6L,AvailableCallsDisagree
HE580367,6L,6W,1A,1A,,4,GenBank,3,1A;6L;6W,AvailableCallsDisagree
HE580368,6L,6L,1A,1A,,4,GenBank,2,1A;6L,AvailableCallsDisagree
HE580369,6L,6L,1A,1A,,4,GenBank,2,1A;6L,AvailableCallsDisagree
HE580370,6L,6L,1A,1A,,4,GenBank,2,1A;6L,AvailableCallsDisagree
HE580371,6L,6L,1A,1A,,4,GenBank,2,1A;6L,AvailableCallsDisagree
HE580372,6L,6L,1A,1A,,4,GenBank,2,1A;6L,AvailableCallsDisagree
HE580373,6L,6L,1A,1A,,4,GenBank,2,1A;6L,AvailableCallsDisagree
HE580374,6L,6L,1A,1A,,4,GenBank,2,1A;6L,AvailableCallsDisagree
HE580376,6B,6B,6XD,6XD,,4,GenBank,2,6B;6XD,AvailableCallsDisagree
HE580377,6E,6E,7A,7A,,4,GenBank,2,6E;7A,AvailableCallsDisagree
HE580378,6B,6B,6XD,6XD,,4,GenBank,2,6B;6XD,AvailableCallsDisagree
HE580379,6J,6J,1M,1M,,4,GenBank,2,1M;6J,AvailableCallsDisagree
HE580380,6I,6I,7A,7A,,4,GenBank,2,6I;7A,AvailableCallsDisagree
HE580381,6J,6J,1M,1M,,4,GenBank,2,1M;6J,AvailableCallsDisagree
HE580382,6J,6J,1M,1M,,4,GenBank,2,1M;6J,AvailableCallsDisagree
HE580383,6J,6J,1M,1M,,4,GenBank,2,1M;6J,AvailableCallsDisagree
HE580385,6J,6J,1M,1M,,4,GenBank,2,1M;6J,AvailableCallsDisagree
HE580386,6J,6J,1M,1M,,4,GenBank,2,1M;6J,AvailableCallsDisagree
HE580387,6J,6J,1M,1M,,4,GenBank,2,1M;6J,AvailableCallsDisagree
HE580388,6J,6J,1M,1M,,4,GenBank,2,1M;6J,AvailableCallsDisagree
HE580389,6J,6J,1M,1M,,4,GenBank,2,1M;6J,AvailableCallsDisagree
HE580390,6J,6J,1M,1M,,4,GenBank,2,1M;6J,AvailableCallsDisagree
HE580391,6J,6J,1M,1M,,4,GenBank,2,1M;6J,AvailableCallsDisagree
HE580392,6J,6J,1M,1M,,4,GenBank,2,1M;6J,AvailableCallsDisagree
HE580393,6J,6J,1M,1M,,4,GenBank,2,1M;6J,AvailableCallsDisagree
HE580394,6J,6J,1M,1M,,4,GenBank,2,1M;6J,AvailableCallsDisagree
HE580395,6J,6J,1M,1M,,4,GenBank,2,1M;6J,AvailableCallsDisagree
HE580396,6J,6J,1M,1M,,4,GenBank,2,1M;6J,AvailableCallsDisagree
HE580397,6J,6J,1M,1M,,4,GenBank,2,1M;6J,AvailableCallsDisagree
HE580398,6J,6J,1M,1M,,4,GenBank,2,1M;6J,AvailableCallsDisagree
HE580399,6J,6J,1M,1M,,4,GenBank,2,1M;6J,AvailableCallsDisagree
HE580400,6J,6J,1M,1M,,4,GenBank,2,1M;6J,AvailableCallsDisagree
HE580401,6J,6J,1M,1M,,4,GenBank,2,1M;6J,AvailableCallsDisagree
HE580402,6J,6J,1M,1M,,4,GenBank,2,1M;6J,AvailableCallsDisagree
HE580404,6H,6H,1L,1L,,4,GenBank,2,1L;6H,AvailableCallsDisagree
HE580405,6J,6J,1M,1M,,4,GenBank,2,1M;6J,AvailableCallsDisagree
HE580406,6J,6J,1M,1M,,4,GenBank,2,1M;6J,AvailableCallsDisagree
HE580407,6J,6J,1M,1M,,4,GenBank,2,1M;6J,AvailableCallsDisagree
HE580408,6W,6W,6T,6T,,4,GenBank,2,6T;6W,AvailableCallsDisagree
HE580409,6J,6J,1M,1M,,4,GenBank,2,1M;6J,AvailableCallsDisagree
HE580410,6J,6J,1M,1M,,4,GenBank,2,1M;6J,AvailableCallsDisagree
HE580411,6J,6J,1M,1M,,4,GenBank,2,1M;6J,AvailableCallsDisagree
HE580412,6W,6W,6T,6T,,4,GenBank,2,6T;6W,AvailableCallsDisagree
HE580413,6E,6E,6D,6D,,4,GenBank,2,6D;6E,AvailableCallsDisagree
HE580414,6T,6T,6XF,6XF,,4,GenBank,2,6T;6XF,AvailableCallsDisagree
HE580415,6T,6T,6XF,6XF,,4,GenBank,2,6T;6XF,AvailableCallsDisagree
HE580416,6Q,6Q,8A,8A,,4,GenBank,2,6Q;8A,AvailableCallsDisagree
HE580417,6L,6L,1A,1A,,4,GenBank,2,1A;6L,AvailableCallsDisagree
HE580418,6T,6T,8A,8A,,4,GenBank,2,6T;8A,AvailableCallsDisagree
HE580419,6N,6N,1A,1A,,4,GenBank,2,1A;6N,AvailableCallsDisagree
HM009308,6H,6H,1L,1L,6H,5,,2,1L;6H,AllFiveDisagree
HM031218,6N,6N,8A,8A,,4,GenBank,2,6N;8A,AvailableCallsDisagree
HM172592,6J,6J,2A,2A,,4,GenBank,2,2A;6J,AvailableCallsDisagree
HM172593,6J,6J,7A,7A,,4,GenBank,2,6J;7A,AvailableCallsDisagree
HM172594,6J,6J,2A,2A,,4,GenBank,2,2A;6J,AvailableCallsDisagree
HM172595,6J,6J,2A,2A,,4,GenBank,2,2A;6J,AvailableCallsDisagree
HM172596,6J,6J,1L,1L,,4,GenBank,2,1L;6J,AvailableCallsDisagree
HM172597,6J,6J,7A,7A,,4,GenBank,2,6J;7A,AvailableCallsDisagree
HM172598,6J,6J,1L,1L,,4,GenBank,2,1L;6J,AvailableCallsDisagree
HM172600,6J,6J,2A,2A,,4,GenBank,2,2A;6J,AvailableCallsDisagree
HM777246,2J,2J,2U,2U,,4,GenBank,2,2J;2U,AvailableCallsDisagree
HM777325,2J,2J,2V,2V,2J,5,,2,2J;2V,AllFiveDisagree
HM777328,2B,2B,2A,2A,2S,5,,3,2A;2B;2S,AllFiveDisagree
HM777329,2B,2B,2J,2J,2S,5,,3,2B;2J;2S,AllFiveDisagree
HM777330,2B,2B,2J,2J,2S,5,,3,2B;2J;2S,AllFiveDisagree
HM777331,2B,2B,2A,2A,2S,5,,3,2A;2B;2S,AllFiveDisagree
HM777332,2B,2B,2K,2K,2S,5,,3,2B;2K;2S,AllFiveDisagree
HQ229415,1A,1A,1A,1A,1B,5,,2,1A;1B,AllFiveDisagree
HQ229446,6I,6I,1M,1M,6I,5,,2,1M;6I,AllFiveDisagree
HQ385865,4V,4V,4P,4P,,4,GenBank,2,4P;4V,AvailableCallsDisagree
HQ385867,4V,4V,4P,4P,,4,GenBank,2,4P;4V,AvailableCallsDisagree
HQ385877,4V,4V,4V,4V,4Q,5,,2,4Q;4V,AllFiveDisagree
HQ385879,4V,4V,4L,4L,,4,GenBank,2,4L;4V,AvailableCallsDisagree
HQ385882,4D,4D,4C,4C,4C,5,,2,4C;4D,AllFiveDisagree
HQ385883,4V,4V,4Q,4Q,4Q,5,,2,4Q;4V,AllFiveDisagree
HQ385884,4V,4V,4Q,4Q,4C,5,,3,4C;4Q;4V,AllFiveDisagree
HQ537005,"UNASSIGNED_1, 1B-2J-2K",1B,1B,1B,2K,5,,3,"1B;2K;UNASSIGNED_1, 1B-2J-2K",AllFiveDisagree
HQ537006,"UNASSIGNED_1, 1B-2J-2Q-2K",1B,1B,1B,2K,5,,3,"1B;2K;UNASSIGNED_1, 1B-2J-2Q-2K",AllFiveDisagree
HQ537007,1B,1B,1K,1E,,4,GenBank,3,1B;1E;1K,AvailableCallsDisagree
HQ699733,1B,1B,1D,1D,,4,GenBank,2,1B;1D,AvailableCallsDisagree
HQ699734,1B,1B,1D,1D,,4,GenBank,2,1B;1D,AvailableCallsDisagree
HQ699735,2J,2B,2L,2L,,4,GenBank,3,2B;2J;2L,AvailableCallsDisagree
HQ699741,1B,1B,1D,1D,,4,GenBank,2,1B;1D,AvailableCallsDisagree
HQ699742,1B,1B,1I,1I,,4,GenBank,2,1B;1I,AvailableCallsDisagree
HQ699744,1B,1B,1I,1I,,4,GenBank,2,1B;1I,AvailableCallsDisagree
HQ699748,2J,2I,2I,2I,,4,GenBank,2,2I;2J,AvailableCallsDisagree
HQ699752,1B,1B,1D,1D,,4,GenBank,2,1B;1D,AvailableCallsDisagree
HQ699763,2K,2K,2I,2I,,4,GenBank,2,2I;2K,AvailableCallsDisagree
HQ699765,1B,1B,1I,1I,,4,GenBank,2,1B;1I,AvailableCallsDisagree
HQ699770,2J,2J,2I,2I,,4,GenBank,2,2I;2J,AvailableCallsDisagree
HQ699772,1B,1B,1I,1I,,4,GenBank,2,1B;1I,AvailableCallsDisagree
HQ699774,2C,2C,2D,2D,,4,GenBank,2,2C;2D,AvailableCallsDisagree
HQ699776,1B,1B,1D,1D,,4,GenBank,2,1B;1D,AvailableCallsDisagree
JF722454,2J,2J,2V,2V,,4,GenBank,2,2J;2V,AvailableCallsDisagree
JF722456,2Q,2Q,2V,2V,,4,GenBank,2,2Q;2V,AvailableCallsDisagree
JF722507,2J,2J,2M,2M,,4,GenBank,2,2J;2M,AvailableCallsDisagree
JF722514,2J,2J,2A,2A,,4,GenBank,2,2A;2J,AvailableCallsDisagree
JF722521,2A,2K,2V,2V,,4,GenBank,3,2A;2K;2V,AvailableCallsDisagree
JF722533,2J,2J,2V,2V,,4,GenBank,2,2J;2V,AvailableCallsDisagree
JF722536,2C,2C,2F,2F,2F,5,,2,2C;2F,AllFiveDisagree
JF722537,2C,2C,2E,2E,2E,5,,2,2C;2E,AllFiveDisagree
JF722544,2J,2J,2M,2M,,4,GenBank,2,2J;2M,AvailableCallsDisagree
JF722552,2J,2J,2U,2U,,4,GenBank,2,2J;2U,AvailableCallsDisagree
JF722554,2K,2K,2E,2E,2E,5,,2,2E;2K,AllFiveDisagree
JF722560,2Q,2Q,2M,2M,,4,GenBank,2,2M;2Q,AvailableCallsDisagree
JF722563,2A,2A,2R,2R,,4,GenBank,2,2A;2R,AvailableCallsDisagree
JF722565,2A,2A,2A,2A,2B,5,,2,2A;2B,AllFiveDisagree
JF722566,2J,2J,2V,2V,,4,GenBank,2,2J;2V,AvailableCallsDisagree
JF722567,2J,2J,2V,2V,,4,GenBank,2,2J;2V,AvailableCallsDisagree
JF722568,2K,2K,2V,2V,,4,GenBank,2,2K;2V,AvailableCallsDisagree
JF722569,2J,2J,2V,2V,,4,GenBank,2,2J;2V,AvailableCallsDisagree
JF722571,2C,2C,2F,2F,2F,5,,2,2C;2F,AllFiveDisagree
JF722572,2J,2J,2E,2E,2E,5,,2,2E;2J,AllFiveDisagree
JF722573,2J,2J,2M,2M,,4,GenBank,2,2J;2M,AvailableCallsDisagree
JF722576,2K,2K,2R,2R,,4,GenBank,2,2K;2R,AvailableCallsDisagree
JF722586,2J,2J,2D,2D,2F,5,,3,2D;2F;2J,AllFiveDisagree
JF722587,2J,2J,2V,2V,,4,GenBank,2,2J;2V,AvailableCallsDisagree
JF722590,2C,2C,2F,2F,2F,5,,2,2C;2F,AllFiveDisagree
JF722593,2J,2J,2V,2V,,4,GenBank,2,2J;2V,AvailableCallsDisagree
JF722596,2C,2C,2D,2D,2F,5,,3,2C;2D;2F,AllFiveDisagree
JF722597,2J,2J,2F,2F,,4,GenBank,2,2F;2J,AvailableCallsDisagree
JF722598,2J,2J,2V,2V,,4,GenBank,2,2J;2V,AvailableCallsDisagree
JF722600,2B,2B,2T,2T,,4,GenBank,2,2B;2T,AvailableCallsDisagree
JF722603,2Q,2Q,2V,2V,,4,GenBank,2,2Q;2V,AvailableCallsDisagree
JF722609,2J,2J,2V,2V,,4,GenBank,2,2J;2V,AvailableCallsDisagree
JF722610,2J,2J,2F,2F,,4,GenBank,2,2F;2J,AvailableCallsDisagree
JF722612,2J,2J,2V,2V,,4,GenBank,2,2J;2V,AvailableCallsDisagree
JF722613,2J,2J,2V,2V,,4,GenBank,2,2J;2V,AvailableCallsDisagree
JF722618,2J,2J,2M,2M,,4,GenBank,2,2J;2M,AvailableCallsDisagree
JF735110,2J,2B,2D,2R,,4,GenBank,4,2B;2D;2J;2R,AvailableCallsDisagree
JF735112,2A,2A,2U,2U,,4,GenBank,2,2A;2U,AvailableCallsDisagree
JF735116,2J,2A,2Q,2A,,4,GenBank,3,2A;2J;2Q,AvailableCallsDisagree
JF735117,2J,2J,2D,2F,,4,GenBank,3,2D;2F;2J,AvailableCallsDisagree
JF735118,2K,2K,2Q,2Q,,4,GenBank,2,2K;2Q,AvailableCallsDisagree
JF735119,2A,2A,2U,2U,,4,GenBank,2,2A;2U,AvailableCallsDisagree
JF735124,"UNASSIGNED_1, 3A-3G",3A,3H,3H,,4,GenBank,3,"3A;3H;UNASSIGNED_1, 3A-3G",AvailableCallsDisagree
JF735125,"UNASSIGNED_1, 3I-3H-6H-6B",3I,3I,3I,3I,5,,2,"3I;UNASSIGNED_1, 3I-3H-6H-6B",AllFiveDisagree
JF735127,4K,4V,4B,4B,,4,GenBank,3,4B;4K;4V,AvailableCallsDisagree
JF735128,"UNASSIGNED_1, 4V-4M-4P-4T-4A-3G-2B-1A-3H",4V,4V,4V,4Q,5,,3,"4Q;4V;UNASSIGNED_1, 4V-4M-4P-4T-4A-3G-2B-1A-3H",AllFiveDisagree
JF735129,"UNASSIGNED_1, 4V-4K",4V,4Q,4V,,4,GenBank,3,"4Q;4V;UNASSIGNED_1, 4V-4K",AvailableCallsDisagree
JF735130,"UNASSIGNED_1, 4V-4O",4V,4Q,4L,,4,GenBank,4,"4L;4Q;4V;UNASSIGNED_1, 4V-4O",AvailableCallsDisagree
JF735131,"UNASSIGNED_1, 4V-4G",4V,4Q,4L,,4,GenBank,4,"4L;4Q;4V;UNASSIGNED_1, 4V-4G",AvailableCallsDisagree
JF735132,4V,4A,4Q,4P,,4,GenBank,4,4A;4P;4Q;4V,AvailableCallsDisagree
JF735133,4V,4V,4V,4V,4Q,5,,2,4Q;4V,AllFiveDisagree
JF735134,4K,4K,4B,4B,,4,GenBank,2,4B;4K,AvailableCallsDisagree
JF735135,4A,4A,4C,4C,,4,GenBank,2,4A;4C,AvailableCallsDisagree
JF735136,"UNASSIGNED_1, 4V-4G",4V,4S,4S,,4,GenBank,3,"4S;4V;UNASSIGNED_1, 4V-4G",AvailableCallsDisagree
JF735138,4K,4V,4B,4B,,4,GenBank,3,4B;4K;4V,AvailableCallsDisagree
JF779679,"UNASSIGNED_1, 1A-2B",1A,1A,1A,2B,5,,3,"1A;2B;UNASSIGNED_1, 1A-2B",AllFiveDisagree
JF824447,3A,3A,3A,3A,1A,5,,2,1A;3A,AllFiveDisagree
JF824453,2B,2B,2B,2B,3A,5,,2,2B;3A,AllFiveDisagree
JF824466,3A,3A,3A,3A,1A,5,,2,1A;3A,AllFiveDisagree
JF824477,3A,3A,3A,3A,1A,5,,2,1A;3A,AllFiveDisagree
JN038189,4D,4D,4O,4O,,4,GenBank,2,4D;4O,AvailableCallsDisagree
JN168947,4L,4L,4B,4B,,4,GenBank,2,4B;4L,AvailableCallsDisagree
JN203143,4A,4A,4C,4C,4A,5,,2,4A;4C,AllFiveDisagree
JN203145,4A,4A,4M,4M,4A,5,,2,4A;4M,AllFiveDisagree
JN427001,3A,3A,3A,3A,1A,5,,2,1A;3A,AllFiveDisagree
JN642780,1A,1A,1E,1E,,4,GenBank,2,1A;1E,AvailableCallsDisagree
JN642783,4A,4A,4M,4M,,4,GenBank,2,4A;4M,AvailableCallsDisagree
JN642784,4V,4V,4C,4C,,4,GenBank,2,4C;4V,AvailableCallsDisagree
JN642786,4V,4V,4R,4R,,4,GenBank,2,4R;4V,AvailableCallsDisagree
JN642788,4V,4V,4M,4M,,4,GenBank,2,4M;4V,AvailableCallsDisagree
JN642790,4V,4V,4M,4M,,4,GenBank,2,4M;4V,AvailableCallsDisagree
JN642791,4A,4A,4C,4C,,4,GenBank,2,4A;4C,AvailableCallsDisagree
JN642792,4F,4F,4A,4A,,4,GenBank,2,4A;4F,AvailableCallsDisagree
JN642794,4V,4V,4M,4M,,4,GenBank,2,4M;4V,AvailableCallsDisagree
JN642795,4V,4V,4R,4R,,4,GenBank,2,4R;4V,AvailableCallsDisagree
JN642800,4V,4V,4M,4M,,4,GenBank,2,4M;4V,AvailableCallsDisagree
JN642806,4V,4V,4M,4M,,4,GenBank,2,4M;4V,AvailableCallsDisagree
JN642811,4V,4V,4A,4A,,4,GenBank,2,4A;4V,AvailableCallsDisagree
JN642814,4V,4V,4A,4A,,4,GenBank,2,4A;4V,AvailableCallsDisagree
JN642818,4A,4A,4F,4F,,4,GenBank,2,4A;4F,AvailableCallsDisagree
JN642819,4V,4V,4R,4R,,4,GenBank,2,4R;4V,AvailableCallsDisagree
JN642820,4V,4V,4M,4M,,4,GenBank,2,4M;4V,AvailableCallsDisagree
JN642822,4F,4F,4B,4B,,4,GenBank,2,4B;4F,AvailableCallsDisagree
JN642824,4F,4F,4W,4W,,4,GenBank,2,4F;4W,AvailableCallsDisagree
JN642826,4V,4V,4C,4C,,4,GenBank,2,4C;4V,AvailableCallsDisagree
JN642828,4V,4V,4A,4A,,4,GenBank,2,4A;4V,AvailableCallsDisagree
JN642829,2J,2J,2R,2R,,4,GenBank,2,2J;2R,AvailableCallsDisagree
JN642830,4V,4V,4R,4R,,4,GenBank,2,4R;4V,AvailableCallsDisagree
JN642832,4V,4V,4M,4M,,4,GenBank,2,4M;4V,AvailableCallsDisagree
JN642833,4V,4V,4C,4C,,4,GenBank,2,4C;4V,AvailableCallsDisagree
JN642834,4F,4F,4A,4A,,4,GenBank,2,4A;4F,AvailableCallsDisagree
JN642835,1B,1B,1I,1I,,4,GenBank,2,1B;1I,AvailableCallsDisagree
JN642836,4V,4N,4C,4C,,4,GenBank,3,4C;4N;4V,AvailableCallsDisagree
JN642838,2J,2J,2R,2R,,4,GenBank,2,2J;2R,AvailableCallsDisagree
JN642841,2J,2J,2Q,2Q,,4,GenBank,2,2J;2Q,AvailableCallsDisagree
JN642842,4V,4V,4R,4R,,4,GenBank,2,4R;4V,AvailableCallsDisagree
JN642844,4V,4V,4M,4M,,4,GenBank,2,4M;4V,AvailableCallsDisagree
JN642845,4V,4V,4A,4A,,4,GenBank,2,4A;4V,AvailableCallsDisagree
JN642846,4V,4V,4P,4P,,4,GenBank,2,4P;4V,AvailableCallsDisagree
JN642847,4V,4V,4M,4M,,4,GenBank,2,4M;4V,AvailableCallsDisagree
JN642848,4V,4V,4F,4F,,4,GenBank,2,4F;4V,AvailableCallsDisagree
JN642849,4V,4V,4M,4M,,4,GenBank,2,4M;4V,AvailableCallsDisagree
JN642853,4A,4A,4M,4M,,4,GenBank,2,4A;4M,AvailableCallsDisagree
JN642854,4V,4V,4D,4D,,4,GenBank,2,4D;4V,AvailableCallsDisagree
JN642857,4V,4V,4T,4T,,4,GenBank,2,4T;4V,AvailableCallsDisagree
JN642858,4V,4V,4A,4A,,4,GenBank,2,4A;4V,AvailableCallsDisagree
JN642859,4V,4V,4M,4M,,4,GenBank,2,4M;4V,AvailableCallsDisagree
JN642861,4V,4V,4F,4F,,4,GenBank,2,4F;4V,AvailableCallsDisagree
JN642862,4V,4V,4M,4M,,4,GenBank,2,4M;4V,AvailableCallsDisagree
JN642863,4V,4V,4A,4A,,4,GenBank,2,4A;4V,AvailableCallsDisagree
JN642864,4V,4V,4D,4D,,4,GenBank,2,4D;4V,AvailableCallsDisagree
JN642865,4V,4V,4D,4D,,4,GenBank,2,4D;4V,AvailableCallsDisagree
JN642866,4V,4V,4A,4A,,4,GenBank,2,4A;4V,AvailableCallsDisagree
JN642867,4V,4V,4A,4A,,4,GenBank,2,4A;4V,AvailableCallsDisagree
JN642868,4V,4V,4A,4A,,4,GenBank,2,4A;4V,AvailableCallsDisagree
JN642871,4V,4V,4M,4M,,4,GenBank,2,4M;4V,AvailableCallsDisagree
JN642872,4V,4V,4A,4A,,4,GenBank,2,4A;4V,AvailableCallsDisagree
JN642873,4V,4V,4A,4A,,4,GenBank,2,4A;4V,AvailableCallsDisagree
JN642874,4A,4A,4M,4M,,4,GenBank,2,4A;4M,AvailableCallsDisagree
JN642875,4A,4A,4C,4C,,4,GenBank,2,4A;4C,AvailableCallsDisagree
JN642876,4V,4V,4L,4L,,4,GenBank,2,4L;4V,AvailableCallsDisagree
JN642877,4D,4D,4A,4A,,4,GenBank,2,4A;4D,AvailableCallsDisagree
JN642878,4V,4V,4F,4F,,4,GenBank,2,4F;4V,AvailableCallsDisagree
JN642883,4V,4V,4A,4A,,4,GenBank,2,4A;4V,AvailableCallsDisagree
JN642884,4V,4V,4C,4C,,4,GenBank,2,4C;4V,AvailableCallsDisagree
JN642885,4A,4A,4C,4C,,4,GenBank,2,4A;4C,AvailableCallsDisagree
JN642886,4V,4V,4M,4M,,4,GenBank,2,4M;4V,AvailableCallsDisagree
JN642887,4V,4V,4A,4A,,4,GenBank,2,4A;4V,AvailableCallsDisagree
JN642888,4V,4V,4M,4M,,4,GenBank,2,4M;4V,AvailableCallsDisagree
JN642889,4A,4A,4C,4C,,4,GenBank,2,4A;4C,AvailableCallsDisagree
JN642890,4F,4F,4D,4D,,4,GenBank,2,4D;4F,AvailableCallsDisagree
JN642891,4V,4V,4M,4M,,4,GenBank,2,4M;4V,AvailableCallsDisagree
JN642892,4V,4V,4A,4A,,4,GenBank,2,4A;4V,AvailableCallsDisagree
JN642893,4V,4V,4A,4A,,4,GenBank,2,4A;4V,AvailableCallsDisagree
JN642894,4V,4V,4F,4F,,4,GenBank,2,4F;4V,AvailableCallsDisagree
JN642895,4V,4V,4M,4M,,4,GenBank,2,4M;4V,AvailableCallsDisagree
JN642897,4G?,4G?,4G,4G,,4,GenBank,2,4G;4G?,AvailableCallsDisagree
JN642898,4V,4V,4M,4M,,4,GenBank,2,4M;4V,AvailableCallsDisagree
JN642899,4F,4F,4D,4D,,4,GenBank,2,4D;4F,AvailableCallsDisagree
JN642900,4V,4V,4P,4P,,4,GenBank,2,4P;4V,AvailableCallsDisagree
JN642901,4V,4V,4C,4C,,4,GenBank,2,4C;4V,AvailableCallsDisagree
JN642903,4V,4V,4D,4D,,4,GenBank,2,4D;4V,AvailableCallsDisagree
JN642904,4V,4V,4A,4A,,4,GenBank,2,4A;4V,AvailableCallsDisagree
JN642907,4V,4V,4P,4P,,4,GenBank,2,4P;4V,AvailableCallsDisagree
JN642908,4V,4V,4P,4P,,4,GenBank,2,4P;4V,AvailableCallsDisagree
JN642909,4V,4V,4M,4M,,4,GenBank,2,4M;4V,AvailableCallsDisagree
JN642912,4V,4V,4A,4A,,4,GenBank,2,4A;4V,AvailableCallsDisagree
JN642913,4V,4V,4D,4D,,4,GenBank,2,4D;4V,AvailableCallsDisagree
JN642914,4V,4V,4A,4A,,4,GenBank,2,4A;4V,AvailableCallsDisagree
JN642919,4F,4F,4D,4D,,4,GenBank,2,4D;4F,AvailableCallsDisagree
JN642922,4V,4V,4M,4M,,4,GenBank,2,4M;4V,AvailableCallsDisagree
JN642930,4F,4F,4A,4A,,4,GenBank,2,4A;4F,AvailableCallsDisagree
JN642931,4V,4V,4D,4D,,4,GenBank,2,4D;4V,AvailableCallsDisagree
JN642932,4V,4V,4L,4L,,4,GenBank,2,4L;4V,AvailableCallsDisagree
JN642933,4V,4V,4T,4T,,4,GenBank,2,4T;4V,AvailableCallsDisagree
JN642935,4V,4V,4A,4A,,4,GenBank,2,4A;4V,AvailableCallsDisagree
JN642936,4A,4A,4T,4T,,4,GenBank,2,4A;4T,AvailableCallsDisagree
