Accession,ClosestSubtypeAlignedNT,AssignedGenotype,Subtype4aDistance,Subtype4bDistance,Subtype4cDistance,Subtype4dDistance,Subtype4dDistance,Subtype4fDistance,Subtype4fDistance,Subtype4gDistance,Subtype4kDistance,Subtype4kDistance,Subtype4lDistance,Subtype4mDistance,Subtype4nDistance,Subtype4oDistance,Subtype4pDistance,Subtype4qDistance,Subtype4rDistance,Subtype4sDistance,Subtype4tDistance,Subtype4vDistance,Subtype4vDistance,Subtype4wDistance,Subtype4wDistance,FirstChoiceSubtype,FirstChoiceDistance,SecondChoiceSubtype,SecondChoiceDistance
FJ462439,630,4,23.930,23.833,21.644,20.509,20.509,21.824,21.824,20.476,18.494,18.494,21.078,22.150,22.940,23.226,21.463,21.429,0.000,23.203,21.987,20.509,20.509,22.807,22.807,4r,0.000,4k,18.494
FJ462440,624,4,19.458,19.936,17.476,16.427,16.427,18.471,18.471,21.053,21.104,21.104,16.612,18.820,18.022,0.000,17.675,15.176,23.226,20.734,18.949,15.789,15.789,20.840,20.840,4o,0.000,4q,15.176
FJ462441,630,4,19.493,21.246,17.143,17.143,17.143,20.161,20.161,20.635,18.914,18.914,16.098,19.493,0.000,18.022,17.419,14.467,22.940,18.494,16.077,15.372,15.372,20.447,20.447,4n,0.000,4q,14.467
FJ839869,630,4,20.476,21.086,16.990,17.302,17.302,20.794,20.794,20.350,19.583,19.583,17.504,21.111,16.077,18.949,14.444,15.832,21.987,20.952,0.000,16.667,16.667,21.246,21.246,4t,0.000,4p,14.444
FJ839870,618,4,18.790,20.159,16.401,15.446,15.446,18.790,18.790,19.936,20.833,20.833,0.000,16.879,16.401,16.906,14.992,12.919,21.086,17.703,17.806,11.783,11.783,20.129,20.129,4l,0.000,4v,11.783
JX227957,618,4,18.949,19.871,15.486,16.242,16.242,19.108,19.108,20.607,20.032,20.032,5.825,17.357,17.675,16.746,16.108,13.078,20.447,19.298,17.806,12.580,12.580,20.684,20.684,4l,5.825,4v,12.580
JX227958,617,4,18.341,19.365,15.677,15.152,15.152,18.979,18.979,20.194,19.707,19.707,6.645,17.225,16.613,17.225,16.083,13.732,20.447,18.065,18.442,13.078,13.078,20.893,20.893,4l,6.645,4v,13.078
JX227959,636,4,18.700,18.979,15.556,13.651,13.651,17.937,17.937,18.760,19.872,19.872,11.688,17.778,15.397,15.789,15.873,10.811,20.509,17.460,16.667,0.000,0.000,19.298,19.298,4v,0.000,4q,10.811
JX227960,630,4,19.620,19.427,15.580,16.216,16.216,19.555,19.555,18.067,20.833,20.833,13.961,19.237,14.467,18.850,17.329,13.016,21.587,17.170,18.601,5.714,5.714,19.870,19.870,4v,5.714,4q,13.016
JX227961,629,4,19.778,20.484,19.555,18.124,18.124,18.601,18.601,20.317,20.225,20.225,16.396,8.108,17.778,18.850,17.806,16.825,21.746,21.304,19.873,17.433,17.433,23.482,23.482,4m,8.108,4q,16.825
JX227962,630,4,22.979,21.348,21.113,20.317,20.317,21.746,21.746,18.730,18.447,18.447,19.837,20.986,22.405,22.132,20.317,19.493,10.000,22.698,22.099,19.555,19.555,20.847,20.847,4r,10.000,4k,18.447
JX227963,630,4,21.994,20.893,19.237,19.555,19.555,19.555,19.555,12.063,16.827,16.827,18.211,21.145,20.350,20.415,19.225,17.937,18.889,22.417,19.873,16.667,16.667,19.649,19.649,4g,12.063,4v,16.667
JX227964,620,4,21.111,21.582,18.954,19.524,19.524,19.048,19.048,19.078,18.429,18.429,17.792,21.429,21.270,22.258,19.048,18.919,20.032,20.952,21.270,17.742,17.742,21.086,21.086,4v,17.742,4l,17.792
JX227970,629,4,19.937,22.648,18.442,17.488,17.488,20.986,20.986,21.256,20.546,20.546,17.561,19.396,9.221,17.609,19.714,16.667,23.333,21.405,19.873,17.302,17.302,21.885,21.885,4n,9.221,4q,16.667
JX227971,630,4,23.576,21.095,21.232,19.206,19.206,18.571,18.571,8.413,18.138,18.138,20.976,21.622,21.002,19.225,20.476,17.908,20.163,22.540,20.191,18.571,18.571,21.086,21.086,4g,8.413,4q,17.908
JX227972,629,4,19.304,21.256,18.442,17.488,17.488,19.396,19.396,20.919,19.872,19.872,17.208,7.949,18.442,18.850,18.601,17.302,20.195,21.111,18.124,17.116,17.116,23.642,23.642,4m,7.949,4v,17.116
JX227973,629,4,18.987,21.053,17.011,17.011,17.011,20.350,20.350,20.773,19.231,19.231,17.828,18.283,7.790,17.932,19.396,14.739,22.662,20.032,17.647,15.214,15.214,21.086,21.086,4n,7.790,4q,14.739
JX227975,630,4,22.979,22.222,20.908,19.548,19.548,20.827,20.827,19.524,17.018,17.018,19.218,22.099,22.456,21.486,20.827,19.841,8.413,23.052,21.232,19.873,19.873,21.372,21.372,4r,8.413,4k,17.018
JX227976,630,4,23.259,22.705,22.095,20.484,20.484,21.270,21.270,18.095,18.750,18.750,20.976,21.781,21.486,22.258,20.952,20.728,11.746,24.603,21.781,20.509,20.509,23.163,23.163,4r,11.746,4g,18.095
JX227977,626,4,18.631,21.338,17.504,17.732,17.732,17.703,17.703,21.178,20.130,20.130,16.911,18.690,18.690,8.147,17.544,15.949,22.258,20.607,19.010,15.655,15.655,20.827,20.827,4o,8.147,4v,15.655
JX227978,627,4,18.049,20.574,16.830,16.746,16.746,19.458,19.458,19.837,20.942,20.942,16.287,18.820,18.501,7.974,17.516,15.635,21.002,20.574,18.022,15.470,15.470,21.270,21.270,4o,7.974,4v,15.470
JX227979,627,4,18.049,20.734,17.484,16.906,16.906,18.124,18.124,21.626,20.496,20.496,15.798,19.139,18.501,8.453,16.216,15.422,22.132,19.427,19.936,16.108,16.108,20.840,20.840,4o,8.453,4q,15.422
KC477398,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
KC844045,630,4,19.683,19.329,17.778,3.810,3.810,18.571,18.571,21.587,18.639,18.639,16.883,18.254,17.778,17.065,17.302,13.037,21.002,19.365,18.730,13.651,13.651,20.000,20.000,4d,3.810,4q,13.037
KF263686,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
OR265493,598,4,0.000,22.164,13.217,19.730,19.730,21.248,21.248,21.687,21.695,21.695,18.771,21.489,19.730,19.558,19.056,18.846,23.777,23.143,20.981,19.015,19.015,22.931,22.931,4a,0.000,4c,13.217
OR265494,598,4,0.000,22.164,13.217,19.730,19.730,21.248,21.248,21.687,21.695,21.695,18.771,21.489,19.730,19.558,19.056,18.846,23.777,23.143,20.981,19.015,19.015,22.931,22.931,4a,0.000,4c,13.217
OR265495,598,4,2.508,21.815,13.043,19.899,19.899,21.417,21.417,21.343,21.356,21.356,18.942,22.166,19.562,19.388,19.056,19.015,23.946,22.798,20.812,18.846,18.846,22.586,22.586,4a,2.508,4c,13.043
OR265496,598,4,0.000,22.164,13.217,19.730,19.730,21.248,21.248,21.687,21.695,21.695,18.771,21.489,19.730,19.558,19.056,18.846,23.777,23.143,20.981,19.015,19.015,22.931,22.931,4a,0.000,4c,13.217
OR265497,598,4,0.000,22.164,13.217,19.730,19.730,21.248,21.248,21.687,21.695,21.695,18.771,21.489,19.730,19.558,19.056,18.846,23.777,23.143,20.981,19.015,19.015,22.931,22.931,4a,0.000,4c,13.217
OR265498,598,4,0.000,22.164,13.217,19.730,19.730,21.248,21.248,21.687,21.695,21.695,18.771,21.489,19.730,19.558,19.056,18.846,23.777,23.143,20.981,19.015,19.015,22.931,22.931,4a,0.000,4c,13.217
OR265499,598,4,0.000,22.164,13.217,19.730,19.730,21.248,21.248,21.687,21.695,21.695,18.771,21.489,19.730,19.558,19.056,18.846,23.777,23.143,20.981,19.015,19.015,22.931,22.931,4a,0.000,4c,13.217
OR265500,598,4,0.000,22.164,13.217,19.730,19.730,21.248,21.248,21.687,21.695,21.695,18.771,21.489,19.730,19.558,19.056,18.846,23.777,23.143,20.981,19.015,19.015,22.931,22.931,4a,0.000,4c,13.217
OR265501,598,4,0.000,22.164,13.217,19.730,19.730,21.248,21.248,21.687,21.695,21.695,18.771,21.489,19.730,19.558,19.056,18.846,23.777,23.143,20.981,19.015,19.015,22.931,22.931,4a,0.000,4c,13.217
OR265502,598,4,0.000,22.164,13.217,19.730,19.730,21.248,21.248,21.687,21.695,21.695,18.771,21.489,19.730,19.558,19.056,18.846,23.777,23.143,20.981,19.015,19.015,22.931,22.931,4a,0.000,4c,13.217
KM043282,637,4,10.047,20.806,11.620,17.647,17.647,19.873,19.873,19.968,20.032,20.032,16.585,19.078,17.552,17.093,16.693,16.774,22.821,19.225,18.601,17.480,17.480,21.406,21.406,4a,10.047,4c,11.620
KM043283,637,4,10.361,20.323,11.620,18.283,18.283,20.032,20.032,20.451,20.385,20.385,16.748,19.396,17.874,17.093,17.170,17.419,22.439,19.386,18.919,17.795,17.795,21.406,21.406,4a,10.361,4c,11.620
KM043284,637,4,10.361,20.323,11.620,18.283,18.283,20.032,20.032,20.451,20.385,20.385,16.748,19.396,17.874,17.093,17.170,17.419,22.439,19.386,18.919,17.795,17.795,21.406,21.406,4a,10.361,4c,11.620
KM587624,636,4,9.591,20.323,11.650,17.619,17.619,19.365,19.365,21.095,19.712,19.712,16.396,18.730,17.619,17.544,18.889,15.421,23.370,20.161,19.048,16.323,16.323,20.607,20.607,4a,9.591,4c,11.650
KM587625,630,4,20.635,21.325,19.365,7.460,7.460,18.571,18.571,20.794,18.910,18.910,17.208,18.889,17.460,18.979,17.937,14.467,21.304,18.889,18.095,14.603,14.603,20.415,20.415,4d,7.460,4q,14.467
KP668636,637,4,10.047,20.806,11.620,17.647,17.647,19.873,19.873,19.968,20.032,20.032,16.585,19.078,17.552,17.093,16.693,16.774,22.821,19.225,18.601,17.480,17.480,21.406,21.406,4a,10.047,4c,11.620
KP668637,637,4,10.047,20.806,11.620,17.647,17.647,19.873,19.873,19.968,20.032,20.032,16.585,19.078,17.552,17.093,16.693,16.774,22.821,19.225,18.601,17.480,17.480,21.406,21.406,4a,10.047,4c,11.620
KP668638,637,4,10.047,20.806,11.620,17.647,17.647,19.873,19.873,19.968,20.032,20.032,16.585,19.078,17.552,17.093,16.693,16.774,22.821,19.225,18.601,17.480,17.480,21.406,21.406,4a,10.047,4c,11.620
KP668639,637,4,10.047,20.806,11.620,17.647,17.647,19.873,19.873,19.968,20.032,20.032,16.585,19.078,17.552,17.093,16.693,16.774,22.821,19.225,18.601,17.480,17.480,21.406,21.406,4a,10.047,4c,11.620
KP668640,637,4,10.047,20.806,11.620,17.647,17.647,19.873,19.873,19.968,20.032,20.032,16.585,19.078,17.552,17.093,16.693,16.774,22.821,19.225,18.601,17.480,17.480,21.406,21.406,4a,10.047,4c,11.620
KP668641,637,4,10.204,20.968,11.457,17.806,17.806,20.032,20.032,19.614,20.032,20.032,16.423,19.078,17.391,17.252,16.852,16.935,22.821,19.063,18.760,17.638,17.638,21.565,21.565,4a,10.204,4c,11.457
KP668642,637,4,10.047,20.806,11.620,17.647,17.647,19.873,19.873,19.968,20.032,20.032,16.585,19.078,17.552,17.093,16.693,16.774,22.821,19.225,18.601,17.480,17.480,21.406,21.406,4a,10.047,4c,11.620
KP668643,637,4,10.047,20.806,11.620,17.647,17.647,19.873,19.873,19.968,20.032,20.032,16.585,19.078,17.552,17.093,16.693,16.774,22.821,19.225,18.601,17.480,17.480,21.406,21.406,4a,10.047,4c,11.620
KP668644,637,4,10.047,20.806,11.620,17.647,17.647,19.873,19.873,19.968,20.032,20.032,16.585,19.078,17.552,17.093,16.693,16.774,22.821,19.225,18.601,17.480,17.480,21.406,21.406,4a,10.047,4c,11.620
KP668645,637,4,10.047,20.806,11.620,17.647,17.647,19.873,19.873,19.968,20.032,20.032,16.585,19.078,17.552,17.093,16.693,16.774,22.821,19.225,18.601,17.480,17.480,21.406,21.406,4a,10.047,4c,11.620
KP668646,637,4,10.047,20.806,11.620,17.647,17.647,19.873,19.873,19.968,20.032,20.032,16.585,19.078,17.552,17.093,16.693,16.774,22.821,19.225,18.601,17.480,17.480,21.406,21.406,4a,10.047,4c,11.620
KP668647,637,4,10.047,20.806,11.620,17.647,17.647,19.873,19.873,19.968,20.032,20.032,16.585,19.078,17.552,17.093,16.693,16.774,22.821,19.225,18.601,17.480,17.480,21.406,21.406,4a,10.047,4c,11.620
KP668648,637,4,10.204,20.968,11.784,17.806,17.806,20.032,20.032,20.129,20.192,20.192,16.748,19.237,17.713,17.252,16.852,16.935,22.979,19.386,18.760,17.638,17.638,21.406,21.406,4a,10.204,4c,11.784
KP668649,637,4,10.047,20.806,11.620,17.647,17.647,19.873,19.873,19.968,20.032,20.032,16.585,19.078,17.552,17.093,16.693,16.774,22.821,19.225,18.601,17.480,17.480,21.406,21.406,4a,10.047,4c,11.620
KP668650,637,4,10.047,20.806,11.620,17.647,17.647,19.873,19.873,19.968,20.032,20.032,16.585,19.078,17.552,17.093,16.693,16.774,22.821,19.225,18.601,17.480,17.480,21.406,21.406,4a,10.047,4c,11.620
KP668651,637,4,10.047,20.806,11.620,17.647,17.647,19.873,19.873,19.968,20.032,20.032,16.585,19.078,17.552,17.093,16.693,16.774,22.821,19.225,18.601,17.480,17.480,21.406,21.406,4a,10.047,4c,11.620
KP668652,637,4,10.047,20.806,11.620,17.647,17.647,19.873,19.873,19.968,20.032,20.032,16.585,19.078,17.552,17.093,16.693,16.774,22.821,19.225,18.601,17.480,17.480,21.406,21.406,4a,10.047,4c,11.620
KP668653,637,4,10.047,20.806,11.620,17.647,17.647,19.873,19.873,19.968,20.032,20.032,16.585,19.078,17.552,17.093,16.693,16.774,22.821,19.225,18.601,17.480,17.480,21.406,21.406,4a,10.047,4c,11.620
KP668654,637,4,10.047,20.806,11.620,17.647,17.647,19.873,19.873,19.968,20.032,20.032,16.585,19.078,17.552,17.093,16.693,16.774,22.821,19.225,18.601,17.480,17.480,21.406,21.406,4a,10.047,4c,11.620
KP668655,637,4,10.047,20.806,11.620,17.647,17.647,19.873,19.873,19.968,20.032,20.032,16.585,19.078,17.552,17.093,16.693,16.774,22.821,19.225,18.601,17.480,17.480,21.406,21.406,4a,10.047,4c,11.620
KP668656,637,4,10.047,20.806,11.620,17.647,17.647,19.873,19.873,19.968,20.032,20.032,16.585,19.078,17.552,17.093,16.693,16.774,22.821,19.225,18.601,17.480,17.480,21.406,21.406,4a,10.047,4c,11.620
KP668657,637,4,10.047,20.806,11.620,17.647,17.647,19.873,19.873,19.968,20.032,20.032,16.585,19.078,17.552,17.093,16.693,16.774,22.821,19.225,18.601,17.480,17.480,21.406,21.406,4a,10.047,4c,11.620
KP668658,637,4,10.047,20.806,11.620,17.647,17.647,19.873,19.873,19.968,20.032,20.032,16.585,19.078,17.552,17.093,16.693,16.774,22.821,19.225,18.601,17.480,17.480,21.406,21.406,4a,10.047,4c,11.620
KP668659,637,4,10.047,20.806,11.620,17.647,17.647,19.873,19.873,19.968,20.032,20.032,16.585,19.078,17.552,17.093,16.693,16.774,22.821,19.225,18.601,17.480,17.480,21.406,21.406,4a,10.047,4c,11.620
KP668660,637,4,10.047,20.806,11.620,17.647,17.647,19.873,19.873,19.968,20.032,20.032,16.585,19.078,17.552,17.093,16.693,16.774,22.821,19.225,18.601,17.480,17.480,21.406,21.406,4a,10.047,4c,11.620
KP668661,637,4,10.047,20.806,11.620,17.647,17.647,19.873,19.873,19.968,20.032,20.032,16.585,19.078,17.552,17.093,16.693,16.774,22.821,19.225,18.601,17.480,17.480,21.406,21.406,4a,10.047,4c,11.620
KP668662,637,4,10.047,20.806,11.620,17.647,17.647,19.873,19.873,19.968,20.032,20.032,16.585,19.078,17.552,17.093,16.693,16.774,22.821,19.225,18.601,17.480,17.480,21.406,21.406,4a,10.047,4c,11.620
KP668663,637,4,10.047,20.806,11.620,17.647,17.647,19.873,19.873,19.968,20.032,20.032,16.585,19.078,17.552,17.093,16.693,16.774,22.821,19.225,18.601,17.480,17.480,21.406,21.406,4a,10.047,4c,11.620
KP668664,637,4,10.047,20.806,11.620,17.647,17.647,19.873,19.873,19.968,20.032,20.032,16.585,19.078,17.552,17.093,16.693,16.774,22.821,19.225,18.601,17.480,17.480,21.406,21.406,4a,10.047,4c,11.620
KP668665,637,4,10.047,20.806,11.620,17.647,17.647,19.873,19.873,19.968,20.032,20.032,16.585,19.078,17.552,17.093,16.693,16.774,22.821,19.225,18.601,17.480,17.480,21.406,21.406,4a,10.047,4c,11.620
KP668666,637,4,10.047,20.806,11.620,17.647,17.647,19.873,19.873,19.968,20.032,20.032,16.585,19.078,17.552,17.093,16.693,16.774,22.821,19.225,18.601,17.480,17.480,21.406,21.406,4a,10.047,4c,11.620
KP668667,637,4,10.047,20.806,11.620,17.647,17.647,19.873,19.873,19.968,20.032,20.032,16.585,19.078,17.552,17.093,16.693,16.774,22.821,19.225,18.601,17.480,17.480,21.406,21.406,4a,10.047,4c,11.620
KP668668,637,4,10.047,20.806,11.620,17.647,17.647,19.873,19.873,19.968,20.032,20.032,16.585,19.078,17.552,17.093,16.693,16.774,22.821,19.225,18.601,17.480,17.480,21.406,21.406,4a,10.047,4c,11.620
KP668669,637,4,10.047,20.806,11.620,17.647,17.647,19.873,19.873,19.968,20.032,20.032,16.585,19.078,17.552,17.093,16.693,16.774,22.821,19.225,18.601,17.480,17.480,21.406,21.406,4a,10.047,4c,11.620
KP668670,637,4,10.518,20.323,11.784,18.283,18.283,20.191,20.191,20.451,20.385,20.385,16.911,19.396,17.713,17.093,17.170,17.581,22.276,19.548,18.919,17.953,17.953,21.246,21.246,4a,10.518,4c,11.784
KP668671,637,4,10.361,20.323,11.620,18.283,18.283,20.032,20.032,20.451,20.385,20.385,16.748,19.396,17.874,17.093,17.170,17.419,22.439,19.386,18.919,17.795,17.795,21.406,21.406,4a,10.361,4c,11.620
KP668672,637,4,10.361,20.323,11.620,18.283,18.283,20.032,20.032,20.451,20.385,20.385,16.748,19.396,17.874,17.093,17.170,17.419,22.439,19.386,18.919,17.795,17.795,21.406,21.406,4a,10.361,4c,11.620
KP668673,637,4,10.361,20.323,11.620,18.283,18.283,20.032,20.032,20.451,20.385,20.385,16.748,19.396,17.874,17.093,17.170,17.419,22.439,19.386,18.919,17.795,17.795,21.406,21.406,4a,10.361,4c,11.620
KP668674,637,4,10.361,20.323,11.620,18.283,18.283,20.032,20.032,20.451,20.385,20.385,16.748,19.396,17.874,17.093,17.170,17.419,22.439,19.386,18.919,17.795,17.795,21.406,21.406,4a,10.361,4c,11.620
KP668675,637,4,10.361,20.323,11.620,18.283,18.283,20.032,20.032,20.451,20.385,20.385,16.748,19.396,17.874,17.093,17.170,17.419,22.439,19.386,18.919,17.795,17.795,21.406,21.406,4a,10.361,4c,11.620
KP668676,637,4,10.361,20.323,11.620,18.283,18.283,20.032,20.032,20.451,20.385,20.385,16.748,19.396,17.874,17.093,17.170,17.419,22.439,19.386,18.919,17.795,17.795,21.406,21.406,4a,10.361,4c,11.620
KP668677,637,4,10.361,20.323,11.620,18.283,18.283,20.032,20.032,20.451,20.385,20.385,16.748,19.396,17.874,17.093,17.170,17.419,22.439,19.386,18.919,17.795,17.795,21.406,21.406,4a,10.361,4c,11.620
KP668678,637,4,10.361,20.323,11.620,18.283,18.283,20.032,20.032,20.451,20.385,20.385,16.748,19.396,17.874,17.093,17.170,17.419,22.439,19.386,18.919,17.795,17.795,21.406,21.406,4a,10.361,4c,11.620
KY083761,252,4,25.296,23.967,22.222,20.635,20.635,21.825,21.825,22.449,19.048,19.048,22.222,24.206,24.206,23.413,21.116,22.619,9.127,23.506,22.619,19.841,19.841,23.265,23.265,4r,9.127,4k,19.048
KY283130,636,4,10.535,22.456,11.889,18.571,18.571,19.206,19.206,18.680,19.551,19.551,17.370,19.365,16.772,17.544,17.460,17.011,22.964,20.806,18.889,16.667,16.667,22.684,22.684,4a,10.535,4c,11.889
KY420647,630,4,19.206,19.329,16.190,5.714,5.714,18.095,18.095,20.127,18.963,18.963,15.097,18.254,17.143,16.587,16.508,14.149,20.679,18.413,18.413,13.492,13.492,20.323,20.323,4d,5.714,4v,13.492
KY420648,630,4,20.159,18.530,18.571,5.873,5.873,18.571,18.571,20.728,18.831,18.831,15.097,19.048,18.095,17.225,16.984,13.514,20.679,19.365,17.619,14.850,14.850,20.096,20.096,4d,5.873,4q,13.514
KY420649,630,4,19.683,18.371,17.619,5.556,5.556,17.619,17.619,19.048,18.182,18.182,16.721,18.730,17.778,16.746,17.302,13.514,20.032,18.889,18.413,13.902,13.902,19.839,19.839,4d,5.556,4q,13.514
KY420668,630,4,19.841,18.051,17.937,5.397,5.397,18.254,18.254,20.253,18.506,18.506,14.935,18.254,17.302,17.065,16.508,12.878,21.002,19.206,17.460,14.534,14.534,20.194,20.194,4d,5.397,4q,12.878
KY460622,389,4,13.317,17.678,12.532,16.624,16.624,17.738,17.738,20.472,17.935,17.935,11.568,17.903,16.368,17.054,15.345,15.345,21.483,17.179,19.023,14.031,14.031,18.394,18.394,4l,11.568,4c,12.532
KY460623,408,4,18.797,16.291,17.402,7.353,7.353,17.079,17.079,20.419,17.722,17.722,17.488,19.095,17.604,17.722,18.382,14.706,20.352,18.205,18.627,15.196,15.196,19.704,19.704,4d,7.353,4q,14.706
KY460624,408,4,18.296,17.293,16.919,6.373,6.373,16.832,16.832,20.968,18.481,18.481,15.764,17.588,16.626,16.709,17.892,14.461,19.347,17.368,17.892,14.706,14.706,19.948,19.948,4d,6.373,4q,14.461
KY460625,408,4,19.298,17.488,18.627,6.373,6.373,17.079,17.079,18.586,17.268,17.268,16.995,18.342,18.093,16.962,18.382,13.725,20.361,19.487,18.627,13.971,13.971,20.050,20.050,4d,6.373,4q,13.725
KY460626,408,4,18.826,18.342,16.667,9.069,9.069,20.588,20.588,22.306,17.531,17.531,16.749,19.095,18.627,19.012,18.627,15.441,21.078,17.895,19.118,16.667,16.667,19.753,19.753,4d,9.069,4q,15.441
KY460627,408,4,19.804,17.037,18.873,7.108,7.108,17.892,17.892,21.760,18.090,18.090,16.502,18.382,17.647,18.272,18.137,13.480,21.106,18.627,19.118,16.176,16.176,20.854,20.854,4d,7.108,4q,13.480
KY460628,408,4,17.848,16.834,15.657,4.167,4.167,16.667,16.667,21.000,18.519,18.519,15.517,18.382,15.931,16.543,16.422,12.990,19.363,18.342,17.402,14.461,14.461,19.753,19.753,4d,4.167,4q,12.990
KY460629,408,4,20.049,18.519,17.157,3.186,3.186,18.137,18.137,22.794,19.598,19.598,15.271,18.627,15.686,17.037,18.382,13.971,20.854,19.853,17.402,15.196,15.196,19.347,19.347,4d,3.186,4q,13.971
KY460630,408,4,19.071,17.284,17.157,6.373,6.373,17.892,17.892,22.494,17.588,17.588,16.010,17.456,17.402,16.049,17.647,13.235,19.095,20.256,17.402,14.216,14.216,19.849,19.849,4d,6.373,4q,13.235
KY460631,408,4,18.826,17.839,15.404,4.167,4.167,17.892,17.892,21.303,18.272,18.272,15.764,18.382,16.422,16.543,16.667,12.255,20.098,18.593,16.667,14.216,14.216,19.506,19.506,4d,4.167,4q,12.255
KY460632,409,4,20.049,18.797,18.434,7.090,7.090,18.093,18.093,21.000,17.488,17.488,18.182,20.098,18.627,18.473,17.647,15.441,20.588,20.551,18.627,16.912,16.912,20.494,20.494,4d,7.090,4q,15.441
KY460633,408,4,19.315,17.531,16.422,5.637,5.637,18.382,18.382,20.538,17.085,17.085,14.286,17.955,16.422,16.296,17.892,13.235,19.095,16.923,17.892,14.461,14.461,19.259,19.259,4d,5.637,4q,13.235
KY460634,408,4,18.826,18.272,17.892,6.863,6.863,17.402,17.402,20.293,16.332,16.332,15.764,18.454,16.912,17.531,16.667,14.461,19.849,17.692,18.627,13.235,13.235,20.352,20.352,4d,6.863,4v,13.235
KY460635,406,4,20.393,18.025,16.667,5.419,5.419,18.272,18.272,21.376,18.844,18.844,16.010,18.227,16.995,16.790,18.272,13.793,19.849,20.000,17.531,15.764,15.764,19.849,19.849,4d,5.419,4q,13.793
KY460636,406,4,19.656,18.272,17.424,4.187,4.187,17.980,17.980,21.675,17.949,17.949,15.025,17.734,16.256,16.049,18.272,13.054,20.101,18.519,18.765,15.271,15.271,20.101,20.101,4d,4.187,4q,13.054
KY460637,407,4,17.892,17.839,15.404,6.388,6.388,16.216,16.216,19.549,17.037,17.037,15.025,18.182,17.199,17.037,16.543,14.251,20.247,18.844,17.778,14.496,14.496,18.765,18.765,4d,6.388,4q,14.251
KY460638,408,4,18.826,15.829,14.899,6.618,6.618,16.422,16.422,20.750,18.765,18.765,15.025,18.137,16.667,17.690,17.647,14.216,20.098,18.844,18.137,15.931,15.931,19.012,19.012,4d,6.618,4q,14.216
KY460639,406,4,19.410,18.025,16.162,3.448,3.448,18.966,18.966,20.443,18.593,18.593,15.271,17.980,16.256,16.049,17.037,12.808,19.598,19.259,17.284,14.778,14.778,19.849,19.849,4d,3.448,4q,12.808
KY460640,408,4,18.382,17.778,16.422,5.147,5.147,16.667,16.667,22.055,19.259,19.259,16.502,18.627,16.667,16.332,16.912,12.500,19.118,18.873,17.647,14.461,14.461,19.506,19.506,4d,5.147,4q,12.500
KY460641,408,4,18.582,18.025,16.667,4.167,4.167,17.647,17.647,22.738,18.342,18.342,16.256,18.382,16.176,17.037,17.402,12.255,19.598,19.853,17.892,13.725,13.725,20.603,20.603,4d,4.167,4q,12.255
KY460642,408,4,20.049,18.025,17.892,6.127,6.127,18.382,18.382,20.732,18.593,18.593,15.025,18.703,15.931,16.790,18.382,14.706,19.849,18.974,19.118,15.441,15.441,20.988,20.988,4d,6.127,4q,14.706
KY460643,408,4,19.315,18.342,18.137,7.598,7.598,15.099,15.099,20.538,17.531,17.531,17.241,17.662,17.402,18.025,15.931,15.686,19.363,17.287,17.402,15.686,15.686,18.272,18.272,4d,7.598,4f,15.099
KY460644,408,4,18.826,17.037,16.422,4.902,4.902,18.873,18.873,21.027,17.839,17.839,16.010,18.873,16.912,16.543,17.157,11.765,20.352,19.608,17.647,14.461,14.461,20.101,20.101,4d,4.902,4q,11.765
KY460645,408,4,19.315,18.342,16.154,7.843,7.843,18.627,18.627,22.613,17.778,17.778,16.502,18.382,15.441,19.506,17.892,14.216,20.343,20.301,17.892,13.447,13.447,19.458,19.458,4d,7.843,4v,13.447
KY460646,408,4,19.560,18.519,18.627,4.902,4.902,19.118,19.118,21.760,19.347,19.347,16.749,18.703,16.667,17.284,18.627,13.480,20.854,19.744,18.137,15.196,15.196,20.603,20.603,4d,4.902,4q,13.480
KY460647,408,4,18.337,17.778,16.176,3.431,3.431,18.137,18.137,22.005,17.588,17.588,14.286,17.706,16.422,15.309,16.912,12.255,18.844,18.974,16.667,13.725,13.725,20.352,20.352,4d,3.431,4q,12.255
KY460648,408,4,18.826,17.778,17.402,3.431,3.431,17.647,17.647,21.516,18.593,18.593,16.010,18.627,16.422,17.037,17.402,12.990,19.347,19.853,17.892,14.216,14.216,19.598,19.598,4d,3.431,4q,12.990
KY460649,408,4,17.848,17.531,15.931,3.922,3.922,18.137,18.137,20.782,16.834,16.834,15.517,17.892,15.441,15.802,17.402,12.500,19.849,18.382,16.912,13.971,13.971,18.593,18.593,4d,3.922,4q,12.500
KY460650,408,4,18.582,17.778,16.912,4.657,4.657,18.382,18.382,22.249,18.342,18.342,16.010,17.647,16.912,16.543,18.382,13.725,19.095,19.363,17.402,14.425,14.425,19.799,19.799,4d,4.657,4q,13.725
KY460651,408,4,19.315,18.025,16.176,3.922,3.922,18.382,18.382,21.760,18.342,18.342,15.764,18.873,16.422,16.049,17.157,12.255,20.352,19.118,17.157,14.216,14.216,19.347,19.347,4d,3.922,4q,12.255
KY460652,408,4,19.560,17.839,16.176,7.843,7.843,17.892,17.892,21.760,17.284,17.284,16.502,19.608,17.892,18.765,17.402,14.706,20.343,19.363,17.402,14.706,14.706,18.519,18.519,4d,7.843,4q,14.706
