Accession,PerGeneGenotype,PerGeneSubtype,FullGenomeGenotype,FullGenomeSubtype,CometPerGeneGenotype,CometPerGeneSubtype,CometFullGenomeGenotype,CometFullGenomeSubtype,GenBankGenotype,GenBankSubtype
KJ530223,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530224,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530225,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530226,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530227,1,1b,1,1b,1,1b,1,1b,1,1b
KJ530228,1,1b,1,1b,1,1b,1,1b,1,1b
KJ530229,1,1b,1,1b,1,1b,1,1b,1,1b
KJ530230,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530231,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530232,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530233,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530234,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530235,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530236,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530237,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530238,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530239,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530240,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530241,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530242,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530243,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530244,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530245,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530246,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530247,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530248,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530249,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530250,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530251,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530252,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530253,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530254,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530255,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530256,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530257,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530258,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530259,1,1b,1,1b,1,1b,1,1b,1,1b
KJ530260,1,1b,1,1b,1,1b,1,1b,1,1b
KJ530261,1,1b,1,1b,1,1b,1,1b,1,1b
KJ530262,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530263,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530264,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530265,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530266,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530267,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530268,1,1b,1,1b,1,1b,1,1b,1,1b
KJ530269,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530270,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530271,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530272,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530273,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530274,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530275,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530276,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530277,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530278,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530279,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530280,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530281,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530282,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530283,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530284,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530285,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530286,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530287,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530288,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530289,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530290,1,1b,1,1b,1,1b,1,1b,1,1b
KJ530291,1,1b,1,1b,1,1b,1,1b,1,1b
KJ530292,1,1b,1,1b,1,1b,1,1b,1,1b
KJ530293,1,1b,1,1b,1,1b,1,1b,1,1b
KJ530294,1,1b,1,1b,1,1b,1,1b,1,1b
KJ530295,1,1b,1,1b,1,1b,1,1b,1,1b
KJ530296,1,1b,1,1b,1,1b,1,1b,1,1b
KJ530297,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530298,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530299,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530300,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530301,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530302,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530303,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530304,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530305,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530306,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530307,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530308,1,1b,1,1b,1,1b,1,1b,1,1b
KJ530309,1,1b,1,1b,1,1b,1,1b,1,1b
KJ530310,1,1b,1,1b,1,1b,1,1b,1,1b
KJ530311,1,1b,1,1b,1,1b,1,1b,1,1b
KJ530312,1,1b,1,1b,1,1b,1,1b,1,1b
KJ530313,1,1b,1,1b,1,1b,1,1b,1,1b
KJ530314,1,1b,1,1b,1,1b,1,1b,1,1b
KJ530315,1,1b,1,1b,1,1b,1,1b,1,1b
KJ530316,1,1b,1,1b,1,1b,1,1b,1,1b
KJ530317,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530318,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530319,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530320,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530321,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530322,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530323,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530324,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530325,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530326,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530327,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530328,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530329,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530330,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530331,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530332,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530333,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530334,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530335,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530336,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530337,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530338,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530339,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530340,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530341,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530342,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530343,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530344,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530345,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530346,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530347,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530348,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530349,1,1b,1,1b,1,1b,1,1b,1,1b
KJ530350,1,1b,1,1b,1,1b,1,1b,1,1b
KJ530351,1,1b,1,1b,1,1b,1,1b,1,1b
KJ530352,1,1b,1,1b,1,1b,1,1b,1,1b
KJ530353,1,1b,1,1b,1,1b,1,1b,1,1b
KJ530354,1,1b,1,1b,1,1b,1,1b,1,1b
KJ530355,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530356,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530357,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530358,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530359,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530360,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530361,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530362,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530363,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530364,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530365,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530366,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530367,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530368,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530369,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530370,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530371,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530372,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530373,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530374,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530375,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530376,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530377,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530378,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530379,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530380,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530381,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530382,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530383,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530384,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530385,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530386,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530387,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530388,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530389,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530390,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530391,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530392,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530393,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530394,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530395,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530396,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530397,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530398,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530399,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530400,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530401,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530402,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530403,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530404,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530405,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530406,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530407,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530408,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530409,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530410,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530411,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530412,1,1b,1,1b,1,1b,1,1b,1,1b
KJ530413,1,1b,1,1b,1,1b,1,1b,1,1b
KJ530414,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530415,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530416,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530417,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530418,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530419,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530420,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530421,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530422,1,1b,1,1b,1,1b,1,1b,1,1b
KJ530423,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530424,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530425,1,1b,1,1b,1,1b,1,1b,1,1b
KJ530426,1,1b,1,1b,1,1b,1,1b,1,1b
KJ530427,1,1b,1,1b,1,1b,1,1b,1,1b
KJ530428,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530429,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530430,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530431,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530432,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530433,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530434,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530435,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530436,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530437,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530438,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530439,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530440,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530441,1,1b,1,1b,1,1b,1,1b,1,1b
KJ530442,1,1b,1,1b,1,1b,1,1b,1,1b
KJ530443,1,1b,1,1b,1,1b,1,1b,1,1b
KJ530444,1,1b,1,1b,1,1b,1,1b,1,1b
KJ530445,1,1b,1,1b,1,1b,1,1b,1,1b
KJ530446,1,1b,1,1b,1,1b,1,1b,1,1b
KJ530447,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530448,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530449,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530450,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530451,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530452,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530453,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530454,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530455,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530456,1,1b,1,1b,1,1b,1,1b,1,1b
KJ530457,1,1b,1,1b,1,1b,1,1b,1,1b
KJ530458,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530459,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530460,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530461,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530462,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530463,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530464,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530465,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530466,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530467,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530468,1,1b,1,1b,1,1b,1,1b,1,1b
KJ530469,1,1b,1,1b,1,1b,1,1b,1,1b
KJ530470,1,1b,1,1b,1,1b,1,1b,1,1b
KJ530471,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530472,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530473,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530474,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530475,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530476,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530477,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530478,1,1b,1,1b,1,1b,1,1b,1,1b
KJ530479,1,1b,1,1b,1,1b,1,1b,1,1b
KJ530480,1,1b,1,1b,1,1b,1,1b,1,1b
KJ530481,1,1b,1,1b,1,1b,1,1b,1,1b
KJ530482,1,1b,1,1b,1,1b,1,1b,1,1b
KJ530483,1,1b,1,1b,1,1b,1,1b,1,1b
KJ530484,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530485,1,1b,1,1b,1,1b,1,1b,1,1b
KJ530486,1,1b,1,1b,1,1b,1,1b,1,1b
KJ530487,1,1b,1,1b,1,1b,1,1b,1,1b
KJ530488,1,1b,1,1b,1,1b,1,1b,1,1b
KJ530489,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530490,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530491,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530492,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530493,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530494,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530495,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530496,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530497,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530498,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530499,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530500,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530501,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530502,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530503,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530504,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530505,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530506,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530507,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530508,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530509,1,1b,1,1b,1,1b,1,1b,1,1b
KJ530510,1,1b,1,1b,1,1b,1,1b,1,1b
KJ530511,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530512,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530513,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530514,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530515,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530516,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530517,1,1b,1,1b,1,1b,1,1b,1,1b
KJ530518,1,1b,1,1b,1,1b,1,1b,1,1b
KJ530519,1,1b,1,1b,1,1b,1,1b,1,1b
KJ530520,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530521,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530522,1,1b,1,1b,1,1b,1,1b,1,1b
KJ530523,1,1b,1,1b,1,1b,1,1b,1,1b
KJ530524,1,1b,1,1b,1,1b,1,1b,1,1b
KJ530525,1,1b,1,1b,1,1b,1,1b,1,1b
KJ530526,1,1b,1,1b,1,1b,1,1b,1,1b
KJ530527,1,1b,1,1b,1,1b,1,1b,1,1b
KJ530528,1,1b,1,1b,1,1b,1,1b,1,1b
KJ530529,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530530,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530531,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530532,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530533,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530534,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530535,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530536,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530537,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530538,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530539,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530540,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530541,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530542,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530543,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530544,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530545,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530546,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530547,1,1a,1,1a,1,1a,1,1a,1,1a
KJ530548,1,1b,1,1b,1,1b,1,1b,1,1b
KJ530549,1,1b,1,1b,1,1b,1,1b,1,1b
KJ530550,1,1b,1,1b,1,1b,1,1b,1,1b
KJ564294,1,1b,1,1b,1,1b,1,1b,1,1b
KJ564295,1,1b,1,1b,1,1b,1,1b,1,1b
KJ564296,1,1b,1,1b,1,1b,1,1b,1,1b
KJ564297,1,1a,1,1a,1,1a,1,1a,1,1a
KJ564298,1,1a,1,1a,1,1a,1,1a,1,1a
KJ564299,1,1a,1,1a,1,1a,1,1a,1,1a
KJ564300,1,1a,1,1a,1,1a,1,1a,1,1a
KJ567644,6,6xb,6,6xb,6,6l,6,6l,6,
KJ567645,6,6xb,6,6xb,6,6l,6,6l,6,6xb
KJ567646,6,6xf,6,6xf,6,6e,6,6e,6,
KJ567647,6,6xf,6,6xf,6,6w,6,6w,6,
KJ567648,6,6xf,6,6xf,6,6w,6,6w,6,
KJ567649,6,6xc,6,6xc,6,6e,6,6e,6,
KJ567650,6,6xc,6,6xc,6,6e,6,6e,6,
KJ567651,6,6xc,6,6xc,6,6e,6,6e,6,6xc
KJ567652,6,6u,6,6xc,6,6e,6,6e,6,
KJ678744,6,6a,6,6a,6,6a,6,6a,6,6a
KJ678745,6,6a,6,6a,6,6a,6,6a,6,6a
KJ678746,6,6a,6,6a,6,6a,6,6a,6,6a
KJ678747,6,6a,6,6a,6,6a,6,6a,6,6a
KJ678748,6,6a,6,6a,6,6a,6,6a,6,6a
KJ678749,6,6a,6,6a,6,6a,6,6a,6,6a
KJ678750,6,6a,6,6a,6,6a,6,6a,6,6a
KJ678751,6,6a,6,6a,6,6a,6,6a,6,6a
KJ678752,6,6a,6,6a,6,6a,6,6a,6,6a
KJ678753,6,6a,6,6a,6,6a,6,6a,6,6a
KJ678754,6,6a,6,6a,6,6a,,"unassigned_1, 6a-3h",6,6a
KJ678755,6,6a,6,6a,6,6a,6,6a,6,6a
KJ678756,6,6a,6,6a,6,6a,6,6a,6,6a
KJ678757,6,6a,6,6a,6,6a,6,6a,6,6a
KJ678758,6,6a,6,6a,6,6a,6,6a,6,6a
KJ678759,6,6a,6,6a,6,6a,6,6a,6,6a
KJ678760,6,6a,6,6a,6,6a,6,6a,6,6a
KJ678761,6,6a,6,6a,6,6a,6,6a,6,6a
KJ678762,6,6a,6,6a,6,6a,6,6a,6,6a
KJ678763,6,6a,6,6a,6,6a,6,6a,6,6a
KJ678764,6,6a,6,6a,6,6a,6,6a,6,6a
KJ678765,6,6a,6,6a,6,6a,6,6a,6,6a
KJ678766,6,6a,6,6a,6,6a,6,6a,6,6a
KJ678767,6,6a,6,6a,6,6a,6,6a,6,6a
KJ678768,6,6a,6,6a,6,6a,,"unassigned_1, 6a-3a",6,6a
KJ678769,6,6a,6,6a,6,6a,6,6a,6,6a
KJ678770,6,6a,6,6a,6,6a,6,6a,6,6a
KJ678771,6,6a,6,6a,6,6a,6,6a,6,6a
KJ678772,6,6a,6,6a,6,6a,6,6a,6,6a
KJ678773,6,6a,6,6a,6,6a,6,6a,6,6a
KJ678774,6,6a,6,6a,6,6a,6,6a,6,6a
KJ678775,6,6a,6,6a,6,6a,6,6a,6,6a
KJ678776,6,6a,6,6a,6,6a,6,6a,6,6a
KJ678777,6,6a,6,6a,6,6a,6,6a,6,6a
KJ678778,6,6a,6,6a,6,6a,6,6a,6,6a
KJ678779,6,6a,6,6a,6,6a,6,6a,6,6a
KJ678780,6,6a,6,6a,6,6a,6,6a,6,6a
KJ678781,6,6a,6,6a,6,6a,6,6a,6,6a
KJ678782,6,6a,6,6a,6,6a,6,6a,6,6a
KJ678783,6,6a,6,6a,6,6a,6,6a,6,6a
KJ678784,6,6a,6,6a,6,6a,6,6a,6,6a
KJ678785,6,6a,6,6a,6,6a,6,6a,6,6a
KJ678786,6,6a,6,6a,6,6a,6,6a,6,6a
KJ678787,6,6a,6,6a,6,6a,6,6a,6,6a
KJ678788,6,6a,6,6a,6,6a,6,6a,6,6a
KJ678789,6,6a,6,6a,6,6a,6,6a,6,6a
KJ678790,6,6a,6,6a,6,6a,6,6a,6,6a
KJ678791,6,6a,6,6a,6,6a,6,6a,6,6a
KJ678792,6,6a,6,6a,6,6a,6,6a,6,6a
KJ678793,6,6a,6,6a,6,6a,6,6a,6,6a
KJ678794,6,6a,6,6a,6,6a,6,6a,6,6a
KJ678795,6,6a,6,6a,6,6a,6,6a,6,6a
KJ678796,6,6a,6,6a,6,6a,6,6a,6,6a
KJ678797,6,6a,6,6a,6,6a,6,6a,6,6a
KJ678798,6,6a,6,6a,6,6a,6,6a,6,6a
KJ678799,6,6a,6,6a,6,6a,6,6a,6,6a
KJ678800,6,6a,6,6a,6,6a,6,6a,6,6a
KJ678801,6,6a,6,6a,6,6a,6,6a,6,6a
KJ678802,6,6a,6,6a,6,6a,6,6a,6,6a
KJ678803,6,6a,6,6a,6,6a,6,6a,6,6a
KJ678804,6,6a,6,6a,6,6a,6,6a,6,6a
KJ678805,6,6a,6,6a,6,6a,6,6a,6,6a
KJ678806,6,6a,6,6a,6,6a,6,6a,6,6a
KJ678807,6,6a,6,6a,6,6a,6,6a,6,6a
KJ678808,6,6a,6,6a,6,6a,6,6a,6,6a
KJ678809,6,6a,6,6a,6,6a,6,6a,6,6a
KJ678810,6,6a,6,6a,6,6a,6,6a,6,6a
KJ678811,6,6a,6,6a,6,6a,6,6a,6,6a
KJ678812,6,6a,6,6a,6,6a,6,6a,6,6a
KJ678813,6,6a,6,6a,6,6a,6,6a,6,6a
KJ678814,6,6a,6,6a,6,6a,6,6a,6,6a
KJ678815,6,6a,6,6a,6,6a,6,6a,6,6a
KJ678816,6,6a,6,6a,6,6a,6,6a,6,6a
KJ678817,6,6a,6,6a,6,6a,6,6a,6,6a
KM057755,4,4a,4,4a,4,4a,4,4a,,
KM057756,4,4a,4,4a,4,4a,4,4a,,
KM057757,1,1a,1,1a,1,1a,1,1a,,
KM057758,1,1a,1,1a,1,1a,1,1a,,
KM057759,1,1a,1,1a,1,1a,1,1a,,
KM057760,4,4d,4,4d,4,4d,4,4d,,
KM057761,1,1a,1,1a,1,1a,1,1a,,
KM057762,4,4d,4,4d,4,4d,4,4d,,
KM057763,1,1a,1,1a,1,1a,1,1a,,
KM057764,1,1a,1,1a,1,1a,1,1a,,
KM057765,1,1a,1,1a,1,1a,1,1a,,
KM057766,4,4d,4,4d,4,4d,4,4d,,
KM057767,1,1a,1,1a,1,1a,1,1a,,
KM057768,1,1a,1,1a,1,1a,1,1a,,
KM057769,3,3a,3,3a,3,3a,3,3a,,
KM057770,3,3a,3,3a,3,3a,3,3a,,
KM057771,3,3a,3,3a,3,3a,3,3a,,
KM057772,3,3a,3,3a,3,3a,3,3a,,
KM057773,1,1a,1,1a,1,1a,1,1a,,
KM057774,4,4d,4,4d,4,4d,4,4d,,
KM057775,1,1a,1,1a,1,1a,1,1a,,
KM057776,2,2q,2,2q,2,2q,2,2q,,
KM057777,4,4a,4,4a,4,4a,4,4a,,
KM057778,4,4a,4,4a,4,4a,4,4a,,
KM057779,1,1b,1,1b,1,1b,1,1b,,
KM057780,2,2q,2,2q,2,2q,2,2q,,
KM057781,2,2q,2,2q,2,2k,2,2k,,
KM057782,4,4a,4,4a,4,4a,4,4a,,
KM057783,4,4a,4,4a,4,4a,4,4a,,
KM057784,4,4a,4,4a,4,4a,4,4a,,
KM057785,4,4a,4,4a,4,4a,4,4a,,
KM057786,1,1a,1,1a,1,1a,1,1a,,
