accession,genotype,subtype
AM400805,,
AM400806,,
AM400807,,
AM400808,,
AM400809,,
AM400810,,
AM400811,,
AM400812,,
AM400813,,
AM400814,,
AM400815,,
AM400816,,
AM400817,,
AM400818,,
AM400819,,
AM400820,,
AM400821,,
AM400822,,
AM400823,,
AM400824,,
AM400825,,
AM400826,,
AM400827,,
AM400828,,
AM400829,,
AM400830,,
AM400831,,
AM400832,,
AM400833,,
AM400834,,
AM400835,,
AM400836,,
AM400837,,
AM400838,,
AM401639,,
AM401640,,
AM401641,,
AM401642,,
AM401643,,
AM401644,,
AM401645,,
AM401646,,
AM401647,,
AM401648,,
AM401649,,
AM401650,,
AM401651,,
AM401652,,
AM401653,,
AM401654,,
AM401655,,
AM401656,,
AM401657,,
AM401658,,
AM401659,,
AM401660,,
AM401661,,
AM401662,,
AM401663,,
AM401664,,
AM401665,,
AM401666,,
AM401667,,
AM401668,,
AM401669,,
AM401670,,
AM401671,,
AM401672,,
AM401673,,
AM401674,,
AM401675,,
AM401676,,
AM401677,,
AM401678,,
AM401679,,
AM401680,,
AM401681,,
AM401682,,
AM401683,,
AM401684,,
AM401685,,
AM401686,,
AM401687,,
AM401688,,
AM401689,,
AM401690,,
AM401691,,
AM401692,,
AM401693,,
AM401694,,
AM401695,,
AM401696,,
AM401697,,
AM401698,,
AM401699,,
AM401700,,
AM401701,,
AM401702,,
AM401703,,
AM401704,,
AM401705,,
AM401706,,
AM401707,,
AM401708,,
AM401709,,
AM401710,,
AM401711,,
AM401712,,
AM401713,,
AM401714,,
AM401715,,
AM401716,,
AM401717,,
AM401718,,
AM401719,,
AM401720,,
AM401721,,
AM401722,,
AM401723,,
AM401724,,
AM401725,,
AM401726,,
AM401727,,
AM401728,,
AM401729,,
AM401730,,
AM401731,,
AM401732,,
AM401733,,
AM401734,,
AM401735,,
AM401736,,
AM401737,,
AM401738,,
AM401739,,
AM401740,,
AM401741,,
AM401742,,
AM401743,,
AM401744,,
AM401745,,
AM401746,,
AM401747,,
AM401748,,
AM401749,,
AM401750,,
AM401751,,
AM401752,,
AM401753,,
AM401754,,
AM401755,,
AM401756,,
AM401757,,
AM401758,,
AM401759,,
AM401760,,
AM401761,,
AM401762,,
AM401763,,
AM401764,,
AM401765,,
AM401766,,
AM401767,,
AM401768,,
AM401769,,
AM401770,,
AM401771,,
AM401772,,
AM401773,,
AM401774,,
AM401775,,
AM401776,,
AM401777,,
AM401778,,
AM401779,,
AM401780,,
AM401781,,
AM401782,,
AM401783,,
AM401784,,
AM401785,,
AM401786,,
AM401787,,
AM401788,,
AM401789,,
AM401790,,
AM401791,,
AM401792,,
AM401793,,
AM401794,,
AM401795,,
AM401796,,
AM401797,,
AM401798,,
AM401799,,
AM401800,,
AM401801,,
AM401802,,
AM401803,,
AM401804,,
AM401805,,
AM401806,,
AM401807,,
AM401808,,
AM401809,,
AM401810,,
AM401811,,
AM401812,,
AM401813,,
AM401814,,
AM401815,,
AM401816,,
AM401817,,
AM401818,,
AM401819,,
AM401820,,
AM401821,,
AM401822,,
AM401823,,
AM401824,,
AM401825,,
AM401826,,
AM401827,,
AM401828,,
AM401829,,
AM401830,,
AM401831,,
AM401832,,
AM401833,,
AM401834,,
AM401835,,
AM401836,,
AM401837,,
AM401838,,
AM401839,,
AM401840,,
AM401841,,
AM401842,,
AM401843,,
AM401844,,
AM401845,,
AM401846,,
AM401847,,
AM401848,,
AM401849,,
AM401850,,
AM401851,,
AM401852,,
AM401853,,
AM401854,,
AM401855,,
AM401856,,
AM401857,,
AM401858,,
AM401859,,
AM401860,,
AM401861,,
AM401862,,
AM401863,,
AM401864,,
AM401865,,
AM401866,,
AM401867,,
AM401868,,
AM401869,,
AM401870,,
AM401871,,
AM401872,,
AM401873,,
AM401874,,
AM401875,,
AM401876,,
AM401877,,
AM401878,,
AM401879,,
AM401880,,
AM401881,,
AM401882,,
AM401883,,
AM401884,,
AM401885,,
AM401886,,
AM401887,,
AM401888,,
AM401889,,
AM401890,,
AM401891,,
AM401892,,
AM401893,,
AM401894,,
AM401895,,
AM401896,,
AM401897,,
AM401898,,
AM401899,,
AM401900,,
AM401901,,
AM401902,,
AM401903,,
AM401904,,
AM401905,,
AM401906,,
AM401907,,
AM401908,,
AM401909,,
AM401910,,
AM401911,,
AM401912,,
AM401913,,
AM401914,,
AM401915,,
AM401916,,
AM401917,,
AM401918,,
AM401919,,
AM401920,,
AM401921,,
AM401922,,
AM401923,,
AM401924,,
AM401925,,
AM401926,,
AM401927,,
AM401928,,
AM401929,,
AM401930,,
AM401931,,
AM401932,,
AM401933,,
AM401934,,
AM401935,,
AM401936,,
AM401937,,
AM401938,,
AM401939,,
AM401940,,
AM401941,,
AM401942,,
AM401943,,
AM401944,,
AM401945,,
AM401946,,
AM401947,,
AM401948,,
AM401949,,
AM401950,,
AM401951,,
AM401952,,
AM401953,,
AM401954,,
AM401955,,
AM401956,,
AM401957,,
AM401958,,
AM401959,,
AM401960,,
AM401961,,
AM401962,,
AM401963,,
AM401964,,
AM401965,,
AM401966,,
AM401967,,
AM401968,,
AM401969,,
AM401970,,
AM401971,,
AM401972,,
AM401973,,
AM401974,,
AM401975,,
AM401976,,
AM401977,,
AM401978,,
AM401979,,
AM401980,,
AM401981,,
AM401982,,
AM401983,,
AM401984,,
AM401985,,
AM401986,,
AM401987,,
AM401988,,
AM401989,,
AM401990,,
AM401991,,
AM401992,,
AM401993,,
AM401994,,
AM401995,,
AM401996,,
AM401997,,
AM401998,,
AM401999,,
AM402000,,
AM402001,,
AM402002,,
AM402003,,
AM402004,,
AM402005,,
AM402006,,
AM402007,,
AM402008,,
AM402009,,
AM402010,,
AM402011,,
AM402012,,
AM402013,,
AM402014,,
AM402015,,
AM402016,,
AM402017,,
AM402018,,
AM402019,,
AM402020,,
AM402021,,
AM402022,,
AM402023,,
AM402024,,
AM402025,,
AM402026,,
AM402027,,
AM402028,,
AM402029,,
AM402030,,
AM402031,,
AM402032,,
AM402033,,
AM402034,,
AM402035,,
AM402036,,
AM402037,,
AM402038,,
AM402039,,
AM402040,,
AM402041,,
AM402042,,
AM402043,,
AM402044,,
AM402045,,
AM402046,,
AM402047,,
AM402048,,
AM402049,,
AM402050,,
AM402051,,
AM402052,,
AM402053,,
AM402054,,
AM402055,,
AM402056,,
AM402057,,
AM402058,,
AM402059,,
AM402060,,
AM402061,,
AM402062,,
AM402063,,
AM402064,,
AM402065,,
AM402066,,
AM402067,,
AM402068,,
AM402069,,
AM402070,,
AM402071,,
AM402072,,
AM402073,,
AM402074,,
AM402075,,
AM402076,,
AM402077,,
AM402078,,
AM402079,,
AM402080,,
AM402081,,
AM402082,,
AM402083,,
AM402084,,
AM402085,,
AM402086,,
AM402087,,
AM402088,,
AM402089,,
AM402090,,
AM402091,,
AM402092,,
AM402093,,
AM402094,,
AM402095,,
AM402096,,
AM402097,,
AM402098,,
AM402099,,
AM402100,,
AM402101,,
AM402102,,
AM402103,,
AM402104,,
AM402105,,
AM402106,,
AM402107,,
AM402108,,
AM402109,,
AM402110,,
AM402111,,
AM402112,,
AM402113,,
AM402114,,
AM402115,,
AM402116,,
AM402117,,
AM402118,,
AM402119,,
AM402120,,
AM402121,,
AM402122,,
AM402123,,
AM402124,,
AM402125,,
AM402126,,
AM402127,,
AM402128,,
AM402129,,
AM402130,,
AM402131,,
AM402132,,
AM402133,,
AM402134,,
AM402135,,
AM402136,,
AM402137,,
AM402138,,
AM402139,,
AM402140,,
AM402141,,
AM402142,,
AM402143,,
AM402144,,
AM402145,,
AM402146,,
AM402147,,
AM402148,,
AM402149,,
AM402150,,
AM402151,,
AM402152,,
AM402153,,
AM402154,,
AM402155,,
AM402156,,
AM402157,,
AM402158,,
AM402159,,
AM402160,,
AM402161,,
AM402162,,
AM402163,,
AM402164,,
AM402165,,
AM402166,,
AM402167,,
AM402168,,
AM402169,,
AM402170,,
AM402171,,
AM402172,,
AM402173,,
AM402174,,
AM402175,,
AM402176,,
AM402177,,
AM402178,,
AM402179,,
AM402180,,
AM402181,,
AM402182,,
AM402183,,
AM402184,,
AM402185,,
AM402186,,
AM402187,,
AM402188,,
AM402189,,
AM402190,,
AM402191,,
AM402192,,
AM402193,,
AM402194,,
AM402195,,
AM402196,,
AM402197,,
AM402198,,
AM402199,,
AM402200,,
AM402201,,
AM402202,,
AM402203,,
AM402204,,
AM402205,,
AM402206,,
AM402207,,
AM402208,,
AM402209,,
AM402210,,
AM402211,,
AM402212,,
AM402213,,
AM402214,,
AM402215,,
AM402216,,
AM402217,,
AM402218,,
AM402219,,
AM402220,,
AM402221,,
AM402222,,
AM402223,,
AM402224,,
AM402225,,
AM402226,,
AM402227,,
AM402228,,
AM402229,,
AM402230,,
AM402231,,
AM402232,,
AM402233,,
AM402234,,
AM402235,,
AM402236,,
AM402237,,
AM402238,,
AM402239,,
AM402240,,
AM402241,,
AM402242,,
AM402243,,
AM402244,,
AM402245,,
AM402246,,
AM402247,,
AM402248,,
AM402249,,
AM402250,,
AM402251,,
AM402252,,
AM402253,,
AM402254,,
AM402255,,
AM402256,,
AM402257,,
AM402258,,
AM402259,,
AM402260,,
AM402261,,
AM402262,,
AM402263,,
AM402264,,
AM402265,,
AM402266,,
AM402267,,
AM402268,,
AM402269,,
AM402270,,
AM402271,,
AM402272,,
AM402273,,
AM402274,,
AM402275,,
AM402276,,
AM402277,,
AM402278,,
AM402279,,
AM402280,,
AM402281,,
AM402282,,
AM402283,,
AM402284,,
AM402285,,
AM402286,,
AM402287,,
AM402288,,
AM402289,,
AM402290,,
AM402291,,
AM402292,,
AM402293,,
AM402294,,
AM402295,,
AM402296,,
AM402297,,
AM402298,,
AM402299,,
AM402300,,
AM402301,,
AM402302,,
AM402303,,
AM402304,,
AM402305,,
AM402306,,
AM402307,,
AM402308,,
AM402309,,
AM402310,,
AM402311,,
AM402312,,
AM402313,,
AM402314,,
AM402315,,
AM402316,,
AM402317,,
AM402318,,
AM402319,,
AM402320,,
AM402321,,
AM402322,,
AM402323,,
AM402324,,
AM402325,,
AM402326,,
AM402327,,
AM402328,,
AM402329,,
AM402330,,
AM402331,,
AM402332,,
AM402333,,
AM402334,,
AM402335,,
AM402336,,
AM402337,,
AM402338,,
AM402339,,
AM402340,,
AM402341,,
AM402342,,
AM402343,,
AM402344,,
AM402345,,
AM402346,,
AM402347,,
AM402348,,
AM402349,,
AM402350,,
AM402351,,
AM402352,,
AM402353,,
AM402354,,
AM402355,,
AM402356,,
AM402357,,
AM402358,,
AM402359,,
AM402360,,
AM402361,,
AM402362,,
AM402363,,
AM402364,,
AM402365,,
AM402366,,
AM402367,,
AM402368,,
AM402369,,
AM402370,,
AM402371,,
AM402372,,
AM402373,,
AM402374,,
AM402375,,
AM402376,,
AM402377,,
AM402378,,
AM402379,,
AM402380,,
AM402381,,
AM402382,,
AM402383,,
AM402384,,
AM408911,,
AM423007,,
AM423008,,
AM423009,,
AM423010,,
AM423011,,
AM423012,,
AM423013,,
AM423014,,
AM423015,,
AM423016,,
AM423017,,
AM423018,,
AM423163,,
AM423164,,
AM423165,,
AM423166,,
AM423167,,
AM423168,,
AM423169,,
AM423170,,
AM423171,,
AM423172,,
AM423173,,
AM423174,,
AM423175,,
AM423176,,
AM423177,,
AM423178,,
AM423179,,
AM423180,,
AM423181,,
AM423182,,
AM423183,,
AM423184,,
AM423185,,
AM423186,,
AM423187,,
AM423188,,
AM423189,,
AM423190,,
AM423191,,
AM423192,,
AM423193,,
AM423194,,
AM423195,,
AM423196,,
AM423197,,
AM423198,,
AM423199,,
AM423200,,
AM423201,,
AM423202,,
AM423203,,
AM423204,,
AM423205,,
AM423206,,
AM423207,,
AM423208,,
AM423209,,
AM423210,,
AM423211,,
AM423212,,
AM423213,,
AM423214,,
AM423215,,
AM423216,,
AM423217,,
AM423218,,
AM423219,,
AM423220,,
AM423221,,
AM423222,,
AM423223,,
AM423224,,
AM423225,,
AM423226,,
AM423227,,
AM423228,,
AM423229,,
AM423230,,
AM423231,,
AM423232,,
AM423233,,
AM423234,,
AM423235,,
AM423236,,
AM423237,,
AM423238,,
AM489451,,
AM489452,,
AM489453,,
AM489454,,
AM489455,,
AM489456,,
AM489457,,
AM489458,,
AM489459,,
AM489460,,
AM489461,,
AM489462,,
AM489463,,
AM489464,,
AM489465,,
AM489466,,
AM489467,,
AM489468,,
AM489469,,
AM489470,,
AM489471,,
AM489472,,
AM489473,,
AM489474,,
AM489475,,
AM489476,,
AM489477,,
AM489478,,
AM489479,,
AM489480,,
AM489481,,
AM489482,,
AM489483,,
AM489484,,
AM493436,,
AM493437,,
AM493438,,
AM493439,,
AM493440,,
AM493441,,
AM493442,,
AM493443,,
AM493444,,
AM493445,,
AM493446,,
AM493447,,
AM493448,,
AM493449,,
AM493450,,
AM493451,,
AM493452,,
AM493453,,
AM493454,,
AM493455,,
AM493456,,
AM493457,,
AM493458,,
AM493459,,
AM493460,,
AM493461,,
AM493462,,
AM493463,,
AM493464,,
AM493465,,
AM493466,,
AM493467,,
AM493468,,
AM493469,,
AM493470,,
AM493471,,
AM493472,,
AM493473,,
AM493474,,
AM493475,,
AM493476,,
AM493477,,
AM493478,,
AM493479,,
AM493480,,
AM493481,,
AM493482,,
AM493483,,
AM493484,,
AM493485,,
AM493486,,
AM493487,,
AM493488,,
AM493489,,
AM493490,,
AM493491,,
AM493492,,
AM493493,,
AM493494,,
AM493495,,
AM493496,,
AM493497,,
AM493498,,
AM493499,,
AM493500,,
AM493501,,
AM493502,,
AM493503,,
AM493504,,
AM493505,,
AM493506,,
AM493507,,
AM493508,,
AM493509,,
AM493510,,
AM493511,,
AM493512,,
AM493513,,
AM493514,,
AM493515,,
AM493516,,
AM493517,,
AM493518,,
AM493519,,
AM493520,,
AM493521,,
AM493522,,
AM493523,,
AM493524,,
AM493525,,
AM493526,,
AM493527,,
AM493528,,
AM493529,,
AM493530,,
AM493531,,
AM493532,,
AM493533,,
AM493534,,
AM493535,,
AM493536,,
AM493537,,
AM493538,,
AM493539,,
AM493540,,
AM493541,,
AM493542,,
AM493543,,
AM493544,,
AM493545,,
AM493546,,
AM493547,,
AM493548,,
AM493549,,
AM493550,,
AM493551,,
AM493552,,
AM493553,,
AM493554,,
AM493555,,
AM493556,,
AM493557,,
AM493558,,
AM493559,,
AM493560,,
AM493561,,
AM493562,,
AM493563,,
AM493564,,
AM493565,,
AM493566,,
AM493567,,
AM493568,,
AM493569,,
AM493570,,
AM493571,,
AM493572,,
AM493573,,
AM493574,,
AM493575,,
AM493576,,
AM493577,,
AM493578,,
AM493579,,
AM493580,,
AM493581,,
AM493582,,
AM493583,,
AM493584,,
AM493585,,
AM493586,,
AM493587,,
AM493588,,
AM493589,,
AM493590,,
AM493591,,
AM493592,,
AM493593,,
AM493594,,
AM493595,,
AM493596,,
AM493597,,
AM493598,,
AM493599,,
AM493600,,
AM493601,,
AM493602,,
AM493603,,
AM493604,,
AM493605,,
AM493606,,
AM493607,,
AM493608,,
AM493609,,
AM493610,,
AM493611,,
AM493612,,
AM493613,,
AM493614,,
AM493615,,
AM493616,,
AM493617,,
AM493618,,
AM493619,,
AM493620,,
AM493621,,
AM493622,,
AM493623,,
AM493624,,
AM493625,,
AM493626,,
AM493627,,
AM493628,,
AM493629,,
AM493630,,
AM493631,,
AM493632,,
AM493633,,
AM493634,,
AM493635,,
AM493636,,
AM493637,,
AM493638,,
AM493639,,
AM493640,,
AM493641,,
AM493642,,
AM493643,,
AM493644,,
AM493645,,
AM493646,,
AM493647,,
AM493648,,
AM493649,,
AM493650,,
AM493651,,
AM493652,,
AM493653,,
AM493654,,
AM493655,,
AM493656,,
AM493657,,
AM493658,,
AM493659,,
AM493660,,
AM493661,,
AM493662,,
AM493663,,
AM493664,,
AM494937,,
AM497558,,
AM497559,,
AM497560,,
AM497561,,
AM497562,,
AM497563,,
AM497564,,
AM497565,,
AM497566,,
AM497567,,
AM497568,,
AM497569,,
AM497570,,
AM497571,,
AM497572,,
AM497573,,
AM497574,,
AM497575,,
AM497576,,
AM497577,,
AM497578,,
AM497579,,
AM497580,,
AM497581,,
AM497582,,
AM497583,,
AM497584,,
AM497585,,
AM497586,,
AM497587,,
AM497588,,
AM497589,,
AM497590,,
AM497591,,
AM497592,,
AM497593,,
AM497594,,
AM497595,,
AM497596,,
AM497597,,
AM497598,,
AM497599,,
AM497600,,
AM497601,,
AM497602,,
AM497603,,
AM497604,,
AM497605,,
AM497606,,
AM497607,,
AM497608,,
AM497609,,
AM497610,,
AM497611,,
AM497612,,
AM497613,,
AM497614,,
AM497615,,
AM497616,,
AM497617,,
AM497618,,
AM497619,,
AM497620,,
AM497621,,
AM497622,,
AM497623,,
AM497624,,
AM497625,,
AM497626,,
AM497627,,
AM497628,,
AM497629,,
AM497630,,
AM497631,,
AM497632,,
AM497633,,
AM497634,,
AM497635,,
AM497636,,
AM497637,,
AM497638,,
AM497639,,
AM497641,,
AM497642,,
AM497643,,
AM497644,,
AM497645,,
AM497646,,
AM497647,,
AM497648,,
AM497649,,
AM497650,,
AM497651,,
AM497652,,
AM497653,,
AM497654,,
AM497655,,
AM497656,,
AM497657,,
AM497658,,
AM497659,,
AM497660,,
AM497661,,
AM497662,,
AM497663,,
AM497664,,
AM497665,,
AM497666,,
AM497667,,
AM497668,,
AM497669,,
AM497670,,
AM497671,,
AM497672,,
AM497673,,
AM497674,,
AM497675,,
AM497676,,
AM497677,,
AM497678,,
AM497679,,
AM497680,,
AM497681,,
AM497682,,
AM497683,,
AM497684,,
AM497685,,
AM497686,,
AM497687,,
AM497688,,
AM497689,,
AM497690,,
AM497691,,
AM497692,,
AM497693,,
AM497694,,
AM497695,,
AM497696,,
AM497697,,
AM497698,,
AM497699,,
AM497700,,
AM497701,,
AM497702,,
AM497703,,
AM497704,,
AM497705,,
AM497706,,
AM497707,,
AM497708,,
AM497709,,
AM497710,,
AM497711,,
AM497712,,
AM497713,,
AM497714,,
AM600912,,
AM600913,,
AM600914,,
AM600915,,
AM600916,,
AM600917,,
AM600918,,
AM600919,,
AM600920,,
AM600921,,
AM600922,,
AM600923,,
AM600924,,
AM600925,,
AM600926,,
AM600927,,
AM600928,,
AM600929,,
AM600930,,
AM600931,,
AM600932,,
AM600933,,
AM600934,,
AM600935,,
AM600936,,
AM600937,,
AM600938,,
AM600939,,
AM600940,,
AM600941,,
AM600942,,
AM600943,,
AM600944,,
AM600945,,
AM600946,,
AM600947,,
AM600948,,
AM600949,,
AM600950,,
AM600951,,
AM600952,,
AM600953,,
AM600954,,
AM600955,,
AM600956,,
AM700592,,
AM700593,,
AM700594,,
AM700595,,
AM700596,,
AM700597,,
AM700598,,
AM700599,,
AM700600,,
AM700601,,
AM700602,,
AM700603,,
AM700604,,
AM700605,,
AM700606,,
AM700607,,
AM700608,,
AM700609,,
AM700610,,
AM700611,,
AM700612,,
AM700613,,
AM700614,,
AM700615,,
AM700616,,
AM700617,,
AM700618,,
AM700619,,
AM700620,,
AM700621,,
AM700622,,
AM700623,,
AM700624,,
AM700625,,
AM700626,,
AM700627,,
AM700628,,
AM700629,,
AM700630,,
AM700631,,
AM700632,,
AM700633,,
AM700634,,
AM700635,,
AM700636,,
AM700637,,
AM700638,,
AM700639,,
AM700640,,
AM700641,,
AM700642,,
AM700643,,
AM700644,,
AM700645,,
AM700646,,
AM700647,,
AM700648,,
AM700649,,
AM700650,,
AM700651,,
AM700652,,
AM700653,,
AM700654,,
AM700655,,
AM700656,,
AM700657,,
AM700658,,
AM700659,,
AM700660,,
AM700661,,
AM700662,,
AM700663,,
AM700664,,
AM700665,,
AM700666,,
AM700667,,
AM700668,,
AM700669,,
AM700670,,
AM700671,,
AM700672,,
AM700673,,
AM700674,,
AM700675,,
AM700676,,
AM700677,,
AM700678,,
AM700679,,
AM700680,,
AM700681,,
AM700682,,
AM700683,,
AM700684,,
AM700685,,
AM700686,,
AM700687,,
AM700688,,
AM700689,,
AM700690,,
AM700691,,
AM700692,,
AM700693,,
AM700694,,
AM700695,,
AM700696,,
AM700697,,
AM700698,,
AM700699,,
AM700700,,
AM700701,,
AM700702,,
AM700703,,
AM700704,,
AM700705,,
AM700706,,
AM700707,,
AM700708,,
AM700709,,
AM700710,,
AM700711,,
AM700712,,
AM700713,,
AM700714,,
AM700715,,
AM700716,,
AM700717,,
AM700718,,
AM700719,,
AM700720,,
AM700721,,
AM700722,,
AM700723,,
AM700724,,
AM700725,,
AM700726,,
AM700727,,
AM700728,,
AM700729,,
AM700730,,
AM700731,,
AM700732,,
AM700733,,
AM700734,,
AM700735,,
AM700736,,
AM700737,,
AM700738,,
AM700739,,
AM700740,,
AM700741,,
AM700742,,
AM700743,,
AM700744,,
AM700745,,
AM700746,,
AM700747,,
AM700748,,
AM700749,,
AM700750,,
AM700751,,
AM700752,,
AM700753,,
AM700754,,
AM700755,,
AM700756,,
AM700757,,
AM700758,,
AM700759,,
AM700760,,
AM700761,,
AM700762,,
AM700763,,
AM700764,,
AM700765,,
AM700766,,
AM700767,,
AM700768,,
AM700769,,
AM700770,,
AM700771,,
AM700772,,
AM700773,,
AM700774,,
AM700775,,
AM700776,,
AM700777,,
AM700778,,
AM700779,,
AM700780,,
AM700781,,
AM700782,,
AM700783,,
AM700784,,
AM700785,,
AM700786,,
AM700787,,
AM700788,,
AM700789,,
AM700790,,
AM700791,,
AM700792,,
AM700793,,
AM700794,,
AM700795,,
AM700796,,
AM700797,,
AM700798,,
AM700799,,
AM700800,,
AM700801,,
AM700802,,
AM700803,,
AM700804,,
AM700805,,
AM700806,,
AM700807,,
AM700808,,
AM700809,,
AM700810,,
AM700811,,
AM700812,,
AM700813,,
AM700814,,
AM700815,,
AM700816,,
AM700817,,
AM700818,,
AM700819,,
AM700820,,
AM700821,,
AM700822,,
AM700823,,
AM700824,,
AM700825,,
AM700826,,
AM700827,,
AM700828,,
AM700829,,
AM700830,,
AM700831,,
AM700832,,
AM700833,,
AM700834,,
AM700835,,
AM700836,,
AM700837,,
AM700838,,
AM700839,,
AM700840,,
AM700841,,
AM700842,,
AM700843,,
AM700844,,
AM700845,,
AM700846,,
AM700847,,
AM700848,,
AM700849,,
AM700850,,
AM700851,,
AM700852,,
AM700853,,
AM700854,,
AM700855,,
AM700856,,
AM700857,,
AM700858,,
AM700859,,
AM700860,,
AM700861,,
AM700862,,
AM700863,,
AM700864,,
AM700865,,
AM700866,,
AM700867,,
AM700868,,
AM700869,,
AM700870,,
AM700871,,
AM700872,,
AM700873,,
AM700874,,
AM700875,,
AM700876,,
AM700877,,
AM700878,,
AM700879,,
AM700880,,
AM700881,,
AM700882,,
AM700883,,
AM700884,,
AM700885,,
AM700886,,
AM700887,,
AM700888,,
AM700889,,
AM700890,,
AM700891,,
AM700892,,
AM700893,,
AM700894,,
AM700895,,
AM700896,,
AM700897,,
AM700898,,
AM700899,,
AM700900,,
AM700901,,
AM700902,,
AM700903,,
AM700904,,
AM700905,,
AM700906,,
AM700907,,
AM700908,,
AM700909,,
AM700910,,
AM700911,,
AM700912,,
AM700913,,
AM700914,,
AM700915,,
AM700916,,
AM700917,,
AM700918,,
AM700919,,
AM700920,,
AM700921,,
AM700922,,
AM700923,,
AM700924,,
AM700925,,
AM700926,,
AM700927,,
AM700928,,
AM700929,,
AM700930,,
AM700931,,
AM700932,,
AM700933,,
AM700934,,
AM700935,,
AM700936,,
AM700937,,
AM700938,,
AM700939,,
AM700940,,
AM700941,,
AM700942,,
AM700943,,
AM700944,,
AM700945,,
AM700946,,
AM700947,,
AM700948,,
AM700949,,
AM700950,,
AM700951,,
AM700952,,
AM700953,,
AM700954,,
AM700955,,
AM700956,,
AM700957,,
AM700958,,
AM700959,,
AM700960,,
AM700961,,
AM700962,,
AM700963,,
AM700964,,
AM700965,,
AM700966,,
AM700967,,
AM700968,,
AM700969,,
AM700970,,
AM700971,,
AM700972,,
AM700973,,
AM700974,,
AM700975,,
AM700976,,
AM700977,,
AM700978,,
AM700979,,
AM700980,,
AM700981,,
AM700982,,
AM700983,,
AM700984,,
AM700985,,
AM700986,,
AM700987,,
AM700988,,
AM700989,,
AM700990,,
AM700991,,
AM700992,,
AM700993,,
AM700994,,
AM700995,,
AM700996,,
AM700997,,
AM700998,,
AM700999,,
AM701000,,
AM701001,,
AM701002,,
AM701003,,
AM701004,,
AM701005,,
AM701006,,
AM701007,,
AM701008,,
AM701009,,
AM701010,,
AM701011,,
AM701012,,
AM701013,,
AM701014,,
AM701015,,
AM701016,,
AM701017,,
AM701018,,
AM701019,,
AM701020,,
AM701021,,
AM701022,,
AM701023,,
AM701024,,
AM701025,,
AM701026,,
AM701027,,
AM701028,,
AM701029,,
AM701030,,
AM701031,,
AM701032,,
AM701033,,
AM701034,,
AM701035,,
AM701036,,
AM701037,,
AM701038,,
AM701039,,
AM701040,,
AM701041,,
AM701042,,
AM701043,,
AM701044,,
AM701045,,
AM701046,,
AM701047,,
AM701048,,
AM701049,,
AM701050,,
AM701051,,
AM701052,,
AM701053,,
AM701054,,
AM701055,,
AM701056,,
AM701057,,
AM701058,,
AM701059,,
AM701060,,
AM701061,,
AM701062,,
AM701063,,
AM701064,,
AM701065,,
AM701066,,
AM701067,,
AM701068,,
AM701069,,
AM701070,,
AM701071,,
AM701072,,
AM701073,,
AM701074,,
AM701075,,
AM701076,,
AM701077,,
AM701078,,
AM701079,,
AM701080,,
AM701081,,
AM701082,,
AM701083,,
AM701084,,
AM701085,,
AM701086,,
AM701087,,
AM701088,,
AM701089,,
AM701090,,
AM701091,,
AM701092,,
AM701093,,
AM701094,,
AM701095,,
AM701096,,
AM701097,,
AM701098,,
AM701099,,
AM701100,,
AM701101,,
AM701102,,
AM701103,,
AM701104,,
AM701105,,
AM701106,,
AM701107,,
AM701108,,
AM701109,,
AM701110,,
AM701111,,
AM701112,,
AM701113,,
AM701114,,
AM701115,,
AM701116,,
AM701117,,
AM701118,,
AM701119,,
AM701120,,
AM701121,,
AM701122,,
AM701123,,
AM701124,,
AM701125,,
AM701126,,
AM701127,,
AM701128,,
AM701129,,
AM701130,,
AM701131,,
AM701132,,
AM701133,,
AM701134,,
AM701135,,
AM701136,,
AM701137,,
AM701138,,
AM701139,,
AM701140,,
AM701141,,
AM701142,,
AM701143,,
AM701144,,
AM701145,,
AM701146,,
AM701147,,
AM701148,,
AM701149,,
AM701150,,
AM701151,,
AM701152,,
AM701153,,
AM701154,,
AM701155,,
AM701156,,
AM701157,,
AM701158,,
AM701159,,
AM701160,,
AM701161,,
AM701162,,
AM701163,,
AM701164,,
AM701165,,
AM701166,,
AM701167,,
AM701168,,
AM701169,,
AM701170,,
AM701171,,
AM701172,,
AM701173,,
AM701174,,
AM701175,,
AM701176,,
AM701177,,
AM701178,,
AM701179,,
AM701180,,
AM701181,,
AM701182,,
AM701183,,
AM701184,,
AM701185,,
AM701186,,
AM701187,,
AM701188,,
AM701189,,
AM701190,,
AM701191,,
AM701192,,
AM701193,,
AM701194,,
AM701195,,
AM701196,,
AM701197,,
AM701198,,
AM701199,,
AM701200,,
AM701201,,
AM701202,,
AM701203,,
AM701204,,
AM701205,,
AM701206,,
AM701207,,
AM701208,,
AM701209,,
AM701210,,
AM701211,,
AM701212,,
AM701213,,
AM701214,,
AM701215,,
AM701216,,
AM701217,,
AM701218,,
AM701219,,
AM701220,,
AM701221,,
AM701222,,
AM701223,,
AM701224,,
AM701225,,
AM701226,,
AM701227,,
AM701228,,
AM701229,,
AM701230,,
AM701231,,
AM701232,,
AM701233,,
AM701234,,
AM701235,,
AM701236,,
AM701237,,
AM701238,,
AM701239,,
AM701240,,
AM701241,,
AM701242,,
AM701243,,
AM701244,,
AM701245,,
AM701246,,
AM701247,,
AM701248,,
AM701249,,
AM701250,,
AM701251,,
AM701252,,
AM701253,,
AM701254,,
AM701255,,
