Accession,ClosestGenotype,ClosestSubtype,ReferenceOverlapAA,FullyCover
AF388435,1,1a,239-321,
AF388436,2,2a,239-321,
AF388437,2,2a,239-321,
AF388438,2,2a,239-321,
AF388439,3,3a,239-321,
AF388440,3,3a,239-321,
AF388441,3,3a,239-321,
AF388442,3,3a,239-321,
AF388443,3,3a,239-321,
AF388444,3,3a,239-321,
AF388445,3,3a,239-321,
AF388446,3,3a,239-321,
AF388447,3,3a,239-321,
AF388448,3,3a,239-321,
AF388449,3,3a,239-321,
AF388450,3,3a,239-321,
AF388451,3,3a,239-321,
AF388452,3,3a,239-321,
AF388453,3,3a,239-321,
AF388454,3,3a,239-321,
AF388455,3,3a,239-321,
AF388456,3,3a,239-321,
AF388457,3,3a,239-321,
AF388458,3,3a,239-321,
AF388459,3,3a,239-321,
AF388460,3,3a,239-321,
AF388461,3,3a,239-321,
AF388462,3,3a,239-321,
AF388463,3,3a,239-321,
AF388464,3,3a,239-321,
AF388465,3,3a,239-321,
AF388466,3,3a,239-321,
AF388467,3,3a,239-318,
AF388468,3,3a,239-321,
AF388469,3,3a,239-321,
AF388470,3,3a,239-321,
AF388471,3,3a,239-321,
AF388472,3,3a,239-321,
AF388473,3,3a,239-321,
AF388474,3,3a,239-321,
AF388475,3,3a,239-321,
AF388476,3,3a,239-321,
AF388477,4,4d,239-321,
AF388478,1,1b,239-321,
AF388479,1,1b,239-321,
AF388480,1,1b,239-321,
AF388481,1,1b,239-321,
AF388482,1,1b,239-321,
AF388483,1,1b,239-321,
AF388484,1,1b,239-321,
AF388485,1,1b,239-321,
AF388486,1,1b,239-321,
AF388487,1,1b,239-321,
AF388488,1,1b,239-321,
AF388489,1,1b,239-321,
AF388490,1,1b,239-321,
AF388491,1,1b,239-321,
AF388492,1,1b,239-321,
AF388493,1,1b,239-321,
AF388494,1,1b,239-321,
AF388495,1,1b,239-321,
AF388496,1,1b,239-321,
AF388497,1,1b,239-321,
AF388498,1,1b,239-321,
AF388499,1,1b,239-321,
AF388500,1,1b,239-321,
AF388501,1,1b,239-321,
AF388502,1,1b,239-321,
AF388503,1,1b,239-321,
AF388504,1,1b,239-321,
AF388505,1,1b,239-321,
AF388506,2,2c,239-321,
AF388507,3,3a,239-321,
AF388508,3,3a,239-321,
AF388509,3,3a,239-321,
AF388510,3,3a,239-321,
AF388511,3,3a,239-321,
AF388512,3,3a,239-321,
AF388513,3,3a,239-321,
AF388514,3,3a,239-321,
AF388515,3,3a,239-321,
AF388516,3,3a,239-321,
AF388517,1,1b,239-321,
AF388518,1,1b,239-321,
AF388519,1,1b,239-321,
AF388520,1,1b,239-321,
AF388521,1,1b,239-321,
AF388522,1,1b,239-321,
AF388523,1,1b,239-315,
AF483269,1,1b,150-321,Yes
AF486051,,,,
AF486052,,,,
AF486053,,,,
AF486054,,,,
AF486055,,,,
AF486056,,,,
AF486057,,,,
AF486058,,,,
AF486059,,,,
AF486060,,,,
AF486061,,,,
AF486062,,,,
AF486063,,,,
AF486064,,,,
AF486065,,,,
AF486066,,,,
AF486067,,,,
AF486068,,,,
AF486069,,,,
AF486070,,,,
AF486071,,,,
AF506534,2,2c,242-321,
AF506535,1,1b,239-321,
AF506536,1,1b,240-321,
AF506537,1,1b,239-321,
AF506538,3,3a,237-321,
AF506539,1,1b,245-321,
AF506540,3,3a,237-321,
AF506541,1,1b,236-321,
AF506542,3,3a,237-321,
AF506543,3,3a,239-321,
AF506544,3,3a,237-321,
AF506545,1,1b,238-321,
AF506546,3,3a,237-321,
AF506547,1,1b,239-321,
AF506548,1,1b,240-321,
AF506549,1,1b,240-321,
AF506550,1,1b,238-321,
AF506551,1,1b,239-321,
AF506552,2,2a,241-321,
AF506553,1,1b,240-321,
AF506554,3,3a,241-321,
AF506555,1,1b,240-321,
AF506556,1,1b,239-321,
AF506557,1,1b,240-321,
AF506558,3,3a,239-321,
AF506559,1,1b,241-321,
AF506561,3,3a,237-321,
AF506562,2,2a,237-321,
AF506563,1,1b,237-321,
AF506564,1,1b,240-321,
AF506565,3,3a,236-321,
AF506566,3,3a,239-321,
AF506567,1,1b,236-321,
AF506568,1,1b,238-321,
AF506569,1,1b,215-321,
AF506570,1,1b,217-321,
AF506571,1,1b,217-321,
AF506572,1,1b,217-321,
AF506573,3,3a,217-321,
AF506574,3,3a,217-321,
AF506575,3,3a,217-321,
AF506576,1,1b,217-321,
AF506577,3,3a,215-321,
AF506578,3,3a,215-321,
AF506579,3,3a,217-321,
AF506580,3,3a,215-321,
AF506581,3,3a,215-321,
AF506582,3,3a,217-321,
AF506583,3,3a,217-321,
AF506584,1,1b,217-321,
AF506585,1,1b,217-321,
AF506586,3,3a,217-321,
AF506587,3,3a,217-321,
AF506588,1,1b,217-321,
AF506589,3,3a,217-321,
AF506590,3,3a,217-321,
AF506591,3,3a,219-321,
AF506592,3,3a,222-321,
AF506593,3,3a,218-321,
AF506594,1,1b,222-321,
AF506595,1,1b,222-321,
AF506596,1,1b,222-321,
AF506597,1,1b,222-321,
AF506598,1,1b,222-321,
AF506599,3,3a,222-321,
AF506600,3,3a,219-321,
AF506601,3,3a,219-321,
AF506602,1,1b,217-321,
AF506603,1,1b,217-321,
AF506604,3,3a,219-321,
AF506605,3,3a,217-321,
AF506606,3,3a,217-321,
AF506607,1,1b,217-321,
AF506608,3,3a,221-321,
AF506609,3,3a,217-321,
AF506610,3,3a,217-321,
AF506611,3,3a,217-321,
AF510039,,,,
AF511948,1,1a,150-321,Yes
AF511949,1,1a,150-321,Yes
AF511950,1,1a,150-321,Yes
AF515958,1,1a,226-321,
AF515959,1,1a,226-321,
AF515960,1,1a,226-321,
AF515961,1,1a,226-321,
AF515962,1,1b,226-321,
AF515963,1,1b,226-321,
AF515964,1,1b,226-321,
AF515965,1,1b,226-321,
AF515966,1,1b,226-321,
AF515967,1,1b,226-321,
AF515968,2,2i,226-321,
AF515969,2,2i,226-321,
AF515970,2,2i,226-321,
AF515971,2,2i,226-321,
AF515972,3,3a,226-321,
AF515973,3,3a,226-321,
AF515974,4,4d,226-321,
AF515975,4,4d,226-321,
AF515976,5,5a,226-321,
AF515977,5,5a,226-321,
AF515978,2,2t,226-321,
AF515979,2,2t,226-321,
AF515980,2,2c,226-321,
AF515981,2,2c,226-321,
AF515982,1,1b,226-321,
AF515983,1,1b,226-321,
AF515984,1,1a,226-321,
AF515985,1,1a,226-321,
AF515986,1,1b,226-321,
AF515987,1,1b,226-321,
AF515988,1,1b,226-321,
AF515989,1,1b,226-321,
AF515990,1,1b,226-321,
AF515991,1,1b,226-321,
AF515992,1,1b,226-321,
AF515993,1,1b,226-321,
AF515994,1,1b,226-321,
AF515995,2,2c,226-321,
AF515996,2,2c,226-321,
AF515997,1,1b,226-321,
AF515998,1,1b,226-321,
AF515999,1,1b,226-321,
AF516000,1,1b,226-321,
AF516001,1,1b,226-321,
AF516002,1,1b,226-321,
AF516003,1,1b,226-321,
AF516004,1,1b,226-321,
AF516005,1,1b,226-321,
AF516006,1,1b,226-321,
AF516007,1,1a,226-321,
AF516008,1,1b,226-321,
AF516009,1,1a,232-321,
AF516010,1,1b,226-321,
AF516011,1,1b,226-321,
AF516012,1,1b,226-321,
AF516013,1,1b,226-321,
AF516014,1,1a,226-321,
AF516015,1,1b,226-321,
AF516016,1,1a,226-321,
AF516017,1,1a,228-321,
AF516018,1,1a,226-321,
AF516019,1,1a,226-321,
AF516020,1,1b,226-321,
AF516021,1,1b,226-321,
AF516022,2,2c,226-321,
AF516023,2,2c,226-321,
AF516024,2,2c,226-321,
AF516025,2,2c,226-321,
AF516026,2,2i,226-321,
AF516027,2,2i,232-321,
AF516028,2,2a,226-321,
AF516029,2,2t,226-321,
AF516030,2,2a,226-321,
AF516031,2,2a,226-321,
AF516032,2,2i,226-321,
AF516033,2,2b,226-321,
AF516034,2,2b,226-321,
AF516035,1,1b,226-321,
AF516036,1,1a,226-321,
AF516037,1,1b,226-321,
AF516038,1,1b,226-321,
AF516039,1,1b,226-321,
AF516040,1,1b,226-321,
AF516041,1,1b,226-321,
AF516042,1,1a,226-321,
AF516043,1,1a,226-321,
AF516044,3,3a,226-321,
AF516045,3,3a,226-321,
AF516046,5,5a,226-321,
AF516047,3,3a,226-321,
AF516048,3,3a,226-321,
AF516049,3,3a,226-321,
AF516050,3,3a,226-321,
AF516051,5,5a,226-321,
AF516052,1,1b,226-321,
AF516053,4,4d,226-321,
AF516054,4,4d,226-321,
AF516055,4,4d,226-321,
AF516056,4,4d,226-321,
AF516057,4,4d,226-321,
AF516058,1,1a,226-321,
AF516059,1,1b,226-321,
AF516060,1,1b,226-321,
AF516061,1,1b,226-321,
AF516062,1,1b,226-321,
AF516063,1,1a,226-321,
AF516064,1,1b,226-321,
AF516065,1,1b,226-321,
AF516066,1,1b,226-321,
AF516367,3,3a,233-321,
AF516368,3,3a,233-321,
AF516369,3,3a,233-321,
AF516370,3,3a,233-321,
AF516371,3,3a,233-321,
AF516372,3,3a,233-321,
AF516373,3,3a,234-321,
AF516374,3,3a,234-321,
AF516375,3,3a,234-321,
AF516376,3,3a,233-321,
AF516377,3,3a,233-321,
AF516378,3,3a,233-321,
AF516379,3,3a,233-321,
AF516380,3,3a,233-321,
AF516381,3,3a,233-321,
AF516382,1,1a,233-321,
AF516383,1,1a,233-321,
AF516384,1,1a,233-321,
AF516385,1,1a,233-321,
AF516386,1,1a,233-321,
AF516387,1,1a,233-321,
AF516388,1,1a,233-321,
AF516389,1,1a,233-321,
AF516390,1,1a,233-321,
AF516391,1,1a,233-321,
AF516392,1,1a,233-321,
AF516393,1,1a,233-321,
AF516394,1,1a,233-321,
AF516395,1,1a,233-321,
AH002355,1,1a,,
AH014140,1,1a,228-321,
AH014196,1,1b,215-321,
AH014197,1,1b,215-321,
AJ000009,1,1b,150-321,Yes
AJ132996,1,1b,150-321,Yes
AJ132997,1,1b,150-321,Yes
AJ133096,,,,
AJ133097,,,,
AJ133098,,,,
AJ133099,,,,
AJ231454,,,242-308,
AJ231455,,,245-308,
AJ231456,4,4d,239-312,
AJ231457,4,4d,239-312,
AJ231458,4,4d,239-312,
AJ231459,4,4d,239-312,
AJ231460,4,4d,239-312,
AJ231461,4,4d,239-312,
AJ231462,4,4d,239-312,
AJ231463,4,4d,239-312,
AJ231464,4,4d,239-312,
AJ231465,4,4a,239-312,
AJ231466,4,4a,239-312,
AJ231469,1,1b,239-312,
AJ231470,1,1b,239-312,
AJ231471,1,1b,239-312,
AJ231472,1,1b,239-312,
AJ231473,1,1b,239-312,
AJ231474,1,1b,239-312,
AJ231475,1,1b,239-312,
AJ231476,1,1b,239-312,
AJ231477,1,1b,239-312,
AJ231478,1,1b,239-312,
AJ231480,1,1b,239-312,
AJ231483,,,239-302,
AJ231484,,,239-302,
AJ231485,,,239-302,
AJ231486,3,3b,239-302,
AJ231487,3,3b,239-302,
AJ231488,3,3b,239-302,
AJ231489,1,1a,239-312,
AJ231490,1,1a,239-312,
AJ231491,1,1a,239-312,
AJ231493,1,1a,239-312,
AJ231494,1,1a,239-312,
AJ238652,,,,
AJ238799,1,1b,150-321,Yes
AJ238800,1,1b,150-321,Yes
AJ278830,1,1a,150-321,Yes
AJ291245,4,4a,226-321,
AJ291246,3,3a,227-321,
AJ291247,1,1a,226-321,
AJ291248,1,1b,227-321,
AJ291249,4,4k,226-321,
AJ291250,4,4f,226-321,
AJ291251,4,4d,226-321,
AJ291252,4,4a,226-321,
AJ291253,4,4a,226-321,
AJ291254,4,4d,226-321,
AJ291255,4,4a,226-321,
AJ291256,3,3a,227-321,
AJ291257,1,1l,227-321,
AJ291258,4,4d,226-321,
AJ291259,4,4a,226-321,
AJ291260,1,1a,226-321,
AJ291261,4,4a,226-321,
AJ291262,4,4a,226-321,
AJ291263,4,4d,226-321,
AJ291264,4,4k,226-321,
AJ291265,4,4a,226-321,
AJ291266,4,4d,226-321,
AJ291267,4,4a,226-321,
AJ291268,4,4m,226-321,
AJ291269,4,4a,226-321,
AJ291270,4,4a,226-321,
AJ291271,4,4d,226-321,
AJ291272,4,4d,226-321,
AJ291273,1,1b,227-321,
AJ291274,4,4a,226-321,
AJ291275,4,4d,226-321,
AJ291276,3,3a,227-321,
AJ291277,4,4a,226-321,
AJ291278,4,4a,226-321,
AJ291279,1,1h,232-321,
AJ291280,2,2c,227-321,
AJ291281,5,5a,226-321,
AJ291282,4,4r,226-321,
AJ291283,4,4f,226-321,
AJ291284,4,4r,226-321,
AJ291285,4,4p,227-321,
AJ291286,4,4f,226-321,
AJ291287,4,4f,226-321,
AJ291288,4,4r,226-321,
AJ291289,4,4d,226-321,
AJ291290,4,4d,226-321,
AJ291291,4,4d,226-321,
AJ291292,4,4d,226-321,
AJ291293,4,4r,226-321,
AJ291294,4,4k,226-321,
AJ405056,,,,
AJ405057,,,,
AJ405058,,,,
AJ405059,,,,
AJ405060,,,,
AJ405061,,,,
AJ405062,,,,
AJ405063,,,,
AJ405064,,,,
AJ405065,,,,
AJ405066,,,,
AJ405067,,,,
AJ405068,,,,
AJ405069,,,,
AJ405070,,,,
AJ405071,,,,
AJ405072,,,,
AJ405073,,,,
AJ405074,,,,
AJ405075,,,,
AJ405076,,,,
AJ405077,,,,
AJ405078,,,,
AJ405079,,,,
AJ405080,,,,
AJ405081,,,,
AJ405082,,,,
AJ405083,,,,
AJ405084,,,,
AJ405085,,,,
AJ405086,,,,
AJ405087,,,,
AJ405088,,,,
AJ409828,,,,
AJ409829,,,,
AJ409830,,,,
AJ409831,,,,
AJ409832,,,,
AJ409833,,,,
AJ409834,,,,
AJ409835,,,,
AJ409836,,,,
AJ409837,,,,
AJ409838,,,,
AJ409839,,,,
AJ409840,,,,
AJ409841,,,,
AJ409842,,,,
AJ409843,,,,
AJ409844,,,,
AJ409845,,,,
AJ409846,,,,
AJ409847,,,,
AJ409848,,,,
AJ409849,,,,
AJ409850,,,,
AJ409851,,,,
AJ409852,,,,
AJ409853,,,,
AJ409854,,,,
AJ409855,,,,
AJ409856,,,,
AJ409857,,,,
AJ409858,,,,
AJ409859,,,,
AJ409860,,,,
AJ409861,,,,
AJ409862,,,,
AJ409863,,,,
AJ409864,,,,
AJ409865,,,,
AJ409866,,,,
AJ507155,,,,
AJ507156,,,,
AJ507157,,,,
AJ507158,,,,
AJ507159,,,,
AJ507160,,,,
AJ507161,,,,
AJ507162,,,,
AJ507163,,,,
AJ507164,,,,
AJ507165,,,,
AJ507166,,,,
AJ507167,,,,
AJ507168,,,,
AJ507169,,,,
AJ507170,,,,
AJ507171,,,,
AJ507172,,,,
AJ507173,,,,
AJ507174,,,,
AJ507175,,,,
AJ507176,,,,
AJ507177,,,,
AJ507178,,,,
AJ507179,,,,
AJ507180,,,,
AJ507181,,,,
AJ507182,,,,
AJ507183,,,,
AJ507184,,,,
AJ507185,,,,
AJ507186,,,,
AJ507187,,,,
AJ507188,,,,
AJ507189,,,,
AJ507190,,,,
AJ507191,,,,
AJ507192,,,,
AJ507193,,,,
AJ507194,,,,
AJ507195,,,,
AJ507196,,,,
AJ507197,,,,
AJ507198,,,,
AJ507199,,,,
AJ507267,3,3a,236-321,
AJ507268,3,3a,234-321,
AJ507269,1,1b,231-321,
AJ507270,1,1b,233-321,
AJ507271,3,3a,235-321,
AJ507272,3,3a,239-321,
AJ507273,3,3a,236-321,
AJ507274,1,1b,236-321,
AJ507275,3,3a,217-321,
AJ507276,3,3a,218-321,
AJ507277,3,3a,217-321,
AJ507278,3,3a,217-321,
AJ507279,1,1b,217-321,
AJ507280,2,2a,223-321,
AJ507281,1,1b,223-321,
AJ507282,3,3a,223-321,
AJ507283,3,3a,218-321,
AJ507284,3,3a,230-321,
AJ507285,1,1b,236-321,
AJ507286,3,3a,229-321,
AJ507287,3,3a,228-321,
AJ581483,4,4a,239-321,
AJ581484,4,4a,239-321,
AJ581485,4,4a,239-321,
AJ581486,4,4a,239-321,
AJ581487,4,4c,239-321,
AJ581488,4,4a,239-321,
AJ581489,4,4o,239-321,
AJ581490,4,4d,239-321,
AJ581491,4,4d,239-321,
AJ581492,4,4d,239-321,
AJ581493,4,4d,239-321,
AJ581494,4,4o,239-321,
AJ581495,4,4k,239-321,
AJ581496,4,4k,239-321,
AJ581497,4,4k,239-321,
AJ581498,4,4k,239-321,
AJ581499,4,4k,239-321,
AJ581500,4,4k,239-321,
AJ581501,4,4k,239-321,
AJ581502,4,4k,239-321,
AJ581503,4,4k,239-321,
AJ581504,4,4k,239-321,
AJ581505,4,4o,239-321,
AJ581506,4,4k,239-321,
AJ581507,4,4k,239-321,
AJ581508,4,4k,239-321,
AJ581509,4,4k,239-321,
AJ581510,4,4k,239-321,
AJ582132,1,1a,247-321,
AJ582133,1,1a,233-321,
AJ582134,1,1a,221-321,
AJ582135,1,1a,244-321,
AJ608776,5,5a,219-321,
AJ608777,5,5a,219-321,
AJ608778,5,5a,219-321,
AJ608779,5,5a,219-321,
AJ608780,5,5a,219-321,
AJ608781,5,5a,219-321,
AJ608782,5,5a,219-321,
AJ608783,5,5a,219-321,
AJ608784,5,5a,219-321,
AJ608785,5,5a,219-321,
AJ626926,5,5a,221-321,
AJ626990,5,5a,221-321,
AJ626991,5,5a,221-321,
AJ626992,5,5a,221-321,
AJ626993,5,5a,221-321,
AJ626994,5,5a,221-321,
AJ626995,5,5a,221-321,
AJ626996,5,5a,221-321,
AJ626997,5,5a,221-321,
AJ626998,5,5a,221-321,
AJ715723,,,,
AJ715724,,,,
AJ715725,,,,
AJ715726,,,,
AJ715727,,,,
AJ715728,,,,
AJ715729,,,,
AJ715730,,,,
AJ715731,,,,
AJ715732,,,,
AJ715733,,,,
AJ715734,,,,
AJ715735,,,,
AJ715736,,,,
AJ715737,,,,
AJ715738,,,,
AJ715739,,,,
AJ715740,,,,
AJ715741,,,,
AJ715742,,,,
AJ715743,,,,
AJ715744,,,,
AJ715745,,,,
AJ715746,,,,
AJ715747,,,,
AJ715748,,,,
AJ715749,,,,
AJ715750,,,,
AJ715751,,,,
AJ715752,,,,
AJ715753,,,,
AJ715754,,,,
AJ715755,,,,
AJ715756,,,,
AJ715757,,,,
AJ715758,,,,
AJ715759,,,,
AJ715760,,,,
AJ715761,,,,
AJ715762,,,,
AJ715763,,,,
AJ715764,,,,
AJ715765,,,,
AJ715766,,,,
AJ715767,,,,
AJ715768,,,,
AJ715769,,,,
AJ715770,,,,
AJ715771,,,,
AJ715772,,,,
AJ715773,,,,
AJ715774,,,,
AJ715775,,,,
AJ715776,,,,
AJ715777,,,,
AJ715778,,,,
AJ715779,,,,
AJ715780,,,,
AJ715781,,,,
AJ715782,,,,
AJ715783,,,,
AJ715784,,,,
AJ849943,1,1b,228-321,
AJ849944,1,1b,228-321,
AJ849945,1,1b,228-321,
AJ849946,1,1b,228-321,
AJ849947,1,1b,228-321,
AJ849948,1,1b,228-321,
AJ849949,1,1b,228-321,
AJ849950,1,1b,228-321,
AJ849951,1,1b,228-321,
AJ849952,1,1b,228-321,
AJ849953,1,1b,228-321,
AJ849954,1,1b,228-321,
AJ849955,1,1b,228-321,
AJ849956,1,1b,228-321,
AJ849957,1,1b,228-321,
AJ849958,1,1b,228-321,
AJ851228,1,1d,150-321,Yes
AJ867077,3,3a,225-321,
AJ867078,3,3a,225-321,
AJ867079,3,3a,225-321,
AJ867080,3,3a,225-321,
AJ867081,3,3a,225-318,
AJ867082,3,3a,225-321,
AJ867083,3,3a,225-321,
AJ867084,3,3a,225-321,
AJ867085,3,3a,225-321,
AJ867086,3,3a,225-321,
AJ867087,3,3a,225-321,
AJ867088,3,3a,225-321,
AJ867089,3,3a,225-321,
AJ867090,3,3a,225-321,
AJ867091,3,3a,225-320,
AJ867092,3,3a,225-321,
AJ867093,3,3a,225-321,
AJ867094,3,3a,225-321,
AJ867095,3,3a,227-321,
AJ867096,3,3a,225-321,
AJ867097,3,3a,227-321,
AJ867098,3,3a,225-321,
AJ867099,3,3a,225-321,
AJ867100,3,3a,225-321,
AJ867101,3,3a,225-321,
AJ867102,3,3a,225-321,
AJ867103,3,3a,225-321,
AJ867104,3,3a,225-321,
AJ867105,3,3a,225-321,
AJ867106,3,3a,225-321,
AJ867107,3,3a,225-321,
AJ867108,3,3a,225-321,
AJ867109,3,3a,225-321,
AJ867110,3,3a,225-321,
AJ867111,3,3a,225-321,
AJ867112,3,3a,225-321,
AJ867113,3,3a,225-321,
AJ867114,3,3a,225-321,
AJ867115,3,3a,225-321,
AJ867116,3,3a,225-321,
AJ867117,3,3a,225-321,
AJ867118,3,3a,225-321,
AJ867119,3,3a,225-321,
AJ867120,3,3a,225-321,
AJ867121,3,3a,225-321,
AJ867122,3,3a,225-321,
AJ867123,3,3a,225-321,
AJ867124,3,3a,227-321,
AJ867125,3,3a,227-321,
AJ867126,3,3a,225-321,
AJ867127,3,3a,225-321,
AJ867128,3,3a,225-321,
AJ867129,3,3a,225-321,
AJ867130,3,3a,225-321,
AJ867131,3,3a,225-321,
AJ867132,3,3a,225-321,
AJ867133,3,3a,225-321,
AJ867134,3,3a,225-321,
AJ867135,3,3a,225-321,
AJ867136,3,3a,225-321,
AJ867137,3,3a,225-321,
AJ867138,3,3a,225-321,
AJ867139,3,3a,225-321,
AJ867140,3,3a,225-321,
AJ867141,3,3a,225-321,
AJ867142,3,3a,225-321,
AJ867143,3,3a,225-321,
AJ867144,3,3a,225-321,
AJ867145,3,3a,225-321,
AJ867146,3,3a,225-321,
AJ867147,3,3a,225-321,
AJ867148,3,3a,225-321,
AJ867149,3,3a,225-321,
AJ867150,3,3a,225-321,
AJ867151,3,3a,225-321,
AJ867152,3,3a,225-321,
AJ867153,3,3a,225-321,
AJ867154,3,3a,225-319,
AJ867155,3,3a,225-321,
AJ867156,3,3a,225-321,
AJ867157,3,3a,225-321,
AJ867158,3,3a,225-321,
AJ867159,3,3a,225-321,
AJ867160,3,3a,225-321,
AJ867161,3,3a,225-321,
AJ867162,3,3a,225-321,
AJ867163,3,3a,225-321,
AJ867164,3,3a,225-321,
AJ867165,3,3a,225-321,
AJ867166,3,3a,225-321,
AJ867167,3,3a,225-321,
AJ867168,3,3a,225-321,
AJ867169,3,3a,225-321,
AJ880694,5,5a,228-321,
AJ880695,1,1b,227-321,
AJ880696,1,1b,227-321,
AJ880697,1,1a,226-321,
AJ880698,1,1b,227-321,
AJ880699,1,1b,227-321,
AJ880700,1,1b,227-321,
AJ880701,1,1a,226-321,
AJ880702,1,1b,227-321,
AJ880703,1,1b,227-321,
AJ880704,1,1a,226-321,
AJ880705,1,1b,227-321,
AJ880706,1,1a,226-321,
AJ880707,1,1b,227-321,
AJ880708,1,1b,227-321,
AJ880709,1,1b,227-321,
AJ880710,1,1b,227-321,
AJ880711,1,1b,227-321,
AJ880712,1,1b,227-321,
AJ880713,1,1b,227-321,
AJ880714,1,1a,226-321,
AJ880715,1,1b,227-321,
AJ880716,1,1b,227-321,
AJ880717,1,1b,227-321,
AJ880718,1,1b,227-321,
AJ880719,1,1a,226-321,
AJ880720,1,1a,226-321,
AJ880721,1,1b,227-321,
AJ880722,1,1a,226-321,
AJ880723,1,1b,227-321,
AJ880724,1,1a,226-321,
AJ880725,1,1b,227-321,
AJ880726,1,1b,227-321,
AJ880727,1,1b,227-321,
AJ880728,1,1b,227-321,
AJ880729,1,1b,227-321,
AJ880730,1,1b,227-321,
AJ880731,1,1b,227-321,
AJ880732,1,1b,227-321,
AJ880733,1,1b,227-321,
AJ880734,1,1b,227-321,
AJ880735,1,1b,227-321,
AJ880736,1,1b,227-321,
AJ880737,1,1a,226-321,
AJ880738,1,1b,227-321,
AJ880739,1,1b,227-321,
AJ880740,1,1b,227-321,
AJ880741,1,1b,227-321,
AJ880742,1,1b,227-321,
AJ880743,3,3a,226-321,
AJ880744,3,3a,226-321,
AJ880745,3,3a,226-321,
AJ880746,1,1b,227-321,
AJ880747,5,5a,226-321,
AJ880748,1,1b,227-321,
AJ880749,1,1b,227-321,
AJ880750,1,1b,227-321,
AJ880751,1,1b,227-321,
AJ880752,1,1b,227-321,
AJ880753,1,1b,227-321,
AJ880754,1,1b,227-321,
AJ880755,1,1b,227-321,
AJ880756,1,1b,227-321,
AJ880757,3,3a,226-321,
AM055836,,,,
AM055837,,,,
AM055838,,,,
AM055839,,,,
AM055840,,,,
AM055841,,,,
AM055842,,,,
AM055843,,,,
AM055844,,,,
AM055845,,,,
AM055846,,,,
AM055847,,,,
AM055848,,,,
AM055849,,,,
AM055850,,,,
AM055851,,,,
AM055852,,,,
AM055853,,,,
AM055854,,,,
AM055855,,,,
AM055856,,,,
AM055857,,,,
AM055858,,,,
AM055859,,,,
AM055860,,,,
AM055861,,,,
AM055888,,,,
AM055889,,,,
AM055890,,,,
AM055891,,,,
AM055892,,,,
AM055893,,,,
AM055894,,,,
AM055895,,,,
AM055896,,,,
AM055897,,,,
AM055898,,,,
AM055899,,,,
AM055900,,,,
AM055901,,,,
AM055902,,,,
AM055903,,,,
AM055904,,,,
AM055905,,,,
AM055906,,,,
AM055907,,,,
AM055908,,,,
AM055909,,,,
AM055910,,,,
AM055911,,,,
AM055912,,,,
AM055913,,,,
AM177500,4,4m,219-321,
AM177501,4,4c,219-321,
AM177502,4,4m,219-321,
AM177503,4,4m,219-321,
AM177504,4,4a,219-321,
AM177505,4,4m,219-321,
AM177506,4,4a,228-321,
AM177507,4,4a,233-321,
AM177508,4,4m,219-321,
AM279768,,,,
AM279769,,,,
AM279770,,,,
AM279771,,,,
AM279772,,,,
AM279773,,,,
AM279774,,,,
AM279775,,,,
AM279776,,,,
AM279777,,,,
AM279778,,,,
AM279779,,,,
AM279780,,,,
AM279781,,,,
AM279782,,,,
AM279783,,,,
AM279784,,,,
AM279785,,,,
AM279786,,,,
AM279787,,,,
AM279788,,,,
AM279789,,,,
AM279790,,,,
AM279791,,,,
AM279792,,,,
AM279793,,,,
AM279794,,,,
AM279795,,,,
AM279796,,,,
AM279797,,,,
AM279798,,,,
AM279799,,,,
AM279800,,,,
AM279801,,,,
AM279802,,,,
AM279803,,,,
AM279804,,,,
AM279805,,,,
AM279806,,,,
AM279807,,,,
AM279808,,,,
AM279809,,,,
AM279810,,,,
AM279811,,,,
AM279812,,,,
AM279813,,,,
AM279814,,,,
AM279815,,,,
AM279816,,,,
AM279817,,,,
AM279818,,,,
AM279819,,,,
AM279820,,,,
AM279821,,,,
AM279822,,,,
AM279823,,,,
AM279824,,,,
AM279825,,,,
AM279826,,,,
AM279827,,,,
AM279828,,,,
AM279829,,,,
AM279830,,,,
AM279831,,,,
AM279832,,,,
AM279833,,,,
AM279834,,,,
AM279835,,,,
AM279836,,,,
AM279837,,,,
AM279838,,,,
AM279839,,,,
AM279840,,,,
AM279841,,,,
AM279842,,,,
AM279843,,,,
AM279844,,,,
AM279845,,,,
AM279846,,,,
AM279847,,,,
AM279848,,,,
AM279849,,,,
AM279850,,,,
AM279851,,,,
AM279852,,,,
AM279853,,,,
AM279854,,,,
AM279855,,,,
AM279856,,,,
AM279857,,,,
AM279858,,,,
AM279859,,,,
AM279860,,,,
AM279861,,,,
AM279862,,,,
AM279863,,,,
AM279864,,,,
AM279865,,,,
AM279866,,,,
AM279867,,,,
AM279868,,,,
AM279869,,,,
AM279870,,,,
AM279871,,,,
AM279872,,,,
AM279873,,,,
AM279874,,,,
AM279875,,,,
AM279876,,,,
AM279877,,,,
AM279878,,,,
AM279879,,,,
AM279880,,,,
AM279881,,,,
AM279882,,,,
AM279883,,,,
AM279884,,,,
AM279885,,,,
AM279886,,,,
AM279887,,,,
AM279888,,,,
AM279889,,,,
AM279890,,,,
AM279891,,,,
AM279892,,,,
AM279893,,,,
AM279894,,,,
AM279895,,,,
AM279896,,,,
AM279897,,,,
AM279898,,,,
AM279899,,,,
AM279900,,,,
AM279901,,,,
AM279902,,,,
