Accession,ClosestGenotype,ClosestGenotypePident,ClosestSubtype,ClosestSubtypePident,ReferenceOverlapAA,FullyCover,CoveredNS3RASPositions
KM587616,2,90.914,2a,90.174,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KM587617,2,78.436,2b,90.808,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KM587618,2,78.647,2b,90.234,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KM587619,2,79.281,2c,88.641,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KM587620,2,78.753,2c,88.323,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KM587621,2,80.708,2j,89.130,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KM587622,3,92.921,3a,92.823,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KM587623,3,77.366,3i,93.069,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KM587624,4,89.488,4a,89.488,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KM587625,4,81.045,4d,93.076,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KM587626,5,90.122,5a,91.601,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KM587627,6,80.127,6a,91.812,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KM587628,6,80.074,6a,93.027,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KM587629,6,74.393,6e,89.482,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KM587630,6,73.931,6j,85.412,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KM588706,3,92.710,3a,92.450,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KM588707,3,92.921,3a,92.608,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KM588708,3,92.657,3a,92.929,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KM588709,3,95.985,3a,93.984,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KM588710,3,93.450,3a,93.189,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KM588711,3,93.502,3a,93.242,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KM588712,3,93.502,3a,93.242,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KM588713,3,93.344,3a,93.083,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KM588714,3,93.450,3a,93.189,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KM588715,3,95.404,3a,93.611,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KM588716,3,95.510,3a,93.823,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KM588717,3,93.819,3a,93.347,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KM588718,3,94.083,3a,93.770,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KM588719,3,95.087,3a,93.773,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KM588720,3,95.404,3a,94.195,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KM588721,3,95.298,3a,93.984,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KM588722,3,95.193,3a,93.984,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KM588723,3,92.604,3a,90.971,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KM588724,3,92.552,3a,90.919,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KM588725,3,95.140,3a,93.773,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KM588726,3,95.246,3a,93.773,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KM588727,3,95.298,3a,93.826,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KM588728,3,94.400,3a,93.189,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KM588729,3,94.876,3a,93.245,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KM588730,3,94.770,3a,93.140,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KM588731,3,93.661,3a,93.981,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KM588732,3,100.000,3a,93.984,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KM588733,3,94.034,3a,99.842,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KM588734,3,94.823,3a,93.298,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KM588735,3,94.136,3a,93.450,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KM588736,3,92.657,3a,92.239,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KM588737,3,93.925,3a,94.565,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KM588738,3,94.717,3a,93.298,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KM588739,3,94.083,3a,94.248,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KM588740,3,93.608,3a,93.404,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KM588741,3,94.400,3a,94.459,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KM588742,3,94.348,3a,94.034,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KM588743,3,93.819,3a,93.344,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KM588744,3,95.404,3a,94.090,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KM588745,3,95.087,3a,93.087,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KM588746,3,95.246,3a,92.982,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KM588747,3,95.193,3a,93.298,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KM588748,3,94.717,3a,92.982,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KM588749,3,92.340,3a,91.763,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KM588750,3,93.925,3a,93.347,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KM588751,3,93.872,3a,93.347,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KM588752,3,95.827,3a,94.034,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KM588753,3,95.140,3a,93.245,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KM588754,3,91.231,3a,91.135,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KM588755,3,93.661,3a,92.876,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KM588756,3,93.133,3a,92.243,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KM588757,3,90.914,3a,90.597,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KM588758,3,90.333,3a,90.391,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KM588759,3,95.404,3a,93.351,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KM588760,3,93.872,3a,92.133,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KM589422,3,78.689,3b,89.524,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KM589423,3,79.112,3b,99.735,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KM589424,3,78.689,3b,89.677,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KM589425,3,79.640,3b,89.418,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KM589426,3,78.371,3b,89.101,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KM589427,3,78.900,3b,99.153,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KM589428,3,78.847,3b,89.624,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KM589429,3,79.746,3b,89.365,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KM589430,3,78.689,3b,89.365,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KM589431,3,78.741,3b,99.365,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KM589432,3,78.794,3b,89.307,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KM589433,3,79.535,3b,89.312,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KM589434,3,78.530,3b,89.312,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KM589435,6,75.541,6f,100.000,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KM589436,6,75.277,6f,98.045,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KM589437,6,76.334,6f,95.193,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KM589438,6,75.436,6f,99.894,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KM589439,6,75.225,6f,98.045,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KM589440,6,75.753,6f,95.932,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KM589441,6,75.383,6f,99.842,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KM589442,6,75.317,6f,99.683,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KM589443,6,74.894,6f,98.151,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KM589444,6,76.175,6f,95.985,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KM589445,6,75.225,6f,98.098,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KM589446,6,75.489,6f,95.880,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KM589447,6,75.383,6f,99.789,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KM589448,6,75.066,6f,97.834,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KM589449,6,75.753,6f,95.404,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KM589450,6,75.436,6f,99.842,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KM589451,6,75.330,6f,98.045,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KM589452,6,75.806,6f,95.510,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KM591970,1,94.862,1a,95.229,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KM591971,1,94.679,1a,95.046,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KM591972,1,95.413,1a,95.046,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KM591973,1,95.413,1a,95.046,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KM591974,1,90.476,1a,90.667,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KM591975,1,94.679,1a,94.679,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KM591976,1,93.578,1a,94.495,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KM591977,1,94.128,1a,94.862,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KM591978,1,93.028,1a,93.945,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KM591979,1,95.780,1a,95.413,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KM591980,1,92.661,1a,93.578,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KM591981,1,91.193,1a,93.028,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KM591982,1,93.211,1a,94.312,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KM591983,1,93.421,1a,94.361,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KM591984,1,94.128,1a,95.046,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KM591985,1,93.028,1a,93.028,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KM591986,1,93.578,1a,93.945,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KM591987,1,89.908,1a,91.193,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KM591988,1,89.725,1a,91.009,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KM591989,1,88.624,1a,89.725,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KM591990,1,90.459,1a,91.743,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KM591991,1,89.174,1a,90.459,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KM591992,1,89.725,1a,91.009,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KM591993,1,89.174,1a,90.642,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KM591994,1,90.459,1a,92.110,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KM591995,1,88.807,1a,89.908,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KM591996,1,90.459,1a,92.110,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KM591997,1,86.996,1a,88.278,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KM591998,1,85.872,1a,87.156,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KM591999,1,86.606,1a,87.523,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KM592000,1,87.156,1a,88.073,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KM592001,1,89.541,1a,90.826,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KM592002,1,90.826,1a,91.193,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KM592003,1,92.661,1a,93.028,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KM592004,1,93.578,1a,93.945,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KM592005,1,93.028,1a,93.394,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KM592006,1,92.844,1a,92.844,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KM592007,1,93.761,1a,93.761,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KM592008,1,92.208,1a,92.208,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KM592009,1,85.158,1a,85.900,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KM592010,1,77.798,1b,91.193,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KM592011,1,77.798,1b,91.376,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KM592012,1,77.431,1b,90.275,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KM592013,1,78.227,1b,89.890,36-173,,36;41;43;54;55;56;80;122;155;156;158;166;168;170
KM592014,1,77.798,1b,91.560,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KM592015,1,76.330,1b,90.092,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KM592016,1,78.062,1b,91.560,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KM592017,1,79.191,1b,91.009,36-173,,36;41;43;54;55;56;80;122;155;156;158;166;168;170
KM592018,1,78.420,1b,92.477,36-173,,36;41;43;54;55;56;80;122;155;156;158;166;168;170
KM592019,1,78.227,1b,91.376,36-173,,36;41;43;54;55;56;80;122;155;156;158;166;168;170
KM592020,1,78.035,1b,91.667,36-173,,36;41;43;54;55;56;80;122;155;156;158;166;168;170
KM592021,1,78.349,1b,90.092,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KM592022,1,77.248,1b,90.275,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KM592023,1,77.982,1b,90.826,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KM592024,1,78.716,1b,89.725,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KM592025,1,78.716,1b,89.725,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KM592026,1,78.532,1b,88.624,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KM592027,1,76.330,1b,90.275,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KM592028,1,82.659,1b,91.481,36-173,,36;41;43;54;55;56;80;122;155;156;158;166;168;170
KM874787,1,92.882,1a,92.765,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KM874788,3,92.040,3a,92.662,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KM874789,1,93.116,1a,92.999,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KP057778,3,92.780,3a,91.697,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KP057779,3,92.793,3a,91.892,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KP057780,3,92.973,3a,91.712,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KP057781,3,92.613,3a,91.351,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KP057782,3,92.780,3a,92.780,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KP057783,3,92.252,3a,92.072,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KP057784,3,92.613,3a,92.072,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KP057785,3,93.333,3a,92.072,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KP057786,3,92.793,3a,92.613,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KP057787,3,93.694,3a,93.333,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KP057788,1,91.532,1a,92.252,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KP057789,1,91.171,1a,91.171,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KP057790,1,92.432,1a,92.793,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KP057791,1,92.252,1a,92.613,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KP057792,1,77.917,1b,91.877,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KP057793,1,77.917,1b,89.711,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KP057794,1,78.636,1b,90.270,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KP057795,1,77.838,1b,88.087,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KP162344,1,90.104,1a,90.278,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KP162345,1,86.413,1a,87.681,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KP162346,1,93.728,1a,93.716,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KP162347,1,92.361,1a,92.832,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KP162348,1,89.410,1a,90.070,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KP162349,3,93.146,3a,92.267,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KP162350,3,93.217,3a,91.478,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KP162351,1,77.220,1b,89.057,36-173,,36;41;43;54;55;56;80;122;155;156;158;166;168;170
KP162352,1,78.230,1b,89.217,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KP162353,1,89.062,1a,89.721,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KP162354,1,94.271,1a,93.924,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KP162355,3,90.783,3a,90.957,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KP162356,1,88.889,1a,89.895,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KP162357,1,77.043,1b,89.739,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KP162358,1,77.123,1b,89.565,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KP162359,3,95.611,3a,94.084,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KP162360,1,77.296,1b,90.435,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KP162361,1,92.188,1a,92.509,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KP162362,1,92.535,1a,93.007,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KP162363,1,91.493,1a,91.638,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KP162364,2,75.174,2t,81.565,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KP162365,1,88.715,1a,89.062,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KP162366,1,93.403,1a,93.403,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KP162367,1,89.757,1a,90.244,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KP162368,1,89.583,1a,90.244,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KP162369,1,77.123,1b,89.391,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KP162370,6,73.657,6e,89.565,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KP162371,1,76.696,1b,90.435,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KP162372,1,89.236,1a,90.070,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KP162373,1,94.271,1a,93.902,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KP162374,1,78.420,1b,87.861,36-173,,36;41;43;54;55;56;80;122;155;156;158;166;168;170
KP162375,1,91.146,1a,91.493,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KP162376,1,89.757,1a,90.418,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KP162377,1,88.542,1a,89.547,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KP162378,3,93.217,3a,91.478,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KP162379,1,77.470,1b,89.565,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KP162380,1,89.410,1a,90.070,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KP162381,1,91.538,1a,91.538,36-174,,36;41;43;54;55;56;80;122;155;156;158;166;168;170
KP162382,3,91.825,3a,91.525,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KP162383,1,93.576,1a,93.229,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KP162384,6,77.248,6a,92.844,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KP162385,1,93.053,1a,92.870,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KP162386,1,88.715,1a,88.715,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KP162387,1,88.368,1a,89.895,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KP162388,1,90.278,1a,90.625,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KP162389,1,88.715,1a,89.373,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KP162390,1,78.761,1b,89.381,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KP162391,3,92.522,3a,92.000,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KP162392,1,93.524,1a,93.143,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KP162393,1,93.933,1a,93.738,36-171,,36;41;43;54;55;56;80;122;155;156;158;166;168;170
KP162394,1,87.897,1a,89.286,36-168,,36;41;43;54;55;56;80;122;155;156;158;166;168
KP162395,1,92.535,1a,92.882,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KP162396,1,91.791,1a,91.791,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KP162397,1,86.458,1a,87.805,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KP162398,1,91.071,1a,91.270,36-168,,36;41;43;54;55;56;80;122;155;156;158;166;168
KP162399,1,88.368,1a,89.895,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KP162400,1,93.394,1a,93.761,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KP162401,1,77.289,1b,91.769,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KP162402,1,93.576,1a,93.229,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KP162403,3,93.043,3a,92.870,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KP162404,1,92.014,1a,92.160,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KP162405,1,90.625,1a,91.463,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KP162406,1,89.757,1a,90.941,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KP162407,4,76.696,4r,92.174,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
