Accession,PerGeneGenotype,PerGeneSubtype,FullGenomeGenotype,FullGenomeSubtype,CometPerGeneGenotype,CometPerGeneSubtype,CometFullGenomeGenotype,CometFullGenomeSubtype,GenBankGenotype,GenBankSubtype
EU155285,1,1a,1,1a,1,1a,1,1a,1,1a
EU155286,1,1a,1,1a,1,1a,1,1a,1,1a
EU155287,1,1a,1,1a,1,1a,1,1a,1,1a
EU155288,1,1a,1,1a,1,1a,1,1a,1,1a
EU155289,1,1a,1,1a,1,1a,1,1a,1,1a
EU155290,1,1a,1,1a,1,1a,1,1a,1,1a
EU155291,1,1a,1,1a,1,1a,1,1a,1,1a
EU155292,1,1a,1,1a,1,1a,1,1a,1,1a
EU155293,1,1a,1,1a,1,1a,1,1a,1,1a
EU155294,1,1a,1,1a,1,1a,1,1a,1,1a
EU155295,1,1a,1,1a,1,1a,1,1a,1,1a
EU155296,1,1a,1,1a,1,1a,1,1a,1,1a
EU155297,1,1a,1,1a,1,1a,1,1a,1,1a
EU155298,1,1a,1,1a,1,1a,1,1a,1,1a
EU155299,1,1a,1,1a,1,1a,1,1a,1,1a
EU155300,1,1b,1,1b,1,1b,1,1b,1,1b
EU155301,1,1b,1,1b,1,1b,1,1b,1,1b
EU155302,1,1b,1,1b,1,1b,1,1b,1,1b
EU155303,1,1b,1,1b,1,1b,1,1b,1,1b
EU155304,1,1b,1,1b,1,1b,1,1b,1,1b
EU155305,1,1b,1,1b,1,1b,1,1b,1,1b
EU155306,1,1b,1,1b,1,1b,1,1b,1,1b
EU155307,1,1b,1,1b,1,1b,1,1b,1,1b
EU155308,1,1b,1,1b,1,1b,1,1b,1,1b
EU155309,1,1a,1,1a,1,1a,1,1a,1,1a
EU155310,1,1a,1,1a,1,1a,1,1a,1,1a
EU155311,1,1a,1,1a,1,1a,1,1a,1,1a
EU155313,1,1a,1,1a,1,1a,1,1a,1,1a
EU155314,1,1a,1,1a,1,1a,1,1a,1,1a
EU155315,1,1b,1,1b,1,1b,1,1b,1,1b
EU155316,1,1b,1,1b,1,1b,1,1b,1,1b
EU155317,1,1b,1,1b,1,1b,1,1b,1,1b
EU155318,1,1b,1,1b,1,1b,1,1b,1,1b
EU155319,1,1a,1,1a,1,1a,1,1a,1,1a
EU155320,1,1a,1,1a,1,1a,1,1a,1,1a
EU155321,1,1a,1,1a,1,1a,1,1a,1,1a
EU155322,1,1a,1,1a,1,1a,1,1a,1,1a
EU155323,1,1a,1,1a,1,1a,1,1a,1,1a
EU155324,1,1b,1,1b,1,1b,1,1b,1,1b
EU155325,1,1b,1,1b,1,1b,1,1b,1,1b
EU155326,1,1b,1,1b,1,1b,1,1b,1,1b
EU155327,1,1b,1,1b,1,1b,1,1b,1,1b
EU155328,1,1b,1,1b,1,1b,1,1b,1,1b
EU155329,1,1b,1,1b,1,1b,1,1b,1,1b
EU155330,1,1b,1,1b,1,1b,1,1b,1,1b
EU155331,1,1b,1,1b,1,1b,1,1b,1,1b
EU155332,1,1b,1,1b,1,1b,1,1b,1,1b
EU155333,1,1b,1,1b,1,1b,1,1b,1,1b
EU155334,1,1b,1,1b,1,1b,1,1b,1,1b
EU155335,1,1b,1,1b,1,1b,1,1b,1,1b
EU155336,1,1b,1,1b,1,1b,1,1b,1,1b
EU155337,1,1b,1,1b,1,1b,1,1b,1,1b
EU155338,1,1a,1,1a,1,1a,1,1a,1,1a
EU155339,1,1a,1,1a,1,1a,1,1a,1,1a
EU155340,1,1a,1,1a,1,1a,1,1a,1,1a
EU155341,1,1a,1,1a,1,1a,1,1a,1,1a
EU155342,1,1a,1,1a,1,1a,1,1a,1,1a
EU155343,1,1a,1,1a,1,1a,1,1a,1,1a
EU155344,1,1a,1,1a,1,1a,1,1a,1,1a
EU155345,1,1a,1,1a,1,1a,1,1a,1,1a
EU155346,1,1a,1,1a,1,1a,1,1a,1,1a
EU155347,1,1a,1,1a,1,1a,1,1a,1,1a
EU155348,1,1a,1,1a,1,1a,1,1a,1,1a
EU155349,1,1a,1,1a,1,1a,1,1a,1,1a
EU155351,1,1a,1,1a,1,1a,1,1a,1,1a
EU155352,1,1a,1,1a,1,1a,1,1a,1,1a
EU155353,1,1a,1,1a,1,1a,1,1a,1,1a
EU155354,1,1a,1,1a,1,1a,1,1a,1,1a
EU155355,1,1a,1,1a,1,1a,1,1a,1,1a
EU155356,1,1b,1,1b,1,1b,1,1b,1,1b
EU155357,1,1b,1,1b,1,1b,1,1b,1,1b
EU155358,1,1b,1,1b,1,1b,1,1b,1,1b
EU155359,1,1b,1,1b,1,1b,1,1b,1,1b
EU155360,1,1b,1,1b,1,1b,1,1b,1,1b
EU155361,1,1b,1,1b,1,1b,1,1b,1,1b
EU155362,1,1b,1,1b,1,1b,1,1b,1,1b
EU155363,1,1b,1,1b,1,1b,1,1b,1,1b
EU155364,1,1b,1,1b,1,1b,1,1b,1,1b
EU155365,1,1b,1,1b,1,1b,1,1b,1,1b
EU155366,1,1b,1,1b,1,1b,1,1b,1,1b
EU155367,1,1b,1,1b,1,1b,1,1b,1,1b
EU155368,1,1b,1,1b,1,1b,1,1b,1,1b
EU155369,1,1b,1,1b,1,1b,1,1b,1,1b
EU155370,1,1b,1,1b,1,1b,1,1b,1,1b
EU155371,1,1b,1,1b,1,1b,1,1b,1,1b
EU155372,1,1b,1,1b,1,1b,1,1b,1,1b
EU155373,1,1b,1,1b,1,1b,1,1b,1,1b
EU155374,1,1b,1,1b,1,1b,1,1b,1,1b
EU155375,1,1b,1,1b,1,1b,1,1b,1,1b
EU155376,1,1b,1,1b,1,1b,1,1b,1,1b
EU155377,1,1b,1,1b,1,1b,1,1b,1,1b
EU155378,1,1a,1,1a,1,1a,1,1a,1,1a
EU155380,1,1a,1,1a,1,1a,1,1a,1,1a
EU155381,1,1b,1,1b,1,1b,1,1b,1,1b
EU155382,1,1b,1,1b,1,1b,1,1b,1,1b
EU158186,6,6v,6,6v,6,6v,6,6v,6,6v
EU234061,1,1b,1,1b,1,1b,1,1b,1,1b
EU234062,1,1b,1,1b,1,1b,1,1b,1,1b
EU234063,1,1a,1,1a,1,1a,1,1a,1,1a
EU234064,1,1a,1,1a,1,1a,1,1a,1,1a
EU234065,1,1a,1,1a,1,1a,1,1a,1,1a
EU239713,1,1a,1,1a,1,1a,1,1a,1,1a
EU239714,1,1b,1,1b,1,1b,1,1b,1,1b
EU239715,1,1a,1,1a,1,1a,1,1a,1,1a
EU239716,1,1a,1,1a,1,1a,1,1a,1,1a
EU246930,6,6a,6,6a,6,6a,6,6a,6,6a
EU246931,6,6e,6,6e,6,6e,6,6e,6,6e
EU246932,6,6e,6,6e,6,6e,6,6e,6,6e
EU246933,6,6l,6,6l,6,6l,6,6l,6,6l
EU246934,6,6o,6,6o,6,6o,6,6o,6,6o
EU246935,6,6i,6,6i,6,6i,6,6i,6,6i
EU246936,6,6f,6,6f,6,6f,6,6f,6,6f
EU246938,6,6n,6,6n,6,6n,6,6n,6,6n
EU246939,6,6t,6,6t,6,6t,6,6t,6,
EU250017,1,1a,1,1a,1,1a,1,1a,1,1a
EU255927,1,1a,1,1a,1,1a,1,1a,1,1a
EU255928,1,1a,1,1a,1,1a,1,1a,1,1a
EU255929,1,1a,1,1a,1,1a,1,1a,1,1a
EU255930,1,1a,1,1a,1,1a,1,1a,1,1a
EU255931,1,1a,1,1a,1,1a,1,1a,1,1a
EU255932,1,1a,1,1a,1,1a,1,1a,1,1a
EU255933,1,1a,1,1a,1,1a,1,1a,1,1a
EU255934,1,1a,1,1a,1,1a,1,1a,1,1a
EU255935,1,1a,1,1a,1,1a,1,1a,1,1a
EU255936,1,1a,1,1a,1,1a,1,1a,1,1a
EU255937,1,1a,1,1a,1,1a,1,1a,1,1a
EU255938,1,1a,1,1a,1,1a,1,1a,1,1a
EU255939,1,1a,1,1a,1,1a,1,1a,1,1a
EU255940,1,1a,1,1a,1,1a,1,1a,1,1a
EU255941,1,1a,1,1a,1,1a,1,1a,1,1a
EU255942,1,1a,1,1a,1,1a,1,1a,1,1a
EU255943,1,1a,1,1a,1,1a,1,1a,1,1a
EU255944,1,1a,1,1a,1,1a,1,1a,1,1a
EU255945,1,1a,1,1a,1,1a,1,1a,1,1a
EU255946,1,1a,1,1a,1,1a,1,1a,1,1a
EU255947,1,1a,1,1a,1,1a,1,1a,1,1a
EU255948,1,1a,1,1a,1,1a,1,1a,1,1a
EU255949,1,1a,1,1a,1,1a,1,1a,1,1a
EU255950,1,1a,1,1a,1,1a,1,1a,1,1a
EU255951,1,1a,1,1a,1,1a,1,1a,1,1a
EU255952,1,1a,1,1a,1,1a,1,1a,1,1a
EU255953,1,1a,1,1a,1,1a,1,1a,1,1a
EU255954,1,1a,1,1a,1,1a,1,1a,1,1a
EU255955,1,1a,1,1a,1,1a,1,1a,1,1a
EU255956,1,1a,1,1a,1,1a,1,1a,1,1a
EU255957,1,1a,1,1a,1,1a,1,1a,1,1a
EU255958,1,1a,1,1a,1,1a,1,1a,1,1a
EU255960,1,1b,1,1b,1,1b,1,1b,1,1b
EU255962,1,1b,1,1b,1,1b,1,1b,1,1b
EU255963,1,1a,1,1a,1,1a,1,1a,1,1a
EU255964,1,1a,1,1a,1,1a,1,1a,1,1a
EU255965,1,1a,1,1a,1,1a,1,1a,1,1a
EU255966,1,1a,1,1a,1,1a,1,1a,1,1a
EU255968,1,1a,1,1a,1,1a,1,1a,1,1a
EU255969,1,1a,1,1a,1,1a,1,1a,1,1a
EU255970,1,1a,1,1a,1,1a,1,1a,1,1a
EU255971,1,1a,1,1a,1,1a,1,1a,1,1a
EU255973,1,1a,1,1a,1,1a,1,1a,1,1a
EU255974,1,1a,1,1a,1,1a,1,1a,1,1a
EU255975,1,1a,1,1a,1,1a,1,1a,1,1a
EU255976,1,1a,1,1a,1,1a,1,1a,1,1a
EU255977,1,1a,1,1a,1,1a,1,1a,1,1a
EU255978,1,1a,1,1a,1,1a,1,1a,1,1a
EU255979,1,1a,1,1a,1,1a,1,1a,1,1a
EU255980,1,1a,1,1a,1,1a,1,1a,1,1a
EU255981,1,1a,1,1a,1,1a,1,1a,1,1a
EU255982,1,1a,1,1a,1,1a,1,1a,1,1a
EU255983,1,1a,1,1a,1,1a,1,1a,1,1a
EU255984,1,1a,1,1a,1,1a,1,1a,1,1a
EU255985,1,1a,1,1a,1,1a,1,1a,1,1a
EU255986,1,1a,1,1a,1,1a,1,1a,1,1a
EU255987,1,1a,1,1a,1,1a,1,1a,1,1a
EU255988,1,1a,1,1a,1,1a,1,1a,1,1a
EU255989,1,1a,1,1a,1,1a,1,1a,1,1a
EU255990,1,1a,1,1a,1,1a,1,1a,1,1a
EU255991,1,1a,1,1a,1,1a,1,1a,1,1a
EU255992,1,1a,1,1a,1,1a,1,1a,1,1a
EU255993,1,1a,1,1a,1,1a,1,1a,1,1a
EU255994,1,1a,1,1a,1,1a,1,1a,1,1a
EU255995,1,1a,1,1a,1,1a,1,1a,1,1a
EU255996,1,1a,1,1a,1,1a,1,1a,1,1a
EU255997,1,1a,1,1a,1,1a,1,1a,1,1a
EU255998,1,1a,1,1a,1,1a,1,1a,1,1a
EU255999,1,1a,1,1a,1,1a,1,1a,1,1a
EU256000,1,1b,1,1b,1,1b,1,1b,1,1b
EU256001,1,1b,1,1b,1,1b,1,1b,1,1b
EU256002,1,1a,1,1a,1,1a,1,1a,1,1a
EU256003,1,1a,1,1a,1,1a,1,1a,1,1a
EU256004,1,1a,1,1a,1,1a,1,1a,1,1a
EU256005,1,1a,1,1a,1,1a,1,1a,1,1a
EU256006,1,1a,1,1a,1,1a,1,1a,1,1a
EU256007,1,1a,1,1a,1,1a,1,1a,1,1a
EU256008,1,1a,1,1a,1,1a,1,1a,1,1a
EU256009,1,1a,1,1a,1,1a,1,1a,1,1a
EU256010,1,1a,1,1a,1,1a,1,1a,1,1a
EU256011,1,1a,1,1a,1,1a,1,1a,1,1a
EU256012,1,1a,1,1a,1,1a,1,1a,1,1a
EU256013,1,1a,1,1a,1,1a,1,1a,1,1a
EU256014,1,1a,1,1a,1,1a,1,1a,1,1a
EU256015,1,1a,1,1a,1,1a,1,1a,1,1a
EU256016,1,1a,1,1a,1,1a,1,1a,1,1a
EU256017,1,1a,1,1a,1,1a,1,1a,1,1a
EU256018,1,1a,1,1a,1,1a,1,1a,1,1a
EU256019,1,1a,1,1a,1,1a,1,1a,1,1a
EU256020,1,1a,1,1a,1,1a,1,1a,1,1a
EU256021,1,1a,1,1a,1,1a,1,1a,1,1a
EU256022,1,1a,1,1a,1,1a,1,1a,1,1a
EU256023,1,1a,1,1a,1,1a,1,1a,1,1a
EU256024,1,1a,1,1a,1,1a,1,1a,1,1a
EU256025,1,1a,1,1a,1,1a,1,1a,1,1a
EU256026,1,1a,1,1a,1,1a,1,1a,1,1a
EU256027,1,1a,1,1a,1,1a,1,1a,1,1a
EU256028,1,1a,1,1a,1,1a,1,1a,1,1a
EU256029,1,1a,1,1a,1,1a,1,1a,1,1a
EU256030,1,1a,1,1a,1,1a,1,1a,1,1a
EU256031,1,1a,1,1a,1,1a,1,1a,1,1a
EU256032,1,1a,1,1a,1,1a,1,1a,1,1a
EU256033,1,1a,1,1a,1,1a,1,1a,1,1a
EU256034,1,1a,1,1a,1,1a,1,1a,1,1a
EU256035,1,1a,1,1a,1,1a,1,1a,1,1a
EU256036,1,1a,1,1a,1,1a,1,1a,1,1a
EU256037,1,1a,1,1a,1,1a,1,1a,1,1a
EU256038,1,1a,1,1a,1,1a,1,1a,1,1a
EU256039,1,1a,1,1a,1,1a,1,1a,1,1a
EU256040,1,1a,1,1a,1,1a,1,1a,1,1a
EU256041,1,1a,1,1a,1,1a,1,1a,1,1a
EU256043,1,1a,1,1a,1,1a,1,1a,1,1a
EU256044,1,1a,1,1a,1,1a,1,1a,1,1a
EU256046,1,1a,1,1a,1,1a,1,1a,1,1a
EU256047,1,1a,1,1a,1,1a,1,1a,1,1a
EU256048,1,1a,1,1a,1,1a,1,1a,1,1a
EU256049,1,1a,1,1a,1,1a,1,1a,1,1a
EU256050,1,1a,1,1a,1,1a,1,1a,1,1a
EU256051,1,1a,1,1a,1,1a,1,1a,1,1a
EU256052,1,1a,1,1a,1,1a,1,1a,1,1a
EU256053,1,1a,1,1a,1,1a,1,1a,1,1a
EU256054,1,1b,1,1b,1,1b,1,1b,1,1b
EU256057,1,1a,1,1a,1,1a,1,1a,1,1a
EU256058,1,1a,1,1a,1,1a,1,1a,1,1a
EU256059,1,1b,1,1b,1,1b,1,1b,1,1b
EU256060,1,1a,1,1a,1,1a,1,1a,1,1a
EU256061,1,1b,1,1b,1,1b,1,1b,1,1b
EU256062,1,1b,1,1b,1,1b,1,1b,1,1b
EU256064,1,1b,1,1b,1,1b,1,1b,1,1b
EU256065,1,1b,1,1b,1,1b,1,1b,1,1b
EU256066,1,1b,1,1b,1,1b,1,1b,1,1b
EU256067,1,1a,1,1a,1,1a,1,1a,1,1a
EU256068,1,1a,1,1a,1,1a,1,1a,1,1a
EU256069,1,1a,1,1a,1,1a,1,1a,1,1a
EU256070,1,1a,1,1a,1,1a,1,1a,1,1a
EU256071,1,1a,1,1a,1,1a,1,1a,1,1a
EU256072,1,1a,1,1a,1,1a,1,1a,1,1a
EU256074,1,1a,1,1a,1,1a,1,1a,1,1a
EU256075,1,1b,1,1b,1,1b,1,1b,1,1b
EU256076,1,1b,1,1b,1,1b,1,1b,1,1b
EU256077,1,1b,1,1b,1,1b,1,1b,1,1b
EU256078,1,1b,1,1b,1,1b,1,1b,1,1b
EU256079,1,1b,1,1b,1,1b,1,1b,1,1b
EU256080,1,1b,1,1b,1,1b,1,1b,1,1b
EU256081,1,1b,1,1b,1,1b,1,1b,1,1b
EU256082,1,1b,1,1b,1,1b,1,1b,1,1b
EU256083,1,1b,1,1b,1,1b,1,1b,1,1b
EU256084,1,1b,1,1b,1,1b,1,1b,1,1b
EU256085,1,1b,1,1b,1,1b,1,1b,1,1b
EU256087,1,1a,1,1a,1,1a,1,1a,1,1a
EU256088,1,1b,1,1b,1,1b,1,1b,1,1b
EU256089,1,1b,1,1b,1,1b,1,1b,1,1b
EU256090,1,1b,1,1b,1,1b,1,1b,1,1b
EU256091,1,1b,1,1b,1,1b,1,1b,1,1b
EU256092,1,1b,1,1b,1,1b,1,1b,1,1b
EU256094,1,1a,1,1a,1,1a,1,1a,1,1a
EU256095,1,1a,1,1a,1,1a,1,1a,1,1a
EU256096,1,1a,1,1a,1,1a,1,1a,1,1a
EU256097,1,1a,1,1a,1,1a,1,1a,1,1a
EU256098,1,1b,1,1b,1,1b,1,1b,1,1b
EU256099,1,1b,1,1b,1,1b,1,1b,1,1b
EU256100,1,1b,1,1b,1,1b,1,1b,1,1b
EU256101,1,1b,1,1b,1,1b,1,1b,1,1b
EU256102,1,1b,1,1b,1,1b,1,1b,1,1b
EU256103,1,1b,1,1b,1,1b,1,1b,1,1b
EU256104,1,1a,1,1a,1,1a,1,1a,1,1a
EU256105,1,1a,1,1a,1,1a,1,1a,1,1a
EU256106,1,1a,1,1a,1,1a,1,1a,1,1a
EU256107,1,1a,1,1a,1,1a,1,1a,1,1a
EU260395,1,1a,1,1a,1,1a,1,1a,1,1a
EU260396,1,1a,1,1a,1,1a,1,1a,1,1a
EU392169,4,4f,4,4f,4,4f,4,4f,4,4f
EU392170,4,4f,4,4f,4,4f,4,4f,4,4f
EU392171,4,4k,4,4k,4,4k,4,4k,4,4k
EU392172,4,4d,4,4d,4,4d,4,4d,4,4d
EU392173,4,4k,4,4k,4,4k,4,4k,4,4k
EU392174,4,4f,4,4f,4,4f,4,4f,4,4f
EU392175,4,4f,4,4f,4,4f,4,4f,4,4f
EU408326,6,6e,6,6e,6,6e,6,6e,6,6e
EU408327,6,6o,6,6o,6,6o,6,6o,6,6o
EU408328,6,6r,6,6r,6,6r,6,6r,6,6r
EU408329,6,6s,6,6s,6,6s,6,6s,6,6s
EU408330,6,6xa,6,6xa,6,6xa,6,6xa,6,6u
EU408331,1,1d,6,6xa,6,6xa,6,6xa,6,6u
EU408332,1,1d,6,6xa,6,6xa,6,6xa,6,6u
EU482831,1,1a,1,1a,1,1a,1,1a,1,1a
EU482832,1,1a,1,1a,1,1a,1,1a,1,1a
EU482833,1,1b,1,1b,1,1b,1,1b,1,1b
EU482834,1,1a,1,1a,1,1a,1,1a,1,1a
EU482835,1,1a,1,1a,1,1a,1,1a,1,1a
EU482836,1,1a,1,1a,1,1a,1,1a,1,1a
EU482837,1,1a,1,1a,1,1a,1,1a,1,1a
EU482838,1,1a,1,1a,1,1a,1,1a,1,1a
EU482839,1,1b,1,1b,1,1b,1,1b,1,1b
EU482840,1,1a,1,1a,1,1a,1,1a,1,1a
EU482841,1,1a,1,1a,1,1a,1,1a,1,1a
EU482842,1,1a,1,1a,1,1a,1,1a,1,1a
EU482843,1,1a,1,1a,1,1a,1,1a,1,1a
EU482844,1,1a,1,1a,1,1a,1,1a,1,1a
EU482845,1,1a,1,1a,1,1a,1,1a,1,1a
EU482846,1,1a,1,1a,1,1a,1,1a,1,1a
EU482847,1,1a,1,1a,1,1a,1,1a,1,1a
EU482848,1,1a,1,1a,1,1a,1,1a,1,1a
EU482849,1,1b,1,1b,1,1b,1,1b,1,1b
EU482850,1,1a,1,1a,1,1a,1,1a,1,1a
EU482852,1,1a,1,1a,1,1a,1,1a,1,1a
EU482853,1,1a,1,1a,1,1a,1,1a,1,1a
EU482854,1,1a,1,1a,1,1a,1,1a,1,1a
EU482855,1,1a,1,1a,1,1a,1,1a,1,1a
EU482856,1,1a,1,1a,1,1a,1,1a,1,1a
EU482857,1,1a,1,1a,1,1a,1,1a,1,1a
EU482858,1,1a,1,1a,1,1a,1,1a,1,1a
EU482859,1,1b,1,1b,1,1b,1,1b,1,1b
EU482860,1,1b,1,1b,1,1b,1,1b,1,1b
EU482861,1,1a,1,1a,1,1a,1,1a,1,1a
EU482862,1,1a,1,1a,1,1a,1,1a,1,1a
EU482863,1,1a,1,1a,1,1a,1,1a,1,1a
EU482864,1,1a,1,1a,1,1a,1,1a,1,1a
EU482865,1,1a,1,1a,1,1a,1,1a,1,1a
EU482866,1,1a,1,1a,1,1a,1,1a,1,1a
EU482867,1,1a,1,1a,1,1a,1,1a,1,1a
EU482868,1,1a,1,1a,1,1a,1,1a,1,1a
EU482869,1,1a,1,1a,1,1a,1,1a,1,1a
EU482870,1,1a,1,1a,1,1a,1,1a,1,1a
EU482871,1,1a,1,1a,1,1a,1,1a,1,1a
EU482872,1,1a,1,1a,1,1a,1,1a,1,1a
EU482873,1,1a,1,1a,1,1a,1,1a,1,1a
EU482874,1,1b,1,1b,1,1b,1,1b,1,1b
EU482875,1,1b,1,1b,1,1b,1,1b,1,1b
EU482876,1,1a,1,1a,1,1a,1,1a,1,1a
EU482877,1,1b,1,1b,1,1b,1,1b,1,1b
EU482878,1,1a,1,1a,1,1a,1,1a,1,1a
EU482880,1,1b,1,1b,1,1b,1,1b,1,1b
EU482881,1,1b,1,1b,1,1b,1,1b,1,1b
EU482882,1,1a,1,1a,1,1a,1,1a,1,1a
EU482883,1,1b,1,1b,1,1b,1,1b,1,1b
EU482884,1,1a,1,1a,1,1a,1,1a,1,1a
EU482885,1,1b,1,1b,1,1b,1,1b,1,1b
EU482886,1,1b,1,1b,1,1b,1,1b,1,1b
EU482888,1,1b,1,1b,1,1b,1,1b,1,1b
EU529676,1,1a,1,1a,1,1a,1,1a,1,1a
EU529677,1,1a,1,1a,1,1a,1,1a,1,1a
EU529678,1,1a,1,1a,1,1a,1,1a,1,1a
EU529679,1,1a,1,1a,1,1a,1,1a,1,1a
EU529680,1,1a,1,1a,1,1a,1,1a,1,1a
EU529681,1,1a,1,1a,1,1a,1,1a,1,1a
EU529682,1,1b,1,1b,1,1b,1,1b,1,1b
EU569722,1,1a,1,1a,1,1a,1,1a,1,1a
EU569723,1,1a,1,1a,1,1a,1,1a,1,1a
EU595697,1,1a,1,1a,1,1a,1,1a,1,1a
EU595698,1,1a,1,1a,1,1a,1,1a,1,1a
EU595699,1,1a,1,1a,1,1a,1,1a,1,1a
EU643834,6,6w,6,6w,6,6w,6,6w,,
EU643836,6,6w,6,6w,6,6w,6,6w,,
EU660383,1,1a,1,1a,1,1a,1,1a,1,1a
EU660384,1,1a,1,1a,1,1a,1,1a,1,1a
EU660385,1,1a,1,1a,1,1a,1,1a,1,1a
EU781746,1,1a,1,1a,1,1a,1,1a,,
EU781747,1,1a,1,1a,1,1a,1,1a,,
EU781748,1,1a,1,1a,1,1a,1,1a,,
EU781749,1,1a,1,1a,1,1a,1,1a,,
EU781750,1,1a,1,1a,1,1a,1,1a,,
EU781751,1,1a,1,1a,1,1a,1,1a,,
EU781752,1,1a,1,1a,1,1a,1,1a,,
EU781753,1,1a,1,1a,1,1a,1,1a,,
EU781754,1,1a,1,1a,1,1a,1,1a,,
EU781755,1,1a,1,1a,1,1a,1,1a,,
EU781756,1,1a,1,1a,1,1a,1,1a,,
EU781757,1,1a,1,1a,1,1a,1,1a,,
EU781758,1,1a,1,1a,1,1a,1,1a,,
EU781759,1,1a,1,1a,1,1a,1,1a,,
EU781760,1,1a,1,1a,1,1a,1,1a,,
EU781761,1,1a,1,1a,1,1a,1,1a,,
EU781762,1,1a,1,1a,1,1a,1,1a,,
EU781763,1,1a,1,1a,1,1a,1,1a,,
EU781764,1,1a,1,1a,1,1a,1,1a,,
EU781765,1,1a,1,1a,1,1a,1,1a,,
EU781766,1,1a,1,1a,1,1a,1,1a,,
EU781767,1,1a,1,1a,1,1a,1,1a,,
EU781768,1,1a,1,1a,1,1a,1,1a,,
EU781769,1,1a,1,1a,1,1a,1,1a,,
EU781770,1,1a,1,1a,1,1a,1,1a,,
EU781771,1,1a,1,1a,1,1a,1,1a,,
EU781772,1,1a,1,1a,1,1a,1,1a,,
EU781773,1,1a,1,1a,1,1a,1,1a,,
EU781774,1,1a,1,1a,1,1a,1,1a,,
EU781775,1,1a,1,1a,1,1a,1,1a,,
EU781776,1,1a,1,1a,1,1a,1,1a,,
EU781777,1,1a,1,1a,1,1a,1,1a,,
EU781778,1,1a,1,1a,1,1a,1,1a,,
EU781779,1,1a,1,1a,1,1a,1,1a,,
EU781780,1,1a,1,1a,1,1a,1,1a,,
EU781781,1,1a,1,1a,1,1a,1,1a,,
EU781782,1,1a,1,1a,1,1a,1,1a,,
EU781783,1,1a,1,1a,1,1a,1,1a,,
EU781784,1,1a,1,1a,1,1a,1,1a,,
EU781785,1,1a,1,1a,1,1a,1,1a,,
EU781786,1,1a,1,1a,1,1a,1,1a,,
EU781787,1,1a,1,1a,1,1a,1,1a,,
EU781788,1,1a,1,1a,1,1a,1,1a,,
EU781789,1,1a,1,1a,1,1a,1,1a,,
EU781790,1,1a,1,1a,1,1a,1,1a,,
EU781791,1,1a,1,1a,1,1a,1,1a,,
EU781792,1,1a,1,1a,1,1a,1,1a,,
EU781793,1,1a,1,1a,1,1a,1,1a,,
EU781794,1,1a,1,1a,1,1a,1,1a,,
EU781795,1,1a,1,1a,1,1a,1,1a,,
EU781796,1,1a,1,1a,1,1a,1,1a,,
EU781797,1,1a,1,1a,1,1a,1,1a,,
EU781798,1,1a,1,1a,1,1a,1,1a,,
EU781799,1,1a,1,1a,1,1a,1,1a,,
EU781800,1,1a,1,1a,1,1a,1,1a,,
EU781801,1,1a,1,1a,1,1a,1,1a,,
EU781802,1,1a,1,1a,1,1a,1,1a,,
EU781803,1,1a,1,1a,1,1a,1,1a,,
EU781804,1,1a,1,1a,1,1a,1,1a,,
EU781805,1,1a,1,1a,1,1a,1,1a,,
EU781806,1,1a,1,1a,1,1a,1,1a,,
EU781807,1,1a,1,1a,1,1a,1,1a,,
EU781808,1,1a,1,1a,1,1a,1,1a,,
EU781809,1,1a,1,1a,1,1a,1,1a,,
EU781810,1,1a,1,1a,1,1a,1,1a,,
EU781811,1,1a,1,1a,1,1a,1,1a,,
EU781812,1,1a,1,1a,1,1a,1,1a,,
EU781813,1,1a,1,1a,1,1a,1,1a,,
EU781814,1,1a,1,1a,1,1a,1,1a,,
EU781815,1,1a,1,1a,1,1a,1,1a,,
EU781816,1,1a,1,1a,1,1a,1,1a,,
EU781817,1,1a,1,1a,1,1a,1,1a,,
EU781818,1,1a,1,1a,1,1a,1,1a,,
EU781819,1,1a,1,1a,1,1a,1,1a,,
EU781820,1,1a,1,1a,1,1a,1,1a,,
EU781821,1,1a,1,1a,1,1a,1,1a,,
EU781822,1,1a,1,1a,1,1a,1,1a,,
EU781823,1,1a,1,1a,1,1a,1,1a,,
EU781824,1,1a,1,1a,1,1a,1,1a,,
EU781825,1,1b,1,1b,1,1b,1,1b,,
EU781826,1,1b,1,1b,1,1b,1,1b,,
EU781827,1,1b,1,1b,1,1b,1,1b,,
EU781828,1,1b,1,1b,1,1b,1,1b,,
EU781829,1,1b,1,1b,1,1b,1,1b,,
EU781830,1,1b,1,1b,1,1b,1,1b,,
EU781831,1,1b,1,1b,1,1b,1,1b,,
EU781832,1,1b,1,1b,1,1b,1,1b,,
EU798761,6,6v,6,6v,6,6v,6,6v,6,6v
EU826174,3,3a,3,3a,3,3a,3,3a,3,
EU826175,3,3a,3,3a,3,3a,3,3a,3,
EU826176,3,3a,3,3a,3,3a,3,3a,3,
EU826177,3,3a,3,3a,3,3a,3,3a,3,
EU826178,3,3a,3,3a,3,3a,3,3a,3,
EU826179,3,3a,3,3a,3,3a,3,3a,3,
EU826180,3,3a,3,3a,3,3a,3,3a,3,
EU826181,3,3a,3,3a,3,3a,3,3a,3,
EU826182,3,3a,3,3a,3,3a,3,3a,3,
EU826183,3,3a,3,3a,3,3a,3,3a,3,
EU826184,3,3a,3,3a,3,3a,3,3a,3,
EU826185,3,3a,3,3a,3,3a,3,3a,3,
