Accession,PerGeneGenotype,PerGeneSubtype,PerGeneClosestSubtypeAlignedNT,FullSeqGenotype,FullSeqSubtype,FullSeqClosestSubtypeAlignedNT,CometPerGeneGenotype,CometPerGeneSubtype,CometFullSeqGenotype,CometFullSeqSubtype,GenBankGenotype,GenBankSubtype
KY620328,2,2a,1893,2,2a,9478,2,2a,2,2a,2,
KY620329,2,2m,1884,2,2m,9518,2,2m,2,2m,2,
KY620331,2,2c,1884,2,2c,9486,2,2c,2,2c,2,
KY620332,2,2c,1884,2,2c,9499,2,2c,2,2c,2,
KY620335,2,2b,1884,2,2b,9487,2,2b,2,2b,2,
KY620336,2,2b,1893,2,2b,9513,2,2b,2,2b,2,
KY620337,2,2b,1884,2,2b,9477,2,2b,2,2b,2,
KY620338,2,2b,1893,2,2b,9510,2,2b,2,2b,2,
KY620339,2,2b,1884,2,2b,9461,2,2b,2,2b,2,
KY620340,2,2b,1893,2,2b,9464,2,2b,2,2b,2,
KY620341,2,2b,1893,2,2b,9485,2,2b,2,2b,2,
KY620342,2,2b,1893,2,2b,9470,2,2b,2,2b,2,
KY620343,2,2b,1884,2,2b,9500,2,2b,2,2b,2,
KY620344,2,2b,1893,2,2b,9472,2,2b,2,2b,2,
KY620345,2,2b,1884,2,2b,9473,2,2b,2,2b,2,
KY620346,2,2b,1883,2,2b,7890,2,2b,2,2b,2,
KY620347,2,2b,1884,2,2b,9471,2,2b,2,2b,2,
KY620348,2,2b,1884,2,2b,9482,2,2b,2,2b,2,
KY620349,2,2b,1884,2,2b,9483,2,2b,2,2b,2,
KY620350,2,2b,1893,2,2b,9460,2,2b,2,2b,2,
KY620351,2,2b,1884,2,2b,9455,2,2b,2,2b,2,
KY620352,2,2b,1893,2,2b,9507,2,2b,2,2b,2,
KY620353,2,2b,1893,2,2b,9478,2,2b,2,2b,2,
KY620354,2,2b,1884,2,2b,9466,2,2b,2,2b,2,
KY620355,2,2b,1893,2,2b,9467,2,2b,2,2b,2,
KY620356,2,2b,1893,2,2b,9486,2,2b,2,2b,2,
KY620357,2,2b,1893,2,2b,9485,2,2b,2,2b,2,
KY620358,2,2b,1884,2,2b,9426,2,2b,2,2b,2,
KY620359,2,2b,1884,2,2b,9466,2,2b,2,2b,2,
KY620360,2,2b,1884,2,2b,9507,2,2b,2,2b,2,
KY620361,2,2b,1893,2,2b,9459,2,2b,2,2b,2,
KY620362,3,3a,1895,3,3a,9429,3,3a,3,3a,3,
KY620363,3,3a,1895,3,3a,9454,3,3a,3,3a,3,
KY620365,3,3a,1895,3,3a,9419,3,3a,3,3a,3,
KY620366,3,3a,1894,3,3a,9428,3,3a,3,3a,3,
KY620367,3,3a,1894,3,3a,9432,3,3a,3,3a,3,
KY620368,3,3a,1895,3,3a,9425,3,3a,3,3a,3,
KY620369,3,3a,1895,3,3a,8877,3,3a,3,3a,3,
KY620371,3,3a,1895,3,3a,9450,3,3a,3,3a,3,
KY620372,3,3a,1895,3,3a,9433,3,3a,3,3a,3,
KY620374,3,3a,1894,3,3a,9427,3,3a,3,3a,3,
KY620375,3,3a,1894,3,3a,9446,3,3a,3,3a,3,
KY620376,3,3a,1895,3,3a,9436,3,3a,3,3a,3,
KY620377,3,3a,1895,3,3a,9431,3,3a,3,3a,3,
KY620378,3,3a,1894,3,3a,9463,3,3a,3,3a,3,
KY620379,3,3a,1895,3,3a,9429,3,3a,3,3a,3,
KY620380,3,3a,1895,3,3a,9443,3,3a,3,3a,3,
KY620381,3,3a,1894,3,3a,9457,3,3a,3,3a,3,
KY620382,3,3a,1895,3,3a,9417,3,3a,3,3a,3,
KY620383,3,3a,1895,3,3a,9460,3,3a,3,3a,3,
KY620385,3,3a,1895,3,3a,9429,3,3a,3,3a,3,
KY620386,3,3a,1894,3,3a,9420,3,3a,3,3a,3,
KY620387,3,3a,1894,3,3a,9417,3,3a,3,3a,3,
KY620388,3,3a,1895,3,3a,9430,3,3a,3,3a,3,
KY620389,3,3a,1895,3,3a,9456,3,3a,3,3a,3,
KY620391,3,3a,1894,3,3a,9416,3,3a,3,3a,3,
KY620392,3,3a,1895,3,3a,9456,3,3a,3,3a,3,
KY620393,3,3a,1895,3,3a,9428,3,3a,3,3a,3,
KY620394,3,3a,1894,3,3a,9415,3,3a,3,3a,3,
KY620395,3,3a,1895,3,3a,9424,3,3a,3,3a,3,
KY620396,3,3a,1895,3,3a,9415,3,3a,3,3a,3,
KY620397,3,3a,1895,3,3a,9419,3,3a,3,3a,3,
KY620398,3,3a,1895,3,3a,9458,3,3a,3,3a,3,
KY620399,3,3a,1895,3,3a,9414,3,3a,3,3a,3,
KY620400,3,3a,1894,3,3a,9417,3,3a,3,3a,3,
KY620401,3,3a,1895,3,3a,9414,3,3a,3,3a,3,
KY620402,3,3a,1895,3,3a,9411,3,3a,3,3a,3,
KY620403,3,3a,1894,3,3a,9472,3,3a,3,3a,3,
KY620405,3,3a,1894,3,3a,9444,3,3a,3,3a,3,
KY620406,3,3a,1895,3,3a,9462,3,3a,3,3a,3,
KY620407,3,3a,1894,3,3a,9439,3,3a,3,3a,3,
KY620408,3,3a,1895,3,3a,9419,3,3a,3,3a,3,
KY620409,3,3a,1895,3,3a,9420,3,3a,3,3a,3,
KY620410,3,3a,1895,3,3a,9446,3,3a,3,3a,3,
KY620412,3,3a,1895,3,3a,9412,3,3a,3,3a,3,
KY620413,3,3a,1895,3,3a,9427,3,3a,3,3a,3,
KY620415,3,3a,1894,3,3a,9450,3,3a,3,3a,3,
KY620416,3,3a,1895,3,3a,9417,3,3a,3,3a,3,
KY620417,3,3a,1895,3,3a,9309,3,3a,3,3a,3,
KY620418,3,3a,1895,3,3a,9413,3,3a,3,3a,3,
KY620419,3,3a,1895,3,3a,9413,3,3a,3,3a,3,
KY620420,3,3a,1895,3,3a,9442,3,3a,3,3a,3,
KY620421,3,3a,1894,3,3a,9413,3,3a,3,3a,3,
KY620422,3,3a,1895,3,3a,9423,3,3a,3,3a,3,
KY620423,3,3a,1894,3,3a,9416,3,3a,3,3a,3,
KY620424,3,3a,1895,3,3a,9444,3,3a,3,3a,3,
KY620425,3,3a,1895,3,3a,9444,3,3a,3,3a,3,
KY620426,3,3a,1894,3,3a,9461,3,3a,3,3a,3,
KY620428,3,3a,1895,3,3a,9466,3,3a,3,3a,3,
KY620429,3,3a,1895,3,3a,9431,3,3a,3,3a,3,
KY620430,3,3a,1895,3,3a,9411,3,3a,3,3a,3,
KY620431,3,3a,1894,3,3a,9435,3,3a,3,3a,3,
KY620432,3,3a,1895,3,3a,9436,3,3a,3,3a,3,
KY620433,3,3a,1895,3,3a,9421,3,3a,3,3a,3,
KY620434,3,3a,1895,3,3a,9433,3,3a,3,3a,3,
KY620435,3,3a,1894,3,3a,9410,3,3a,3,3a,3,
KY620436,3,3a,1895,3,3a,8825,3,3a,3,3a,3,
KY620438,3,3a,1895,3,3a,9425,3,3a,3,3a,3,
KY620440,3,3a,1895,3,3a,9421,3,3a,3,3a,3,
KY620441,3,3a,1895,3,3a,9451,3,3a,3,3a,3,
KY620442,3,3a,1895,3,3a,9438,3,3a,3,3a,3,
KY620443,3,3a,1894,3,3a,9459,3,3a,3,3a,3,
KY620444,3,3a,1895,3,3a,9421,3,3a,3,3a,3,
KY620445,3,3a,1895,3,3a,9457,3,3a,3,3a,3,
KY620446,3,3a,1895,3,3a,9414,3,3a,3,3a,3,
KY620447,3,3a,1895,3,3a,9420,3,3a,3,3a,3,
KY620449,3,3a,1894,3,3a,9423,3,3a,3,3a,3,
KY620450,3,3a,1895,3,3a,9415,3,3a,3,3a,3,
KY620451,3,3a,1895,3,3a,9429,3,3a,3,3a,3,
KY620452,3,3a,1895,3,3a,9419,3,3a,3,3a,3,
KY620453,3,3a,1894,3,3a,9433,3,3a,3,3a,3,
KY620454,3,3a,1894,3,3a,9415,3,3a,3,3a,3,
KY620455,3,3a,1895,3,3a,9429,3,3a,3,3a,3,
KY620457,3,3a,1895,3,3a,9438,3,3a,3,3a,3,
KY620458,3,3a,1895,3,3a,9415,3,3a,3,3a,3,
KY620459,3,3a,1895,3,3a,9425,3,3a,3,3a,3,
KY620460,3,3a,1895,3,3a,9386,3,3a,3,3a,3,
KY620461,3,3a,1894,3,3a,9441,3,3a,3,3a,3,
KY620462,3,3a,1895,3,3a,9431,3,3a,3,3a,3,
KY620463,3,3a,1895,3,3a,9427,3,3a,3,3a,3,
KY620464,3,3a,1894,3,3a,9420,3,3a,3,3a,3,
KY620465,3,3a,1895,3,3a,9429,3,3a,3,3a,3,
KY620466,3,3a,1893,3,3a,9456,3,3a,3,3a,3,
KY620467,3,3a,1895,3,3a,9425,3,3a,3,3a,3,
KY620468,3,3a,1893,3,3a,9429,3,3a,3,3a,3,
KY620469,3,3a,1895,3,3a,9426,3,3a,3,3a,3,
KY620470,3,3a,1894,3,3a,9436,3,3a,3,3a,3,
KY620471,3,3a,1895,3,3a,9420,3,3a,3,3a,3,
KY620472,3,3a,1895,3,3a,9452,3,3a,3,3a,3,
KY620473,3,3a,1895,3,3a,9422,3,3a,3,3a,3,
KY620474,3,3a,1895,3,3a,9464,3,3a,3,3a,3,
KY620475,3,3a,1894,3,3a,9460,3,3a,3,3a,3,
KY620476,3,3a,1894,3,3a,9457,3,3a,3,3a,3,
KY620477,3,3a,1895,3,3a,9427,3,3a,3,3a,3,
KY620478,3,3a,1895,3,3a,8618,3,3a,3,3a,3,
KY620479,3,3a,1894,3,3a,9431,3,3a,3,3a,3,
KY620480,3,3a,1895,3,3a,9415,3,3a,3,3a,3,
KY620481,3,3a,1895,3,3a,9434,3,3a,3,3a,3,
KY620482,3,3a,1895,3,3a,9452,3,3a,3,3a,3,
KY620483,3,3a,1895,3,3a,9419,3,3a,3,3a,3,
KY620485,3,3a,1894,3,3a,9418,3,3a,3,3a,3,
KY620486,3,3a,1895,3,3a,9439,3,3a,3,3a,3,
KY620487,3,3a,1895,3,3a,9431,3,3a,3,3a,3,
KY620488,3,3a,1895,3,3a,9433,3,3a,3,3a,3,
KY620489,3,3a,1894,3,3a,9425,3,3a,3,3a,3,
KY620490,3,3a,1894,3,3a,9434,3,3a,3,3a,3,
KY620491,3,3a,1895,3,3a,9429,3,3a,3,3a,3,
KY620492,3,3a,1895,3,3a,9412,3,3a,3,3a,3,
KY620493,3,3a,1895,3,3a,9431,3,3a,3,3a,3,
KY620494,3,3a,1895,3,3a,9437,3,3a,3,3a,3,
KY620495,3,3a,1894,3,3a,9434,3,3a,3,3a,3,
KY620496,3,3a,1895,3,3a,9420,3,3a,3,3a,3,
KY620497,3,3a,1894,3,3a,9411,3,3a,3,3a,3,
KY620498,3,3a,1894,3,3a,9415,3,3a,3,3a,3,
KY620499,3,3a,1894,3,3a,9403,3,3a,3,3a,3,
KY620500,3,3a,1895,3,3a,9433,3,3a,3,3a,3,
KY620501,3,3a,1895,3,3a,9435,3,3a,3,3a,3,
KY620502,3,3a,1894,3,3a,9418,3,3a,3,3a,3,
KY620503,3,3a,1895,3,3a,9432,3,3a,3,3a,3,
KY620504,3,3a,1895,3,3a,9417,3,3a,3,3a,3,
KY620505,3,3a,1894,3,3a,9431,3,3a,3,3a,3,
KY620506,3,3a,1894,3,3a,9449,3,3a,3,3a,3,
KY620507,3,3a,1895,3,3a,9422,3,3a,3,3a,3,
KY620509,3,3a,1894,3,3a,9459,3,3a,3,3a,3,
KY620510,3,3a,1895,3,3a,9455,3,3a,3,3a,3,
KY620511,3,3a,1895,3,3a,9434,3,3a,3,3a,3,
KY620512,3,3a,1895,3,3a,9460,3,3a,3,3a,3,
KY620513,3,3a,1894,3,3a,9448,3,3a,3,3a,3,
KY620518,3,3a,1893,3,3a,9434,3,3a,3,3a,3,
KY620520,3,3a,1895,3,3a,9428,3,3a,3,3a,3,
KY620521,3,3a,1895,3,3a,9440,3,3a,3,3a,3,
KY620522,3,3a,1895,3,3a,9440,3,3a,3,3a,3,
KY620523,3,3a,1894,3,3a,9413,3,3a,3,3a,3,
KY620524,3,3a,1894,3,3a,9443,3,3a,3,3a,3,
KY620525,3,3a,1894,3,3a,9419,3,3a,3,3a,3,
KY620527,3,3a,1895,3,3a,9436,3,3a,3,3a,3,
KY620528,3,3a,1895,3,3a,9430,3,3a,3,3a,3,
KY620529,3,3a,1894,3,3a,9456,3,3a,3,3a,3,
KY620530,3,3a,1894,3,3a,9426,3,3a,3,3a,3,
KY620531,3,3a,1895,3,3a,9447,3,3a,3,3a,3,
KY620532,3,3a,1894,3,3a,9415,3,3a,3,3a,3,
KY620533,3,3a,1895,3,3a,9432,3,3a,3,3a,3,
KY620534,3,3a,1894,3,3a,9425,3,3a,3,3a,3,
KY620535,3,3a,1895,3,3a,9425,3,3a,3,3a,3,
KY620536,3,3a,1895,3,3a,9436,3,3a,3,3a,3,
KY620537,3,3a,1895,3,3a,9429,3,3a,3,3a,3,
KY620538,3,3a,1895,3,3a,9458,3,3a,3,3a,3,
KY620539,3,3a,1895,3,3a,9431,3,3a,3,3a,3,
KY620540,3,3a,1895,3,3a,9411,3,3a,3,3a,3,
KY620541,3,3a,1895,3,3a,9430,3,3a,3,3a,3,
KY620542,3,3a,1895,3,3a,9425,3,3a,3,3a,3,
KY620543,3,3a,1893,3,3a,9459,3,3a,3,3a,3,
KY620546,3,3a,1895,3,3a,9416,3,3a,3,3a,3,
KY620547,3,3a,1895,3,3a,8574,3,3a,3,3a,3,
KY620548,3,3a,1895,3,3a,9408,3,3a,3,3a,3,
KY620550,3,3a,1895,3,3a,9429,3,3a,3,3a,3,
KY620551,3,3a,1895,3,3a,9430,3,3a,3,3a,3,
KY620553,3,3a,1894,3,3a,9436,3,3a,3,3a,3,
KY620554,3,3a,1894,3,3a,9460,3,3a,3,3a,3,
KY620555,3,3a,1895,3,3a,9414,3,3a,3,3a,3,
KY620556,3,3a,1895,3,3a,9371,3,3a,3,3a,3,
KY620557,3,3a,1895,3,3a,9451,3,3a,3,3a,3,
KY620558,3,3a,1895,3,3a,9429,3,3a,3,3a,3,
KY620559,3,3a,1895,3,3a,5288,3,3a,3,3a,3,
KY620560,3,3a,1895,3,3a,9458,3,3a,3,3a,3,
KY620561,3,3a,1894,3,3a,9454,3,3a,3,3a,3,
KY620562,3,3a,1767,3,3a,4292,3,3a,3,3a,3,
KY620563,3,3a,1895,3,3a,9419,3,3a,3,3a,3,
KY620564,3,3a,1895,3,3a,9392,3,3a,3,3a,3,
KY620565,3,3a,1895,3,3a,9459,3,3a,3,3a,3,
KY620566,3,3a,1895,3,3a,9438,3,3a,3,3a,3,
KY620567,3,3a,1894,3,3a,9437,3,3a,3,3a,3,
KY620569,3,3a,1894,3,3a,9432,3,3a,3,3a,3,
KY620570,3,3a,1895,3,3a,9414,3,3a,3,3a,3,
KY620571,3,3a,1894,3,3a,9404,3,3a,3,3a,3,
KY620573,3,3a,1895,3,3a,9412,3,3a,3,3a,3,
KY620575,3,3a,1894,3,3a,9417,3,3a,3,3a,3,
KY620576,3,3a,1895,3,3a,9427,3,3a,3,3a,3,
KY620577,3,3a,1895,3,3a,9469,3,3a,3,3a,3,
KY620578,3,3a,1894,3,3a,8073,3,3a,3,3a,3,
KY620579,3,3a,1895,3,3a,9438,3,3a,3,3a,3,
KY620581,3,3a,1895,3,3a,9426,3,3a,3,3a,3,
KY620582,3,3a,1895,3,3a,9448,3,3a,3,3a,3,
KY620583,3,3a,1895,3,3a,9465,3,3a,3,3a,3,
KY620584,3,3a,1895,3,3a,9420,3,3a,3,3a,3,
KY620585,3,3a,1894,3,3a,9435,3,3a,3,3a,3,
KY620586,3,3a,1894,3,3a,9457,3,3a,3,3a,3,
KY620587,3,3a,1894,3,3a,9422,3,3a,3,3a,3,
KY620588,3,3a,1894,3,3a,9359,3,3a,3,3a,3,
KY620589,3,3a,1894,3,3a,9438,3,3a,3,3a,3,
KY620590,3,3a,1895,3,3a,9418,3,3a,3,3a,3,
KY620591,3,3a,1894,3,3a,9435,3,3a,3,3a,3,
KY620592,3,3a,1895,3,3a,9430,3,3a,3,3a,3,
KY620593,3,3a,1895,3,3a,9461,3,3a,3,3a,3,
KY620594,3,3a,1894,3,3a,9422,3,3a,3,3a,3,
KY620595,3,3a,1894,3,3a,9418,3,3a,3,3a,3,
KY620596,3,3a,1894,3,3a,9433,3,3a,3,3a,3,
KY620597,3,3a,1894,3,3a,9458,3,3a,3,3a,3,
KY620598,3,3a,1894,3,3a,9460,3,3a,3,3a,3,
KY620599,3,3a,1893,3,3a,9437,3,3a,3,3a,3,
KY620600,3,3a,1894,3,3a,9427,3,3a,3,3a,3,
KY620601,3,3a,1894,3,3a,9432,3,3a,3,3a,3,
KY620602,3,3a,1894,3,3a,9419,3,3a,3,3a,3,
KY620603,3,3a,1895,3,3a,9425,3,3a,3,3a,3,
KY620604,3,3a,1895,3,3a,9429,3,3a,3,3a,3,
KY620605,3,3a,1894,3,3a,9414,3,3a,3,3a,3,
KY620607,3,3a,1894,3,3a,9439,3,3a,3,3a,3,
KY620608,3,3a,1894,3,3a,9418,3,3a,3,3a,3,
KY620609,3,3a,1894,3,3a,9426,3,3a,3,3a,3,
KY620610,3,3a,1895,3,3a,5918,3,3a,3,3a,3,
KY620611,3,3a,1894,3,3a,9453,3,3a,3,3a,3,
KY620612,3,3a,1894,3,3a,9416,3,3a,3,3a,3,
KY620613,3,3a,1895,3,3a,9459,3,3a,3,3a,3,
KY620614,3,3a,1894,3,3a,9444,3,3a,3,3a,3,
KY620615,3,3a,1894,3,3a,9456,3,3a,3,3a,3,
KY620616,3,3a,1894,3,3a,9425,3,3a,3,3a,3,
KY620617,3,3a,1894,3,3a,9429,3,3a,3,3a,3,
KY620618,3,3a,1894,3,3a,9427,3,3a,3,3a,3,
KY620619,3,3a,1893,3,3a,9433,3,3a,3,3a,3,
KY620620,3,3a,1894,3,3a,9418,3,3a,3,3a,3,
KY620621,3,3a,1894,3,3a,9441,3,3a,3,3a,3,
KY620622,3,3a,1894,3,3a,9444,3,3a,3,3a,3,
KY620623,3,3a,1894,3,3a,9329,3,3a,3,3a,3,
KY620624,3,3a,1894,3,3a,9423,3,3a,3,3a,3,
KY620625,3,3a,1894,3,3a,9459,3,3a,3,3a,3,
KY620626,3,3a,1894,3,3a,8705,3,3a,3,3a,3,
KY620627,3,3a,1894,3,3a,9432,3,3a,3,3a,3,
KY620628,3,3a,1895,3,3a,9428,3,3a,3,3a,3,
KY620629,3,3a,1895,3,3a,9458,3,3a,3,3a,3,
KY620630,3,3a,1895,3,3a,9422,3,3a,3,3a,3,
KY620631,3,3a,1893,3,3a,9440,3,3a,3,3a,3,
KY620632,3,3a,1894,3,3a,9430,3,3a,3,3a,3,
KY620633,3,3a,1894,3,3a,9429,3,3a,3,3a,3,
KY620634,3,3a,1894,3,3a,9441,3,3a,3,3a,3,
KY620635,3,3a,1894,3,3a,9435,3,3a,3,3a,3,
KY620636,3,3a,1894,3,3a,8697,3,3a,3,3a,3,
KY620637,3,3a,1894,3,3a,9444,3,3a,3,3a,3,
KY620638,3,3a,1893,3,3a,7841,3,3a,3,3a,3,
KY620639,3,3a,1894,3,3a,9418,3,3a,3,3a,3,
KY620640,3,3a,1895,3,3a,9446,3,3a,3,3a,3,
KY620642,3,3a,1894,3,3a,9437,3,3a,3,3a,3,
KY620643,3,3a,1893,3,3a,9453,3,3a,3,3a,3,
KY620644,3,3a,1894,3,3a,9426,3,3a,3,3a,3,
KY620645,3,3a,1894,3,3a,9460,3,3a,3,3a,3,
KY620646,3,3a,1894,3,3a,9430,3,3a,3,3a,3,
KY620647,3,3a,1894,3,3a,9441,3,3a,3,3a,3,
KY620648,3,3a,1894,3,3a,9437,3,3a,3,3a,3,
KY620649,3,3a,1894,3,3a,9435,3,3a,3,3a,3,
KY620650,3,3a,1894,3,3a,9462,3,3a,3,3a,3,
KY620651,3,3a,1894,3,3a,8836,3,3a,3,3a,3,
KY620652,3,3a,1894,3,3a,9423,3,3a,3,3a,3,
KY620653,3,3a,1894,3,3a,9459,3,3a,3,3a,3,
KY620654,3,3a,1893,3,3a,9421,3,3a,3,3a,3,
KY620655,3,3a,1893,3,3a,7363,3,3a,3,3a,3,
KY620656,3,3a,1894,3,3a,9454,3,3a,3,3a,3,
KY620657,3,3a,1893,3,3a,9421,3,3a,3,3a,3,
KY620658,3,3a,1894,3,3a,9435,3,3a,3,3a,3,
KY620659,3,3a,1894,3,3a,9411,3,3a,3,3a,3,
KY620660,3,3a,1894,3,3a,9413,3,3a,3,3a,3,
KY620661,3,3a,1894,3,3a,9438,3,3a,3,3a,3,
KY620662,3,3a,1894,3,3a,9426,3,3a,3,3a,3,
KY620663,3,3a,1895,3,3a,9428,3,3a,3,3a,3,
KY620664,3,3a,1894,3,3a,9423,3,3a,3,3a,3,
KY620665,3,3a,1893,3,3a,9429,3,3a,3,3a,3,
KY620666,3,3a,1894,3,3a,9457,3,3a,3,3a,3,
KY620667,3,3a,1894,3,3a,9431,3,3a,3,3a,3,
KY620669,3,3a,1894,3,3a,9422,3,3a,3,3a,3,
KY620670,3,3a,1893,3,3a,9438,3,3a,3,3a,3,
KY620672,3,3a,1893,3,3a,9456,3,3a,3,3a,3,
KY620673,3,3a,1894,3,3a,9446,3,3a,3,3a,3,
KY620674,3,3a,1894,3,3a,9431,3,3a,3,3a,3,
KY620676,3,3a,1894,3,3a,9412,3,3a,3,3a,3,
KY620677,3,3a,1894,3,3a,9427,3,3a,3,3a,3,
KY620678,3,3a,1894,3,3a,9445,3,3a,3,3a,3,
KY620679,3,3a,1893,3,3a,9418,3,3a,3,3a,3,
KY620680,3,3a,1894,3,3a,9426,3,3a,3,3a,3,
KY620681,3,3a,1895,3,3a,9437,3,3a,3,3a,3,
KY620682,3,3a,1895,3,3a,9463,3,3a,3,3a,3,
KY620684,3,3a,1893,3,3a,9430,3,3a,3,3a,3,
KY620685,3,3a,1893,3,3a,9456,3,3a,3,3a,3,
KY620686,3,3a,1894,3,3a,9431,3,3a,3,3a,3,
KY620687,3,3a,1894,3,3a,9429,3,3a,3,3a,3,
KY620688,3,3a,1894,3,3a,9319,3,3a,3,3a,3,
KY620689,3,3a,1894,3,3a,9415,3,3a,3,3a,3,
KY620690,3,3a,1894,3,3a,9429,3,3a,3,3a,3,
KY620691,3,3a,1894,3,3a,9428,3,3a,3,3a,3,
KY620692,3,3a,1894,3,3a,9418,3,3a,3,3a,3,
KY620693,3,3a,1894,3,3a,9429,3,3a,3,3a,3,
KY620694,3,3a,1894,3,3a,9430,3,3a,3,3a,3,
KY620695,3,3a,1894,3,3a,9430,3,3a,3,3a,3,
KY620696,3,3a,1894,3,3a,9448,3,3a,3,3a,3,
KY620697,3,3a,1894,3,3a,9433,3,3a,3,3a,3,
KY620698,3,3a,1894,3,3a,9455,3,3a,3,3a,3,
KY620699,3,3a,1894,3,3a,9427,3,3a,3,3a,3,
KY620700,3,3a,1894,3,3a,9429,3,3a,3,3a,3,
KY620701,3,3a,1892,3,3a,9458,3,3a,3,3a,3,
KY620702,3,3a,1894,3,3a,9431,3,3a,3,3a,3,
KY620703,3,3a,1894,3,3a,9418,3,3a,3,3a,3,
KY620704,3,3a,1894,3,3a,9419,3,3a,3,3a,3,
KY620705,3,3a,1894,3,3a,9445,3,3a,3,3a,3,
KY620706,3,3a,1894,3,3a,9425,3,3a,3,3a,3,
KY620707,3,3a,1894,3,3a,9431,3,3a,3,3a,3,
KY620708,3,3a,1894,3,3a,7301,3,3a,3,3a,3,
KY620709,3,3a,1894,3,3a,9445,3,3a,3,3a,3,
KY620710,3,3a,1893,3,3a,9432,3,3a,3,3a,3,
KY620711,3,3a,1894,3,3a,9366,3,3a,3,3a,3,
KY620712,3,3a,1894,3,3a,9416,3,3a,3,3a,3,
KY620714,3,3a,1895,3,3a,9457,3,3a,3,3a,3,
KY620715,3,3a,1894,3,3a,9419,3,3a,3,3a,3,
KY620716,3,3a,1894,3,3a,9448,3,3a,3,3a,3,
KY620717,3,3a,1893,3,3a,9428,3,3a,3,3a,3,
KY620718,3,3a,1894,3,3a,9415,3,3a,3,3a,3,
KY620719,3,3a,1893,3,3a,9436,3,3a,3,3a,3,
KY620720,3,3a,1893,3,3a,9430,3,3a,3,3a,3,
KY620722,3,3a,1894,3,3a,9466,3,3a,3,3a,3,
KY620723,3,3a,1893,3,3a,9445,3,3a,3,3a,3,
KY620725,3,3a,1894,3,3a,9399,3,3a,3,3a,3,
KY620726,3,3a,1894,3,3a,9415,3,3a,3,3a,3,
KY620727,3,3a,1894,3,3a,9445,3,3a,3,3a,3,
KY620728,3,3a,1895,3,3a,9430,3,3a,3,3a,3,
KY620729,3,3a,1894,3,3a,9436,3,3a,3,3a,3,
KY620730,3,3a,1894,3,3a,9456,3,3a,3,3a,3,
KY620731,3,3a,1893,3,3a,9307,3,3a,3,3a,3,
KY620732,3,3a,1893,3,3a,9433,3,3a,3,3a,3,
KY620733,3,3a,1894,3,3a,9411,3,3a,3,3a,3,
KY620734,3,3a,1894,3,3a,9457,3,3a,3,3a,3,
KY620735,3,3a,1894,3,3a,9443,3,3a,3,3a,3,
KY620736,3,3a,1894,3,3a,9439,3,3a,3,3a,3,
KY620737,3,3a,1894,3,3a,9459,3,3a,3,3a,3,
KY620739,3,3a,1894,3,3a,7825,3,3a,3,3a,3,
KY620740,3,3a,1893,3,3a,9457,3,3a,3,3a,3,
KY620741,3,3a,1894,3,3a,9429,3,3a,3,3a,3,
KY620742,3,3a,1894,3,3a,9433,3,3a,3,3a,3,
KY620743,3,3a,1894,3,3a,9451,3,3a,3,3a,3,
KY620744,3,3a,1894,3,3a,9446,3,3a,3,3a,3,
KY620745,3,3a,1894,3,3a,9423,3,3a,3,3a,3,
KY620746,3,3a,1894,3,3a,9429,3,3a,3,3a,3,
KY620747,3,3a,1894,3,3a,9431,3,3a,3,3a,3,
KY620749,3,3a,1894,3,3a,9428,3,3a,3,3a,3,
KY620750,3,3a,1894,3,3a,9444,3,3a,3,3a,3,
KY620751,3,3a,1894,3,3a,9428,3,3a,3,3a,3,
KY620752,3,3a,1894,3,3a,9414,3,3a,3,3a,3,
KY620753,3,3a,1894,3,3a,9436,3,3a,3,3a,3,
KY620754,3,3a,1894,3,3a,9449,3,3a,3,3a,3,
KY620755,3,3a,1894,3,3a,9447,3,3a,3,3a,3,
KY620756,3,3a,1894,3,3a,9424,3,3a,3,3a,3,
KY620757,3,3a,1893,3,3a,9453,3,3a,3,3a,3,
KY620758,3,3a,1894,3,3a,9422,3,3a,3,3a,3,
KY620760,3,3a,1893,3,3a,9418,3,3a,3,3a,3,
KY620761,3,3a,1895,3,3a,9423,3,3a,3,3a,3,
KY620762,3,3a,1894,3,3a,9418,3,3a,3,3a,3,
KY620763,3,3a,1894,3,3a,9429,3,3a,3,3a,3,
KY620764,3,3a,1893,3,3a,9430,3,3a,3,3a,3,
KY620765,3,3a,1893,3,3a,9431,3,3a,3,3a,3,
KY620766,3,3a,1894,3,3a,9419,3,3a,3,3a,3,
KY620767,3,3a,1893,3,3a,9428,3,3a,3,3a,3,
KY620768,3,3a,1892,3,3a,9443,3,3a,3,3a,3,
KY620769,3,3a,1894,3,3a,9431,3,3a,3,3a,3,
KY620770,3,3a,1895,3,3a,9431,3,3a,3,3a,3,
KY620771,3,3a,1006,3,3a,4227,3,3a,3,3a,3,
KY620772,3,3a,1894,3,3a,9420,3,3a,3,3a,3,
KY620773,3,3a,1894,3,3a,9430,3,3a,3,3a,3,
KY620774,3,3a,1712,3,3a,2666,3,3a,3,3a,3,
KY620775,3,3a,1894,3,3a,9458,3,3a,3,3a,3,
KY620776,3,3a,1895,3,3a,9422,3,3a,3,3a,3,
KY620777,3,3a,1894,3,3a,9413,3,3a,3,3a,3,
KY620778,3,3a,1893,3,3a,9448,3,3a,3,3a,3,
